,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0043117,positive regulation of vascular permeability,GO:0043117,0.1261362,53.80952,205.9964,FGFBP3,Positive Regulation Of Vascular Permeability (GO:0043117)
1,GO:0016446,somatic hypermutation of immunoglobulin genes,GO:0016446,0.1261362,62.78395,248.6535,POLQ,Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)
2,GO:2000050,regulation of non-canonical Wnt signaling pathway,GO:2000050,0.1261362,62.78395,248.6535,ZNRF3,Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)
3,GO:1900407,regulation of cellular response to oxidative stress,GO:1900407,0.1261362,75.34815,309.9289,BMP7,Regulation Of Cellular Response To Oxidative Stress (GO:1900407)
4,GO:0002011,morphogenesis of an epithelial sheet,GO:0002011,0.1261362,94.19444,404.4985,BMP7,Morphogenesis Of An Epithelial Sheet (GO:0002011)
5,GO:0097503,sialylation,GO:0097503,0.1261362,125.6049,567.2463,ST3GAL1,Sialylation (GO:0097503)
6,GO:0043576,regulation of respiratory gaseous exchange,GO:0043576,0.1261362,188.4259,904.9107,PASK,Regulation Of Respiratory Gaseous Exchange (GO:0043576)
7,GO:0006591,ornithine metabolic process,GO:0006591,0.1261362,188.4259,904.9107,ODC1,Ornithine Metabolic Process (GO:0006591)
8,GO:0070092,regulation of glucagon secretion,GO:0070092,0.1261362,inf,inf,PASK,Regulation Of Glucagon Secretion (GO:0070092)
9,GO:0032488,Cdc42 protein signal transduction,GO:0032488,0.1261362,376.8889,1962.317,RHOU,Cdc42 Protein Signal Transduction (GO:0032488)
10,GO:0006595,polyamine metabolic process,GO:0006595,0.1261362,53.80952,205.9964,ODC1,Polyamine Metabolic Process (GO:0006595)
11,GO:0006040,amino sugar metabolic process,GO:0006040,0.1261362,53.80952,205.9964,ST3GAL1,Amino Sugar Metabolic Process (GO:0006040)
12,GO:0030903,notochord development,GO:0030903,0.1261362,188.4259,904.9107,STIL,Notochord Development (GO:0030903)
13,GO:0003344,pericardium morphogenesis,GO:0003344,0.1261362,125.6049,567.2463,BMP7,Pericardium Morphogenesis (GO:0003344)
14,GO:0046488,phosphatidylinositol metabolic process,GO:0046488,0.1261362,17.31966,85.27806,PIP4P2;INPP5J,Phosphatidylinositol Metabolic Process (GO:0046488)
15,GO:0010656,negative regulation of muscle cell apoptotic process,GO:0010656,0.1261362,75.34815,309.9289,BMP7,Negative Regulation Of Muscle Cell Apoptotic Process (GO:0010656)
16,GO:0014706,striated muscle tissue development,GO:0014706,0.1261362,94.19444,404.4985,BMP7,Striated Muscle Tissue Development (GO:0014706)
17,GO:0001574,ganglioside biosynthetic process,GO:0001574,0.1261362,75.34815,309.9289,ST3GAL1,Ganglioside Biosynthetic Process (GO:0001574)
18,GO:0043401,steroid hormone mediated signaling pathway,GO:0043401,0.1261362,75.34815,309.9289,BMP7,Steroid Hormone Mediated Signaling Pathway (GO:0043401)
19,GO:0060037,pharyngeal system development,GO:0060037,0.1261362,53.80952,205.9964,BMP7,Pharyngeal System Development (GO:0060037)
20,GO:1900006,positive regulation of dendrite development,GO:1900006,0.1261362,75.34815,309.9289,BMP7,Positive Regulation Of Dendrite Development (GO:1900006)
