term,ES,NES,fdr,Gene %,Genes,description
DGIdb_Drug_Targets_2024__DORLIMOMAB ARITOX,0.8294210913331237,3.2279724209560663,0.0,8.22%,RPL18;RPL14;RPS11;RPL35;RPS7;RPL13;RPL7;RPS28;RPS19;RPL29;RPS9;RPL7A;RPS3A;RPL23;RPL27;RPL6;RPL5;RPS18;RPS13;RPL28;RPL27A;RPS14;RPL23A;RPS15A;RPS25;RPL19;RPL31;RPL17;RPS3;RPL3;RPS20;RPS17;RPS23;RPL12,DGIdb_Drug_Targets_2024__DORLIMOMAB ARITOX
DGIdb_Drug_Targets_2024__MT 3724,0.8183459281176928,3.214484036317303,0.0,8.22%,RPL18;RPL14;RPS11;RPL35;RPS7;RPL13;RPL7;RPS28;RPS19;RPL29;RPS9;RPL7A;RPS3A;RPL23;RPL27;RPL6;RPL5;RPS18;RPS13;RPL27A;RPS14;RPL23A;RPS15A;RPS25;RPL19;RPL31;RPL17;RPS3;RPL3;RPS20;RPS17;RPS23;RPL12,DGIdb_Drug_Targets_2024__MT 3724
DGIdb_Drug_Targets_2024__CYCLOHEXIMIDE,0.8123542848019217,3.203583823507897,0.0,8.22%,RPL18;RPL14;RPS11;RPL35;RPS7;RPL13;RPL7;RPS28;RPS19;RPL29;RPS9;RPL7A;RPS3A;RPL23;RPL27;RPL6;RPL5;RPS18;RPS13;RPL28;RPL27A;RPS14;RPL23A;RPS15A;RPS25;RPL19;RPL31;RPL17;RPS3;RPL3;RPS20;RPS17;RPS23;EEF2;RPL12,DGIdb_Drug_Targets_2024__CYCLOHEXIMIDE
DGIdb_Drug_Targets_2024__ATALUREN,0.8238597829409845,3.1911678280091045,0.0,8.22%,RPL18;RPL14;RPS11;RPL35;RPS7;RPL13;RPL7;RPS28;RPS19;RPL29;RPL7A;RPS3A;RPL23;RPL27;RPL6;RPL5;RPS18;RPS13;RPL28;RPL27A;RPS14;RPL23A;RPS15A;RPS25;RPL19;RPL31;RPL17;RPS3;RPL3;RPS20;RPS17;RPS23;RPL12,DGIdb_Drug_Targets_2024__ATALUREN
DGIdb_Drug_Targets_2024__COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.7833006421455887,2.3298630352742773,0.0006262782811478,17.00%,COL2A1;COL28A1;COL5A3;COL1A2;COL18A1;COL1A1;COL6A2;COL3A1;COL6A1;COL6A3,DGIdb_Drug_Targets_2024__COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
DGIdb_Drug_Targets_2024__ACETAZOLAMIDE,0.820197297580459,1.7136889318648478,0.2225305096724457,16.38%,AQP1;CA4;CA1;MMP2,DGIdb_Drug_Targets_2024__ACETAZOLAMIDE
DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:1713,0.7728821533395617,1.703264202597295,0.230779324502195,0.06%,ACTN2,DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:1713
DGIdb_Drug_Targets_2024__BYL719,-0.7238372093023256,-1.6965405980364714,0.7088303385971989,27.82%,PTEN;MTOR;PIK3CB;PIK3R4;PIK3R1;PI4KA;PIK3R6;BRAF;PIK3C3;PIK3C2A;PIK3CG;PIK3CA,DGIdb_Drug_Targets_2024__BYL719
DGIdb_Drug_Targets_2024__TRIFLUOPERAZINE,0.7436205784208456,1.6886753868171411,0.2453063953529747,3.62%,ATXN2;CBX1,DGIdb_Drug_Targets_2024__TRIFLUOPERAZINE
DGIdb_Drug_Targets_2024__SF1126,-0.723686942080133,-1.6595594529617506,0.8565709137587628,27.82%,PTEN;PRKDC;MTOR;PIK3CB;PIK3R4;PIK3R1;PIK3R6;PIK3C3;PIK3C2A;PIK3CG;PIK3CA,DGIdb_Drug_Targets_2024__SF1126
DGIdb_Drug_Targets_2024__PX 866,-0.723686942080133,-1.6524314876443396,0.7237769992932535,27.82%,PTEN;MTOR;PIK3CB;PIK3R4;PIK3R1;PIK3R6;BRAF;PIK3C3;PIK3C2A;PIK3CG;PIK3CA,DGIdb_Drug_Targets_2024__PX 866
DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE,-0.5467441041291402,-1.6462086803461369,0.7035172703278904,22.72%,MT-ND5;NDUFB8;MT-ND1;MTOR;NDUFA9;NDUFA10;NDUFA3;MT-ND4;NDUFA4;NDUFA13;NDUFS8;NDUFS4;NDUFA1;NDUFS3;NDUFA5;NDUFV1;NDUFS1;NDUFC2,DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE
