term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__Activation of ATR in Response to Replication Stress,0.8720639927678486,1.8599313358182767,0.1092264772035802,8.64%,MCM6;RPA1;RPA2,Reactome_Pathways_2024__Activation of ATR in Response to Replication Stress
Reactome_Pathways_2024__AKT Phosphorylates Targets in the Cytosol,-0.7303395940818653,-1.5133032809736715,0.680727668913787,5.55%,TSC2;CHUK;GSK3A,Reactome_Pathways_2024__AKT Phosphorylates Targets in the Cytosol
Reactome_Pathways_2024__ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress,0.6158109997997324,1.2791403541952278,0.5818751510144271,3.96%,EXOSC6;KHSRP,Reactome_Pathways_2024__ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress
Reactome_Pathways_2024__APC Truncation Mutants Have Impaired AXIN Binding,-0.5862576589772412,-1.2633138710992504,0.7790504432673696,4.60%,PPP2R5C;PPP2R5A,Reactome_Pathways_2024__APC Truncation Mutants Have Impaired AXIN Binding
Reactome_Pathways_2024__AXIN Missense Mutants Destabilize the Destruction Complex,-0.5862576589772412,-1.2633138710992504,0.7790504432673696,4.60%,PPP2R5C;PPP2R5A,Reactome_Pathways_2024__AXIN Missense Mutants Destabilize the Destruction Complex
Reactome_Pathways_2024__APC-Cdc20 Mediated Degradation of Nek2A,-0.6229516610972379,-1.174166520114,0.8641774380236551,11.81%,ANAPC7;CDC16,Reactome_Pathways_2024__APC-Cdc20 Mediated Degradation of Nek2A
Reactome_Pathways_2024__Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,-0.5858325695226305,-1.158609472278468,0.8728179384872817,11.81%,ANAPC7;CDC16,Reactome_Pathways_2024__Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects
Reactome_Pathways_2024__ABC-family Proteins Mediated Transport,-0.3671708066714299,-1.1516499684432648,0.8687349811423244,57.48%,ABCC3;ADRM1;ABCB7;DERL1;ABCC1;ABCC4;ABCB10;ABCF1;ABCD3;ABCB6;PSMC4;ABCD1;ERLEC1;SEL1L;PSMD7;PEX19;PSMD1;PSMB3;PSMD6;ERLIN2;PSMD11;PSMD8;PSMA2;PSMC6;PSMB1;OS9;VCP;PSMD12;PSMB2;PSMC3;PSMA3;PSMD3;PSMA1;PSMA4;EIF2S3;PSMA7;DERL2;PSMB4;EIF2S1;PSMB6;PSMC1;PSMD2;PSMA5;PSMB7;PSMC5;PSMD13,Reactome_Pathways_2024__ABC-family Proteins Mediated Transport
Reactome_Pathways_2024__AURKA Activation by TPX2,-0.4180814957366434,-1.1455290167187977,0.8713678135775033,30.80%,CEP131;NEDD1;CLASP1;CEP41;PRKACA;DYNLL1;TUBB4A;PPP2R1A;CKAP5;DCTN2,Reactome_Pathways_2024__AURKA Activation by TPX2
Reactome_Pathways_2024__Activated NOTCH1 Transmits Signal to the Nucleus,-0.4940086655340984,-1.1418122201347878,0.8722701387655017,3.83%,PSEN2;MIB1,Reactome_Pathways_2024__Activated NOTCH1 Transmits Signal to the Nucleus
Reactome_Pathways_2024__ABC Transporter Disorders,-0.381683035191289,-1.1399169341905029,0.8722852063658857,59.07%,ADRM1;DERL1;ABCB6;PSMC4;ABCD1;ERLEC1;SEL1L;PSMD7;PSMD1;PSMB3;PSMD6;ERLIN2;PSMD11;PSMD8;PSMA2;PSMC6;PSMB1;OS9;VCP;PSMD12;PSMB2;PSMC3;PSMA3;PSMD3;PSMA1;PSMA4;PSMA7;DERL2;PSMB4;PSMB6;PSMC1;PSMD2;PSMA5;PSMB7;PSMC5;PSMD13;PSMD14;PSMA6,Reactome_Pathways_2024__ABC Transporter Disorders
Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs,-0.4725203552288359,-1.1360163591033074,0.8714511215450907,48.94%,TUBA4B;PRKAG1;PRKAB2;PRKAG2;TUBB4A;PRKAA1;TUBA8;TUBB1;TUBAL3;TUBA4A;TUBB6;TUBA1C,Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs
Reactome_Pathways_2024__Activated NTRK2 Signals Through FRS2 and FRS3,0.5036284470246736,1.0519766016179266,0.7489948840104437,49.69%,KRAS;NTRK2;GRB2;SOS1;PTPN11,Reactome_Pathways_2024__Activated NTRK2 Signals Through FRS2 and FRS3
Reactome_Pathways_2024__ABC Transporters in Lipid Homeostasis,-0.5327669908675143,-1.051830013028709,0.9167661344774976,30.10%,ABCD3;ABCD1;PEX19,Reactome_Pathways_2024__ABC Transporters in Lipid Homeostasis
Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.3390839942231566,1.017953796776951,0.7611875343766575,17.34%,GPC6;BCAN;DCN;CSPG4;AGRN;HSPG2,Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis
Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,-0.3508220470503551,-1.0176083221082173,0.9414723879026514,59.07%,ADRM1;PSMC4;PSMD7;EIF4G1;PSMD1;PSMB3;PSMD6;PSMD11;PSMD8;PSMA2;PSMC6;PSMB1;PSMD12;PSMB2;PSMC3;PSMA3;PSMD3;PSMA1;PSMA4;PSMA7;PSMB4;PABPC1;PSMB6;PSMC1;PSMD2;PSMA5;PSMB7;PSMC5;PSMD13;PSMD14;PSMA6,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA
Reactome_Pathways_2024__Activation of C3 and C5,0.4028209914955402,0.9539391188921942,0.826626614728782,59.78%,CFP;C4A;C2;C4B;CFB;C3;C5,Reactome_Pathways_2024__Activation of C3 and C5
Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,-0.3141165654397657,-0.905894873505508,0.9631161863977992,59.07%,ANAPC7;ADRM1;CDC16;PSMC4;PSMD7;PSMD1;PSMB3;PSMD6;PSMD11;PSMD8;PSMA2;PSMC6;PSMB1;PSMD12;PSMB2;PSMC3;PSMA3;PSMD3;PSMA1;PSMA4;PSMA7;PSMB4;PSMB6;PSMC1;PSMD2;PSMA5;PSMB7;PSMC5;PSMD13;PSMD14;PSMA6,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1
