term,ES,NES,fdr,Gene %,Genes,description
DGIdb_Drug_Targets_2024__BUPARLISIB,0.5533621240811891,1.4082120448282107,0.5345175053312888,32.62%,PIK3R1;FGFR2;FGFR1;PIK3CB;PIK3CG,DGIdb_Drug_Targets_2024__BUPARLISIB
DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:56,-0.5559307724778387,-1.4081967077049664,0.603690477537946,44.49%,A1BG;A2M;ALDH1A1;ABCB7;ABCD1,DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:56
DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:52,-0.5559307724778387,-1.4081967077049664,0.603690477537946,44.49%,A1BG;A2M;ALDH1A1;ABCB7;ABCD1,DGIdb_Drug_Targets_2024__IUPHAR.LIGAND:52
DGIdb_Drug_Targets_2024__VINCRISTINE,0.4366706118367016,1.4031368744742647,0.5354166905947235,32.62%,TUBB4A;CPT1A;ABCC3;TUBB6;MTHFR;BCR;TUBB;ABCC1;STIM1;TUBA1C;TUBA4A;TUBB1;PIK3CG,DGIdb_Drug_Targets_2024__VINCRISTINE
DGIdb_Drug_Targets_2024__MK 2461,0.5651305698307432,1.388021511202805,0.5486863156730084,31.69%,FGFR2;FGFR1;PDGFRB;FLT4;NTRK2,DGIdb_Drug_Targets_2024__MK 2461
DGIdb_Drug_Targets_2024__HYDROCHLOROTHIAZIDE,0.4744507237867461,1.3815498164922182,0.5474992652909426,37.19%,USP5;PDE3A;NUCB2;PTGS1;CSK;PRKCA;LRRC15;GRK5;SERPINE1,DGIdb_Drug_Targets_2024__HYDROCHLOROTHIAZIDE
DGIdb_Drug_Targets_2024__ETHOXZOLAMIDE,-0.5314478682988603,-1.374037225500109,0.56608676951635,46.93%,CA1;CA2;CA13;CA4;CA9,DGIdb_Drug_Targets_2024__ETHOXZOLAMIDE
DGIdb_Drug_Targets_2024__SULTHIAME,-0.5314478682988603,-1.374037225500109,0.56608676951635,46.93%,CA1;CA2;CA13;CA4;CA9,DGIdb_Drug_Targets_2024__SULTHIAME
DGIdb_Drug_Targets_2024__DOCETAXEL,0.4107074819412083,1.37247878205258,0.5621446300067933,45.94%,TUBB4A;PRDX4;GAS6;CHST3;ACSS2;TUBB6;FGFR1;TUBB;ABCC1;TUBA1C;BAX;TUBA4A;TUBB1;PGP;TUBB4B;VAC14;SOD2;CD44;FGFR3,DGIdb_Drug_Targets_2024__DOCETAXEL
DGIdb_Drug_Targets_2024__TOFACITINIB,0.5560611836839402,1.3699036593451837,0.5603333056877002,32.83%,STAT5B;JAK3;JAK2;PTPN6;YES1,DGIdb_Drug_Targets_2024__TOFACITINIB
DGIdb_Drug_Targets_2024__ATENOLOL,0.4946759919919007,1.3684842991633084,0.5572260725066289,27.89%,ARAP1;PLA2G4A;LDLR;SNX9;TGFB1;BAX;LRRC15,DGIdb_Drug_Targets_2024__ATENOLOL
DGIdb_Drug_Targets_2024__IBUPROFEN,0.6192746151492943,1.3681272926516237,0.5572613719138436,33.94%,PTGS1;COMT;TARDBP,DGIdb_Drug_Targets_2024__IBUPROFEN
DGIdb_Drug_Targets_2024__ENTRECTINIB,0.3987206708393573,1.3589862340698524,0.5701310207185555,46.81%,LYN;FYN;PTK2;SLK;PRKCQ;FGFR1;JAK3;TAOK1;PRKAA1;TBK1;STK3;JAK2;SYK;EML4;FLT4;NTRK2;GRK5;SRC;MAP4K2;RPS6KA3;FER;AXL;BTK;FGFR3;CSF1R,DGIdb_Drug_Targets_2024__ENTRECTINIB
DGIdb_Drug_Targets_2024__PRAVASTATIN,0.4786704897497494,1.3518655664155284,0.5717493868994392,27.70%,LDLR;LPL;ADAMTS1;RHOA;BAX,DGIdb_Drug_Targets_2024__PRAVASTATIN
DGIdb_Drug_Targets_2024__DIGOXIN,0.547096844512977,1.3381951096822742,0.582988897348849,13.32%,STAT3;ATP1A1;ATP1B3,DGIdb_Drug_Targets_2024__DIGOXIN
DGIdb_Drug_Targets_2024__BUMETANIDE,0.5939955508556781,1.334361494527784,0.5905311287564506,4.74%,HSD17B10;ADD1,DGIdb_Drug_Targets_2024__BUMETANIDE
DGIdb_Drug_Targets_2024__PEMBROLIZUMAB,-0.3432800586370497,-1.333665278936373,0.6178286732678973,45.52%,EGFR;MET;BRAF;B2M;PIK3CA;KRAS;IDH1;CD274;KIT;PTEN;JAK1,DGIdb_Drug_Targets_2024__PEMBROLIZUMAB
DGIdb_Drug_Targets_2024__LINIFANIB,0.3883679000149118,1.3235902820274437,0.6015644564921445,46.81%,ROCK2;LYN;PRKG1;ROCK1;MAPK14;CAMK1;PTK2;SLK;TAOK1;PDGFRB;IRAK4;PDGFRA;FLT4;NTRK2;CAMK2G;YES1;SRC;MAP4K2;FER;MINK1;AXL;FGFR3;FES;CSF1R,DGIdb_Drug_Targets_2024__LINIFANIB
DGIdb_Drug_Targets_2024__RUXOLITINIB,0.6017099926917804,1.323376804184857,0.6011534001974729,22.03%,JAK3;IL7R;JAK2,DGIdb_Drug_Targets_2024__RUXOLITINIB
DGIdb_Drug_Targets_2024__CLOZAPINE,0.4159189756442649,1.3224538475353755,0.5997652894216807,41.43%,HLA-C;FASN;MTHFR;ABCC1;RABEP1;PRKAB2;NTRK2;PIK3CG;HLA-B;SRC;ITIH3;SLC6A4;FKBP5,DGIdb_Drug_Targets_2024__CLOZAPINE
DGIdb_Drug_Targets_2024__INDOMETHACIN,0.4965935758678748,1.3145599152058425,0.6060629205392088,22.52%,PTGS1;ENO2;STAT6;ABCC1,DGIdb_Drug_Targets_2024__INDOMETHACIN
DGIdb_Drug_Targets_2024__RISPERIDONE,0.4913004207983491,1.3131524664655392,0.60871500242723,28.29%,FASN;PPA2;HTT;PSMD14;NTS;RABEP1,DGIdb_Drug_Targets_2024__RISPERIDONE
DGIdb_Drug_Targets_2024__MASITINIB,0.4733092038447982,1.3042670729310697,0.6168389485198738,48.05%,LYN;FGFR2;PTK2;PDGFRB;PDGFRA;YES1;SRC;FGFR3;CSF1R;HCK,DGIdb_Drug_Targets_2024__MASITINIB
DGIdb_Drug_Targets_2024__OLAPARIB,0.5325507125754669,1.2920458349031172,0.627921266054243,22.03%,PPP2R2A;IDH2;JAK2,DGIdb_Drug_Targets_2024__OLAPARIB
DGIdb_Drug_Targets_2024__CYTARABINE,0.466831123299352,1.2915650729964017,0.6274558824510663,40.78%,HSPA4;CPT1A;ABCC4;ABCC3;IDH2;NT5C3A;P2RY12;NT5C2,DGIdb_Drug_Targets_2024__CYTARABINE
DGIdb_Drug_Targets_2024__AST 487,0.4283484048180897,1.2914051583896222,0.6269558327827114,50.01%,ROCK2;MAPK14;FYN;FGFR1;TAOK1;PDGFRB;PRKACA;JAK2;PDGFRA;NTRK2;MAP4K2;CSF1R;HCK;MAP4K4,DGIdb_Drug_Targets_2024__AST 487
DGIdb_Drug_Targets_2024__METHYLPHENIDATE,0.461889352574809,1.289540679792288,0.6291761261969199,51.17%,CDH23;ESYT2;PURA;HTT;FXR2;CORO7;SLC6A4;ARSA;ETFDH,DGIdb_Drug_Targets_2024__METHYLPHENIDATE
DGIdb_Drug_Targets_2024__CAPTOPRIL,0.5752385039780517,1.286011986620183,0.6357791428586098,37.19%,MYO9B;PIK3CG;SERPINE1,DGIdb_Drug_Targets_2024__CAPTOPRIL
DGIdb_Drug_Targets_2024__PD 0166285,0.3696062957644253,1.2582190762187972,0.6432152539478199,39.07%,MAPK14;FYN;PTK2;FGFR1;JAK3;TAOK1;PDGFRB;PRKAA1;PRKACA;STK3;JAK2;SYK;PDGFRA;ACVR1;NTRK2;YES1;SRC;MAP4K2;RPS6KA3;MINK1,DGIdb_Drug_Targets_2024__PD 0166285
DGIdb_Drug_Targets_2024__WARFARIN,0.4498921709667973,1.2575230256164438,0.6428758576744441,51.61%,ASPH;STX4;MTHFR;PROC;LRP1;VKORC1L1;PROS1;CRP;VKORC1;VWF;FGFBP2,DGIdb_Drug_Targets_2024__WARFARIN
DGIdb_Drug_Targets_2024__DAUNORUBICIN,0.3898502725314837,1.253031024665994,0.6448572281478026,30.97%,CPT1A;MAN1B1;RPSA;HTT;MTHFR;NRP2;IDH2;HDAC6;ABCC1;GSTM3;NPM1,DGIdb_Drug_Targets_2024__DAUNORUBICIN
DGIdb_Drug_Targets_2024__CRENOLANIB,0.5359652175551165,1.2480074987391474,0.6450821170472862,31.60%,PDGFRB;IDH2;PDGFRA;CBL,DGIdb_Drug_Targets_2024__CRENOLANIB
DGIdb_Drug_Targets_2024__ENMD 2076,0.4290266203176334,1.2464039573083636,0.6461687102033878,46.81%,FYN;FGFR2;PTK2;FGFR1;JAK2;PDGFRA;FLT4;YES1;SRC;FGFR3;CSF1R,DGIdb_Drug_Targets_2024__ENMD 2076
DGIdb_Drug_Targets_2024__INSULIN,0.4092112963552463,1.2449288854577565,0.6486273709839467,33.04%,EIF4G1;LPL;PTPN1;ENO2;VAMP2;SLC2A3;ARF6;PIK3CG;YWHAE,DGIdb_Drug_Targets_2024__INSULIN
DGIdb_Drug_Targets_2024__NILOTINIB,0.5325426415786711,1.2401790774608654,0.648344318902275,25.72%,ABI1;BCR;PDGFRB;PDGFRA,DGIdb_Drug_Targets_2024__NILOTINIB
DGIdb_Drug_Targets_2024__PF 562271,0.338457617964374,1.2361417160093524,0.6536091454705133,42.27%,ROCK2;LYN;ROCK1;FYN;PTK2;SLK;PRKCD;PRKCQ;FGFR1;JAK3;TAOK1;PDGFRB;IRAK4;PRKAA1;PRKACA;TBK1;STK3;JAK2;PTK2B;FLT4;NTRK2;CAMK2G;YES1;GRK5;SRC;MAP4K2;RPS6KA3;MINK1;MAPK1;AXL;CAMK2D;PAK1;BTK,DGIdb_Drug_Targets_2024__PF 562271
DGIdb_Drug_Targets_2024__MOTESANIB,0.5603646508705272,1.2328390810999124,0.6597927213779341,32.83%,PDGFRB;PDGFRA;FLT4;YES1,DGIdb_Drug_Targets_2024__MOTESANIB
DGIdb_Drug_Targets_2024__JNJ 26483327,0.5084251822938122,1.2320677117292471,0.6564782951517398,36.29%,LYN;FYN;FLT4;YES1;SRC,DGIdb_Drug_Targets_2024__JNJ 26483327
DGIdb_Drug_Targets_2024__GILTERITINIB,0.4867200074590574,1.2306211628504953,0.6529651862690222,40.97%,JAK3;IDH2;JAK2;EML4;CBL;AXL,DGIdb_Drug_Targets_2024__GILTERITINIB
DGIdb_Drug_Targets_2024__VALPROIC ACID,0.4112705451004704,1.2265487552242622,0.6585532755352079,28.29%,HLA-C;APEH;ACADSB;MTHFR;OGDH;HDAC6;COMT;RABEP1,DGIdb_Drug_Targets_2024__VALPROIC ACID
DGIdb_Drug_Targets_2024__PONATINIB,0.4324909329692977,1.2261113223352311,0.6583543944048645,36.29%,FGFR2;FGFR1;BCR;PDGFRB;EML4;PDGFRA;YES1;SRC,DGIdb_Drug_Targets_2024__PONATINIB
DGIdb_Drug_Targets_2024__LEUCOVORIN,0.4080679024862964,1.21110740849583,0.6755102233111341,50.94%,CSPG4;ABCC4;FGFR2;KLC1;PDGFRB;ABCC1;BAX;DPYD;RALBP1;UMPS;SHMT1,DGIdb_Drug_Targets_2024__LEUCOVORIN
DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE,0.3428599980546794,1.2110579523132257,0.6748776253919655,49.65%,GPD2;NDUFS1;NDUFA10;NDUFA9;NDUFS3;MT-ND5;NDUFB10;NDUFV1;NDUFA8;NDUFA13;NDUFS2;NDUFA4;NDUFV2;NDUFS4;NDUFA5;NDUFB3;NDUFS8;NDUFA11;MTOR;NDUFS5;NDUFA6;NDUFA1;NDUFA7;NDUFB1;NDUFA2;NDUFA12;NDUFB4;MT-ND4;NDUFB8;NDUFAB1,DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE
DGIdb_Drug_Targets_2024__DOXORUBICIN,0.3538517571113048,1.2106473160440738,0.6754316356150771,44.53%,CPT1A;MAPK14;ABCC4;RPSA;ABCC3;SDHB;CASP3;TGFB1;GSTM3;MTHFD1;BAX;PIK3CB;NTRK2;PIK3CG;SRC;G6PD;SOD2;LRP1B;AKR7A2,DGIdb_Drug_Targets_2024__DOXORUBICIN
DGIdb_Drug_Targets_2024__HYDROCORTISONE,-0.4196748997255647,-1.2106097198442345,0.7451769802220854,58.11%,ADA;ITGAM;TSC22D3;ANXA1;SMAD2;NFKB1,DGIdb_Drug_Targets_2024__HYDROCORTISONE
DGIdb_Drug_Targets_2024__OCTREOTIDE,0.5507239709937202,1.2103455463478472,0.6756544061565847,32.62%,TG;IGFBP1;PIK3CB;PIK3CG,DGIdb_Drug_Targets_2024__OCTREOTIDE
DGIdb_Drug_Targets_2024__TAMOXIFEN,-0.3047993321989002,-1.20700801445585,0.7286925631219284,56.06%,PIK3CA;ATXN2;IGF1R;LRMDA;CETP;IDH1;HEXB;COL18A1;TGM2;PIP;GAPDH;F5;F2,DGIdb_Drug_Targets_2024__TAMOXIFEN
DGIdb_Drug_Targets_2024__QUIZARTINIB,0.4897776071075855,1.204790470649086,0.6793014730588893,31.60%,JAK3;PDGFRB;IDH2;PDGFRA;CBL,DGIdb_Drug_Targets_2024__QUIZARTINIB
DGIdb_Drug_Targets_2024__PACLITAXEL,0.3492436544254089,1.2038424871808948,0.6809453042469793,38.48%,FASN;TUBB4A;ACSS2;ABCC3;TUBB6;FGFR1;CASP3;JAK2;TUBB;ABCC1;SYK;TUBA1C;TUBA4A;TUBB1;PIK3CG;PGP;FGD4;TUBB4B,DGIdb_Drug_Targets_2024__PACLITAXEL
DGIdb_Drug_Targets_2024__DS 7423,0.5158141397877337,1.203450241109014,0.6790797533698522,33.31%,PIK3R1;PIK3CB;PIK3CG;MTOR,DGIdb_Drug_Targets_2024__DS 7423
DGIdb_Drug_Targets_2024__PF 04691502,0.5158141397877337,1.203450241109014,0.6790797533698522,33.31%,PIK3R1;PIK3CB;PIK3CG;MTOR,DGIdb_Drug_Targets_2024__PF 04691502
DGIdb_Drug_Targets_2024__VS 5584,0.5158141397877337,1.203450241109014,0.6790797533698522,33.31%,PIK3R1;PIK3CB;PIK3CG;MTOR,DGIdb_Drug_Targets_2024__VS 5584
DGIdb_Drug_Targets_2024__RG 1530,0.3367236597581647,1.203235204851387,0.6774401611906956,42.27%,LYN;MAPK14;FYN;FGFR2;PTK2;SLK;PRKCD;FGFR1;JAK3;TAOK1;PDGFRB;IRAK4;PRKAA1;STK3;JAK2;SYK;PDGFRA;FLT4;ACVR1;NTRK2;GRK5;SRC;MAP4K2;RPS6KA3;FER;MAPK1;PAK1;BTK,DGIdb_Drug_Targets_2024__RG 1530
DGIdb_Drug_Targets_2024__TOZASERTIB,0.3528088815605616,1.2024315893959376,0.6770841653805479,42.27%,LYN;FYN;SLK;FGFR1;MYLK;TAOK1;PDGFRB;IRAK4;PRKAA1;JAK2;FLT4;ACVR1;NTRK2;YES1;SRC;MINK1;AXL;PAK1;BTK,DGIdb_Drug_Targets_2024__TOZASERTIB
DGIdb_Drug_Targets_2024__VORINOSTAT,0.4164474948863141,1.2003855931255296,0.6724204200198405,38.48%,TUBB4A;TUBB6;HDAC6;TUBB;TUBA1C;TUBB1;TUBB4B,DGIdb_Drug_Targets_2024__VORINOSTAT
DGIdb_Drug_Targets_2024__ILORASERTIB,0.3295168018075229,1.1997156937758668,0.673154244165357,42.27%,ROCK2;LYN;ROCK1;MAPK14;CAMK1;FYN;PTK2;SLK;PRKCD;FGFR1;TAOK1;PDGFRB;IRAK4;PRKAA1;STK3;JAK2;SYK;PTK2B;PDGFRA;FLT4;ACVR1;NTRK2;CAMK2G;YES1;SRC;MAP4K2;RPS6KA3;FER;MINK1;AXL;CAMK2D;PAK1;BTK,DGIdb_Drug_Targets_2024__ILORASERTIB
DGIdb_Drug_Targets_2024__THEOPHYLLINE,0.5466701651730175,1.19279053989414,0.6811109533368287,19.10%,PRKAR2B;PDE3A;PDE5A,DGIdb_Drug_Targets_2024__THEOPHYLLINE
