term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.6146104829705088,2.1058242599390136,0.0079274790749271,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint
Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6146104829705088,2.1058242599390136,0.0079274790749271,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin,0.6146104829705088,2.1058242599390136,0.0079274790749271,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6146104829705088,2.1058242599390136,0.0079274790749271,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.6146104829705088,2.1058242599390136,0.0079274790749271,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1
Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,0.609891977979433,2.095516702355076,0.0066534199378853,27.60%,PSMC4;PSMB4;PSMB5;EIF4G1;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA
Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins,0.602726174515907,2.0871782272625112,0.0069365441905612,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;PSMA1;PSMB2;SKP1;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins
Reactome_Pathways_2024__ABC Transporter Disorders,0.5510148318474025,1.9478929426377296,0.0393621356845342,27.60%,PSMC4;PSMB4;PSMB5;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;VCP;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;PSMD8;ABCB6;PSMA1;PSMB2;PSMD3;PSMA2;PSMA6,Reactome_Pathways_2024__ABC Transporter Disorders
Reactome_Pathways_2024__ABC-family Proteins Mediated Transport,0.5092941022079946,1.854467308794479,0.1078467465818218,28.69%,PSMC4;PSMB4;PSMB5;EIF2S1;PSMD2;PSMD11;PSMC2;PSMC6;PSMC5;PSMC3;ABCC4;PSMD13;PSMD1;PSMA7;PSMC1;PSMD6;PSMB1;PSMD7;ABCC3;VCP;PSMD14;PSMA5;ADRM1;PSMA4;PSMB3;PSMD12;ABCC1;PSMD8;ABCB6;PSMA1;PSMB2;PSMD3;PSMA2;ABCF1;PSMA6;EIF2S3,Reactome_Pathways_2024__ABC-family Proteins Mediated Transport
Reactome_Pathways_2024__AURKA Activation by TPX2,0.5124582463532941,1.6838952404148124,0.2650313638523909,33.04%,DYNC1H1;CKAP5;DCTN1;PPP2R1A;TUBB4A;PRKAR2B;ACTR1A;DCTN2;MAPRE1;CEP135;PAFAH1B1;DCTN3;PRKACA;TUBB;CEP131;TUBA4A;YWHAG;HSP90AA1;YWHAE,Reactome_Pathways_2024__AURKA Activation by TPX2
