"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0014842","GO:0014842",23,"GO:0014842",0.783542465924358,12,"regulation of skeletal muscle satellite cell proliferation","regulation of skeletal muscle satellite cell proliferation",0.928052854122622,1,0
"GO:0032781","GO:0032781",21,"GO:0032781",0.783542465924358,41,"positive regulation of ATP-dependent activity","positive regulation of ATP-dependent activity",0.933949260042283,0.631,0
"GO:0070562","GO:0070562",44,"GO:0070562",0.783542465924358,10,"regulation of vitamin D receptor signaling pathway","regulation of vitamin D receptor signaling pathway",0.870860465116279,0.611,0
"GO:0060216","GO:0060216",34,"GO:0060216",0.783542465924358,20,"definitive hemopoiesis","definitive hemopoiesis",0.939325581395349,0.589,0
"GO:0007171","GO:0007171",22,"GO:0007171",0.783542465924358,6,"activation of transmembrane receptor protein tyrosine kinase activity","activation of transmembrane receptor protein tyrosine kinase activity",0.804752642706131,0.5815,0
"GO:0034446","GO:0034446",20,"GO:0034446",0.783542465924358,100,"substrate adhesion-dependent cell spreading","substrate adhesion-dependent cell spreading",0.965718816067653,0.575,0
"GO:0051451","GO:0051451",46,"GO:0051451",0.783542465924358,13,"myoblast migration","myoblast migration",0.969057082452431,0.568,0
"GO:0060973","GO:0060973",37,"GO:0060973",0.783542465924358,21,"cell migration involved in heart development","cell migration involved in heart development",0.888980972515856,0.53,0
"GO:0060347","GO:0060347",31,"GO:0060347",0.783542465924358,15,"heart trabecula formation","heart trabecula formation",0.905987315010571,0.525,0
"GO:0034698","GO:0034698",26,"GO:0034698",0.783542465924358,28,"response to gonadotropin","response to gonadotropin",0.944469344608879,0.5078,0
"GO:0046629","GO:0046629",25,"GO:0046629",0.783542465924358,25,"gamma-delta T cell activation","gamma-delta T cell activation",0.918317124735729,0.4675,0
"GO:0002076","GO:0002076",9,"GO:0045667",0.783542465924358,17,"osteoblast development","regulation of osteoblast differentiation",0.925245243128964,0.43825,0.773
"GO:0003198","GO:0003198",4,"GO:0060317",0.783542465924358,15,"epithelial to mesenchymal transition involved in endocardial cushion formation","cardiac epithelial to mesenchymal transition",0.889167019027484,0.435666666666667,0.951
"GO:0060415","GO:0060415",45,"GO:0060415",0.783542465924358,74,"muscle tissue morphogenesis","muscle tissue morphogenesis",0.923501057082452,0.4355,0
"GO:1905684","GO:1905684",43,"GO:1905684",0.783542465924358,7,"regulation of plasma membrane repair","regulation of plasma membrane repair",0.893236786469345,0.431,0
"GO:0019852","GO:0019852",24,"GO:0019852",0.783542465924358,10,"L-ascorbic acid metabolic process","L-ascorbic acid metabolic process",0.94331289640592,0.428,0
"GO:1900424","GO:1900424",28,"GO:1900424",0.783542465924358,20,"regulation of defense response to bacterium","regulation of defense response to bacterium",0.880811839323467,0.4266,0
"GO:1900426","GO:1900426",28,"GO:1900424",0.783542465924358,14,"positive regulation of defense response to bacterium","regulation of defense response to bacterium",0.858636363636364,0.421,0.98
"GO:0060977","GO:0060977",12,"GO:0045765",0.783542465924358,19,"coronary vasculature morphogenesis","regulation of angiogenesis",0.907186046511628,0.420714285714286,0.656
"GO:0033629","GO:0033629",14,"GO:0033628",0.783542465924358,12,"negative regulation of cell adhesion mediated by integrin","regulation of cell adhesion mediated by integrin",0.899503171247357,0.415333333333333,0.912
"GO:0033632","GO:0033632",14,"GO:0033628",0.783542465924358,11,"regulation of cell-cell adhesion mediated by integrin","regulation of cell adhesion mediated by integrin",0.922105708245243,0.414,0.916
"GO:0033089","GO:0033089",25,"GO:0046629",0.783542465924358,11,"positive regulation of T cell differentiation in thymus","gamma-delta T cell activation",0.792384778012685,0.406333333333333,0.541
"GO:0001837","GO:0001837",29,"GO:0001837",0.783542465924358,178,"epithelial to mesenchymal transition","epithelial to mesenchymal transition",0.912458773784355,0.40025,0
"GO:0006024","GO:0006024",35,"GO:0006024",0.783542465924358,72,"glycosaminoglycan biosynthetic process","glycosaminoglycan biosynthetic process",0.936811839323467,0.3982,0
"GO:0001702","GO:0001702",30,"GO:0001702",0.783542465924358,28,"gastrulation with mouth forming second","gastrulation with mouth forming second",0.924384778012685,0.3948,0
"GO:0046137","GO:0046137",24,"GO:0019852",0.783542465924358,7,"negative regulation of vitamin metabolic process","L-ascorbic acid metabolic process",0.894338266384778,0.39225,0.704
"GO:0060556","GO:0060556",24,"GO:0019852",0.783542465924358,7,"regulation of vitamin D biosynthetic process","L-ascorbic acid metabolic process",0.899272727272727,0.39225,0.704
"GO:1905522","GO:1905522",16,"GO:2001223",0.783542465924358,14,"negative regulation of macrophage migration","negative regulation of neuron migration",0.864532769556025,0.39,0.611
"GO:0048762","GO:0048762",29,"GO:0001837",0.783542465924358,262,"mesenchymal cell differentiation","epithelial to mesenchymal transition",0.909775898520085,0.38775,0.962
"GO:0002768","GO:0002768",33,"GO:0002768",0.783542465924358,346,"immune response-regulating cell surface receptor signaling pathway","immune response-regulating cell surface receptor signaling pathway",0.823725158562368,0.385875,0
"GO:0002689","GO:0002689",16,"GO:2001223",0.783542465924358,23,"negative regulation of leukocyte chemotaxis","negative regulation of neuron migration",0.806422832980973,0.380285714285714,0.631
"GO:0034695","GO:0034695",47,"GO:0034695",0.783542465924358,24,"response to prostaglandin E","response to prostaglandin E",0.941579281183932,0.37625,0
"GO:0006000","GO:0006000",32,"GO:0006000",0.783542465924358,14,"fructose metabolic process","fructose metabolic process",0.955739957716702,0.374888888888889,0
"GO:0002429","GO:0002429",33,"GO:0002768",0.783542465924358,318,"immune response-activating cell surface receptor signaling pathway","immune response-regulating cell surface receptor signaling pathway",0.796295983086681,0.371125,0.987
"GO:0003223","GO:0003223",4,"GO:0060317",0.783542465924358,8,"ventricular compact myocardium morphogenesis","cardiac epithelial to mesenchymal transition",0.904515856236786,0.370666666666667,0.614
"GO:0006508","GO:0006508",8,"GO:0052548",0.783542465924358,1648,"proteolysis","regulation of endopeptidase activity",0.930257928118393,0.366142857142857,0.77
"GO:0071637","GO:0071637",13,"GO:0032642",0.783542465924358,21,"regulation of monocyte chemotactic protein-1 production","regulation of chemokine production",0.859551797040169,0.36175,0.88
"GO:0050926","GO:0050926",18,"GO:0050926",0.783542465924358,26,"regulation of positive chemotaxis","regulation of positive chemotaxis",0.864120507399577,0.3605,0
"GO:0050777","GO:0050777",17,"GO:0002683",0.783542465924358,205,"negative regulation of immune response","negative regulation of immune system process",0.824701902748414,0.3572,0.896
"GO:0010839","GO:0010839",10,"GO:0001936",0.783542465924358,24,"negative regulation of keratinocyte proliferation","regulation of endothelial cell proliferation",0.896448202959831,0.3325,0.747
"GO:0043062","GO:0043062",2,"GO:0071711",0.783542465924358,322,"extracellular structure organization","basement membrane organization",0.961845665961945,0.3255,0.83
"GO:0007162","GO:0007162",19,"GO:0007162",0.783542465924358,312,"negative regulation of cell adhesion","negative regulation of cell adhesion",0.873232558139535,0.323916666666667,0
"GO:0070372","GO:0070372",39,"GO:0070372",0.783542465924358,313,"regulation of ERK1 and ERK2 cascade","regulation of ERK1 and ERK2 cascade",0.850976744186047,0.3215,0
"GO:0070527","GO:0070527",19,"GO:0007162",0.783542465924358,72,"platelet aggregation","negative regulation of cell adhesion",0.838325581395349,0.318666666666667,0.579
"GO:0034109","GO:0034109",19,"GO:0007162",0.783542465924358,96,"homotypic cell-cell adhesion","negative regulation of cell adhesion",0.960672304439746,0.312916666666667,0.591
"GO:0019320","GO:0019320",32,"GO:0006000",0.783542465924358,44,"hexose catabolic process","fructose metabolic process",0.949716701902748,0.309333333333333,0.707
"GO:1901731","GO:1901731",19,"GO:0007162",0.783542465924358,11,"positive regulation of platelet aggregation","negative regulation of cell adhesion",0.813498942917548,0.30775,0.62
"GO:0043536","GO:0043536",18,"GO:0050926",0.783542465924358,76,"positive regulation of blood vessel endothelial cell migration","regulation of positive chemotaxis",0.83008245243129,0.2974375,0.551
"GO:0050730","GO:0050730",40,"GO:0050730",0.783542465924358,231,"regulation of peptidyl-tyrosine phosphorylation","regulation of peptidyl-tyrosine phosphorylation",0.862699788583509,0.297153846153846,0
"GO:0001938","GO:0001938",10,"GO:0001936",0.783542465924358,111,"positive regulation of endothelial cell proliferation","regulation of endothelial cell proliferation",0.880103594080338,0.2877,0.956
"GO:0050818","GO:0050818",41,"GO:0050818",0.783542465924358,73,"regulation of coagulation","regulation of coagulation",0.883813953488372,0.27575,0
"GO:0050714","GO:0050714",6,"GO:0061178",0.783542465924358,144,"positive regulation of protein secretion","regulation of insulin secretion involved in cellular response to glucose stimulus",0.872084566596194,0.2734,0.839
"GO:0050680","GO:0050680",10,"GO:0001936",0.783542465924358,173,"negative regulation of epithelial cell proliferation","regulation of endothelial cell proliferation",0.881167019027484,0.2699,0.863
"GO:0050796","GO:0050796",6,"GO:0061178",0.783542465924358,165,"regulation of insulin secretion","regulation of insulin secretion involved in cellular response to glucose stimulus",0.860439746300211,0.2692,0.919
"GO:0030334","GO:0030334",18,"GO:0050926",0.783542465924358,1040,"regulation of cell migration","regulation of positive chemotaxis",0.88845665961945,0.26275,0.67
"GO:0051336","GO:0051336",3,"GO:0010951",0.783542465924358,776,"regulation of hydrolase activity","negative regulation of endopeptidase activity",0.912885835095137,0.253,0.832
"GO:0050678","GO:0050678",10,"GO:0001936",0.783542465924358,407,"regulation of epithelial cell proliferation","regulation of endothelial cell proliferation",0.90461733615222,0.253,0.931
"GO:2000147","GO:2000147",18,"GO:0050926",0.783542465924358,600,"positive regulation of cell motility","regulation of positive chemotaxis",0.855805496828753,0.248,0.642
"GO:0030335","GO:0030335",18,"GO:0050926",0.783542465924358,575,"positive regulation of cell migration","regulation of positive chemotaxis",0.855904862579281,0.2456875,0.64
"GO:0045229","GO:0045229",48,"GO:0045229",0.776569740336359,323,"external encapsulating structure organization","external encapsulating structure organization",0.961841437632135,0.5695,0
"GO:0062009","GO:0062009",67,"GO:0062009",0.772865352717827,26,"secondary palate development","secondary palate development",0.95784355179704,1,0
"GO:0030388","GO:0030388",56,"GO:0030388",0.772865352717827,9,"fructose 1,6-bisphosphate metabolic process","fructose 1,6-bisphosphate metabolic process",0.950974630021142,1,0
"GO:0007229","GO:0007229",55,"GO:0007229",0.772865352717827,111,"integrin-mediated signaling pathway","integrin-mediated signaling pathway",0.89084778012685,1,0
"GO:0010447","GO:0010447",52,"GO:0010447",0.772865352717827,29,"response to acidic pH","response to acidic pH",0.962837209302326,1,0
"GO:0042060","GO:0042060",63,"GO:0042060",0.772865352717827,423,"wound healing","wound healing",0.930399577167019,0.584,0
"GO:0090136","GO:0090136",69,"GO:0090136",0.772865352717827,16,"epithelial cell-cell adhesion","epithelial cell-cell adhesion",0.96776955602537,0.57725,0
"GO:0014812","GO:0014812",46,"GO:0051451",0.772865352717827,110,"muscle cell migration","myoblast migration",0.964414376321353,0.568,0.864
"GO:0002053","GO:0002053",57,"GO:0002053",0.772865352717827,25,"positive regulation of mesenchymal cell proliferation","positive regulation of mesenchymal cell proliferation",0.895141649048626,0.5095,0
"GO:0048864","GO:0048864",70,"GO:0048864",0.772865352717827,88,"stem cell development","stem cell development",0.93238266384778,0.5025,0
"GO:0002934","GO:0002934",53,"GO:0002934",0.772865352717827,10,"desmosome organization","desmosome organization",0.970414376321353,0.5025,0
"GO:1900048","GO:1900048",15,"GO:0030194",0.772865352717827,28,"positive regulation of hemostasis","positive regulation of blood coagulation",0.913528541226216,0.5,1
"GO:0061314","GO:0061314",37,"GO:0060973",0.772865352717827,11,"Notch signaling involved in heart development","cell migration involved in heart development",0.834511627906977,0.486375,0.503
"GO:0010640","GO:0010640",66,"GO:0010640",0.772865352717827,24,"regulation of platelet-derived growth factor receptor signaling pathway","regulation of platelet-derived growth factor receptor signaling pathway",0.878380549682875,0.4822,0
"GO:0050848","GO:0050848",62,"GO:0050848",0.772865352717827,83,"regulation of calcium-mediated signaling","regulation of calcium-mediated signaling",0.866175475687104,0.476333333333333,0
"GO:0042472","GO:0042472",30,"GO:0001702",0.772865352717827,105,"inner ear morphogenesis","gastrulation with mouth forming second",0.90846511627907,0.4668,0.626
"GO:0046394","GO:0046394",59,"GO:0046394",0.772865352717827,334,"carboxylic acid biosynthetic process","carboxylic acid biosynthetic process",0.934012684989429,0.46425,0
"GO:0061311","GO:0061311",37,"GO:0060973",0.772865352717827,26,"cell surface receptor signaling pathway involved in heart development","cell migration involved in heart development",0.825243128964059,0.46375,0.531
"GO:0097067","GO:0097067",26,"GO:0034698",0.772865352717827,17,"cellular response to thyroid hormone stimulus","response to gonadotropin",0.93093023255814,0.4268,0.538
"GO:0097066","GO:0097066",26,"GO:0034698",0.772865352717827,29,"response to thyroid hormone","response to gonadotropin",0.944279069767442,0.4254,0.554
"GO:0045596","GO:0045596",49,"GO:0045596",0.772865352717827,724,"negative regulation of cell differentiation","negative regulation of cell differentiation",0.825190274841438,0.4135,0
"GO:0050728","GO:0050728",28,"GO:1900424",0.772865352717827,202,"negative regulation of inflammatory response","regulation of defense response to bacterium",0.833482029598309,0.4122,0.603
"GO:0002718","GO:0002718",33,"GO:0002768",0.772865352717827,120,"regulation of cytokine production involved in immune response","immune response-regulating cell surface receptor signaling pathway",0.791727272727273,0.406625,0.576
"GO:0031348","GO:0031348",28,"GO:1900424",0.772865352717827,321,"negative regulation of defense response","regulation of defense response to bacterium",0.834124735729387,0.396,0.625
"GO:0072378","GO:0072378",51,"GO:0072378",0.772865352717827,16,"blood coagulation, fibrin clot formation","blood coagulation, fibrin clot formation",0.839644820295983,0.39275,0
"GO:0072376","GO:0072376",51,"GO:0072378",0.772865352717827,19,"protein activation cascade","blood coagulation, fibrin clot formation",0.940536997885835,0.388,0.989
"GO:0060612","GO:0060612",61,"GO:0060612",0.772865352717827,57,"adipose tissue development","adipose tissue development",0.936190274841438,0.3876,0
"GO:0033081","GO:0033081",25,"GO:0046629",0.772865352717827,27,"regulation of T cell differentiation in thymus","gamma-delta T cell activation",0.822217758985201,0.375166666666667,0.574
"GO:1904064","GO:1904064",60,"GO:1904064",0.772865352717827,141,"positive regulation of cation transmembrane transport","positive regulation of cation transmembrane transport",0.872670190274841,0.36475,0
"GO:0051897","GO:0051897",50,"GO:0051897",0.772865352717827,171,"positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.826997885835095,0.364,0
"GO:0051785","GO:0051785",58,"GO:0051785",0.772865352717827,60,"positive regulation of nuclear division","positive regulation of nuclear division",0.883340380549683,0.3605,0
"GO:0060045","GO:0060045",4,"GO:0060317",0.772865352717827,30,"positive regulation of cardiac muscle cell proliferation","cardiac epithelial to mesenchymal transition",0.797143763213531,0.359888888888889,0.545
"GO:0018146","GO:0018146",35,"GO:0006024",0.772865352717827,16,"keratan sulfate biosynthetic process","glycosaminoglycan biosynthetic process",0.941746300211416,0.3576,0.891
"GO:0055023","GO:0055023",4,"GO:0060317",0.772865352717827,36,"positive regulation of cardiac muscle tissue growth","cardiac epithelial to mesenchymal transition",0.81753488372093,0.355222222222222,0.555
"GO:0001819","GO:0001819",1,"GO:0001817",0.772865352717827,499,"positive regulation of cytokine production","regulation of cytokine production",0.775424947145877,0.349375,0.926
"GO:0007169","GO:0007169",66,"GO:0010640",0.772865352717827,635,"transmembrane receptor protein tyrosine kinase signaling pathway","regulation of platelet-derived growth factor receptor signaling pathway",0.868050739957717,0.3466,0.717
"GO:0097485","GO:0097485",68,"GO:0097485",0.772865352717827,233,"neuron projection guidance","neuron projection guidance",0.851775898520085,0.344333333333333,0
"GO:0003229","GO:0003229",4,"GO:0060317",0.772865352717827,58,"ventricular cardiac muscle tissue development","cardiac epithelial to mesenchymal transition",0.8993044397463,0.344111111111111,0.573
"GO:0032682","GO:0032682",13,"GO:0032642",0.772865352717827,31,"negative regulation of chemokine production","regulation of chemokine production",0.827298097251586,0.34275,0.919
"GO:0034122","GO:0034122",64,"GO:0034122",0.772865352717827,20,"negative regulation of toll-like receptor signaling pathway","negative regulation of toll-like receptor signaling pathway",0.7973911205074,0.33,0
"GO:0007369","GO:0007369",30,"GO:0001702",0.772865352717827,197,"gastrulation","gastrulation with mouth forming second",0.911966173361522,0.3266,0.851
"GO:0050927","GO:0050927",18,"GO:0050926",0.772865352717827,25,"positive regulation of positive chemotaxis","regulation of positive chemotaxis",0.838663847780127,0.32425,0.998
"GO:0060349","GO:0060349",65,"GO:0060349",0.772865352717827,100,"bone morphogenesis","bone morphogenesis",0.904725158562368,0.32175,0
"GO:0007179","GO:0007179",54,"GO:0007179",0.772865352717827,229,"transforming growth factor beta receptor signaling pathway","transforming growth factor beta receptor signaling pathway",0.869088794926004,0.316428571428571,0
"GO:0050820","GO:0050820",41,"GO:0050818",0.772865352717827,30,"positive regulation of coagulation","regulation of coagulation",0.864397463002114,0.311,0.927
"GO:0061037","GO:0061037",61,"GO:0060612",0.772865352717827,32,"negative regulation of cartilage development","adipose tissue development",0.82768710359408,0.309,0.728
"GO:0032331","GO:0032331",61,"GO:0060612",0.772865352717827,25,"negative regulation of chondrocyte differentiation","adipose tissue development",0.818583509513742,0.308,0.717
"GO:0034112","GO:0034112",19,"GO:0007162",0.772865352717827,16,"positive regulation of homotypic cell-cell adhesion","negative regulation of cell adhesion",0.889498942917548,0.29975,0.633
"GO:0050731","GO:0050731",40,"GO:0050730",0.772865352717827,168,"positive regulation of peptidyl-tyrosine phosphorylation","regulation of peptidyl-tyrosine phosphorylation",0.833659619450317,0.297769230769231,0.971
"GO:0051250","GO:0051250",17,"GO:0002683",0.772865352717827,169,"negative regulation of lymphocyte activation","negative regulation of immune system process",0.807674418604651,0.288,0.889
"GO:0050819","GO:0050819",41,"GO:0050818",0.772865352717827,52,"negative regulation of coagulation","regulation of coagulation",0.858446088794926,0.2865,0.976
"GO:1904018","GO:1904018",12,"GO:0045765",0.772865352717827,185,"positive regulation of vasculature development","regulation of angiogenesis",0.805526427061311,0.281428571428571,0.938
"GO:1903038","GO:1903038",19,"GO:0007162",0.772865352717827,152,"negative regulation of leukocyte cell-cell adhesion","negative regulation of cell adhesion",0.876701902748414,0.28025,0.942
"GO:0046364","GO:0046364",32,"GO:0006000",0.772865352717827,102,"monosaccharide biosynthetic process","fructose metabolic process",0.941014799154334,0.270555555555556,0.734
"GO:0002428","GO:0002428",71,"GO:0002428",0.772865352717827,18,"antigen processing and presentation of peptide antigen via MHC class Ib","antigen processing and presentation of peptide antigen via MHC class Ib",0.961319238900634,0.269875,0
"GO:0002486","GO:0002486",71,"GO:0002428",0.772865352717827,16,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","antigen processing and presentation of peptide antigen via MHC class Ib",0.961317124735729,0.247125,0.775
"GO:0002484","GO:0002484",71,"GO:0002428",0.772865352717827,17,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","antigen processing and presentation of peptide antigen via MHC class Ib",0.961097251585624,0.2435,0.78
"GO:0042327","GO:0042327",40,"GO:0050730",0.772865352717827,661,"positive regulation of phosphorylation","regulation of peptidyl-tyrosine phosphorylation",0.829241014799154,0.234153846153846,0.794
"GO:0002476","GO:0002476",71,"GO:0002428",0.772865352717827,17,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib","antigen processing and presentation of peptide antigen via MHC class Ib",0.960987315010571,0.23225,0.99
"GO:0007160","GO:0007160",20,"GO:0034446",0.77180888200337,239,"cell-matrix adhesion","substrate adhesion-dependent cell spreading",0.963158562367865,0.575,0.85
"GO:0010464","GO:0010464",57,"GO:0002053",0.77180888200337,32,"regulation of mesenchymal cell proliferation","positive regulation of mesenchymal cell proliferation",0.923794926004228,0.5095,0.981
"GO:0032715","GO:0032715",1,"GO:0001817",0.77180888200337,69,"negative regulation of interleukin-6 production","regulation of cytokine production",0.821302325581395,0.43525,0.71
"GO:0010575","GO:0010575",1,"GO:0001817",0.77180888200337,30,"positive regulation of vascular endothelial growth factor production","regulation of cytokine production",0.828342494714588,0.427875,0.667
"GO:0042339","GO:0042339",35,"GO:0006024",0.77180888200337,18,"keratan sulfate metabolic process","glycosaminoglycan biosynthetic process",0.946581395348837,0.3986,0.836
"GO:0010758","GO:0010758",16,"GO:2001223",0.77180888200337,28,"regulation of macrophage chemotaxis","negative regulation of neuron migration",0.829718816067653,0.391857142857143,0.502
"GO:0050918","GO:0050918",18,"GO:0050926",0.77180888200337,69,"positive chemotaxis","regulation of positive chemotaxis",0.915678646934461,0.3811875,0.935
"GO:0043518","GO:0043518",73,"GO:0043518",0.77180888200337,15,"negative regulation of DNA damage response, signal transduction by p53 class mediator","negative regulation of DNA damage response, signal transduction by p53 class mediator",0.846799154334038,0.371333333333333,0
"GO:1901099","GO:1901099",72,"GO:1901099",0.77180888200337,35,"negative regulation of signal transduction in absence of ligand","negative regulation of signal transduction in absence of ligand",0.85500422832981,0.362,0
"GO:0090023","GO:0090023",18,"GO:0050926",0.77180888200337,25,"positive regulation of neutrophil chemotaxis","regulation of positive chemotaxis",0.806319238900634,0.342875,0.706
"GO:2001240","GO:2001240",72,"GO:1901099",0.77180888200337,35,"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","negative regulation of signal transduction in absence of ligand",0.836190274841438,0.339333333333333,1
"GO:0070374","GO:0070374",39,"GO:0070372",0.77180888200337,218,"positive regulation of ERK1 and ERK2 cascade","regulation of ERK1 and ERK2 cascade",0.822638477801269,0.32925,0.968
"GO:0071560","GO:0071560",54,"GO:0007179",0.77180888200337,287,"cellular response to transforming growth factor beta stimulus","transforming growth factor beta receptor signaling pathway",0.942467230443975,0.318571428571429,0.981
"GO:0050679","GO:0050679",10,"GO:0001936",0.77180888200337,218,"positive regulation of epithelial cell proliferation","regulation of endothelial cell proliferation",0.873801268498943,0.2646,0.883
"GO:0019220","GO:0019220",40,"GO:0050730",0.77180888200337,1183,"regulation of phosphate metabolic process","regulation of peptidyl-tyrosine phosphorylation",0.861200845665962,0.257615384615385,0.814
"GO:0019886","GO:0019886",71,"GO:0002428",0.77180888200337,31,"antigen processing and presentation of exogenous peptide antigen via MHC class II","antigen processing and presentation of peptide antigen via MHC class Ib",0.960021141649049,0.24775,0.81
"GO:0045766","GO:0045766",12,"GO:0045765",0.763107940945094,185,"positive regulation of angiogenesis","regulation of angiogenesis",0.799355179704017,0.258285714285714,0.941
"GO:0032793","GO:0032793",21,"GO:0032781",0.762772547404574,16,"positive regulation of CREB transcription factor activity","positive regulation of ATP-dependent activity",0.889945031712474,0.564,0.502
"GO:0097305","GO:0097305",47,"GO:0034695",0.762772547404574,254,"response to alcohol","response to prostaglandin E",0.942566596194503,0.50475,0.839
"GO:0010574","GO:0010574",1,"GO:0001817",0.762772547404574,59,"regulation of vascular endothelial growth factor production","regulation of cytokine production",0.849183932346723,0.426625,0.704
"GO:0019933","GO:0019933",62,"GO:0050848",0.762772547404574,53,"cAMP-mediated signaling","regulation of calcium-mediated signaling",0.8913911205074,0.42,0.773
"GO:1902624","GO:1902624",16,"GO:2001223",0.762772547404574,34,"positive regulation of neutrophil migration","negative regulation of neuron migration",0.855384778012685,0.407857142857143,0.506
"GO:1902229","GO:1902229",74,"GO:1902229",0.762772547404574,38,"regulation of intrinsic apoptotic signaling pathway in response to DNA damage","regulation of intrinsic apoptotic signaling pathway in response to DNA damage",0.84691754756871,0.3470625,0
"GO:0034121","GO:0034121",64,"GO:0034122",0.762772547404574,31,"regulation of toll-like receptor signaling pathway","negative regulation of toll-like receptor signaling pathway",0.814528541226216,0.313272727272727,0.975
"GO:0045721","GO:0045721",32,"GO:0006000",0.762772547404574,19,"negative regulation of gluconeogenesis","fructose metabolic process",0.867279069767442,0.290333333333333,0.666
"GO:0002495","GO:0002495",71,"GO:0002428",0.762772547404574,35,"antigen processing and presentation of peptide antigen via MHC class II","antigen processing and presentation of peptide antigen via MHC class Ib",0.958970401691332,0.244125,0.837
"GO:0016485","GO:0016485",51,"GO:0072378",0.758708094553174,245,"protein processing","blood coagulation, fibrin clot formation",0.924135306553911,0.41825,0.699
