term,fdr,Odds Ratio,Combined Score,Genes,description
Epithelial Mesenchymal Transition,3.451899e-05,11.56818,154.6092,COMP;TGFBR3;POSTN;COL3A1;FAP;MGP;HTRA1;SNAI2,Epithelial Mesenchymal Transition
KRAS Signaling Up,0.001987698,10.73864,92.5528,SPON1;RBP4;GPNMB;F13A1;CTSS,KRAS Signaling Up
Angiogenesis,0.002730756,24.98485,197.2705,POSTN;COL3A1;SERPINA5,Angiogenesis
Coagulation,0.005762733,9.902893,67.94466,COMP;PROS1;RGN;HTRA1,Coagulation
KRAS Signaling Dn,0.02018705,9.781746,52.66804,EPHA5;C5;SERPINA10,KRAS Signaling Dn
UV Response Dn,0.1104713,4.612994,15.91839,TGFBR3;COL3A1;SNAI2,UV Response Dn
Xenobiotic Metabolism,0.1104713,4.423216,14.80951,RBP4;VNN1;PROS1,Xenobiotic Metabolism
Complement,0.3417171,2.919225,5.3885,CP;CTSS,Complement
Estrogen Response Late,0.3417171,2.848291,5.150706,SERPINA5;MICB,Estrogen Response Late
Apical Junction,0.3417171,2.848291,5.150706,LAMB3;CNTN1,Apical Junction
Estrogen Response Early,0.3417171,2.758844,4.855693,OLFML3;MICB,Estrogen Response Early
Hypoxia,0.3417171,2.614973,4.392914,ALDOB;CP,Hypoxia
Adipogenesis,0.4041162,2.203275,3.155411,FABP4;ANGPT1,Adipogenesis
Interferon Alpha Response,0.530376,2.441468,2.613024,PROCR,Interferon Alpha Response
Allograft Rejection,0.530376,2.281772,2.32093,CTSS,Allograft Rejection
Myogenesis,0.5461465,1.652628,1.282517,COL3A1,Myogenesis
Fatty Acid Metabolism,0.5461465,1.508621,1.074261,VNN1,Fatty Acid Metabolism
TNF-alpha Signaling via NF-kB,0.5461465,1.482748,1.038188,LAMB3,TNF-alpha Signaling via NF-kB
UV Response Up,0.5461465,1.482748,1.038188,TYRO3,UV Response Up
Apoptosis,0.5461465,1.482748,1.038188,TGFBR3,Apoptosis
p53 Pathway,0.5887719,1.229125,0.7082665,PROCR,p53 Pathway
Glycolysis,0.5986222,1.109986,0.5695614,ALDOB,Glycolysis
