Protein_Group	Genes	Protein_Names	SAX_22001_B_Avg_Peptide_Count	SAX_22001_M1_Avg_Peptide_Count	SAX_22001_M3_Avg_Peptide_Count	SAX_42001_B_Avg_Peptide_Count	SAX_42001_M1_Avg_Peptide_Count	SAX_42001_M3_Avg_Peptide_Count	SAX_62001_B_Avg_Peptide_Count	SAX_62001_M1_Avg_Peptide_Count	SAX_62001_M3_Avg_Peptide_Count	SAX_72001_B_Avg_Peptide_Count	SAX_72001_M1_Avg_Peptide_Count	SAX_72001_M3_Avg_Peptide_Count	SAX_Pooled_Avg_Peptide_Count	RAW_22001_B_Avg_Peptide_Count	RAW_22001_M1_Avg_Peptide_Count	RAW_22001_M3_Avg_Peptide_Count	RAW_42001_B_Avg_Peptide_Count	RAW_42001_M1_Avg_Peptide_Count	RAW_42001_M3_Avg_Peptide_Count	RAW_62001_B_Avg_Peptide_Count	RAW_62001_M1_Avg_Peptide_Count	RAW_62001_M3_Avg_Peptide_Count	RAW_72001_B_Avg_Peptide_Count	RAW_72001_M1_Avg_Peptide_Count	RAW_72001_M3_Avg_Peptide_Count	RAW_Pooled_Avg_Peptide_Count	Species	Intensity_SAX_22001_B_BR1_TR1	Intensity_SAX_22001_B_BR2_TR1	Intensity_SAX_22001_B_BR3_TR1	Intensity_SAX_22001_M1_BR1_TR1	Intensity_SAX_22001_M1_BR2_TR1	Intensity_SAX_22001_M1_BR3_TR1	Intensity_SAX_22001_M3_BR1_TR1	Intensity_SAX_22001_M3_BR2_TR1	Intensity_SAX_22001_M3_BR3_TR1	Intensity_SAX_42001_B_BR1_TR1	Intensity_SAX_42001_B_BR2_TR1	Intensity_SAX_42001_B_BR3_TR1	Intensity_SAX_42001_M1_BR1_TR1	Intensity_SAX_42001_M1_BR2_TR1	Intensity_SAX_42001_M1_BR3_TR1	Intensity_SAX_42001_M3_BR2_TR1	Intensity_SAX_42001_M3_BR3_TR1	Intensity_SAX_62001_B_BR1_TR1	Intensity_SAX_62001_B_BR2_TR1	Intensity_SAX_62001_B_BR3_TR1	Intensity_SAX_62001_M1_BR1_TR1	Intensity_SAX_62001_M1_BR2_TR1	Intensity_SAX_62001_M1_BR3_TR1	Intensity_SAX_62001_M3_BR1_TR1	Intensity_SAX_62001_M3_BR2_TR1	Intensity_SAX_62001_M3_BR3_TR1	Intensity_SAX_72001_B_BR1_TR1	Intensity_SAX_72001_B_BR2_TR1	Intensity_SAX_72001_B_BR3_TR1	Intensity_SAX_72001_M1_BR1_TR1	Intensity_SAX_72001_M1_BR2_TR1	Intensity_SAX_72001_M1_BR3_TR1	Intensity_SAX_72001_M3_BR1_TR1	Intensity_SAX_72001_M3_BR2_TR1	Intensity_SAX_72001_M3_BR3_TR1	Intensity_SAX_Pooled_BR1_TR1	Intensity_SAX_Pooled_BR2_TR1	Intensity_SAX_Pooled_BR3_TR1	Intensity_SAX_Pooled_BR4_TR1	Intensity_SAX_Pooled_BR5_TR1	Intensity_SAX_Pooled_BR6_TR1	Intensity_RAW_22001_B_BR1_TR1	Intensity_RAW_22001_B_BR2_TR1	Intensity_RAW_22001_B_BR3_TR1	Intensity_RAW_22001_M1_BR2_TR1	Intensity_RAW_22001_M1_BR3_TR1	Intensity_RAW_22001_M3_BR1_TR1	Intensity_RAW_22001_M3_BR2_TR1	Intensity_RAW_22001_M3_BR3_TR1	Intensity_RAW_42001_B_BR1_TR1	Intensity_RAW_42001_B_BR3_TR1	Intensity_RAW_42001_M1_BR1_TR1	Intensity_RAW_42001_M1_BR2_TR1	Intensity_RAW_42001_M1_BR3_TR1	Intensity_RAW_42001_M3_BR2_TR1	Intensity_RAW_42001_M3_BR3_TR1	Intensity_RAW_62001_B_BR1_TR1	Intensity_RAW_62001_B_BR2_TR1	Intensity_RAW_62001_B_BR3_TR1	Intensity_RAW_62001_M1_BR1_TR1	Intensity_RAW_62001_M1_BR2_TR1	Intensity_RAW_62001_M1_BR3_TR1	Intensity_RAW_62001_M3_BR1_TR1	Intensity_RAW_62001_M3_BR2_TR1	Intensity_RAW_62001_M3_BR3_TR1	Intensity_RAW_72001_B_BR1_TR1	Intensity_RAW_72001_B_BR3_TR1	Intensity_RAW_72001_M1_BR1_TR1	Intensity_RAW_72001_M1_BR2_TR1	Intensity_RAW_72001_M1_BR3_TR1	Intensity_RAW_72001_M3_BR1_TR1	Intensity_RAW_72001_M3_BR2_TR1	Intensity_RAW_72001_M3_BR3_TR1	Intensity_RAW_Pooled_BR1_TR1	Intensity_RAW_Pooled_BR2_TR1	Intensity_RAW_Pooled_BR3_TR1	Intensity_RAW_Pooled_BR4_TR1	Intensity_RAW_Pooled_BR5_TR1	Intensity_RAW_Pooled_BR6_TR1
P09912	IFI6	IFI6_HUMAN	0.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN				86092.03	77577.8	145200.14	125514.42	112373.58		819056.1	801410.44	620356.0	1034802.94	1190635.0	1233588.5	907753.6	967937.44	489354.72	432138.28	360515.78		179287.52	177327.77	187235.38	155495.89											96867.54		123438.47	67899.336	93964.73																																							
P09914	IFIT1	IFIT1_HUMAN	0.0	0.0	0.0	2.6666666666666665	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN										532481.75	157235.52	279724.53				552043.9	569310.1																																																														
P09958	FURIN	FURIN_HUMAN	5.666666666666667	1.0	7.333333333333333	8.333333333333334	5.0	9.0	4.666666666666667	2.6666666666666665	2.0	6.0	7.666666666666667	3.3333333333333335	4.166666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	172825.44	1253672.5	384415.84			37166.137	1234601.1	561362.4	1319544.9	1733956.2	1186090.5	1371632.8	246892.31	439859.97	540600.9	1925568.2	1375509.1	211902.92	364772.88	65446.035	74740.14	184486.47	100262.85	153358.12	75517.336	7786.9243	277609.25	97082.59	644812.7	809616.5	1211733.9	505856.12	193922.67		237449.75	73552.79	212218.81	169860.34	46971.188	64399.566	151109.22																																						
P09960	LTA4H	LKHA4_HUMAN	19.0	3.6666666666666665	24.0	23.333333333333332	5.333333333333333	22.5	6.666666666666667	4.0	7.666666666666667	21.333333333333332	23.666666666666668	14.333333333333334	10.333333333333334	9.0	9.5	9.0	17.5	12.666666666666666	17.5	26.666666666666668	20.666666666666668	26.333333333333332	14.0	15.333333333333334	12.0	14.5	HUMAN	8063400.0	5898992.5	5430716.0	167212.64	214306.05	589681.9	12445338.0	10721980.0	11320303.0	14084326.0	9866101.0	11847882.0	849174.75	896334.94	362601.75	11394344.0	10307908.0	720456.94	482993.44	1351706.6	1070384.1	259546.61	151604.58	933810.06	648447.56	917518.56	8521873.0	8661845.0	9413890.0	9250050.0	8568955.0	9508316.0	5166129.0	841859.6	5189838.5	2450517.8	1701439.9	1939792.2	2064544.8	313991.16	1635805.6	1664354.9	1144014.1	1232899.5	1806733.9	1379595.8	511584.78	974519.6	1001533.0	2264332.0	3427554.2	2176259.5	2321756.5	2199681.5	2956720.0	4442145.5	14362062.0	16476718.0	15242895.0	4056227.0	4434707.5	6093894.0	14448662.0	14590446.0	16861260.0	2871712.5	2511040.8	3855140.0	1735323.6	2537107.0	666649.75	2786332.0	2308880.5	4048970.8	3302296.5	6041592.5	6231988.5	5320231.0	7492556.5
P09972	ALDOC	ALDOC_HUMAN	10.666666666666666	1.6666666666666667	11.666666666666666	13.0	1.0	12.0	4.666666666666667	2.0	2.3333333333333335	6.333333333333333	10.0	2.6666666666666665	5.333333333333333	1.0	1.0	2.3333333333333335	3.5	2.3333333333333335	6.0	6.333333333333333	2.3333333333333335	6.666666666666667	2.0	1.6666666666666667	0.3333333333333333	2.6666666666666665	HUMAN	6348229.5	10920063.0	8728467.0	285211.62	22403.965	46471.8	14459692.0	10083486.0	13508186.0	25166228.0	12961850.0	17113170.0	19899.371	4761.1646		15013726.0	12982998.0	46863.34	1518447.0	431865.66	6384940.5	5099.561	41679.668	30786.738	2609540.8		3749419.8	3344501.2	191511.62	9416109.0	4449574.5	2654035.2	1686908.1	6101.626	43649.676	673117.5	2836891.8	766565.1	85503.984	1410016.6	867571.7	3656.7356		34280.74	4592.0137	56273.65	82461.39	51493.844	26750.86	719540.56	681923.44	88892.41	41948.9	333885.3	528636.1	1059793.5	260240.16	859031.7	175432.33	53384.16	36875.51	86396.5	269340.06	622856.44	286957.28	22871.783	38636.586	112326.766		177131.5		9841.017		91723.66		2348965.2	159689.72	135389.73	180677.9
P0C0L4	C4A	CO4A_HUMAN	7.333333333333333	7.333333333333333	8.666666666666666	6.666666666666667	7.0	6.5	9.333333333333334	9.666666666666666	10.0	10.333333333333334	10.0	9.666666666666666	9.333333333333334	3.6666666666666665	4.0	3.6666666666666665	4.0	4.0	4.0	7.333333333333333	7.666666666666667	7.0	6.5	7.0	6.333333333333333	6.0	HUMAN	27162917000.0	23581604000.0	14021211000.0	25249139000.0	16926318000.0	25227710000.0	23394703000.0	18629851000.0	18079779000.0	28938523000.0	12911544000.0	16511116000.0	23458564000.0	35079246000.0	23114994000.0	16068078000.0	20593785000.0	40344674000.0	29014440000.0	35277447000.0	12947185000.0	42770616000.0	38078624000.0	33308475000.0	27677856000.0	41170694000.0	34318742000.0	32606347000.0	31555970000.0	20600027000.0	31219823000.0	32832225000.0	18027196000.0	14238933000.0	28738404000.0	19490562000.0	20028383000.0	28064338000.0	15081853000.0	18035495000.0	10911207000.0	1088347800.0	1075095200.0	653889200.0	929886400.0	820630850.0	515456480.0	989640700.0	497005900.0	552269060.0	902687740.0	1235823700.0	843030500.0	1133305300.0	666072960.0	1111794200.0	1268481300.0	1300678300.0	1156413200.0	915509600.0	887602900.0	1230174600.0	1360866300.0	1188849300.0	1378067700.0	1393003800.0	1282662800.0	1005631900.0	888295000.0	1096436700.0	412172000.0	906559740.0	890582900.0	720013300.0	671159200.0	836262660.0	1552837200.0	1463331000.0	1511225500.0
P0C0L5	C4B	CO4B_HUMAN	11.0	13.333333333333334	13.0	15.0	13.333333333333334	14.0	13.666666666666666	13.0	13.333333333333334	15.0	15.0	11.666666666666666	11.666666666666666	6.0	7.0	6.666666666666667	9.0	9.0	9.0	9.0	9.0	10.0	8.5	9.666666666666666	9.333333333333334	10.0	HUMAN	27046853000.0	14299891000.0	13946890000.0	10554450000.0	16208430000.0	11151372000.0	9711733000.0	9904237000.0	12334370000.0	45820080000.0	35504718000.0	43822002000.0	31261340000.0	37556300000.0	30132302000.0	23727420000.0	34029945000.0	33333324000.0	27213746000.0	27868717000.0	14182682000.0	33961826000.0	29676030000.0	44726743000.0	20010000000.0	36983103000.0	33830689000.0	28918008000.0	37147165000.0	24225421000.0	27616193000.0	31163267000.0	20342150000.0	9759432000.0	26855858000.0	20856090000.0	15416977000.0	27269847000.0	22279450000.0	9875355000.0	18590317000.0	371154300.0	478159360.0	373533820.0	546290700.0	659053200.0	358111780.0	576686200.0	333545900.0	634100400.0	837600900.0	1149653100.0	921548900.0	904113300.0	727786750.0	1043619100.0	468446530.0	660056100.0	616310000.0	426889400.0	853917630.0	597677900.0	647376450.0	1159219300.0	744692300.0	1016511300.0	775052900.0	1381636400.0	756833400.0	839093300.0	457285400.0	595145860.0	644691800.0	807875460.0	653274940.0	1155959600.0	1730780500.0	1642190700.0	1598964500.0
P0C2W1	FBXO45	FBSP1_HUMAN	3.0	0.0	3.0	3.0	0.0	3.0	0.0	0.0	0.0	1.6666666666666667	2.6666666666666665	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	427368.0	465141.5	269589.2				379436.75	397826.25	294754.56	652025.9	506082.9	532971.8				278158.0	416231.12										158656.42		62833.105	165606.19	210753.4	70303.47			16976.695	15849.777																																											
P0C7M8	CLEC2L	CLC2L_HUMAN	7.0	1.3333333333333333	6.333333333333333	6.666666666666667	0.0	4.5	0.0	0.3333333333333333	0.0	6.0	5.666666666666667	2.6666666666666665	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	5153925.0	4499364.0	3776137.0	191028.77	198427.86	98774.59	4771470.5	3790077.0	3080226.5	4464688.0	3791816.0	3820761.5				3296192.2	3062792.5				80734.39						1675593.4	1271648.6	1436379.2	975876.94	1614577.4	2377636.2	470591.97	325034.66	768726.75	571704.4		229000.22	396179.28		252856.92																																						
P0C7P3	SLFN14	SLN14_HUMAN	26.0	5.0	25.333333333333332	25.666666666666668	0.0	26.0	0.0	0.0	0.0	15.0	20.333333333333332	10.666666666666666	7.166666666666667	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	68367510.0	57898970.0	46816172.0	732056.2	655112.7	1303378.0	58328084.0	46017116.0	47569350.0	92872216.0	60640736.0	62593970.0				54545170.0	60444400.0										11988921.0	9537645.0	8840418.0	11821746.0	16295387.0	25575440.0	4282997.0	697720.3	5660136.5	2891924.8	624731.0	2248705.5	1390167.0	606958.1	1002157.0										171954.25																												
P0C870	JMJD7	JMJD7_HUMAN	2.3333333333333335	0.0	2.0	2.6666666666666665	0.0	3.5	0.0	0.0	0.0	1.0	2.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	52054.582	60627.527	51044.156				47457.46	36389.08	53932.46	96740.164	230321.1	196615.6				71147.96	200467.67										24043.111	7545.2197		143278.02	36185.836	44660.32									8212.363																																						
P0CAP1	MYZAP	MYZAP_HUMAN	10.666666666666666	0.0	11.0	15.333333333333334	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	2032836.6	2199386.2	1884320.5				3533484.0	2348032.8	2557670.0	7765081.5	5899994.5	7293694.5				6601627.5	5752886.0																																																														
P0CAP2	POLR2M	GRL1A_HUMAN	2.3333333333333335	0.0	2.3333333333333335	3.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	746718.94	991832.3	32588.453				834570.5	560096.9	694485.75	1873823.6	1300555.8	1483701.0				1394600.0	1654305.5														371260.12	2131.3904	44660.28																																														
P0DH78	RNF224	RN224_HUMAN	0.3333333333333333	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN		16896.705															46224.152												47381.957			62130.598																																															
P0DJI8	SAA1	SAA1_HUMAN	4.333333333333333	4.0	4.666666666666667	5.0	4.0	4.0	4.666666666666667	4.666666666666667	4.333333333333333	4.666666666666667	4.666666666666667	3.0	4.5	4.0	4.0	4.0	4.5	4.0	4.5	4.666666666666667	4.0	5.0	4.5	4.333333333333333	4.0	6.166666666666667	HUMAN	66274936.0	53673144.0	44911984.0	58776930.0	61702460.0	68104030.0	93091770.0	89824510.0	92099100.0	571224100.0	580042600.0	585346900.0	82513590.0	90183976.0	92844880.0	42932816.0	56950830.0	694362900.0	611220740.0	550881150.0	196649840.0	496077820.0	508127840.0	533344260.0	393389760.0	453888130.0	394638940.0	433326820.0	407834180.0	172274610.0	229699120.0	193947000.0	33302184.0	2209069.8	33901210.0	577741440.0	489136800.0	593199170.0	646943170.0	255272210.0	610787900.0	30377636.0	42257490.0	28064276.0	40113080.0	42542520.0	55684172.0	40522764.0	37663052.0	406863500.0	455942240.0	76215816.0	98064420.0	66569732.0	27033238.0	59409840.0	425792930.0	503846430.0	415242000.0	218278320.0	310197280.0	331166000.0	474321000.0	518725280.0	478550850.0	230904340.0	131160640.0	92021980.0	59056020.0	78786970.0	15619144.0	19188290.0	22723348.0	544182600.0	400355000.0	850545900.0	955831000.0	944317400.0	1033622100.0
P0DJI9	SAA2	SAA2_HUMAN	2.0	2.0	3.0	6.0	3.0	3.0	6.666666666666667	6.333333333333333	6.0	6.0	5.0	2.0	6.0	2.0	2.0	2.6666666666666665	5.5	2.6666666666666665	2.5	5.666666666666667	4.666666666666667	5.666666666666667	4.5	3.3333333333333335	2.3333333333333335	5.5	HUMAN	5673124.5	7723238.5	5268377.5	7774692.0	9459530.0	8145084.5	18610588.0	13235860.0	22723466.0	303655200.0	369104580.0	322341200.0	21525540.0	23195184.0	23178296.0	15783862.0	21605044.0	121499530.0	353253300.0	406574700.0	72188610.0	181015950.0	134481630.0	335768220.0	210074800.0	158772030.0	33390576.0	86515720.0	111800410.0	59604276.0	45885724.0	19744062.0	12994464.0		11416618.0	297117700.0	181278980.0	223032980.0	95087170.0	129643310.0	238040140.0	1435335.8	1076728.2	901006.44	1938769.2	2122145.8	2501737.2	3931891.2	5637282.5	129267120.0	73946216.0	10505558.0	5329326.5	8182371.0	5973136.5	7279017.0	341743520.0	295617280.0	263108720.0	83071540.0	96573520.0	134916620.0	297587400.0	253003950.0	328837200.0	58354396.0	48669396.0	25565026.0	18548390.0	20817786.0	1803100.0	5041476.0	2949864.5	223424270.0	151162640.0	367876100.0	262713970.0	284843840.0	310897570.0
P0DMQ5	INAFM2	INAM2_HUMAN	2.3333333333333335	0.3333333333333333	2.6666666666666665	3.0	0.0	3.0	0.3333333333333333	0.0	0.3333333333333333	1.6666666666666667	2.3333333333333335	1.6666666666666667	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	863737.44	505566.4	595243.6			27152.871	1114793.4	874811.75	639062.75	1025644.5	746625.3	772524.56				779832.6	817090.25		25065.467							14577.585	188372.06	171967.98	92107.41	424300.7	402479.0	389821.16	90784.45	62633.89		89095.69	59329.797																																										
P0DOY3	IGLC3	IGLC3_HUMAN	0.3333333333333333	0.0	1.0	0.0	0.0	0.5	1.0	1.0	0.6666666666666666	0.6666666666666666	1.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN			17706.6				9359.642	34127.707	24689.01								22381.809	45850.23	38448.5	38152.797	23907.006	36208.027	27317.32	36796.336		39771.64	39300.484		39016.562	29248.213	63908.55	30928.957	16696.146		57018.227	42557.63	35111.816	68826.55	33325.68	46685.957	64177.848																																						
P0DP01	IGHV1-8	HV108_HUMAN	0.3333333333333333	0.0	1.0	4.0	5.0	5.0	3.6666666666666665	3.6666666666666665	3.0	3.0	3.3333333333333335	3.3333333333333335	3.6666666666666665	1.0	2.0	0.0	5.0	5.0	5.0	4.666666666666667	3.6666666666666665	3.0	3.0	3.3333333333333335	3.6666666666666665	4.666666666666667	HUMAN		70318.77					39985.43		70431.35	62942724.0	70211544.0	66790856.0	48940950.0	55391800.0	67756696.0	51606390.0	77631970.0	24913580.0	15723841.0	27077712.0	2629958.0	18679810.0	18424384.0	16322684.0	7176666.0	11525865.0	14330602.0	26232520.0	21401832.0	11575211.0	21898974.0	21736770.0	17542022.0	2393953.0	32120676.0	42705000.0	22785724.0	37837024.0	53090330.0	11050678.0	37281064.0	447096.5	21620.309		509794.94	761624.75				36206720.0	49081140.0	40417068.0	27427084.0	35671668.0	36502000.0	42221420.0	15612106.0	27486410.0	17904922.0	12432944.0	9970862.0	18298042.0	9593610.0	11698371.0	13110640.0	18093208.0	12253752.0	15326289.0	7958763.5	8723931.0	13181171.0	21524654.0	17097644.0	23251844.0	24230246.0	38710600.0	30327110.0	29566948.0	30697818.0
P0DP07	IGHV4-31	HV431_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.6666666666666666	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.16666666666666666	HUMAN																											361565.97	348900.1	291792.66	143511.08	374287.0	355534.75	422769.7		281144.97	79834.234	104911.89	118350.89	54864.01		64169.254																											30085.75	140909.45										74571.02
P0DP08	IGHV4-38-2	HVD82_HUMAN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0	1.0	1.0	1.0	HUMAN	20857076.0	24598238.0	21835274.0	12201881.0	15402422.0	12751316.0	9527328.0	8568270.0	7861690.0	2753653.5	4030053.5	4514788.5	1684173.6	2231599.8	3156670.2	1725923.5	4129145.5	6563714.0	2591479.8	3913496.5		6317531.5	6046082.5	13509230.0	3192472.2	19404916.0	2276704.5	960663.9	2868920.0	702324.3	1814092.5	2280774.2	1248495.6		3368315.0	43246940.0	14267008.0	36409580.0	52123064.0	5596706.0	26019932.0	3553758.0	2696933.2	3285323.2	2411039.5	2300259.0	1544617.5	2306747.2	1418669.5	1374974.0	1693195.6	1828200.9	1515450.5	1306073.2	1152138.0	1945480.2	940313.2	1438723.6	1070682.1	686724.06		1017063.94	4650609.0	7229195.0	5856100.5	1268361.2	964407.4	1711377.2	1065520.0	1205635.6	1017991.2	2009480.1	1258513.1	12808964.0	12230711.0	17007942.0	18817022.0	18087302.0	17898882.0
P0DPA2	VSIG8	VSIG8_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN																																																				1446312.8																											
P0DTE1	IGHV3-38-3	HV383_HUMAN	4.0	3.6666666666666665	4.0	4.0	4.0	4.0	3.6666666666666665	3.0	3.6666666666666665	4.0	3.6666666666666665	3.6666666666666665	3.8333333333333335	3.6666666666666665	4.0	4.0	4.0	4.333333333333333	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	HUMAN	37493456.0	29021764.0	23262310.0	15982230.0	19344360.0	16392671.0	34740692.0	15887030.0	26675468.0	67524520.0	82595180.0	53651988.0	98151470.0	127551920.0	151868200.0	47604244.0	125543920.0	16329336.0	17410996.0	25729660.0	6172228.0	26963144.0	33073884.0	18891338.0	28803728.0	21668684.0	36752220.0	33347508.0	53177530.0	25104274.0	47968744.0	26747576.0	29294208.0	6882793.5	48863216.0	73129390.0	38173400.0	76144800.0	81589580.0	31097544.0	80137480.0	10189458.0	16383862.0	26556710.0	19200104.0	28649518.0	13034192.0	20532324.0	20959154.0	21939480.0	57995080.0	70215290.0	100119280.0	70761144.0	45008390.0	72978240.0	28291688.0	20479998.0	21718510.0	13720697.0	13704187.0	20201680.0	36673536.0	19202016.0	37753144.0	58162624.0	34650336.0	41314984.0	26310178.0	34998460.0	31114812.0	43631776.0	40066016.0	59367664.0	28162602.0	54480580.0	98167650.0	38101972.0	51900600.0
P0DTE2	IGHV8-51-1	HV511_HUMAN	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	HUMAN										1353603.8	1115583.1	1249554.6	1685165.9	1593456.9	1573159.1	468256.44	808348.8										345472.72	229966.22	316171.1	191887.16	273439.03	390530.75	107679.82		402059.44	173470.17		123882.28													49979.016																	113444.734											
P10109	FDX1	ADX_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.6666666666666667	1.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN																		24193.855	15961.922	21692.639	188827.47	33784.363	31205.402	40516.98	73636.44	43136.75			47906.75	25716.518			20726.818				19778.246			13315.737																																							
P10114	RAP2A	RAP2A_HUMAN	2.0	1.3333333333333333	2.0	2.0	0.0	2.0	0.3333333333333333	0.0	1.0	2.0	2.0	1.6666666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	908003.5	1120380.6	1063175.2	67014.94	66205.8	193084.1	1078412.2	796964.1	822041.6	1386429.0	1258738.5	1144703.8				633521.4	1343061.2		28116.922						48637.918	74984.555	418568.2	383531.88	292437.2	454154.75	397700.12	575665.56	157793.27	36001.203	135390.4	97373.47	93120.484	189317.5		48621.867	88778.34																																						
P10124	SRGN	SRGN_HUMAN	5.0	3.3333333333333335	5.0	5.0	5.0	5.0	5.0	4.333333333333333	4.333333333333333	4.333333333333333	5.0	3.6666666666666665	4.5	2.3333333333333335	0.0	2.6666666666666665	3.0	1.6666666666666667	3.0	2.6666666666666665	1.3333333333333333	2.0	1.0	3.0	1.3333333333333333	2.0	HUMAN	677966340.0	615383300.0	592222600.0	55145596.0	65986384.0	58324224.0	570387000.0	473813280.0	552566850.0	929688600.0	745873000.0	820034400.0	181263310.0	200194580.0	139621660.0	664242370.0	650263300.0	349552320.0	306015970.0	312911580.0	54249110.0	139398340.0	122457200.0	229702580.0	136639700.0	244356420.0	318107100.0	289909900.0	203815040.0	397300320.0	401177200.0	542418000.0	151561340.0	3928152.8	130935950.0	242253840.0	222490320.0	202079980.0	296833500.0	93099090.0	205144210.0	4690382.5	5874951.5	4930869.0			2657527.5	4746765.0	4461874.0	13213749.0	14041459.0	6436710.0	6379230.0	7092756.0	13605109.0	13331302.0	9893949.0	8603943.0	8849379.0	2609590.2	1931101.5	2168430.5	3878507.2	3653891.5	3551503.5	2999308.8		7978010.5	5904785.0	7681044.5	1721343.8	3165098.2	2233390.2	9012462.0	6279998.0	7011097.0	7598274.0	6826422.0	7872976.0
P10153	RNASE2	RNAS2_HUMAN	0.3333333333333333	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.6666666666666666	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.5	0.6666666666666666	0.5	0.0	0.5	1.0	0.0	0.3333333333333333	0.6666666666666666	2.0	1.0	0.6666666666666666	1.3333333333333333	1.1666666666666667	HUMAN	40686.38										38663.605			7200.559	23589.58				38727.16			17952.992							17443.213		42937.863				33432.215		26503.312	12673.965	14948.593				67854.5			42002.242					16885.89	54981.797		36878.234			18021.898			7415.5806		12564.472	54914.57	36368.867	43924.625	36657.625		56552.754				91028.16	47404.32			23151.035	90011.91	146479.75	246315.38
P10155	RO60	RO60_HUMAN	10.0	4.0	12.0	11.0	0.0	10.5	6.333333333333333	4.0	3.3333333333333335	7.333333333333333	6.666666666666667	3.3333333333333335	2.1666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	10447904.0	9170731.0	7290358.0	456312.75	683364.2	396794.62	26231626.0	20786570.0	14707900.0	31690856.0	9150022.0	22206686.0				24850598.0	19192998.0	1640313.1	762276.25	957554.44	189427.77	882136.56	648723.25	863157.56	150022.86	1001120.5	3068496.0	1384105.9	2217911.0	2063430.6	2774151.2	2680164.2	879603.5		1492246.2	285197.2	114639.92	236990.95	293050.84		423232.38																																						
