Protein_Group	Genes	Protein_Names	SAX_22001_B_Avg_Peptide_Count	SAX_22001_M1_Avg_Peptide_Count	SAX_22001_M3_Avg_Peptide_Count	SAX_42001_B_Avg_Peptide_Count	SAX_42001_M1_Avg_Peptide_Count	SAX_42001_M3_Avg_Peptide_Count	SAX_62001_B_Avg_Peptide_Count	SAX_62001_M1_Avg_Peptide_Count	SAX_62001_M3_Avg_Peptide_Count	SAX_72001_B_Avg_Peptide_Count	SAX_72001_M1_Avg_Peptide_Count	SAX_72001_M3_Avg_Peptide_Count	SAX_Pooled_Avg_Peptide_Count	RAW_22001_B_Avg_Peptide_Count	RAW_22001_M1_Avg_Peptide_Count	RAW_22001_M3_Avg_Peptide_Count	RAW_42001_B_Avg_Peptide_Count	RAW_42001_M1_Avg_Peptide_Count	RAW_42001_M3_Avg_Peptide_Count	RAW_62001_B_Avg_Peptide_Count	RAW_62001_M1_Avg_Peptide_Count	RAW_62001_M3_Avg_Peptide_Count	RAW_72001_B_Avg_Peptide_Count	RAW_72001_M1_Avg_Peptide_Count	RAW_72001_M3_Avg_Peptide_Count	RAW_Pooled_Avg_Peptide_Count	Species	Intensity_SAX_22001_B_BR1_TR1	Intensity_SAX_22001_B_BR2_TR1	Intensity_SAX_22001_B_BR3_TR1	Intensity_SAX_22001_M1_BR1_TR1	Intensity_SAX_22001_M1_BR2_TR1	Intensity_SAX_22001_M1_BR3_TR1	Intensity_SAX_22001_M3_BR1_TR1	Intensity_SAX_22001_M3_BR2_TR1	Intensity_SAX_22001_M3_BR3_TR1	Intensity_SAX_42001_B_BR1_TR1	Intensity_SAX_42001_B_BR2_TR1	Intensity_SAX_42001_B_BR3_TR1	Intensity_SAX_42001_M1_BR1_TR1	Intensity_SAX_42001_M1_BR2_TR1	Intensity_SAX_42001_M1_BR3_TR1	Intensity_SAX_42001_M3_BR2_TR1	Intensity_SAX_42001_M3_BR3_TR1	Intensity_SAX_62001_B_BR1_TR1	Intensity_SAX_62001_B_BR2_TR1	Intensity_SAX_62001_B_BR3_TR1	Intensity_SAX_62001_M1_BR1_TR1	Intensity_SAX_62001_M1_BR2_TR1	Intensity_SAX_62001_M1_BR3_TR1	Intensity_SAX_62001_M3_BR1_TR1	Intensity_SAX_62001_M3_BR2_TR1	Intensity_SAX_62001_M3_BR3_TR1	Intensity_SAX_72001_B_BR1_TR1	Intensity_SAX_72001_B_BR2_TR1	Intensity_SAX_72001_B_BR3_TR1	Intensity_SAX_72001_M1_BR1_TR1	Intensity_SAX_72001_M1_BR2_TR1	Intensity_SAX_72001_M1_BR3_TR1	Intensity_SAX_72001_M3_BR1_TR1	Intensity_SAX_72001_M3_BR2_TR1	Intensity_SAX_72001_M3_BR3_TR1	Intensity_SAX_Pooled_BR1_TR1	Intensity_SAX_Pooled_BR2_TR1	Intensity_SAX_Pooled_BR3_TR1	Intensity_SAX_Pooled_BR4_TR1	Intensity_SAX_Pooled_BR5_TR1	Intensity_SAX_Pooled_BR6_TR1	Intensity_RAW_22001_B_BR1_TR1	Intensity_RAW_22001_B_BR2_TR1	Intensity_RAW_22001_B_BR3_TR1	Intensity_RAW_22001_M1_BR2_TR1	Intensity_RAW_22001_M1_BR3_TR1	Intensity_RAW_22001_M3_BR1_TR1	Intensity_RAW_22001_M3_BR2_TR1	Intensity_RAW_22001_M3_BR3_TR1	Intensity_RAW_42001_B_BR1_TR1	Intensity_RAW_42001_B_BR3_TR1	Intensity_RAW_42001_M1_BR1_TR1	Intensity_RAW_42001_M1_BR2_TR1	Intensity_RAW_42001_M1_BR3_TR1	Intensity_RAW_42001_M3_BR2_TR1	Intensity_RAW_42001_M3_BR3_TR1	Intensity_RAW_62001_B_BR1_TR1	Intensity_RAW_62001_B_BR2_TR1	Intensity_RAW_62001_B_BR3_TR1	Intensity_RAW_62001_M1_BR1_TR1	Intensity_RAW_62001_M1_BR2_TR1	Intensity_RAW_62001_M1_BR3_TR1	Intensity_RAW_62001_M3_BR1_TR1	Intensity_RAW_62001_M3_BR2_TR1	Intensity_RAW_62001_M3_BR3_TR1	Intensity_RAW_72001_B_BR1_TR1	Intensity_RAW_72001_B_BR3_TR1	Intensity_RAW_72001_M1_BR1_TR1	Intensity_RAW_72001_M1_BR2_TR1	Intensity_RAW_72001_M1_BR3_TR1	Intensity_RAW_72001_M3_BR1_TR1	Intensity_RAW_72001_M3_BR2_TR1	Intensity_RAW_72001_M3_BR3_TR1	Intensity_RAW_Pooled_BR1_TR1	Intensity_RAW_Pooled_BR2_TR1	Intensity_RAW_Pooled_BR3_TR1	Intensity_RAW_Pooled_BR4_TR1	Intensity_RAW_Pooled_BR5_TR1	Intensity_RAW_Pooled_BR6_TR1
Q32P44	EML3	EMAL3_HUMAN	25.333333333333332	5.666666666666667	25.333333333333332	25.0	0.0	24.0	2.3333333333333335	3.0	0.0	21.333333333333332	24.333333333333332	12.333333333333334	8.666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	21187780.0	20691332.0	18459640.0	300032.4	894463.4	313065.9	17289266.0	14013578.0	16443424.0	31399446.0	25252940.0	23300946.0				22895330.0	23228766.0	199916.05	16262.836	128629.17	38675.516	261916.94	217476.7				8972724.0	7444665.0	6102712.5	11251328.0	12461408.0	12462448.0	3255112.2	299534.7	4079121.2	2219525.2	463601.38	1516573.9	1020612.1	246591.27	1119252.9																																						
Q32PI4	CFI	Q32PI4_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	BOVIN																																				335987.38	207775.55	306584.62	310456.66	17758.273	138093.98																																	90927.18		153840.06	274448.34	357993.06	282378.84
Q32PJ2	APOA4	APOA4_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	2.3333333333333335	BOVIN																																				11577625.0	8945586.0	9805571.0	12516409.0	4641437.0	8491623.0		2684503.0			4202740.5	3692364.5	832153.06			1795980.6												636107.8												24567.182	174151.45	2122197.2	156599.19	869401.0
Q330K2	NDUFAF6	NDUF6_HUMAN	1.0	0.0	0.3333333333333333	0.6666666666666666	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	350546.84	307850.66	150772.17						369813.75	570260.25		228992.89				490160.94	243533.45																																																														
Q38SD2	LRRK1	LRRK1_HUMAN	2.6666666666666665	0.0	0.3333333333333333	4.666666666666667	0.0	4.0	0.0	0.0	0.0	1.3333333333333333	2.3333333333333335	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	9738997.0	7425499.5	6529459.5						11093873.0	292802.56	150656.61	248899.92				10481840.0	96334.99										5166928.5	3239240.0	2751591.5	3265.5854	2036600.5	7349078.5	2543953.2						2413528.2																																								
Q3KQU3	MAP7D1	MA7D1_HUMAN	2.6666666666666665	0.0	3.6666666666666665	4.666666666666667	0.0	5.0	0.0	0.0	0.0	0.6666666666666666	2.6666666666666665	0.3333333333333333	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	92521.18	10300.085	43092.457				61065.977	41485.703	53277.555	169067.31	99148.24	82988.805				114119.05	90415.37											18903.924	15370.6875	80659.695	30951.82	66812.99		16395.941		22735.268																																											
Q3KQV9	UAP1L1	UAP1L_HUMAN	1.6666666666666667	0.0	3.3333333333333335	3.0	0.0	1.5	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	10442.992	414426.28	25589.451				50906.246	357175.2	374640.25	38939.33	449203.97	963084.2				244984.34														18851.768																																																	
Q3KQZ1	SLC25A35	S2535_HUMAN	5.333333333333333	0.0	5.666666666666667	5.0	0.0	4.0	0.0	0.0	0.0	3.3333333333333335	3.0	1.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	632287.4	1044957.44	184437.08				268707.44	274033.53	229305.36	443509.0	220688.48	252093.72				246851.1	285235.0										1156818.6	82541.56	49285.973	58774.28	111921.516	94827.18	53750.65		56224.844	4350.6973		5328.8545																																									
Q3KRA6	C2orf76	CB076_HUMAN	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN							1996701.9																																																																								
Q3KUS7	BF	Q3KUS7_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	1.1666666666666667	BOVIN																																				15412708.0	20442872.0	18980264.0	17800224.0	13393347.0	13066327.0																								5252.534										778866.56	1229470.6	1850607.4	1800407.8	1943356.1
Q3LI83	KRTAP24-1	KR241_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN																																																				19550.96																											
Q3LXA3	TKFC	TKFC_HUMAN	17.666666666666668	4.0	19.333333333333332	21.0	3.3333333333333335	21.0	8.666666666666666	5.0	5.0	14.0	18.666666666666668	12.0	9.5	2.6666666666666665	0.5	0.3333333333333333	4.5	0.0	5.0	5.0	1.6666666666666667	4.333333333333333	0.0	1.3333333333333333	1.0	2.8333333333333335	HUMAN	10518636.0	10403253.0	11767573.0	748903.25	616020.56	459197.47	16623603.0	12829932.0	13897408.0	21806542.0	20979638.0	17770570.0	163404.28	444641.25	430486.62	21911270.0	24186286.0	1353505.9	1406353.5	1087667.9	396502.03	522167.16	583244.06	729108.5	419003.38	199482.27	6119458.0	4971173.0	4448739.5	9619022.0	13677014.0	12682129.0	4240515.0	373870.94	4385044.0	3300121.5	1757530.6	3942917.0	2731862.2	291090.56	2066381.2	100897.76	154865.02	34388.062		4534.4478		6612.891		184377.55	164922.12				69269.5	826914.6	497871.7	378915.3	118413.195	18075.484	42794.93	311727.62	182424.0	243255.84	122274.19			116036.555		38464.453		32209.846	94353.5	744983.56		1314618.5	508595.97	164094.17	514561.3
Q3MHD2	LSM12	LSM12_HUMAN	3.3333333333333335	0.0	3.3333333333333335	4.0	0.0	3.5	1.0	0.3333333333333333	0.3333333333333333	3.3333333333333335	3.3333333333333335	1.3333333333333333	1.1666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	333820.12	268106.2	334117.06				302710.4	397228.44	263318.06	545708.6	331167.12	687640.56				485261.12	404345.62		7436.948	23475.559	29527.79			23917.12			205779.8	124766.59	116701.16	299801.84	122593.66	315966.84	30610.988		68590.734	28068.662	78420.63	65276.1	26026.31		47985.18																																						
Q3MHH8	AMY2A	Q3MHH8_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8333333333333333	BOVIN																																				20130220.0	15499849.0	17741548.0	15970380.0	8369354.5	16513092.0																																	436086.06		590010.25	548660.44	298134.44	347244.97
Q3MHN2	C9	CO9_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.166666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	BOVIN																																				55213824.0	21793904.0	51605150.0	54932444.0	8329681.0	40342692.0																																				2063988.1	1213867.4	1996115.2
Q3MHN5	GC	VTDB_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	BOVIN																																				105132530.0	51463024.0	80725660.0	126153500.0	29864432.0	65023372.0																																	153060200.0	130915330.0	157746560.0	163992210.0	143842930.0	162053020.0
Q3MII6	TBC1D25	TBC25_HUMAN	2.6666666666666665	0.0	2.6666666666666665	3.6666666666666665	0.0	4.5	0.0	0.0	0.0	1.3333333333333333	1.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	210369.44	238932.97	200461.33				268206.22	86042.14	200719.47	607887.1	612142.5	537878.25				525569.5	488560.7										178673.22		134656.33	70963.6	298881.94								91180.91																																								
Q3SX14	GSN	GELS_BOVIN	2.6666666666666665	1.3333333333333333	3.0	3.0	2.0	3.0	1.3333333333333333	1.6666666666666667	1.3333333333333333	3.0	3.0	2.3333333333333335	11.333333333333334	1.3333333333333333	0.5	1.0	2.0	1.0	2.5	2.0	1.0	1.0	0.5	1.0	1.0	1.8333333333333333	BOVIN	178688290.0	131900870.0	228138030.0	17208530.0	6809402.5	16288925.0	254599980.0	295357700.0	83123590.0	217671970.0	244692420.0	134423250.0	7497153.0		7097554.0	294622400.0	254909360.0	3638157.2	6404207.5	1875998.1	3436908.5	7321526.0	7556199.5	2776781.0	3533223.8	3401404.2	48396150.0	66784520.0	64518964.0	65303940.0	90018470.0	21948462.0	61817452.0	15660005.0	49140524.0	62071370.0	44111656.0	54571484.0	50701440.0	22680934.0	58990384.0	1775450.6	1326322.5	1637643.9		725077.8	882623.0	1536625.8		1470710.0	2013298.6	818594.2	1048618.5		1830212.2	3919218.2	550426.94	633345.7	1364996.9		686932.75	45800.973	1290941.9		729542.8	1941204.0		2964245.8	2916843.2		1881145.4	1058857.5				3298963.2	4459636.0	3421930.5	3125591.0
Q3SXM5	HSDL1	HSDL1_HUMAN	9.333333333333334	1.3333333333333333	8.666666666666666	10.0	0.0	9.5	0.3333333333333333	0.3333333333333333	0.0	9.0	8.333333333333334	5.0	3.1666666666666665	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	8709378.0	7396728.0	5434268.0	150266.42	357066.34	133390.83	7175299.5	6352231.0	5613222.0	11734950.0	8879146.0	8206523.0				8592048.0	6913884.0			36518.445	47085.227						3415416.8	2248290.0	2003319.6	4116147.0	3577544.0	3920585.0	1230632.2	168849.55	1113686.5	544070.2	116285.84	337910.34	289420.03		355525.88															120906.38																							
Q3SXY8	ARL13B	AR13B_HUMAN	3.0	0.0	2.3333333333333335	3.3333333333333335	0.0	3.0	0.0	0.0	0.0	1.3333333333333333	2.3333333333333335	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	90150.72	55069.79	922528.3				88021.086	53845.895	64040.14	122368.0	91038.984	103623.734				54139.9	116489.88											18622.072	19249.826	73328.86	49139.92	19905.805	2326.1404																																														
Q3SY69	ALDH1L2	AL1L2_HUMAN	1.0	0.6666666666666666	5.666666666666667	2.6666666666666665	0.0	6.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	1.0	1.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	56609.098		76540.07		15866.293		312050.3	256563.0	228105.62	60404.543	10622.506	56012.64				294141.2	141019.27	40387.664					21940.588	15737.638		11262.33		43996.547	6219.4937	79484.45	50565.812	14933.586			21397.488				33889.56		17831.666																																						
Q3SZ57	AFP	FETA_BOVIN	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	1.0	0.6666666666666666	1.0	0.0	0.5	0.3333333333333333	1.0	0.0	1.0	1.3333333333333333	0.0	14.0	BOVIN		44691884.0																																		111335960.0	88181370.0	105729496.0	133725000.0	45935850.0	88700710.0					64291760.0			61053810.0		71460670.0				83592270.0				49742316.0		71988630.0	52836264.0					52431230.0	56857500.0		48159984.0				83248630.0	22077762000.0	114135784.0	153151950.0	139475100.0	143497600.0
Q3SZH5	AGT	Q3SZH5_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.833333333333332	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.333333333333334	BOVIN																																				622007600.0	333189920.0	567306700.0	715568600.0	224480620.0	354100930.0									2011487.8																								33116928.0	35812356.0	44098496.0	43255096.0	34184492.0	40876784.0
Q3SZR3	ORM1	A1AG_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5	BOVIN																																				33242392.0	21447986.0	30213088.0	32725516.0	6698263.0	24371214.0																																	93118960.0	90413464.0	103912820.0	125198860.0	135204220.0	128092860.0
Q3SZV7	HPX	HEMO_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.333333333333333	BOVIN																																				33486000.0	110359544.0	31364426.0	47008040.0	12048346.0	122933630.0																																	12949406.0	4161232.5	41304090.0	46226200.0	33869210.0	36498732.0
Q3T052	ITIH4	ITIH4_BOVIN	2.0	1.6666666666666667	2.0	2.3333333333333335	0.3333333333333333	2.0	2.0	1.6666666666666667	0.6666666666666666	2.3333333333333335	2.0	2.0	40.333333333333336	0.0	0.0	0.0	1.0	0.6666666666666666	1.0	0.3333333333333333	1.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.0	21.5	BOVIN	17814268.0	15220723.0	13782722.0	5515900.0	7006601.5	5077309.5	20856788.0	13830176.0	13231321.0	22033544.0	18083144.0	16469076.0		3343438.5		16120446.0	14906491.0	1738821.6	1558484.6	2638223.5	383886.2	3601450.8	3397323.0			3674216.0	7830045.0	4633611.5	6688391.0	7987972.0	8746329.0	8451320.0	3684029.5	2373445.5	7150392.0	653273100.0	428909800.0	616700600.0	635157570.0	328699200.0	562291600.0									7371512.5		3550275.2				902030.2	1745383.2			1113560.8		1419063.8			2039534.6				280375.72					37873930.0	31109252.0	42120060.0	64287812.0	58944264.0	64679840.0
Q3V6T2	CCDC88A	GRDN_HUMAN	19.333333333333332	0.0	16.333333333333332	24.0	0.0	22.0	0.0	0.0	0.0	9.333333333333334	16.333333333333332	4.666666666666667	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	2652517.8	900508.3	3026304.2				2566642.0	2550235.0	2360102.0	4337598.0	3113490.8	3146224.2				1644737.6	3175385.8										1100893.5	981864.2	146352.22	472963.88	883632.8	1447626.9	174319.38	63466.945	147330.5	53555.23																																											
Q3Y5Z3	ADIPOQ	ADIPO_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.166666666666667	BOVIN																																				202462700.0	124460984.0	203437760.0	228957090.0	63692130.0	180162690.0																																	7906188.5	8949134.0	11769734.0	21931190.0	22191044.0	24688426.0
Q3YEC7	RABL6	RABL6_HUMAN	16.0	3.6666666666666665	16.333333333333332	17.666666666666668	2.3333333333333335	17.5	9.333333333333334	6.666666666666667	6.333333333333333	12.666666666666666	15.0	9.0	8.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	13941206.0	13160486.0	10675582.0	345131.38	371385.06	709233.7	12939335.0	10306332.0	10461565.0	24277960.0	18670402.0	19871114.0	334054.7	76172.64	365782.12	16338362.0	16323832.0	2241988.0	2177075.8	2395233.0	918410.3	1982618.4	1399852.8	1641593.4	1041952.0	1635160.2	5100320.0	3953464.8	4062397.2	7266686.0	6918192.5	9938527.0	2648827.0	766955.6	2610971.8	1956724.0	1418450.0	1605903.5	2105642.8	630928.25	1566651.6																																						
Q3ZAQ7	VMA21	VMA21_HUMAN	3.0	0.6666666666666666	3.0	2.6666666666666665	0.3333333333333333	3.0	0.0	0.0	0.0	3.0	3.0	2.3333333333333335	1.1666666666666667	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	4461924.5	3620597.0	3032672.5		123281.76	126376.2	3939278.5	2874029.0	3551173.0	5905374.5	7672380.5	6755064.0	73468.14			3755452.5	5098669.0										1367823.6	2243912.0	1415633.1	2539236.2	2515261.5	2749133.8	529532.75	264569.72	634570.8	283195.3	111771.09	114858.67	70142.445	175071.5											25715.783																												
Q3ZBD7	GPI	G6PI_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	BOVIN																																				41724.254	23724.113	39142.43	49814.1		5213.98																																						
Q3ZBS7	VTN	Q3ZBS7_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.333333333333333	BOVIN																																				474239520.0	241377420.0	412853150.0	530907170.0	153181540.0	356499520.0																																	4578296.0	5724673.5	9239792.0	15147076.0	13837062.0	14584665.0
Q3ZCQ8	TIMM50	TIM50_HUMAN	8.666666666666666	1.6666666666666667	8.666666666666666	9.333333333333334	0.0	8.5	1.0	1.6666666666666667	0.3333333333333333	6.333333333333333	8.666666666666666	4.0	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	7462264.5	7897260.0	4490315.5		481197.47	262677.2	7040540.5	5098229.5	5788377.0	17027538.0	10598186.0	12053990.0				8585412.0	11822728.0		300023.5	237535.89	804491.1	503524.44	1196869.4		321652.2		1886756.8	1735732.2	2183123.5	6841812.0	5119166.0	4775954.5	2012424.2	224291.36	1196316.0	452735.94	550936.1	780235.1	234880.67	417632.75	475920.88																																						
Q3ZCW2	LGALSL	LEGL_HUMAN	9.0	6.0	9.0	9.0	4.666666666666667	9.0	4.666666666666667	3.3333333333333335	1.3333333333333333	8.0	9.0	6.0	6.5	4.333333333333333	0.0	4.0	6.5	0.0	6.0	0.3333333333333333	0.0	0.0	4.5	5.666666666666667	3.6666666666666665	4.666666666666667	HUMAN	130450300.0	128433030.0	115727230.0	9481411.0	9466053.0	9472681.0	195967620.0	179282300.0	169032350.0	263598940.0	204114340.0	226063940.0	4444100.5	2751868.0	4972308.0	157714780.0	172492130.0	3403204.5	1930319.0	2774057.0	1119494.1	3780918.5	2749681.0	942412.9		871415.1	39876396.0	30856696.0	25997752.0	94083540.0	97551940.0	86391190.0	32872860.0	4383791.5	29240356.0	18795914.0	10873071.0	17842274.0	17728254.0	4482807.5	9496993.0	3343548.0	3682962.0	4012930.5			1909297.5	2564350.0	2113573.2	9490638.0	10629043.0				9585389.0	14020292.0	155661.16									3134022.0	3454693.0	6589981.0	4105107.0	4016713.8	1431085.9	2419371.5	1761691.1	4156749.5	3885452.0	4852902.0	5482443.0	2871006.5	4568700.0
Q460N5	PARP14	PAR14_HUMAN	12.0	0.0	15.666666666666666	40.333333333333336	0.0	41.0	0.0	0.0	0.0	4.0	16.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	924721.7	970377.44	893490.25				37697080.0	1492824.0	1374582.8	84284070.0	111997160.0	99619870.0				119783880.0	120503384.0										229651.69	687726.06	89549.43	1858437.8	1048258.0	1045956.3	7720.966																																														
Q495W5	FUT11	FUT11_HUMAN	2.3333333333333335	0.3333333333333333	2.6666666666666665	2.0	0.3333333333333333	2.5	2.3333333333333335	1.3333333333333333	0.6666666666666666	2.3333333333333335	1.6666666666666667	0.6666666666666666	0.8333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	2548095.8	36617.34	1964229.9	4892.2695			1657077.2	33970.637	587953.0	18837.227	1532649.0	14413.944		6618.346		13652.996	1669380.2	34849.3	1289266.5	12883.375		1780654.6	874230.06	15141.635			28009.27	1652587.5	801601.7	236890.5	1560793.8				1529759.1	1015516.56					341191.0																																						
Q49AR2	C5orf22	CE022_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.6666666666666665	2.6666666666666665	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN																		186679.2	79871.695	119293.3	20892.74	122424.49	122887.53	226463.03	46993.082	263601.25										9245.408																																											
Q4ADV7	RIC1	RIC1_HUMAN	0.6666666666666666	0.0	1.3333333333333333	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN			98390.16				160809.17	66095.75		275079.8	261334.16	158341.52				339020.2	259597.9													79806.36																																																	
Q4AE62	GTDC1	GTDC1_HUMAN	6.666666666666667	0.0	6.333333333333333	6.666666666666667	0.0	6.5	0.0	0.0	0.0	3.6666666666666665	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	714337.25	719192.7	566180.2				712962.0	702926.25	523752.0	1475469.5	1214764.5	926482.0				830866.75	993051.3										386211.2	275810.03	71069.1	537454.6	504836.62	653189.6	170559.98		21121.424																																												
Q4G0F5	VPS26B	VP26B_HUMAN	18.333333333333332	9.333333333333334	19.0	20.0	2.6666666666666665	20.0	5.0	4.666666666666667	3.6666666666666665	16.666666666666668	19.0	12.666666666666666	11.333333333333334	1.0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	HUMAN	75564180.0	76810060.0	68557070.0	4854192.0	3794116.8	3700385.0	76014090.0	67563176.0	59154136.0	145651250.0	104052760.0	111724640.0	348084.47	1406319.9	1060487.0	85341976.0	98872210.0	2594301.2	629945.0	1841764.8	937779.1	1897133.4	2169596.8	1687401.1	1184816.9	1448752.8	26844012.0	25804110.0	22611368.0	36290936.0	50211110.0	55222320.0	16454484.0	4245438.0	16321665.0	10577566.0	5472723.0	8322350.0	8715522.0	4051078.0	6629361.0	370523.5	89623.05							743891.4	931268.1				595482.06	1313078.5														373005.25									
