Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.676853613901067,2.4735554689721426,0.0,0.0,0.0,29/34,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin,0.676853613901067,2.4735554689721426,0.0,0.0,0.0,29/34,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6652776129786138,2.451302413352429,0.0,0.0,0.0,29/35,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6652776129786138,2.451302413352429,0.0,0.0,0.0,29/35,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.6652776129786138,2.451302413352429,0.0,0.0,0.0,29/35,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins,0.6593713123011591,2.4441212010488704,0.0,0.0,0.0,30/37,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;SKP1;PSMD12;PSMD8;PSMD3
prerank,DGIdb_Drug_Targets_2024__CARFILZOMIB,0.6467318666356591,2.43260704027831,0.0,0.0,0.0,33/42,21.74%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMB8;PSMC4;PSMA7;PSMB9;PSMB10;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD5;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSME2;PSMA3;PSMD4;PSMD12
prerank,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,0.6433425561499454,2.3681144591385284,0.0,0.0,0.0,30/35,26.25%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;EIF4G1;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12;PSMD8;PSMD3
prerank,Reactome_Pathways_2024__ABC Transporter Disorders,0.5966111516807696,2.2390627597369037,0.0,0.0004449174823924876,0.004,28/40,21.74%,PSMB1;PSMA6;PSMB3;PSMB4;PSMB5;PSMC4;PSMA7;PSMB7;PSMD2;PSMC2;PSMD11;PSMC5;PSMD13;PSMC6;PSMC3;PSMC1;PSMD1;PSMA4;VCP;PSMD6;PSMD14;PSMD7;PSMA5;PSMA1;PSMB2;PSMA2;PSMA3;PSMD12
prerank,GO_Biological_Process_2025__Negative Regulation of Cholesterol Transport (GO:0032375),-0.7877681424007302,-2.2345100762360715,0.0,0.12083274768163647,0.098,6/6,21.35%,ADIPOQ;APOA2;APOC1;APOC2;APOE;APOC3
