term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0035694,0.1082619,199.6863,989.7407,SFI1,Mitochondrial Protein Catabolic Process (GO:0035694)
GO:0043652,0.1082619,199.6863,989.7407,XKR8,Engulfment Of Apoptotic Cell (GO:0043652)
GO:0038173,0.1082619,149.75,708.9414,TRAF3IP2,interleukin-17A-mediated Signaling Pathway (GO:0038173)
GO:0044772,0.1082619,14.85588,68.3248,CCNA1;MASTL,Mitotic Cell Cycle Phase Transition (GO:0044772)
GO:0070266,0.1082619,99.81373,439.1163,IPMK,Necroptotic Process (GO:0070266)
GO:0007141,0.1082619,99.81373,439.1163,CCNA1,Male Meiosis I (GO:0007141)
GO:0043508,0.1082619,99.81373,439.1163,HIPK3,Negative Regulation Of JUN Kinase Activity (GO:0043508)
GO:0007218,0.1082619,99.81373,439.1163,NXPH4,Neuropeptide Signaling Pathway (GO:0007218)
GO:0007127,0.1082619,85.54622,364.9965,CCNA1,Meiosis I (GO:0007127)
GO:0140042,0.1082619,85.54622,364.9965,SFI1,Lipid Droplet Formation (GO:0140042)
GO:0032958,0.1082619,74.84559,310.5873,IPMK,Inositol Phosphate Biosynthetic Process (GO:0032958)
GO:0006646,0.1082619,74.84559,310.5873,SFI1,Phosphatidylethanolamine Biosynthetic Process (GO:0006646)
GO:0097300,0.1082619,74.84559,310.5873,IPMK,Programmed Necrotic Cell Death (GO:0097300)
GO:0043277,0.1082619,59.86471,236.5075,XKR8,Apoptotic Cell Clearance (GO:0043277)
GO:0046173,0.1082619,59.86471,236.5075,IPMK,Polyol Biosynthetic Process (GO:0046173)
GO:0046822,0.1082619,59.86471,236.5075,FRAT2,Regulation Of Nucleocytoplasmic Transport (GO:0046822)
GO:0018105,0.1082619,10.22764,39.99346,MASTL;HIPK3,Peptidyl-Serine Phosphorylation (GO:0018105)
GO:0018209,0.1082619,9.823242,37.68951,MASTL;HIPK3,Peptidyl-Serine Modification (GO:0018209)
GO:0010923,0.1082619,49.87745,188.8015,MASTL,Negative Regulation Of Phosphatase Activity (GO:0010923)
GO:0046337,0.1082619,46.0362,170.8878,SFI1,Phosphatidylethanolamine Metabolic Process (GO:0046337)
GO:0006911,0.1082619,42.7437,155.7524,XKR8,"Phagocytosis, Engulfment (GO:0006911)"
GO:0019751,0.1082619,42.7437,155.7524,IPMK,Polyol Metabolic Process (GO:0019751)
GO:0032515,0.1082619,42.7437,155.7524,MASTL,Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)
GO:0002230,0.1082619,39.8902,142.8133,TRAF3IP2,Positive Regulation Of Defense Response To Virus By Host (GO:0002230)
GO:0035308,0.1082619,39.8902,142.8133,MASTL,Negative Regulation Of Protein Dephosphorylation (GO:0035308)
GO:0045597,0.1082619,8.478885,30.27195,XKR8;DPF1,Positive Regulation Of Cell Differentiation (GO:0045597)
GO:0046825,0.1117967,35.19031,121.9006,FRAT2,Regulation Of Protein Export From Nucleus (GO:0046825)
GO:0034389,0.1117967,35.19031,121.9006,SFI1,Lipid Droplet Organization (GO:0034389)
GO:0043647,0.1197363,31.47988,105.783,IPMK,Inositol Phosphate Metabolic Process (GO:0043647)
GO:0050691,0.124768,27.17914,87.60016,TRAF3IP2,Regulation Of Defense Response To Virus By Host (GO:0050691)
GO:0046329,0.124768,27.17914,87.60016,HIPK3,Negative Regulation Of JNK Cascade (GO:0046329)
GO:2000819,0.124768,25.99488,82.69844,DPF1,Regulation Of Nucleotide-Excision Repair (GO:2000819)
GO:0045663,0.124768,24.90931,78.24868,XKR8,Positive Regulation Of Myoblast Differentiation (GO:0045663)
GO:0070316,0.124768,23.91059,74.19337,DPF1,Regulation Of G0 To G1 Transition (GO:0070316)
GO:0043506,0.124768,23.91059,74.19337,HIPK3,Regulation Of JUN Kinase Activity (GO:0043506)
GO:0043666,0.124768,23.91059,74.19337,MASTL,Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)
GO:0033157,0.1259605,22.98869,70.48421,FRAT2,Regulation Of Intracellular Protein Transport (GO:0033157)
GO:0090407,0.1259884,21.34244,63.947,IPMK,Organophosphate Biosynthetic Process (GO:0090407)
GO:0043407,0.1259884,21.34244,63.947,HIPK3,Negative Regulation Of MAP Kinase Activity (GO:0043407)
GO:1902099,0.1259884,20.60446,61.0544,DPF1,Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)
GO:0045815,0.1259884,20.60446,61.0544,USP21,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)
