,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0007218,neuropeptide signaling pathway,GO:0007218,0.1082619,99.81373,439.1163,NXPH4,Neuropeptide Signaling Pathway (GO:0007218)
1,GO:0035694,mitochondrial protein catabolic process,GO:0035694,0.1082619,199.6863,989.7407,SFI1,Mitochondrial Protein Catabolic Process (GO:0035694)
2,GO:0038173,interleukin-17A-mediated signaling pathway,GO:0038173,0.1082619,149.75,708.9414,TRAF3IP2,interleukin-17A-mediated Signaling Pathway (GO:0038173)
3,GO:0007127,meiosis I,GO:0007127,0.1082619,85.54622,364.9965,CCNA1,Meiosis I (GO:0007127)
4,GO:0045597,positive regulation of cell differentiation,GO:0045597,0.1082619,8.478885,30.27195,XKR8;DPF1,Positive Regulation Of Cell Differentiation (GO:0045597)
5,GO:0140042,lipid droplet formation,GO:0140042,0.1082619,85.54622,364.9965,SFI1,Lipid Droplet Formation (GO:0140042)
6,GO:0097300,programmed necrotic cell death,GO:0097300,0.1082619,74.84559,310.5873,IPMK,Programmed Necrotic Cell Death (GO:0097300)
7,GO:0002230,positive regulation of defense response to virus by host,GO:0002230,0.1082619,39.8902,142.8133,TRAF3IP2,Positive Regulation Of Defense Response To Virus By Host (GO:0002230)
8,GO:0043508,negative regulation of JUN kinase activity,GO:0043508,0.1082619,99.81373,439.1163,HIPK3,Negative Regulation Of JUN Kinase Activity (GO:0043508)
9,GO:0043277,apoptotic cell clearance,GO:0043277,0.1082619,59.86471,236.5075,XKR8,Apoptotic Cell Clearance (GO:0043277)
10,GO:0018105,peptidyl-serine phosphorylation,GO:0018105,0.1082619,10.22764,39.99346,MASTL;HIPK3,Peptidyl-Serine Phosphorylation (GO:0018105)
11,GO:0046337,phosphatidylethanolamine metabolic process,GO:0046337,0.1082619,46.0362,170.8878,SFI1,Phosphatidylethanolamine Metabolic Process (GO:0046337)
12,GO:0046822,regulation of nucleocytoplasmic transport,GO:0046822,0.1082619,59.86471,236.5075,FRAT2,Regulation Of Nucleocytoplasmic Transport (GO:0046822)
13,GO:0019751,polyol metabolic process,GO:0019751,0.1082619,42.7437,155.7524,IPMK,Polyol Metabolic Process (GO:0019751)
14,GO:0035308,negative regulation of protein dephosphorylation,GO:0035308,0.1082619,39.8902,142.8133,MASTL,Negative Regulation Of Protein Dephosphorylation (GO:0035308)
15,GO:0044772,mitotic cell cycle phase transition,GO:0044772,0.1082619,14.85588,68.3248,CCNA1;MASTL,Mitotic Cell Cycle Phase Transition (GO:0044772)
16,GO:0043506,regulation of JUN kinase activity,GO:0043506,0.124768,23.91059,74.19337,HIPK3,Regulation Of JUN Kinase Activity (GO:0043506)
17,GO:0045815,transcription initiation-coupled chromatin remodeling,GO:0045815,0.1259884,20.60446,61.0544,USP21,Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)
18,GO:0060070,canonical Wnt signaling pathway,GO:0060070,0.1304686,17.56574,49.4151,FRAT2,Canonical Wnt Signaling Pathway (GO:0060070)
19,GO:0009299,mRNA transcription,GO:0009299,0.1312324,17.06218,47.53197,HIPK3,mRNA Transcription (GO:0009299)
20,GO:0010821,regulation of mitochondrion organization,GO:0010821,0.1423046,15.30618,41.07804,SFI1,Regulation Of Mitochondrion Organization (GO:0010821)
21,GO:0070534,protein K63-linked ubiquitination,GO:0070534,0.1461287,14.55667,38.38037,TRAF3IP2,Protein K63-linked Ubiquitination (GO:0070534)
22,GO:0000122,negative regulation of transcription by RNA polymerase II,GO:0000122,0.2477638,2.730101,4.594655,ZBTB5;ZNF566,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)
