term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,1.579421e-11,30.11128,935.7968,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSMC2;PSME1;PSME2,CARFILZOMIB
BORTEZOMIB,1.409837e-07,5.87579,125.0841,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;CTSL;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;CAPN1;PSMF1;PRSS2;CTSB;HSPA4;ADRM1;F2;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSMC2;PSME1;PSME2;FGFR3,BORTEZOMIB
CEDIRANIB,0.03355193,3.88549,33.03686,CAMK2B;PDGFRB;LYN;ACVR1;CSF1R;PDGFRA;MAP2K2;SYK;SRC;FLT4;MINK1;STK3;FER;SLK;AXL;LCK;TAOK1;KIT;KDR;FYN;FGFR3;FGFR2;MAP4K4;FGFR1,CEDIRANIB
MASITINIB,0.04877115,15.98349,125.3249,PDGFRB;LYN;HCK;PDGFRA;CSF1R;YES1;SRC;KIT;FGFR3;FGFR2;PTK2,MASITINIB
NINTEDANIB,0.08815017,14.52512,102.0513,PDGFRB;PDGFRA;FLT4;KIT;KDR;AKT1;FGFR4;FGFR3;FGFR2;FGFR1,NINTEDANIB
ENMD 2076,0.1042586,5.087404,32.70268,CSF1R;PDGFRA;YES1;SRC;FLT4;PTK2;LCK;KIT;KDR;FYN;FGFR4;FGFR3;FGFR2;FGFR1,ENMD 2076
LOVASTATIN,0.1042586,5.087404,32.70268,CETP;IDH1;LPL;PIK3CB;TFPI;THBS1;LIPA;APOA5;PIK3CG;NT5E;LEP;AKT1;APOB;LDLR,LOVASTATIN
XL999,0.1042586,inf,inf,PDGFRB;AXL;SRC;FLT4;KIT;KDR;FGFR2,XL999
E 3810,0.1042586,inf,inf,PDGFRB;PDGFRA;FLT4;KDR;FGFR3;FGFR2;FGFR1,E 3810
ILORASERTIB,0.1409265,2.01143,11.7424,CAMK2B;CSF1R;PRKAA1;CAMK2D;ROCK1;SRC;ROCK2;FLT4;STK3;PAK1;SLK;KDR;PTK2B;FYN;CAMK2G;MAP4K4;PDGFRB;ACVR1;LYN;PDGFRA;NTRK2;MAP2K2;YES1;SYK;PRKCD;MINK1;IRAK4;MAPK14;PTK2;HCK;FER;LCK;AXL;TAOK1;KIT;BTK;TYRO3;CAMK1;FGFR3;FGFR1,ILORASERTIB
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.1409265,4.722283,27.23906,COL28A1;COL18A1;COL15A1;COL11A2;COL1A1;COL3A1;COL1A2;COL5A1;COL6A2;COL5A3;COL5A2;COL6A1;COL6A3,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
VANDETANIB,0.1461964,2.909091,16.24037,PDGFRB;ACVR1;PDGFRA;MAP2K2;YES1;ROCK2;SRC;FLT4;IDH1;HTT;MAPK14;LCK;AXL;KDR;TYRO3;BTK;FYN;KRAS;MAP4K4;FGFR1,VANDETANIB
HEPARIN,0.1461964,4.068895,22.64108,SRGN;F10;VWF;HSPA4;TFPI;F2;PIK3CG;SERPINA5;LIPC;FCGR3B;SDC1;HPSE;APOB;TGM2,HEPARIN
PALIFERMIN,0.1469382,inf,inf,NRP1;FGFR4;HSPG2;FGFR3;FGFR2;FGFR1,PALIFERMIN
DASATINIB,0.1469382,2.184337,11.69225,CSF1R;SRC;CRKL;SLK;KDR;FYN;PDGFRB;ACVR1;LYN;PDGFRA;STAT5B;MAP2K2;YES1;SYK;IDH1;MINK1;IDH2;IRAK4;MAPK14;HCK;TEC;LCK;AXL;TAOK1;KIT;BTK;KRAS;FGFR3;DDR2;FGFR1,DASATINIB
AST 487,0.1469382,3.322308,17.57868,PDGFRB;CSF1R;NTRK2;PDGFRA;ROCK2;MAPK14;HCK;LCK;TAOK1;KIT;KDR;TYRO3;FYN;PRKACA;MAP4K4;FGFR1,AST 487
SUNITINIB,0.1469382,3.322308,17.57868,PDGFRB;CSF1R;PDGFRA;YES1;FLT4;PDGFA;VEGFC;PTPN12;PTPRB;POR;PDGFD;PDGFC;KIT;KDR;FGFR2;FGFR1,SUNITINIB
DIPYRIDAMOLE,0.1820475,6.532258,32.44947,HSP90AA1;ABCC1;HSP90AB1;TSG101;PDE3A;PDE5A;SLC29A1;HSD17B10;ADA,DIPYRIDAMOLE
DOVITINIB,0.1820475,2.05167,10.18782,CSF1R;CAMK2D;PRKAA1;ROCK2;SRC;FLT4;STK3;SLK;KDR;FYN;CAMK2G;MAP4K4;ACVR1;PDGFRB;LYN;PDGFRA;NTRK2;MAP2K2;YES1;PRKCD;MINK1;HCK;LCK;AXL;KIT;BTK;TYRO3;FGFR4;FGFR3;FGFR2;FGFR1,DOVITINIB
BRIVANIB,0.1942963,10.15641,47.0478,FLT4;FGFR1OP2;KDR;FGFR4;FGFR3;FGFR2;FGFR1,BRIVANIB
ROSIGLITAZONE,0.1942963,10.15641,47.0478,MAP2K3;RBP4;TG;CD40LG;SLC2A1;HSD17B10;PIK3CG,ROSIGLITAZONE
LENVATINIB,0.1942963,10.15641,47.0478,PDGFRB;PDGFRA;FLT4;KIT;KDR;FGFR2;FGFR1,LENVATINIB
LINIFANIB,0.1942963,2.101398,9.496053,CAMK2B;CSF1R;ROCK1;SRC;ROCK2;FLT4;SLK;KDR;CAMK2G;PRKG1;PDGFRB;LYN;PDGFRA;NTRK2;MAP2K2;YES1;MINK1;IRAK4;MAPK14;PTK2;FER;AXL;TAOK1;KIT;CAMK1;FGFR3,LINIFANIB
