term,fdr,Odds Ratio,Combined Score,Genes,description
TNF-alpha Signaling via NF-kB,0.2875402,4.086405,18.8534,NR4A2;KLF6;DUSP1;PLK2;TNFSF9,TNF-alpha Signaling via NF-kB
Androgen Response,0.53504,3.693584,10.8087,CCND3;ANKH;NCOA4,Androgen Response
Inflammatory Response,0.53504,3.642623,10.54211,KLF6;SELENOS;TNFSF9,Inflammatory Response
Epithelial Mesenchymal Transition,0.7248533,2.430787,4.870131,MAGEE1;SGCB;FSTL1,Epithelial Mesenchymal Transition
IL-2/STAT5 Signaling,0.7248533,2.282499,4.279296,KLF6;CCND3;ODC1,IL-2/STAT5 Signaling
G2-M Checkpoint,0.7248533,1.860714,3.19875,POLQ;STIL;ODC1;FOXN3,G2-M Checkpoint
p53 Pathway,0.7248533,1.928558,2.982,CCND3;PLK2;TNFSF9,p53 Pathway
Angiogenesis,0.7248533,4.168944,6.263837,FSTL1,Angiogenesis
heme Metabolism,0.7248533,1.873094,2.794388,CCND3;NCOA4;PPP2R5B,heme Metabolism
Apoptosis,0.8251687,1.621345,1.672422,ANKH;PPP2R5B,Apoptosis
Reactive Oxygen Species Pathway,0.8251687,2.184565,2.144008,SELENOS,Reactive Oxygen Species Pathway
UV Response Up,0.8251687,1.521587,1.452151,CCND3;CYP1A1,UV Response Up
Fatty Acid Metabolism,0.8251687,1.457456,1.316836,ODC1;CYP1A1,Fatty Acid Metabolism
Xenobiotic Metabolism,0.8251687,1.433276,1.267141,AKR1C3;CYP1A1,Xenobiotic Metabolism
Hypoxia,0.8251687,1.365269,1.131391,KLF6;DUSP1,Hypoxia
KRAS Signaling Dn,0.8251687,1.678428,1.320712,NR4A2,KRAS Signaling Dn
Cholesterol Homeostasis,0.8963952,1.362092,0.8764471,CXCL16,Cholesterol Homeostasis
Allograft Rejection,0.9006513,1.087935,0.5461511,CCND3,Allograft Rejection
KRAS Signaling Up,0.9006513,0.9997001,0.4525602,ANKH,KRAS Signaling Up
Myogenesis,0.9006513,0.9553751,0.408145,ACTN2,Myogenesis
UV Response Dn,0.9006513,0.7961707,0.2642358,DUSP1,UV Response Dn
Complement,0.9006513,0.7104063,0.1977785,ACTN2,Complement
Apical Junction,0.9006513,0.6559289,0.1599868,ACTN2,Apical Junction
Estrogen Response Late,0.9006513,0.6316725,0.1443252,STIL,Estrogen Response Late
DNA Repair,0.9006513,0.6224586,0.1385695,AGO4,DNA Repair
Adipogenesis,0.9006513,0.5362139,0.09006203,PIM3,Adipogenesis
Oxidative Phosphorylation,0.9006513,0.450626,0.05203688,MTRF1,Oxidative Phosphorylation
Mitotic Spindle,0.9006513,0.4435231,0.04935532,MARK4,Mitotic Spindle
Myc Targets V1,0.9006513,0.4321608,0.04522005,ODC1,Myc Targets V1
