Protein_Group	Genes	SAX_Pooled_vs_RAW_Pooled_logFC	SAX_Pooled_vs_RAW_Pooled_pval	Removed?	Contaminant?
A0A075B6H7	IGKV3-7	2.13340347510501	7.75131106911789e-06	No	No
A0A075B6H9	IGLV4-69	4.32710295923548	5.05836205307202e-07	No	No
A0A075B6I0	IGLV8-61	2.94503642849637	5.421902153224529e-11	No	No
A0A075B6I1	IGLV4-60	5.53346691481992	1.81796879655146e-07	No	No
A0A075B6I4	IGLV10-54	1.98158707835981	4.70096388292706e-08	No	No
A0A075B6I7	IGLV5-48	7.17868321159295	3.23810537144517e-35	No	No
A0A075B6I9	IGLV7-46	2.47648595792522	3.20121831516399e-10	No	No
A0A075B6J1	IGLV5-37	0.956820847730985	5.48736737999088e-05	No	No
A0A075B6J6	IGLV3-22	5.04034722633214	3.21652559374889e-19	No	No
A0A075B6J9	IGLV2-18	3.17792321791392	1.05229144860672e-10	No	No
A0A075B6K0	IGLV3-16	1.04491294761462	0.002118769090554	No	No
A0A075B6K2	IGLV3-12	1.58363820286909	0.0032655435685139	No	No
A0A075B6K4	IGLV3-10	2.25345530168573	2.07415902154053e-10	No	No
A0A075B6K5	IGLV3-9	1.22493723802287	0.0006602191251606	No	No
A0A075B6K6	IGLV4-3	3.74826976477285	1.77911363534954e-16	No	No
A0A075B6S2	IGKV2D-29	1.37928674771606	0.0005326578141217	No	No
A0A075B6S5	IGKV1-27	2.34519358080696	1.55791609421497e-10	No	No
A0A075B7E8	IGHV3OR16-13	1.09105357206025	0.0001146604157006	No	No
A0A087WSX0	IGLV5-45	2.19817934147153	0.0002101772376075	No	No
A0A087WSZ0	IGKV1D-8	0.967598571258215	0.0049431146501376	No	No
A0A0A0MRZ9	IGLV5-52	2.41447508189015	1.44060651008648e-07	No	No
A0A0A0MS14	IGHV1-45	1.04158095669385	0.0018126366879538	No	No
A0A0A0MS15	IGHV3-49	1.01574271846582	0.0028785519147977	No	No
A0A0A0MT89	IGKJ1	1.15636561909556	0.0010364767969986	No	No
A0A0A0MT96	IGKJ3	12.3615456021778	1.6213114824731e-50	No	No
A0A0B4J1U7	IGHV6-1	2.01875768031805	2.93158755091121e-06	No	No
A0A0B4J1V0	IGHV3-15	1.18626169325189	0.0005393182523314	No	No
A0A0B4J1V1	IGHV3-21	1.42546472757866	5.84045543837408e-05	No	No
A0A0B4J1V2	IGHV2-26	2.01659924087055	5.30783491125536e-07	No	No
A0A0B4J1V6	IGHV3-73	1.46514884677029	3.25642731136048e-05	No	No
A0A0B4J1X5	IGHV3-74	2.24418327134255	9.37174894610426e-07	No	No
A0A0B4J1Y8	IGLV9-49	1.59923087469798	9.58242057473807e-05	No	No
A0A0B4J1Y9	IGHV3-72	1.64679165628746	1.04877550225044e-07	No	No
A0A0C4DH24	IGKV6-21	1.55556593508654	3.31995517379461e-05	No	No
A0A0C4DH25	IGKV3D-20	1.10617877629008	0.0001875538760039	No	No
A0A0C4DH29	IGHV1-3	1.57967894098404	5.95095587008034e-06	No	No
A0A0C4DH31	IGHV1-18	1.55451919507952	4.7421969968195e-05	No	No
A0A0C4DH33	IGHV1-24	4.25913124241849	5.921840410121101e-20	No	No
A0A0C4DH34	IGHV4-28	1.65114142997476	0.0015482455743341	No	No
A0A0C4DH35	IGHV3-35	1.44196999569197	1.210402004431e-05	No	No
A0A0C4DH38	IGHV5-51	1.82011853483121	2.37900081703134e-05	No	No
A0A0C4DH39	IGHV1-58	1.4700955676624	0.0042990877430494	No	No
A0A0C4DH43	IGHV2-70D	1.6081954187028	0.0001145474409709	No	No
A0A0C4DH67	IGKV1-8	2.43339405431416	4.53541685491764e-07	No	No
A0A0G2JMI3	IGHV1-69-2	3.28499793529862	2.8762526149973803e-15	No	No
A0A0G2JRQ6	gene	1.45785542690608	0.0004204325460438	No	No
A0A0G2JS06	IGLV5-39	2.63998238263122	4.80370054651245e-09	No	No
A0A0J9YX35	IGHV3-64D	1.07022741579689	0.0009515029258149	No	No
A0A0J9YXX1	IGHV5-10-1	3.43257272013314	2.55041080558391e-06	No	No
A0A1B0GTC6	C3orf85	7.97443343256979	1.71580718335629e-34	No	No
A0AVT1	UBA6	7.1537112934973	1.1721988835622099e-22	No	No
A0FGR8	ESYT2	9.14159740833791	3.01851196720879e-31	No	No
A0M8Q6	IGLC7	3.72842016773456	2.54243899216131e-05	No	No
A1A4S6	ARHGAP10	6.07347935222871	2.22991796174743e-22	No	No
A1L4H1	SSC5D	3.14077648016358	8.03879589086097e-11	No	No
A1X283	SH3PXD2B	5.16006632319794	3.2000803330549e-22	No	No
A2NJV5	IGKV2-29	2.15104033143051	4.29505338377808e-10	No	No
A2RRP1	NBAS	4.05411458387906	2.0367931179047703e-09	No	No
A2RUS2	DENND3	6.94905632760057	1.8679555713552102e-21	No	No
A4D1P6	WDR91	3.34795670415454	2.27896562260192e-12	No	No
A5YKK6	CNOT1	2.06227762607656	0.0002331425848869	No	No
A6NDG6	PGP	2.71004807527083	1.44027188906486e-08	No	No
A6NDU8	C5orf51	6.02688907756618	2.77842413542623e-26	No	No
A6NHL2	TUBAL3	12.5703465197004	8.441310473463669e-41	No	No
A6NMZ7	COL6A6	2.65749418085883	0.0002325080306382	No	No
A6QL63	BTBD11	4.98640099010568	6.06795486348621e-17	No	No
B0I1T2	MYO1G	6.05396626791331	6.11298940735053e-24	No	No
B1AKI9	ISM1	4.3015812951965	4.7167719304858e-08	No	No
B2RUZ4	SMIM1	8.11509535836715	7.0831770571342096e-34	No	No
B9A064	IGLL5	1.13436976333344	0.0022489471548162	No	No
E9PAV3	NACA	5.78076562243845	2.29366348735992e-26	No	No
O00116	AGPS	8.20976610196756	4.08630092414587e-31	No	No
O00139	KIF2A	9.32694499817242	1.2107883115623698e-30	No	No
O00142	TK2	2.98859353827623	9.27739711748561e-08	No	No
O00151	PDLIM1	6.42790172943351	2.19054629203771e-27	No	No
O00154	ACOT7	4.99371834603927	6.2951075955394e-14	No	No
O00159	MYO1C	9.76061604756896	5.07186717102199e-35	No	No
O00161	SNAP23	12.3737592721556	2.6789631676989e-48	No	No
O00170	AIP	6.76573341431049	1.0580996300418301e-25	No	No
O00178	GTPBP1	4.25168542843627	6.06405024603453e-13	No	No
O00186	STXBP3	9.05427988979531	7.73998597760598e-32	No	No
O00187	MASP2	6.80947622160597	4.87651354156685e-32	No	No
O00194	RAB27B	8.20350158061632	9.195437266450329e-36	No	No
O00203	AP3B1	8.71115136072958	5.82342870332699e-35	No	No
O00217	NDUFS8	6.83897335723978	3.3838585749854998e-31	No	No
O00231	PSMD11	4.63807729907128	1.0407299157129701e-19	No	No
O00232	PSMD12	8.88385865072763	1.22100913262603e-24	No	No
O00233	PSMD9	7.34154786167197	1.24426518244432e-21	No	No
O00264	PGRMC1	6.02092722475002	4.954060600705571e-25	No	No
O00299	CLIC1	5.40203886220092	2.328631278355e-26	No	No
O00303	EIF3F	10.8666313621935	1.88419343197216e-39	No	No
O00330	PDHX	6.42863864941456	1.13709637243507e-19	No	No
O00339	MATN2	8.36743567853592	2.68495729346406e-19	No	No
O00391	QSOX1	2.07609023227721	2.35788465713502e-08	No	No
O00399	DCTN6	7.03399950807266	2.0937688201329598e-22	No	No
O00410	IPO5	11.0782083615687	1.13511844850649e-35	No	No
O00429	DNM1L	6.68742257066569	5.86815556795686e-22	No	No
O00442	RTCA	4.65147129572032	1.9865794149348202e-14	No	No
O00453	LST1	4.4273714345905	5.59802687726239e-19	No	No
O00461	GOLIM4	10.7567842968212	4.06991440925068e-41	No	No
O00468	AGRN	7.50316966182123	5.456674023351161e-31	No	No
O00483	NDUFA4	8.18732604381852	1.19728363237793e-29	No	No
O00487	PSMD14	10.680250779592	1.80030222756832e-43	No	No
O00499	BIN1	5.97552155103305	7.3143002747729695e-22	No	No
O00501	CLDN5	7.68080000304064	1.23856173711855e-31	No	No
O00505	KPNA3	6.95613680182221	1.22769471728152e-21	No	No
O00533	CHL1	2.52968583077638	2.52464758751829e-12	No	No
O00534	VWA5A	7.63810096321099	8.828289973238101e-24	No	No
O00560	SDCBP	11.0228179115059	3.6156316662211696e-42	No	No
O00567	NOP56	1.90395233185218	0.0027433240643108	No	No
O00571	DDX3X	8.15790319219536	7.71722558110988e-29	No	No
O00587	MFNG	5.27982154202821	7.85613736790852e-21	No	No
O00592	PODXL	7.36767746029683	7.463693521250151e-38	No	No
O00602	FCN1	7.57186360082602	9.37962937337807e-07	No	No
O00629	KPNA4	6.49725367272095	8.51954159367806e-26	No	No
O00743	PPP6C	11.5181253670291	2.34828155240141e-37	No	No
O00748	CES2	5.91400538525839	3.8925191007372796e-12	No	No
O00754	MAN2B1	4.44321271623174	2.03224967119328e-11	No	No
O14498	ISLR	2.62153368054929	7.14983284421372e-13	No	No
O14523	C2CD2L	7.10414132256491	1.1763863673852098e-28	No	No
O14545	TRAFD1	8.36021741666718	3.43463150469972e-22	No	No
O14548	COX7A2L	5.66747700269235	3.44169539068459e-24	No	No
O14561	NDUFAB1	6.83981364044014	9.270454191114819e-29	No	No
O14579	COPE	10.9268967315808	1.41236620822959e-40	No	No
O14594	NCAN	8.84278347191665	2.34176255055592e-39	No	No
O14617	AP3D1	9.79729076841772	2.29711750896045e-25	No	No
O14618	CCS	8.62792646714146	3.65205979020774e-19	No	No
O14639	ABLIM1	6.08862817827003	1.27485226222251e-27	No	No
O14653	GOSR2	6.01515025507485	6.555483469430439e-28	No	No
O14656	TOR1A	8.73739945959066	4.8580129299975196e-26	No	No
O14672	ADAM10	12.1884297124587	6.58657093327799e-39	No	No
O14730	RIOK3	2.00361783934065	1.30275412142774e-06	No	No
O14734	ACOT8	7.31395645267913	6.83058464931455e-29	No	No
O14735	CDIPT	6.53868210462544	3.48975158996269e-17	No	No
O14737	PDCD5	6.17915728199232	4.83795707434279e-14	No	No
O14744	PRMT5	8.14551689196102	6.081536061054161e-35	No	No
O14745	SLC9A3R1	5.1399137678375	8.59350960106487e-16	No	No
O14773	TPP1	7.88159800059596	4.8538190776974303e-14	No	No
O14786	NRP1	7.00660777981914	2.31166621142759e-34	No	No
O14787	TNPO2	5.94255270574831	9.025303514446299e-13	No	No
O14791	APOL1	2.61702736900125	8.41089625562345e-14	No	No
O14793	MSTN	3.25345026633506	8.98072331680831e-07	No	No
O14818	PSMA7	9.49828937062698	5.59377066605823e-32	No	No
O14828	SCAMP3	8.33252278190545	1.882905511122e-31	No	No
O14841	OPLAH	3.6368746293201	1.64048306452139e-11	No	No
O14874	BCKDK	4.14680801542852	4.18543215768756e-14	No	No
O14880	MGST3	6.51905673231782	2.5711795216615e-24	No	No
O14908	GIPC1	4.70534955837851	1.608023010911e-20	No	No
O14917	PCDH17	6.12479195342538	2.29905534117448e-21	No	No
O14920	IKBKB	6.90279331870364	5.44174437483778e-25	No	No
O14949	UQCRQ	5.92947352239519	9.0719405976514e-24	No	No
O14957	UQCR11	6.88119598722927	2.37072802403565e-32	No	No
O14964	HGS	6.87986907337595	5.39782588130984e-28	No	No
O14974	PPP1R12A	11.6854300508046	4.58656652359133e-41	No	No
O14976	GAK	7.09455810808649	4.3056798088886904e-20	No	No
O14979	HNRNPDL	1.9688007527155	3.38655046763694e-05	No	No
O14980	XPO1	8.49212085636319	1.80070563787546e-27	No	No
O15027	SEC16A	7.65522080074173	1.0313397099907e-23	No	No
O15031	PLXNB2	3.76627135547718	2.68064350429242e-14	No	No
O15067	PFAS	8.26767421347204	7.32121876581835e-23	No	No
O15084	ANKRD28	7.90016202307362	5.63541884817291e-32	No	No
O15111	CHUK	4.76940085753122	6.370502476131249e-13	No	No
O15116	LSM1	9.2574347179696	2.55315133210767e-35	No	No
O15117	FYB1	14.7024235075175	9.66338854271215e-53	No	No
O15126	SCAMP1	6.77910368524935	3.55229844494758e-25	No	No
O15127	SCAMP2	7.90358107310429	2.0258243507973098e-26	No	No
O15143	ARPC1B	5.79101601379659	1.77453713197441e-22	No	No
O15144	ARPC2	5.99711610757551	8.351615701889e-28	No	No
O15145	ARPC3	5.1502729796121	7.28730971988093e-24	No	No
O15155	BET1	6.89595422854301	6.901616719350849e-29	No	No
O15173	PGRMC2	9.05581284467473	3.97984331260912e-34	No	No
O15194	CTDSPL	6.55537704594936	2.06198643199863e-27	No	No
O15204	ADAMDEC1	3.43554828304047	6.11844978327083e-08	No	No
O15212	PFDN6	4.95519719250149	1.43315476343196e-20	No	No
O15230	LAMA5	10.5748139197031	8.8933822725732e-23	No	No
O15231	ZNF185	9.7469351584878	3.95158377245779e-36	No	No
O15240	VGF	11.0811845701231	5.83730381122295e-45	No	No
O15258	RER1	5.02426901975179	1.11770653964121e-24	No	No
O15260	SURF4	7.82471717758296	1.24088135352723e-27	No	No
O15305	PMM2	2.15069079399646	7.62704695216338e-07	No	No
O15327	INPP4B	7.31201793736049	5.14173462262326e-22	No	No
O15335	CHAD	3.07051907628741	1.49334757397265e-06	No	No
O15347	HMGB3	5.28082434312364	1.5625367279753e-25	No	No
O15355	PPM1G	5.38654689384005	1.6350334180149e-15	No	No
O15357	INPPL1	7.58600957347051	8.68032464689104e-33	No	No
O15371	EIF3D	11.1719611673771	9.3101542990773e-42	No	No
O15372	EIF3H	8.91232662563877	1.39264651540782e-28	No	No
O15400	STX7	10.6576873291969	7.6491079571536e-41	No	No
O15427	SLC16A3	8.57949599886073	3.3866998429514903e-35	No	No
O15439	ABCC4	8.50282852330669	1.30770782800777e-28	No	No
O15460	P4HA2	4.91930566770873	1.12122168793608e-11	No	No
O15466	ST8SIA5	6.12953525985151	2.09327388747686e-17	No	No
O15498	YKT6	7.8242593478549	3.02706824319488e-24	No	No
O15511	ARPC5	5.34230256993433	6.3858233732130204e-21	No	No
O15533	TAPBP	9.7523831857429	2.46367474313882e-35	No	No
O15551	CLDN3	7.57498503271363	2.91780751276027e-29	No	No
O43149	ZZEF1	9.73071263112135	1.0516796121657299e-30	No	No
O43150	ASAP2	10.5436832288018	2.21238402950686e-37	No	No
O43157	PLXNB1	8.55196037979554	8.06222220217558e-33	No	No
O43169	CYB5B	7.07965153129527	5.31900329971111e-23	No	No
O43175	PHGDH	1.70977465197	0.0012496022030492	No	No
O43181	NDUFS4	6.74880665714291	2.22490923873234e-25	No	No
O43182	ARHGAP6	12.3289904880359	6.29303474721219e-41	No	No
O43237	DYNC1LI2	5.86200727310604	4.468553831159989e-22	No	No
O43242	PSMD3	6.9104244222204	1.28279772681643e-14	No	No
O43264	ZW10	4.84539728810626	4.69090958359524e-15	No	No
O43294	TGFB1I1	11.2865216606269	3.19713255249209e-41	No	No
O43306	ADCY6	8.49890638871813	1.47306512449964e-28	No	No
O43312	MTSS1	9.66205562905102	7.33822496391e-34	No	No
O43314	PPIP5K2	3.66744158993791	1.29201568485084e-12	No	No
O43318	MAP3K7	6.32555304207933	1.4735503413941702e-25	No	No
O43396	TXNL1	8.57908330833787	2.39670416654769e-32	No	No
O43399	TPD52L2	7.24339481896365	1.59130625965798e-21	No	No
O43405	COCH	2.46040784082993	1.35703939896093e-05	No	No
O43427	FIBP	8.64707432165068	2.89305501471303e-32	No	No
O43432	EIF4G3	8.15037993188369	5.05925441068118e-32	No	No
O43488	AKR7A2	4.58684014357745	2.3248571768153998e-17	No	No
O43491	EPB41L2	7.46490222326215	5.40263138707071e-29	No	No
O43493	TGOLN2	4.82208014736991	5.78414824908799e-27	No	No
O43504	LAMTOR5	8.17621131508508	3.62963196008492e-35	No	No
O43505	B4GAT1	5.14605233716972	1.91688153349655e-26	No	No
O43516	WIPF1	11.6823446255777	1.40120255420894e-38	No	No
O43529	CHST10	5.94866329637849	6.38081377435171e-23	No	No
O43561	LAT	8.82027183357692	5.9878310736060395e-34	No	No
O43583	DENR	4.88517972873628	1.60978714470669e-10	No	No
O43592	XPOT	5.7054962810105	4.3202633530210194e-18	No	No
O43615	TIMM44	7.0578703767878	2.79180211924458e-24	No	No
O43617	TRAPPC3	7.73067796080873	2.0803799044318902e-35	No	No
O43633	CHMP2A	6.49595410222146	1.52257587046632e-23	No	No
O43639	NCK2	9.89076439497693	2.16327136074843e-42	No	No
O43665	RGS10	3.50049504055665	1.7409674882237899e-12	No	No
O43670	ZNF207	4.09393976649913	2.96885040813313e-13	No	No
O43676	NDUFB3	7.8586530979549	3.49782352955525e-34	No	No
O43678	NDUFA2	6.03053893629277	1.64610916588856e-26	No	No
O43681	GET3	13.2278756799544	2.3776267423930397e-43	No	No
O43684	BUB3	3.79284636249837	2.01086621890061e-09	No	No
O43707	ACTN4	9.57580193837751	5.76330750961086e-46	No	No
O43741	PRKAB2	4.08893251980174	1.94613872767508e-11	No	No
O43747	AP1G1	8.78984893626025	2.5692823256319498e-26	No	No
O43752	STX6	4.21200619129795	1.2481888482102102e-15	No	No
O43760	SYNGR2	6.44093250024574	4.3820933822881e-26	No	No
O43765	SGTA	9.07015108246286	8.9418498918463e-34	No	No
O43768	ENSA	5.7315192765501	2.01643924994394e-18	No	No
O43772	SLC25A20	6.29243784714991	5.9856077945876496e-27	No	No
O43776	NARS1	7.11462769831149	2.83262924502712e-20	No	No
O43809	NUDT21	5.46852261303163	2.42531440227022e-25	No	No
O43813	LANCL1	4.73032886314476	9.97345494634901e-24	No	No
O43815	STRN	10.5663634741304	4.1492023194486703e-35	No	No
O43837	IDH3B	5.9996081765169	2.77723556514718e-19	No	No
O43847	NRDC	8.66367502183541	7.4572166755317e-24	No	No
O43852	CALU	7.77535797787083	7.2029863962622995e-31	No	No
O43865	AHCYL1	6.29193654008732	7.54533528337113e-18	No	No
O43866	CD5L	5.4350222690017	1.21041074960349e-19	No	No
O43897	TLL1	3.26989121265681	4.4078773974859e-09	No	No
O43916	CHST1	5.09517615972728	3.23945635982168e-12	No	No
O43920	NDUFS5	6.59664992534193	8.931187888190419e-29	No	No
O60216	RAD21	5.78068434122284	3.16319496677585e-17	No	No
O60229	KALRN	11.2865718792453	3.21085599115101e-38	No	No
O60234	GMFG	5.53772530374704	1.24587194226248e-21	No	No
O60240	PLIN1	13.4771927590335	2.2176688773586103e-47	No	No
O60243	HS6ST1	4.86898734693878	3.77828303601705e-19	No	No
O60245	PCDH7	9.18159289674551	4.86241399629756e-37	No	No
O60256	PRPSAP2	9.00684686632857	4.318694159732e-23	No	No
O60268	KIAA0513	10.8687527468562	2.10615740628996e-43	No	No
O60271	SPAG9	7.70314865191916	1.6260305079604298e-36	No	No
O60279	SUSD5	7.89042805527828	1.05579630141629e-28	No	No
O60306	AQR	3.16844088891348	1.64670735176138e-14	No	No
O60313	OPA1	4.87004806426732	1.00723550549654e-17	No	No
O60330	PCDHGA12	5.22182588444195	1.17669034470533e-10	No	No
O60331	PIP5K1C	7.72004070039556	1.60919223936227e-32	No	No
O60437	PPL	8.96341753932946	4.0383167147969696e-33	No	No
O60449	LY75	3.05597692572707	0.0001192645893742	No	No
O60462	NRP2	9.71777922173396	6.28106802502187e-35	No	No
O60488	ACSL4	7.08540371760438	2.44222042108932e-32	No	No
O60493	SNX3	5.76400111040191	2.02812956774421e-22	No	No
O60496	DOK2	10.075968279109	9.36664211819233e-42	No	No
O60502	OGA	7.31182661092116	1.14179919714867e-15	No	No
O60506	SYNCRIP	2.63895089455002	2.35082141860099e-11	No	No
O60507	TPST1	5.80589090034205	1.6518710904165398e-18	No	No
O60524	NEMF	4.81146820481746	5.94580913038694e-13	No	No
O60547	GMDS	7.269023767423	2.35840960549983e-19	No	No
O60568	PLOD3	9.96236185270711	2.30825348280472e-29	No	No
O60610	DIAPH1	9.21140348608917	2.1261621080254098e-40	No	No
O60613	SELENOF	8.14248923065465	1.48470427006055e-30	No	No
O60636	TSPAN2	2.5492193055668	3.39725453033266e-13	No	No
O60645	EXOC3	6.12077248646644	1.6607101023258e-27	No	No
O60664	PLIN3	6.54985986435358	2.5656442943290904e-15	No	No
O60669	SLC16A7	6.00862913379244	4.13460016026331e-29	No	No
O60674	JAK2	5.36724237540192	3.9244894980043402e-25	No	No
O60678	PRMT3	2.5239047353904	4.44288922908572e-10	No	No
O60684	KPNA6	3.59231813305492	1.0726718911941598e-11	No	No
O60701	UGDH	3.8709066480953	2.34412922399385e-07	No	No
O60704	TPST2	10.1869711978776	4.95695247267349e-38	No	No
O60716	CTNND1	1.32260465817065	0.0019988247333529	No	No
O60749	SNX2	11.2990657087487	1.17294041492659e-44	No	No
O60762	DPM1	6.87834007831793	3.29964573342198e-26	No	No
O60763	USO1	10.039935107312	4.60482844241518e-38	No	No
O60784	TOM1	5.24596796822969	5.63327738281652e-09	No	No
O60826	CCDC22	4.12824623484889	1.94578793014709e-14	No	No
O60841	EIF5B	8.71534118671763	1.60699254013909e-28	No	No
O60884	DNAJA2	8.86722945687908	2.4123640092839397e-34	No	No
O60888	CUTA	5.08808795907446	1.49429876194723e-25	No	No
O60890	OPHN1	4.15381109408944	5.91524044898855e-13	No	No
O60896	RAMP3	5.40980404487847	2.48028360381427e-27	No	No
O60925	PFDN1	8.42629146865824	2.21465505664302e-29	No	No
O60927	PPP1R11	6.04708319321683	3.60491554451257e-23	No	No
O60936	NOL3	8.47837697677458	4.41732092266221e-10	No	No
O75023	LILRB5	2.40201354680429	8.60566828824057e-09	No	No
O75044	SRGAP2	2.85173845738389	1.7470042404789e-09	No	No
O75063	FAM20B	2.46047451532334	4.51576288769476e-06	No	No
O75069	TMCC2	4.1564164613938	1.69322230249531e-16	No	No
O75083	WDR1	4.72904132471728	2.4161425304064602e-23	No	No
O75095	MEGF6	6.67984308312603	1.02295599429521e-30	No	No
O75116	ROCK2	13.7818056422827	4.16594801134685e-43	No	No
O75122	CLASP2	5.79118853329739	7.2027202172427e-28	No	No
O75131	CPNE3	3.19122424338544	5.06095114996905e-11	No	No
O75154	RAB11FIP3	7.71834751893923	1.07411645143181e-26	No	No
O75165	DNAJC13	5.63300158345553	8.02358957225695e-15	No	No
O75167	PHACTR2	3.87701057322233	2.0819753955785e-19	No	No
O75170	PPP6R2	8.39439789384508	1.1041334421073402e-15	No	No
O75197	LRP5	10.9189529662107	7.33855113136866e-44	No	No
O75223	GGCT	3.56389477257005	1.56876937493901e-08	No	No
O75251	NDUFS7	4.59480889893712	4.53445011411823e-16	No	No
O75298	RTN2	9.04481279350734	2.5870457348025496e-30	No	No
O75306	NDUFS2	8.58003574516543	6.91030535213384e-38	No	No
O75309	CDH16	11.3837031553704	7.87437213630908e-42	No	No
O75312	ZPR1	8.07886787278957	1.88148396819799e-24	No	No
O75323	NIPSNAP2	6.55241674670604	1.6026458233367302e-31	No	No
O75326	SEMA7A	2.22991831660156	1.43291462151348e-10	No	No
O75339	CILP	4.65279881157815	5.22321128659401e-21	No	No
O75340	PDCD6	3.94513311236982	4.41501022323324e-08	No	No
O75347	TBCA	4.00818461873179	2.9777069598328696e-11	No	No
O75348	ATP6V1G1	6.85600945822237	6.05760710348465e-24	No	No
O75351	VPS4B	7.57342955614228	3.26665483073496e-26	No	No
O75352	MPDU1	7.28602984246778	1.3225278344246199e-30	No	No
O75354	ENTPD6	2.44267834725812	0.0022610279941546	No	No
O75356	ENTPD5	6.88603826025715	1.4805569284340702e-15	No	No
O75368	SH3BGRL	2.26181493546045	1.01755727985467e-07	No	No
O75369	FLNB	2.54302223042969	0.0047568901081025	No	No
O75381	PEX14	4.96619510701787	1.78544710154555e-23	No	No
O75390	CS	3.95006257646521	6.8087797097894994e-12	No	No
O75396	SEC22B	11.0472891532551	1.46007114802587e-41	No	No
O75410	TACC1	7.17852869353411	2.02140347277994e-25	No	No
O75427	LRCH4	3.9760689528389	1.50097481352572e-13	No	No
O75436	VPS26A	7.57550591219294	5.42012010185043e-31	No	No
O75438	NDUFB1	6.09468447010126	1.8026395720124498e-30	No	No
O75439	PMPCB	4.50008339628759	5.30271621826804e-15	No	No
O75477	ERLIN1	5.0426721756385	7.942149458642839e-18	No	No
O75487	GPC4	9.56570587904152	2.74151504230917e-39	No	No
O75489	NDUFS3	8.81856569684987	4.77411280753735e-32	No	No
O75521	ECI2	1.84788031329223	4.76802284906949e-06	No	No
O75531	BANF1	1.30284476091117	5.43827254350854e-05	No	No
O75534	CSDE1	7.06973430948356	3.24267613063571e-27	No	No
O75558	STX11	12.4598735402048	3.0963028870799997e-44	No	No
O75563	SKAP2	13.3630252113113	3.8945319674015596e-48	No	No
O75581	LRP6	5.38754148818606	3.35656282528722e-22	No	No
O75592	MYCBP2	5.91390438206973	7.74677542430365e-21	No	No
O75608	LYPLA1	5.93712139403813	7.86881104296206e-22	No	No
O75636	FCN3	0.843324822450466	0.0025750356192693	No	No
O75663	TIPRL	5.11163656502698	2.63974424476278e-23	No	No
O75674	TOM1L1	3.61075635009644	2.5801002502742e-06	No	No
O75688	PPM1B	7.58814004810041	2.11987264018938e-28	No	No
O75695	RP2	9.20427672266296	7.32574170874144e-39	No	No
O75718	CRTAP	7.27080620640091	3.01519510750359e-24	No	No
O75752	B3GALNT1	10.007328703014	3.5593727022387203e-38	No	No
O75787	ATP6AP2	8.5364953594111	8.38516556015019e-30	No	No
O75791	GRAP2	11.2259915009463	1.50432387697263e-36	No	No
O75821	EIF3G	9.52656516332991	2.0207543135124602e-35	No	No
O75822	EIF3J	11.903779634381	1.0768457603212701e-46	No	No
O75832	PSMD10	6.69458013189441	1.65959395275633e-27	No	No
O75844	ZMPSTE24	8.2936584310623	3.12762006395625e-29	No	No
O75874	IDH1	3.21845784070499	3.66612062813997e-10	No	No
O75886	STAM2	4.24077404214531	4.91601396949502e-10	No	No
O75888	TNFSF13	5.76137692980851	7.25954443692739e-18	No	No
O75891	ALDH1L1	5.16561312524689	7.65179905794608e-14	No	No
O75915	ARL6IP5	10.1965139610797	1.0725599139977e-39	No	No
O75935	DCTN3	9.51488039368387	8.10663491562729e-37	No	No
O75947	ATP5PD	11.2119126463036	6.54856226611549e-36	No	No
O75954	TSPAN9	10.3895510917752	1.52542599104888e-36	No	No
O75955	FLOT1	12.2017612140392	2.36021335501285e-43	No	No
O75964	ATP5MG	11.0300145284018	1.6180589565101698e-36	No	No
O75976	CPD	6.12490883537668	1.47954375000175e-13	No	No
O76003	GLRX3	7.95839038825923	1.11975698499635e-27	No	No
O76021	RSL1D1	2.84884603226913	3.54775059624449e-05	No	No
O76031	CLPX	9.07579766711201	9.30533672710302e-22	No	No
O76061	STC2	9.21488320432633	3.62742207486814e-38	No	No
O76070	SNCG	4.30561826341461	2.8164088298117603e-09	No	No
O76071	CIAO1	6.52809334317201	3.38473895867746e-32	No	No
O76074	PDE5A	6.76652067234021	1.61679840745496e-26	No	No
O94766	B3GAT3	2.12267709138752	0.0005587110272498	No	No
O94769	ECM2	10.4667970730911	1.93389843272523e-33	No	No
O94804	STK10	9.47843698987203	3.62132840845487e-35	No	No
O94826	TOMM70	8.4487349328634	2.7587620636757e-34	No	No
O94830	DDHD2	2.96381908798971	2.51438443882649e-09	No	No
O94855	SEC24D	6.15507556055202	2.6102177749498302e-23	No	No
O94874	UFL1	7.56026744768455	7.42069294850879e-19	No	No
O94886	TMEM63A	9.8161453476348	2.9328134282001e-39	No	No
O94888	UBXN7	3.69457666124656	4.62847394310244e-14	No	No
O94903	PLPBP	3.34618367921208	6.43769199013485e-11	No	No
O94905	ERLIN2	3.47036736995965	1.3381390306074599e-11	No	No
O94915	FRYL	4.18730403117909	1.38403165080485e-14	No	No
O94919	ENDOD1	12.2637311057163	1.3099752607686301e-45	No	No
O94923	GLCE	6.34241089428607	1.3674369138315702e-25	No	No
O94925	GLS	7.44998043955541	1.02454112886309e-28	No	No
O94929	ABLIM3	6.84524731118279	3.75333602783073e-29	No	No
O94973	AP2A2	4.1615530104432	3.43781295851461e-17	No	No
O94979	SEC31A	9.48537964389148	1.1316925116459801e-35	No	No
O94985	CLSTN1	8.81256020138501	1.2509390417314299e-30	No	No
