Protein_Group	Genes	SAX_Pooled_vs_RAW_Pooled_logFC	SAX_Pooled_vs_RAW_Pooled_pval	Removed?	Contaminant?
Q96NA2	RILP	7.54202632819467	1.2107127350421801e-25	No	No
Q96NB2	SFXN2	2.82670828715394	5.3054179731443894e-11	No	No
Q96NT1	NAP1L5	1.80196388673816	7.94734794952232e-06	No	No
Q96NZ9	PRAP1	4.19205331620418	8.135203726043099e-23	No	No
Q96P48	ARAP1	12.6398460074577	8.57610967542798e-27	No	No
Q96P70	IPO9	2.16376964645519	4.39157760315679e-05	No	No
Q96PC5	MIA2	4.14267185286575	1.71666484538127e-19	No	No
Q96PK6	RBM14	2.58872035147585	9.98738588521779e-06	No	No
Q96PL1	SCGB3A2	3.81993299641516	1.35570738144374e-08	No	No
Q96PX8	SLITRK1	8.04191567119164	3.98195169943587e-24	No	No
Q96Q05	TRAPPC9	3.45626791726487	7.23117328810759e-14	No	No
Q96QA5	GSDMA	4.6561538726919	3.50425841883009e-07	No	No
Q96QK1	VPS35	3.60921211306701	9.540455417301671e-15	No	No
Q96QR1	SCGB3A1	1.44229186523015	0.0031556182097918	No	No
Q96QR8	PURB	10.3640646886594	2.50802410067698e-38	No	No
Q96QU1	PCDH15	4.00957715756122	2.31688483513859e-07	No	No
Q96RD7	PANX1	6.21834494889755	1.19602760103266e-21	No	No
Q96RF0	SNX18	6.8695266183879	1.04533547227978e-28	No	No
Q96RI0	F2RL3	7.30289734921458	2.3855443884357e-30	No	No
Q96RL7	VPS13A	10.0110389652863	5.88782748488315e-38	No	No
Q96RP7	GAL3ST4	3.78464232521648	1.0886032366495202e-15	No	No
Q96RP9	GFM1	3.31900849864292	2.18432601828151e-09	No	No
Q96RQ3	MCCC1	4.46217110151118	2.5939465066241002e-15	No	No
Q96RS6	NUDCD1	6.38656037061553	2.21447209278836e-15	No	No
Q96RT1	ERBIN	11.1156969207456	3.9866293808254e-40	No	No
Q96RU3	FNBP1	4.10035936667478	3.10852880126842e-08	No	No
Q96S66	CLCC1	3.69061542800355	4.70396324228944e-12	No	No
Q96S97	MYADM	10.0080345792463	1.3305738274909199e-33	No	No
Q96S99	PLEKHF1	5.65639318998101	1.29410558528317e-29	No	No
Q96SB3	PPP1R9B	9.28988259386855	6.53945190732427e-38	No	No
Q96SI9	STRBP	5.89146609117039	1.1242850212558399e-29	No	No
Q96SM3	CPXM1	2.54355111636363	1.23622469040492e-05	No	No
Q96SU4	OSBPL9	3.64935889251993	2.6213803003620202e-14	No	No
Q96SW2	CRBN	7.51764849970074	2.41534606033779e-32	No	No
Q96T51	RUFY1	8.57577144573373	3.0438100505186898e-33	No	No
Q96T76	MMS19	4.82350209030476	7.5845207748547495e-16	No	No
Q96TA1	NIBAN2	4.29802825470254	1.54981794813339e-08	No	No
Q96TC7	RMDN3	8.40083321378507	3.26169320396777e-24	No	No
Q99417	MYCBP	10.5891485004008	6.92126520955372e-39	No	No
Q99418	CYTH2	6.87466106250294	6.0205920417500795e-34	No	No
Q99426	TBCB	9.02493255938469	3.85853998104933e-36	No	No
Q99435	NELL2	8.60604959890652	1.18919274771211e-35	No	No
Q99436	PSMB7	13.4909044667737	7.6675891897039e-45	No	No
Q99439	CNN2	7.33512723229751	1.8886319720674399e-29	No	No
Q99442	SEC62	7.36340068779466	5.8041423275885396e-27	No	No
Q99447	PCYT2	3.66648216314936	1.08521541108246e-09	No	No
Q99459	CDC5L	2.00549530737763	1.95745768408929e-05	No	No
Q99460	PSMD1	11.3779192880803	7.246180547983099e-41	No	No
Q99470	SDF2	5.09343479264636	6.0457101826956504e-21	No	No
Q99471	PFDN5	5.51000102433293	5.6235965191304e-23	No	No
Q99497	PARK7	3.99137436110163	4.92337576809833e-18	No	No
Q99501	GAS2L1	8.62419542989233	6.6056832549841e-34	No	No
Q99519	NEU1	7.42142199692566	6.6058908806252e-12	No	No
Q99523	SORT1	8.69019154608821	3.6291380913071594e-36	No	No
Q99536	VAT1	4.45528405011039	1.55238276771537e-17	No	No
Q99542	MMP19	9.52432459504153	8.305298135024771e-35	No	No
Q99574	SERPINI1	11.6024069176498	9.285873489711991e-44	No	No
Q99576	TSC22D3	5.6021801674826	3.6148739516416104e-24	No	No
Q99598	TSNAX	8.29366041404958	1.63527967011801e-30	No	No
Q99614	TTC1	7.73347284521717	1.5020735241066001e-36	No	No
Q99615	DNAJC7	5.21855504362613	8.79474313061486e-22	No	No
Q99623	PHB2	4.1525765520017	5.79960187105498e-15	No	No
Q99627	COPS8	6.74932839624735	2.3448129731175203e-19	No	No
Q99653	CHP1	8.01824924016696	8.4925401868634e-24	No	No
Q99674	CGREF1	11.7655649758549	6.89284973468252e-49	No	No
Q99683	MAP3K5	8.72524671260422	2.03707246595088e-33	No	No
Q99685	MGLL	10.60902441198	1.0802647692614401e-39	No	No
Q99704	DOK1	9.2428727337824	1.09858591269263e-32	No	No
Q99714	HSD17B10	3.28617201371782	1.1227400747724e-10	No	No
Q99715	COL12A1	9.6392594726166	2.85698578071344e-29	No	No
Q99719	SEPTIN5	11.0161091960871	4.4624599322761394e-36	No	No
Q99729	HNRNPAB	4.1168347186131	2.71674911217583e-12	No	No
Q99733	NAP1L4	8.82480794781163	3.1135118580375496e-36	No	No
Q99747	NAPG	9.30590101634607	4.37206017405266e-34	No	No
Q99766	DMAC2L	5.96136306663138	8.84378251578249e-28	No	No
Q99784	OLFM1	1.02115660222895	0.0026145610148523	No	No
Q99798	ACO2	5.42096339755521	1.4370252623367702e-17	No	No
Q99805	TM9SF2	8.1654717229517	1.24400202841186e-32	No	No
Q99808	SLC29A1	5.65330989058653	4.4497643842690005e-27	No	No
Q99816	TSG101	9.86563597592316	2.28925173658087e-37	No	No
Q99828	CIB1	6.20426049877463	3.2117402737127802e-21	No	No
Q99829	CPNE1	8.49692844948927	3.29194768941572e-31	No	No
Q99832	CCT7	8.09687463704277	3.1201077555341403e-20	No	No
Q99873	PRMT1	7.55321145724835	1.3974809452549e-13	No	No
Q99941	ATF6B	3.75298933083407	7.74011594355974e-11	No	No
Q99943	AGPAT1	5.79544553230291	1.36464212523488e-21	No	No
Q99952	PTPN18	7.77380751134975	1.1932953130495501e-32	No	No
Q99961	SH3GL1	9.23562996778613	2.3371650170789203e-31	No	No
Q99983	OMD	9.94399083697658	4.84192805047509e-37	No	No
Q9BPW8	NIPSNAP1	5.31667499117775	1.3334650269289101e-09	No	No
Q9BPX5	ARPC5L	2.92868829562251	9.6729792937903e-09	No	No
Q9BPX6	MICU1	5.56169955713593	1.72875695998834e-20	No	No
Q9BPX7	C7orf25	7.98718709844571	4.05966870326472e-29	No	No
Q9BQA1	WDR77	8.60731126576769	9.427548744503141e-31	No	No
Q9BQA9	CYBC1	6.85636670142587	1.43916341770361e-24	No	No
Q9BQS7	HEPH	6.47698613098143	1.50318724845429e-28	No	No
Q9BQS8	FYCO1	5.56428897310434	4.83611342895579e-28	No	No
Q9BQT9	CLSTN3	5.3889767039122	1.42031326699347e-19	No	No
Q9BR76	CORO1B	8.10511857508055	6.38136159727607e-33	No	No
Q9BRA2	TXNDC17	3.63986074666713	9.40308125636504e-13	No	No
Q9BRF8	CPPED1	3.39657725160621	1.74044978411346e-14	No	No
Q9BRG1	VPS25	6.47069100925235	2.1218486157646303e-25	No	No
Q9BRK5	SDF4	7.39136720435231	2.2531077347518103e-31	No	No
Q9BRP4	PAAF1	3.28614874657058	2.3244167938651597e-12	No	No
Q9BRP8	PYM1	7.61587405223207	5.28955062292409e-20	No	No
Q9BRR6	ADPGK	4.13611012369224	4.5968563829567495e-11	No	No
Q9BRT3	MIEN1	3.67787291003297	1.44264737970861e-18	No	No
Q9BRX2	PELO	6.58242165719389	1.02796150030868e-24	No	No
Q9BS26	ERP44	7.07330006986101	3.31049014078507e-26	No	No
Q9BS40	LXN	6.00542674437309	4.97458902254326e-19	No	No
Q9BSF0	C2orf88	10.0133003103944	3.3857022024637096e-40	No	No
Q9BSJ2	TUBGCP2	3.47643784746129	1.33510345782137e-07	No	No
Q9BSJ8	ESYT1	5.26298895365022	1.0068439909148e-17	No	No
Q9BSL1	UBAC1	8.77356853921361	1.91123293657914e-24	No	No
Q9BSQ5	CCM2	7.21215126522854	2.48654067263352e-33	No	No
Q9BT22	ALG1	2.07641589142136	1.36843830674295e-06	No	No
Q9BT78	COPS4	12.5691224274347	1.02106843209553e-43	No	No
Q9BTE1	DCTN5	4.42009407415511	2.4790049011525603e-15	No	No
Q9BTT0	ANP32E	1.23498028058203	0.0013596230630118	No	No
Q9BTV4	TMEM43	7.89514211908623	3.23161051988497e-30	No	No
Q9BTW9	TBCD	6.1243752487817	1.90288980872836e-18	No	No
Q9BTY7	HGH1	3.71818691511476	3.81917359456535e-13	No	No
Q9BTZ2	DHRS4	7.51173596758512	7.382886387777179e-36	No	No
Q9BUD6	SPON2	4.49583882324945	1.93426062798856e-16	No	No
Q9BUF5	TUBB6	8.36515175498759	4.46855055945551e-34	No	No
Q9BUH6	PAXX	4.02378477890528	3.7253508130287e-12	No	No
Q9BUJ0	ABHD14A	2.67502192935925	8.19135062730541e-07	No	No
Q9BUL8	PDCD10	8.14315411267487	1.2450351233611398e-36	No	No
Q9BUN1	MENT	6.07864233937005	2.07925101736567e-25	No	No
Q9BUP0	EFHD1	3.95137417990752	7.84552109776143e-12	No	No
Q9BUP3	HTATIP2	6.32617952683773	1.73994036050899e-20	No	No
Q9BV20	MRI1	4.63578559450868	2.4427408065136802e-17	No	No
Q9BV40	VAMP8	9.70247259090549	1.87746765656191e-38	No	No
Q9BVC6	TMEM109	3.11711842853027	4.64017433814502e-14	No	No
Q9BVG4	PBDC1	5.6340049121962	1.4232111977038301e-21	No	No
Q9BVJ7	DUSP23	3.05229552581084	1.40662690960134e-08	No	No
Q9BVK6	TMED9	9.11854797030218	7.846407898515149e-36	No	No
Q9BW04	SARG	8.88931775930465	1.5043092631874902e-39	No	No
Q9BWD1	ACAT2	2.68342673588791	1.81261191230307e-08	No	No
Q9BWM7	SFXN3	8.69601666065584	4.90669618866706e-34	No	No
Q9BWP8	COLEC11	7.51917581884969	2.9842313446675298e-36	No	No
Q9BX10	GTPBP2	10.2070631720203	4.17752794993791e-31	No	No
Q9BX59	TAPBPL	4.89270896931109	4.29251156774979e-22	No	No
Q9BX67	JAM3	9.95042006251599	1.93833397916853e-41	No	No
Q9BX68	HINT2	9.55148965939603	1.6186989452305998e-34	No	No
Q9BX93	PLA2G12B	5.40469292681612	1.10763762874397e-27	No	No
Q9BXD5	NPL	6.28130815887504	2.56268125875675e-26	No	No
Q9BXJ0	C1QTNF5	5.79149400013414	3.32313180552874e-21	No	No
Q9BXJ1	C1QTNF1	1.60180171673306	4.73804401036593e-07	No	No
Q9BXJ4	C1QTNF3	13.9273319285872	1.7334267601582497e-49	No	No
Q9BXK5	BCL2L13	8.05989114899293	5.54241215091007e-26	No	No
Q9BXN1	ASPN	7.30895667739706	1.0684438839560399e-30	No	No
Q9BXP5	SRRT	2.8318464664042	4.14336761382088e-08	No	No
Q9BXP8	PAPPA2	6.00464014975724	6.30764769343588e-28	No	No
Q9BXR6	CFHR5	2.59206897588199	1.83663525093114e-13	No	No
Q9BXS4	TMEM59	6.94138976406187	3.8303297961508403e-19	No	No
Q9BXS5	AP1M1	11.4988515668869	1.1155845346663e-31	No	No
Q9BXX0	EMILIN2	8.8987874897501	4.84771407876272e-33	No	No
Q9BY32	ITPA	6.12732293008714	3.00546096921427e-21	No	No
Q9BY43	CHMP4A	10.5264761687881	1.71280922525671e-38	No	No
Q9BY44	EIF2A	2.70056531255792	9.12719516344383e-05	No	No
Q9BY67	CADM1	6.70310096005362	3.2493480825214302e-25	No	No
Q9BY76	ANGPTL4	3.96239750821576	1.16610564500046e-07	No	No
Q9BYC5	FUT8	5.95168077802453	7.241358006398e-25	No	No
Q9BYE9	CDHR2	7.04654943649661	3.01900178366072e-35	No	No
Q9BYH1	SEZ6L	11.1398628028272	6.08193100427303e-41	No	No
Q9BYJ0	FGFBP2	4.84979779649929	3.0410632255772004e-20	No	No
Q9BYM8	RBCK1	6.36100979578937	6.72075024864587e-32	No	No
Q9BZ67	FRMD8	5.02323458630312	2.04854465933805e-20	No	No
Q9BZ72	PITPNM2	7.03993992405088	8.07901303454231e-26	No	No
Q9BZE9	ASPSCR1	4.13581669535555	5.602397540240081e-09	No	No
Q9BZF1	OSBPL8	7.55644988848272	8.83789534567056e-32	No	No
Q9BZF9	UACA	7.79504231097135	1.2852272836286102e-35	No	No
Q9BZG1	RAB34	3.60280514190872	5.13230395636503e-11	No	No
Q9BZH6	WDR11	7.04307129822692	1.88580278999183e-24	No	No
Q9BZK7	TBL1XR1	3.93272114969032	1.71990734776403e-14	No	No
Q9BZL4	PPP1R12C	7.2401640510545	1.51977003230115e-28	No	No
Q9BZQ8	NIBAN1	10.9216264435052	9.671649011189271e-23	No	No
Q9BZV1	UBXN6	5.85613160778613	1.86828371350327e-28	No	No
Q9BZZ5	API5	9.87797392508965	2.81281913257443e-37	No	No
Q9C037	TRIM4	8.24021579112588	2.4871373576644102e-23	No	No
Q9C0B1	FTO	7.90483073787441	5.18436252704895e-26	No	No
Q9C0C2	TNKS1BP1	4.94238120649262	1.66590520814423e-10	No	No
Q9C0C9	UBE2O	13.2817004662089	5.75771921195246e-46	No	No
Q9C0E2	XPO4	2.73331759990661	2.02646273512465e-14	No	No
Q9C0E8	LNPK	7.07714428253059	2.01207194311794e-30	No	No
Q9C0H2	TTYH3	8.62893233194645	7.39300072023416e-38	No	No
Q9C0I1	MTMR12	6.89666944443596	2.3324614031697802e-24	No	No
Q9GZM7	TINAGL1	8.63725602497003	2.8709879500217297e-33	No	No
Q9GZN8	C20orf27	5.51323534301119	2.0058255228337e-29	No	No
Q9GZP0	PDGFD	5.94684990196559	7.37687152271552e-24	No	No
Q9GZP4	PITHD1	8.71208859599195	2.1828669471283302e-35	No	No
Q9GZT3	SLIRP	6.60976211734603	8.44758251847141e-21	No	No
Q9GZX9	TWSG1	5.76614616643691	7.72755279259944e-26	No	No
Q9GZY6	LAT2	5.66322366133948	1.07891053707765e-22	No	No
Q9GZY8	MFF	6.97520220755075	2.52928526573607e-28	No	No
Q9GZZ9	UBA5	8.93361947865114	2.89686473117874e-34	No	No
Q9H074	PAIP1	6.19069226780648	1.85564989531046e-24	No	No
Q9H082	RAB33B	11.36620811405	3.62967638466775e-17	No	No
Q9H0E2	TOLLIP	10.0563940517122	1.44737873899309e-38	No	No
Q9H0F6	SHARPIN	4.49405516172913	3.98527121556477e-10	No	No
Q9H0P0	NT5C3A	7.65385160616451	3.20758552365751e-28	No	No
Q9H0R4	HDHD2	8.79473232157371	2.03403210041108e-24	No	No
Q9H0U3	MAGT1	7.10956880791549	2.86474200717002e-27	No	No
Q9H0U4	RAB1B	6.96830866909588	1.0139579502267399e-30	No	No
Q9H0U6	MRPL18	1.22027742557728	0.0033949035436417	No	No
Q9H0W9	C11orf54	3.79778358032013	2.74902620405652e-08	No	No
Q9H0X4	FAM234A	6.59274342674544	8.681760187218989e-22	No	No
Q9H159	CDH19	13.2498912502925	3.45406878549368e-39	No	No
Q9H173	SIL1	7.59326133599592	8.86466486467462e-32	No	No
Q9H1B5	XYLT2	9.68021190013641	6.738890507932921e-35	No	No
Q9H1C7	CYSTM1	1.15748574165445	0.0030387052112512	No	No
Q9H1E3	NUCKS1	4.30269705055461	1.99110451108493e-20	No	No
Q9H1E5	TMX4	5.84424380532689	1.9897643100188e-20	No	No
Q9H1I8	ASCC2	2.92506893964466	1.20056196148741e-13	No	No
Q9H1P3	OSBPL2	6.27062576758188	9.29533964643764e-27	No	No
Q9H1U4	MEGF9	1.28094490424732	0.0002904019102127	No	No
Q9H1Y0	ATG5	3.87123792817474	2.0394674044406403e-09	No	No
Q9H223	EHD4	9.11660056095322	3.1758543722364204e-19	No	No
Q9H251	CDH23	13.7871000872487	5.94096423962187e-48	No	No
Q9H267	VPS33B	4.45459927437723	6.41644105494902e-15	No	No
Q9H269	VPS16	7.15542916292769	1.02311560119584e-19	No	No
Q9H270	VPS11	4.90914984126638	1.5448464222961902e-15	No	No
Q9H299	SH3BGRL3	3.52708840752522	2.00803776656893e-16	No	No
Q9H2D6	TRIOBP	4.69542090452832	4.15979360816677e-23	No	No
Q9H2G2	SLK	10.4316988926327	1.32839083184895e-39	No	No
Q9H2J4	PDCL3	5.21913478126425	1.72840980255644e-17	No	No
Q9H2K8	TAOK3	9.23572330973411	5.9188644575379e-34	No	No
Q9H2M9	RAB3GAP2	9.11819688674422	5.7937009109997e-37	No	No
Q9H2U2	PPA2	8.88978729140305	2.8937113554537897e-34	No	No
Q9H330	TMEM245	4.77917746935292	2.53717185812977e-16	No	No
Q9H3G5	CPVL	6.92310129795908	1.2892774902742701e-20	No	No
Q9H3K2	GHITM	2.87501400785501	2.42399548711052e-12	No	No
Q9H3M7	TXNIP	5.2195457779286	3.24114638161889e-06	No	No
Q9H3N1	TMX1	10.6246234327359	2.92237753367143e-39	No	No
Q9H3P7	ACBD3	8.84345042621526	6.61349365347145e-39	No	No
Q9H3R2	MUC13	8.47468972396188	5.19174103376192e-32	No	No
Q9H3S7	PTPN23	4.29981897167353	4.5297941389589e-10	No	No
Q9H3U1	UNC45A	5.57283971454816	7.46436851998756e-19	No	No
Q9H3U5	MFSD1	7.92411579434728	3.99778346257724e-35	No	No
Q9H425	C1orf198	7.76889403240088	2.5551784848702e-31	No	No
Q9H444	CHMP4B	9.0410689984794	1.21342230797079e-38	No	No
Q9H446	RWDD1	7.68612789198677	1.3779198058534398e-34	No	No
Q9H479	FN3K	9.83540743790838	1.09049181247206e-32	No	No
Q9H497	TOR3A	6.1595540535265	3.5135770859983e-23	No	No
Q9H4A3	WNK1	7.2675484541754	1.03170421969768e-32	No	No
Q9H4A4	RNPEP	3.71251087822422	2.6487881368955697e-11	No	No
Q9H4B6	SAV1	3.08831734484269	8.079293307931479e-11	No	No
Q9H4B7	TUBB1	7.78176771190338	3.1844264166840198e-34	No	No
Q9H4E7	DEF6	9.97395962406556	2.02599261198731e-30	No	No
Q9H4G4	GLIPR2	2.64767449638065	2.5758087449103597e-11	No	No
Q9H4M9	EHD1	8.11225514071874	4.0509678497115696e-22	No	No
Q9H4X1	RGCC	6.71547966724441	1.86140812042795e-25	No	No
Q9H5N1	RABEP2	5.65956837325405	1.97544888564551e-20	No	No
Q9H5X1	CIAO2A	8.19317089861516	5.0233282196083704e-37	No	No
Q9H6Q3	SLA2	8.51312242478376	3.25541357778083e-26	No	No
Q9H6U6	BCAS3	1.88161767202271	2.20657574326502e-09	No	No
Q9H6X2	ANTXR1	5.09563281433931	1.5116920282495099e-18	No	No
Q9H6Z4	RANBP3	14.6145314184314	1.42844016044391e-13	No	No
Q9H773	DCTPP1	1.56209408724811	4.16751645903551e-06	No	No
Q9H7D0	DOCK5	7.01865756991424	9.91696505433393e-21	No	No
Q9H7D7	WDR26	6.23396524496322	5.48098596961449e-23	No	No
Q9H7J1	PPP1R3E	5.66085886795142	4.5615574533397005e-22	No	No
Q9H7M9	VSIR	8.05412201785413	9.25064288461206e-29	No	No
Q9H7Z7	PTGES2	4.49196865417371	2.20328946790656e-21	No	No
Q9H832	UBE2Z	10.2700952557424	1.08213087449089e-37	No	No
Q9H845	ACAD9	6.16207894507625	1.5559917973732e-22	No	No
Q9H853	TUBA4B	8.25177744523082	2.05249385529232e-14	No	No
Q9H8H3	METTL7A	9.07283106770327	4.177638584166239e-30	No	No
Q9H8J5	MANSC1	10.2594299412194	1.35593919141813e-40	No	No
Q9H8L6	MMRN2	1.08352662524615	0.0020675320791433	No	No
Q9H8M7	MINDY3	10.3606564966895	6.591775254222459e-42	No	No
Q9H8W4	PLEKHF2	7.26344720246159	9.33150610653515e-22	No	No
Q9H8Y8	GORASP2	6.45459376670482	1.47146192370342e-29	No	No
Q9H910	JPT2	4.71369027869545	1.64262904532259e-11	No	No
Q9H939	PSTPIP2	10.7356028263053	3.4639650508846098e-40	No	No
Q9H9A6	LRRC40	3.24346040328201	1.9115173489343e-10	No	No
Q9H9B4	SFXN1	7.94059124629041	2.0967099637508802e-23	No	No
Q9H9H4	VPS37B	6.92694001594141	6.80973202019218e-30	No	No
Q9H9Q2	COPS7B	9.93385294490405	2.5762760291466e-35	No	No
Q9HA64	FN3KRP	6.72900066904372	6.5945336198745e-29	No	No
Q9HA65	TBC1D17	4.67679635289594	6.86211484758725e-25	No	No
Q9HA77	CARS2	1.40565148197981	0.001023145234131	No	No
Q9HAB8	PPCS	5.84981408743965	1.20811261395527e-15	No	No
Q9HAS0	C17orf75	4.45190927431336	1.3514369357919e-15	No	No
Q9HAT2	SIAE	5.5776995564296	1.14588661817937e-27	No	No
Q9HAU5	UPF2	4.36398562310982	1.09035164965862e-23	No	No
Q9HAV0	GNB4	8.13100567698257	6.49825685555031e-17	No	No
Q9HAV7	GRPEL1	6.89473403526284	1.0289368496069e-23	No	No
Q9HB07	MYG1	5.67719997763553	3.2209696926928104e-20	No	No
Q9HB40	SCPEP1	6.30799386445676	1.6708472149982702e-17	No	No
Q9HB71	CACYBP	5.40340104992875	2.358935602039e-16	No	No
Q9HBB8	CDHR5	3.79805123148436	7.08630759188195e-14	No	No
Q9HBH0	RHOF	6.09559421100428	5.28483030250601e-25	No	No
Q9HBI0	PARVG	3.96846598175625	4.50146082149044e-17	No	No
Q9HBI1	PARVB	6.24277061760725	3.40177225761591e-24	No	No
Q9HBL0	TNS1	6.71445332716689	3.2450173642795303e-31	No	No
Q9HBL7	PLGRKT	7.20625857745195	5.95588533382813e-27	No	No
Q9HBR0	SLC38A10	2.13477078620469	0.0001246012014018	No	No
Q9HBW1	LRRC4	3.15823540906728	1.3844525192771502e-15	No	No
Q9HBW9	ADGRL4	5.64578926322752	4.2478524772235206e-15	No	No
Q9HC07	TMEM165	4.8085830365503	5.67393672332022e-23	No	No
Q9HC35	EML4	7.918732291496	8.55398845960648e-32	No	No
Q9HC38	GLOD4	2.40638509245301	1.6238164302080201e-09	No	No
Q9HC56	PCDH9	6.18292558175068	3.98350140974836e-21	No	No
Q9HCB6	SPON1	4.48611186981869	9.83019780366021e-15	No	No
Q9HCC0	MCCC2	7.54712675986083	1.29694701939547e-28	No	No
Q9HCL0	PCDH18	7.78598598817513	1.11861521088017e-31	No	No
Q9HCM2	PLXNA4	7.47399746840261	1.19653955667668e-27	No	No
Q9HCM3	KIAA1549	4.59779559585678	3.2392902219126e-16	No	No
Q9HCN4	GPN1	2.12970776422586	9.97711892275577e-07	No	No
Q9HCN6	GP6	7.15055453891221	5.290319257280139e-34	No	No
Q9HCN8	SDF2L1	4.73877437313205	6.58231206804606e-10	No	No
Q9HCU0	CD248	8.28146833838306	2.1607875223129397e-30	No	No
Q9HCU4	CELSR2	3.62018964235942	2.42650861779274e-06	No	No
Q9HCU5	PREB	5.17339951268108	1.09060641744105e-22	No	No
Q9HD20	ATP13A1	5.07946576402807	1.5333531243177199e-18	No	No
Q9HD26	GOPC	3.24789647029371	1.22087834574756e-12	No	No
Q9HD45	TM9SF3	7.18987245855985	9.77069723483376e-21	No	No
Q9HDC9	APMAP	2.0621474103578	3.56111124792195e-10	No	No
Q9NNW7	TXNRD2	5.64076715020908	1.42566226965179e-13	No	No
Q9NP55	BPIFA1	4.77348157051083	1.8903712694471298e-18	No	No
Q9NP58	ABCB6	8.62341228852727	2.04032297214004e-29	No	No
Q9NP72	RAB18	10.1692176625139	2.16785535121571e-39	No	No
Q9NP78	ABCB9	4.74483262519117	4.73757494053786e-24	No	No
Q9NP79	VTA1	9.01438934595383	8.80990563597122e-34	No	No
Q9NPA0	EMC7	7.07600526100007	8.86589019261154e-13	No	No
Q9NPA2	MMP25	9.26779473684558	2.8463117906097203e-14	No	No
Q9NPB8	GPCPD1	3.44966915368672	3.90770524952712e-11	No	No
Q9NPC4	A4GALT	5.23622401121733	2.73478862352935e-24	No	No
Q9NPF0	CD320	1.38683330211194	5.99050397300102e-05	No	No
Q9NPF2	CHST11	4.93838964705286	1.59724335169823e-10	No	No
Q9NPF4	OSGEP	6.17718111932428	2.56502185327368e-28	No	No
Q9NPG4	PCDH12	8.11570985658595	3.0017460726387096e-36	No	No
Q9NPH2	ISYNA1	2.39907453942639	1.25113435750468e-09	No	No
Q9NPJ3	ACOT13	7.11583010482482	8.252510367139899e-29	No	No
Q9NPQ8	RIC8A	5.0544938493937	7.4224139883501e-10	No	No
Q9NPR9	GPR108	6.021564966808	2.55419415624641e-29	No	No
Q9NPY3	CD93	6.7789657365438	2.12073630783458e-28	No	No
Q9NQ30	ESM1	6.45536923758312	3.24238895060582e-26	No	No
Q9NQ66	PLCB1	6.97359790902921	4.85180851665487e-10	No	No
Q9NQ75	CASS4	13.4262761623633	2.81082893031902e-47	No	No
Q9NQ79	CRTAC1	4.95927245411313	1.12763853159921e-22	No	No
Q9NQ84	GPRC5C	5.6353163857698	2.4075324017063803e-23	No	No
Q9NQA3	WASH6P	3.79181313161634	5.883016607606621e-20	No	No
Q9NQC3	RTN4	8.29953792074216	2.9972711503500603e-32	No	No
Q9NQG5	RPRD1B	3.59204709848794	3.29085245178979e-06	No	No
Q9NQG7	HPS4	5.46758337537113	5.8284557995544e-23	No	No
Q9NQP4	PFDN4	4.94034922534206	9.682183553697131e-24	No	No
Q9NQR4	NIT2	5.53904863006115	1.16699598853015e-13	No	No
Q9NQT8	KIF13B	9.40597755390116	1.0152681128863398e-28	No	No
Q9NQW7	XPNPEP1	9.37902011367339	1.69228993583307e-28	No	No
Q9NQX3	GPHN	6.76815253382362	7.522109845630521e-19	No	No
Q9NR09	BIRC6	4.48614819157934	6.244031297382291e-17	No	No
Q9NR12	PDLIM7	7.48506701388523	9.975263087950899e-27	No	No
Q9NR19	ACSS2	10.2769419400169	1.81684190353721e-18	No	No
Q9NR28	DIABLO	3.32723328550142	2.2206450619803702e-14	No	No
Q9NR31	SAR1A	5.74154656289724	1.6278620983606e-20	No	No
Q9NR45	NANS	2.33077872205869	6.31189304153668e-07	No	No
Q9NR46	SH3GLB2	7.59014273416935	7.764913499414189e-28	No	No
Q9NR50	EIF2B3	9.834176050557	1.12507887582736e-27	No	No
Q9NR99	MXRA5	8.99846792643237	4.09542875883838e-35	No	No
Q9NRA1	PDGFC	10.8776396413744	4.1151807674423694e-30	No	No
Q9NRB3	CHST12	7.84673280071321	1.40168228308067e-23	No	No
Q9NRF8	CTPS2	1.98920826653314	7.42683101458217e-05	No	No
Q9NRG1	PRTFDC1	5.92252930049919	4.10843230401243e-30	No	No
Q9NRL3	STRN4	9.32807398656996	1.8289991595628e-34	No	No
Q9NRN5	OLFML3	9.0897087410955	3.68842255661205e-15	No	No
Q9NRN7	AASDHPPT	6.61575935941741	4.35830872881365e-19	No	No
Q9NRR3	CDC42SE2	5.48960759955076	2.07570001847942e-27	No	No
Q9NRS6	SNX15	7.92174527242398	3.32909795630884e-14	No	No
Q9NRV9	HEBP1	4.01390203804117	3.05346521288001e-16	No	No
Q9NRW1	RAB6B	10.7280372549651	1.8853123326097798e-40	No	No
Q9NRW7	VPS45	6.71048270132352	5.81868917339748e-19	No	No
Q9NRY5	FAM114A2	8.74656934870523	8.874729179121979e-34	No	No
Q9NS15	LTBP3	8.12279559383699	6.77505895109389e-33	No	No
Q9NS28	RGS18	10.7988166160454	3.72278050897286e-39	No	No
Q9NS62	THSD1	9.05304194818567	1.42230499914471e-27	No	No
Q9NS69	TOMM22	7.20382657285384	3.21156453377627e-30	No	No
Q9NS86	LANCL2	5.28418597672829	3.23824509072494e-22	No	No
Q9NSD9	FARSB	3.08790624911736	1.04250722587993e-12	No	No
Q9NSE4	IARS2	6.17686375697603	1.5965739649242901e-21	No	No
