Protein_Group	Genes	SAX_72001_B_vs_RAW_72001_B_logFC	SAX_72001_B_vs_RAW_72001_B_pval	Removed?	Contaminant?
O14972	VPS26C	6.68988754020985	2.1105822916132701e-19	No	No
O14974	PPP1R12A	11.6477560828833	3.8595592035836594e-30	No	No
O14975	SLC27A2	2.83593625423199	0.0005269602252712	No	No
O14976	GAK	11.2875127388982	3.25039966062758e-20	No	No
O14979	HNRNPDL	3.72077289061195	1.42790504024444e-06	No	No
O14980	XPO1	9.91802991132728	4.6641431397456e-21	No	No
O15013	ARHGEF10	5.52507335054103	9.16768270899107e-05	No	No
O15027	SEC16A	8.61344875944266	4.86428026400471e-17	No	No
O15031	PLXNB2	5.08905296208741	6.75225037455639e-12	No	No
O15040	TECPR2	3.67482351982186	3.51783730306543e-07	No	No
O15067	PFAS	8.07326449025378	6.154035100735061e-14	No	No
O15084	ANKRD28	8.15601271451773	1.38518984031402e-22	No	No
O15111	CHUK	10.4599102466016	1.6706869138421399e-18	No	No
O15116	LSM1	9.04023599847853	2.07607567217219e-24	No	No
O15117	FYB1	9.28153686194994	1.7443605723446498e-30	No	No
O15120	AGPAT2	3.44122911339367	6.35351317980308e-10	No	No
O15126	SCAMP1	7.20796362019867	2.93844229366487e-17	No	No
O15127	SCAMP2	9.73305332482529	3.65196927672339e-21	No	No
O15143	ARPC1B	6.26663227456992	2.54386315647221e-15	No	No
O15144	ARPC2	6.25218933508329	3.96822823388931e-19	No	No
O15145	ARPC3	5.67216108094346	8.763007561147061e-17	No	No
O15155	BET1	8.40364876810162	3.1845833452016303e-23	No	No
O15162	PLSCR1	4.17711847846793	2.6805090157425297e-11	No	No
O15173	PGRMC2	9.72344240164513	2.3241849059352304e-25	No	No
O15194	CTDSPL	6.91358264469442	5.19381170601371e-19	No	No
O15204	ADAMDEC1	8.12889918036454	4.13942815481551e-13	No	No
O15211	RGL2	3.9069882416236	1.17532232743214e-08	No	No
O15212	PFDN6	8.71120240334933	1.01999812960562e-22	No	No
O15228	GNPAT	5.45686884304034	9.51170711890883e-20	No	No
O15230	LAMA5	7.78196987870182	7.32703854846412e-10	No	No
O15231	ZNF185	11.0562526123769	1.9700980452726098e-28	No	No
O15239	NDUFA1	6.91070095067673	1.20072772299741e-21	No	No
O15240	VGF	8.18998513598828	5.40277020200707e-27	No	No
O15254	ACOX3	4.51297673214654	8.176835135138291e-14	No	No
O15258	RER1	5.23811831528811	1.72057470532659e-16	No	No
O15260	SURF4	10.8223653840823	1.03013953816982e-24	No	No
O15269	SPTLC1	8.34318699765803	6.10363785376491e-19	No	No
O15270	SPTLC2	4.56007729631606	1.26881930821333e-13	No	No
O15294	OGT	5.19579472160416	7.18757897668348e-11	No	No
O15305	PMM2	2.42249661988668	0.0002170502298306	No	No
O15321	TM9SF1	2.51224742532238	5.57409109617298e-05	No	No
O15327	INPP4B	9.14908911119524	1.7619047888896602e-17	No	No
O15355	PPM1G	2.13525325481822	0.0090964045131378	No	No
O15357	INPPL1	9.95447860143046	1.6108096677276299e-28	No	No
O15371	EIF3D	9.93082251025055	3.40513642549573e-28	No	No
O15372	EIF3H	7.55153962592179	5.62556788436264e-16	No	No
O15382	BCAT2	6.28186707401475	1.19461460912595e-16	No	No
O15400	STX7	11.0544403004561	7.6776713705393705e-31	No	No
O15427	SLC16A3	9.14992006033042	3.38080087923805e-26	No	No
O15438	ABCC3	9.64394175644414	1.3480341881575e-18	No	No
O15439	ABCC4	10.6595869518437	1.4733961942263302e-23	No	No
O15460	P4HA2	3.00420458142042	0.0019059131986717	No	No
O15466	ST8SIA5	3.59777763987015	3.93311780705527e-05	No	No
O15498	YKT6	6.44829483185063	2.3952271166789597e-12	No	No
O15511	ARPC5	6.48424583051958	5.66090967883973e-16	No	No
O15530	PDPK1	3.02533473726744	7.87652783001101e-07	No	No
O15533	TAPBP	10.5487234233026	1.23628172116647e-26	No	No
O15551	CLDN3	6.34707793095901	2.6261584985887005e-16	No	No
O43149	ZZEF1	10.6415458130829	1.2325777584862e-22	No	No
O43150	ASAP2	11.1911837021288	4.06320564980956e-28	No	No
O43157	PLXNB1	7.81994305551738	7.35629443288227e-21	No	No
O43169	CYB5B	7.33979500766183	5.023943488490841e-15	No	No
O43173	ST8SIA3	3.18770190073418	1.44223687964825e-05	No	No
O43181	NDUFS4	8.06670573362467	1.24462782092986e-19	No	No
O43182	ARHGAP6	12.298978180947	4.9784504400132796e-30	No	No
O43237	DYNC1LI2	7.70217063096822	1.92999845905012e-18	No	No
O43242	PSMD3	8.10267847998385	3.0685525268694004e-10	No	No
O43264	ZW10	7.11930420575432	7.398628397755751e-14	No	No
O43278	SPINT1	2.26035311689767	0.0022033874357982	No	No
O43294	TGFB1I1	9.18282368761188	9.27474735254337e-26	No	No
O43304	SEC14L5	5.85249781781818	3.03979100725151e-19	No	No
O43306	ADCY6	9.66685734127767	1.66283007339943e-21	No	No
O43310	CTIF	3.15082859717081	1.58142807534981e-07	No	No
O43312	MTSS1	10.6745069386123	9.85690669015899e-26	No	No
O43314	PPIP5K2	5.01188259935441	1.43311044895226e-10	No	No
O43318	MAP3K7	7.37895062626401	2.54183144737253e-19	No	No
O43324	EEF1E1	5.66784854181783	2.0337484739038398e-11	No	No
O43353	RIPK2	1.61905038201143	0.0019960032257286	No	No
O43396	TXNL1	12.3354591713605	3.68931690836437e-30	No	No
O43399	TPD52L2	6.35904581906987	2.2426271135954397e-11	No	No
O43402	EMC8	4.65200579307406	9.4554722483037e-15	No	No
O43426	SYNJ1	3.32801357312049	2.20342090681286e-07	No	No
O43427	FIBP	8.16783894749346	4.9495946202439805e-21	No	No
O43432	EIF4G3	8.30003844356104	2.40705667901802e-22	No	No
O43464	HTRA2	5.68713298597246	1.08328392736135e-09	No	No
O43488	AKR7A2	6.40019087506991	3.6015357636545004e-15	No	No
O43491	EPB41L2	5.76716184221033	1.01201523191129e-14	No	No
O43493	TGOLN2	4.76229261837364	2.08097893101018e-17	No	No
O43504	LAMTOR5	8.54626000518008	9.86837173420689e-26	No	No
O43505	B4GAT1	4.42231921074573	1.3817971247340801e-14	No	No
O43516	WIPF1	10.6186678625886	8.46345845717967e-26	No	No
O43529	CHST10	4.7790597384293	4.29460998227375e-11	No	No
O43561	LAT	9.10328290625947	2.3729907053764702e-24	No	No
O43572	AKAP10	2.24989887286278	2.30884945398449e-06	No	No
O43583	DENR	4.32788063932181	5.86248291450295e-05	No	No
O43592	XPOT	6.82511983469744	2.52977606765559e-13	No	No
O43598	DNPH1	4.5138722315857	1.90734666467024e-10	No	No
O43615	TIMM44	9.01739141197034	6.26326725176505e-20	No	No
O43617	TRAPPC3	7.60010211586308	1.2424971173326e-24	No	No
O43633	CHMP2A	5.18771577895977	2.01816853197754e-11	No	No
O43639	NCK2	9.92149405030134	1.56470621571826e-31	No	No
O43665	RGS10	7.85074720710417	2.2356358273378e-18	No	No
O43674	NDUFB5	1.94060726860586	0.0004524580634302	No	No
O43676	NDUFB3	7.97887651481627	3.25663200700105e-24	No	No
O43678	NDUFA2	6.57948656122601	7.06182504885935e-19	No	No
O43681	GET3	11.896647515861	6.308768217689729e-30	No	No
O43707	ACTN4	8.79368873591736	7.43986162587415e-33	No	No
O43708	GSTZ1	5.81327299983433	1.3885668695313998e-17	No	No
O43741	PRKAB2	7.72645113299996	4.10851313951561e-14	No	No
O43747	AP1G1	9.10295045838605	9.75019809608585e-18	No	No
O43752	STX6	5.76658375643382	2.78408752949302e-13	No	No
O43760	SYNGR2	5.3845080212342	7.11486452274982e-14	No	No
O43765	SGTA	7.67705622140524	3.8669800246657005e-20	No	No
O43768	ENSA	4.30660746742827	1.24249661477366e-07	No	No
O43772	SLC25A20	7.18970957496409	3.72221379210261e-20	No	No
O43776	NARS1	7.03976315471361	3.4768939267234098e-12	No	No
O43813	LANCL1	3.93645023703403	3.94076622527187e-12	No	No
O43815	STRN	11.1915006933486	5.75998149039957e-26	No	No
O43826	SLC37A4	4.10137563424718	2.38818817809147e-05	No	No
O43837	IDH3B	8.22169796716063	1.23130474598208e-16	No	No
O43847	NRDC	8.37691898498984	1.5189399268887998e-14	No	No
O43852	CALU	8.24194563044422	3.84591632113146e-22	No	No
O43861	ATP9B	2.78631425470619	0.0002220717736673	No	No
O43865	AHCYL1	5.75786620338507	1.855148910548e-09	No	No
O43866	CD5L	3.67803399370358	3.08682803838141e-07	No	No
O43897	TLL1	3.71222000285434	6.82906997494635e-06	No	No
O43920	NDUFS5	7.36737627596324	2.47900443957565e-21	No	No
O43933	PEX1	2.03643947758391	0.0044773679321534	No	No
O60229	KALRN	13.0447584977091	7.7380874539484205e-31	No	No
O60234	GMFG	7.15571459242238	1.00549468704712e-17	No	No
O60240	PLIN1	11.3283290738181	3.98629438458421e-32	No	No
O60243	HS6ST1	4.4640304614529	2.42324336064629e-10	No	No
O60245	PCDH7	7.72850917533375	8.324138889471699e-23	No	No
O60256	PRPSAP2	10.27156328413	9.51004210301859e-17	No	No
O60268	KIAA0513	10.1379579365599	8.27259020687557e-31	No	No
O60271	SPAG9	7.30101931581014	7.610510905348571e-25	No	No
O60279	SUSD5	7.8613645143601	4.9886506794616705e-19	No	No
O60306	AQR	2.64551558107599	1.51027043112023e-06	No	No
O60313	OPA1	9.48299990835343	9.24244360525207e-22	No	No
O60330	PCDHGA12	4.47946544182038	8.07607645385402e-05	No	No
O60331	PIP5K1C	8.27641355767594	7.32815460332817e-24	No	No
O60437	PPL	9.75291581889556	1.00701844145566e-24	No	No
O60449	LY75	5.15127257677581	4.70650918812579e-05	No	No
O60462	NRP2	8.93826603978306	8.35151530931087e-23	No	No
O60488	ACSL4	7.28394784382478	8.042268789410481e-23	No	No
O60493	SNX3	3.84059186852328	1.69357249189338e-08	No	No
O60496	DOK2	10.0360336241768	9.04506193572638e-31	No	No
O60502	OGA	9.31396134612724	3.1266369724654297e-12	No	No
O60506	SYNCRIP	7.95436558670162	1.1751110772598e-22	No	No
O60507	TPST1	5.43634009472857	3.52379948766162e-10	No	No
O60518	RANBP6	7.65146562034107	4.252133627847229e-11	No	No
O60524	NEMF	5.53675122392355	9.485320520349981e-09	No	No
O60547	GMDS	7.28498608699877	1.08847568238722e-11	No	No
O60568	PLOD3	9.212702496324	3.56349677031979e-18	No	No
O60573	EIF4E2	2.80712765543539	2.09642056687794e-07	No	No
O60610	DIAPH1	10.3604944179863	2.7327261941808303e-32	No	No
O60613	SELENOF	7.48496398648477	4.752673686506261e-19	No	No
O60645	EXOC3	7.45255005474144	6.24152351617036e-22	No	No
O60664	PLIN3	3.84081474972871	0.0002154282400541	No	No
O60667	FCMR	2.66664750551444	0.0001181311009024	No	No
O60669	SLC16A7	7.10762348743806	8.256144154811241e-23	No	No
O60674	JAK2	8.52569626203579	3.12038859995239e-25	No	No
O60678	PRMT3	1.90181507009103	0.0007425454539792	No	No
O60684	KPNA6	3.25142351722948	1.03400337650351e-05	No	No
O60704	TPST2	9.74198745398713	2.07390963580309e-26	No	No
O60716	CTNND1	7.64457993434162	3.5844446820388103e-17	No	No
O60749	SNX2	10.527890302688	5.84537836033661e-32	No	No
O60762	DPM1	7.92947044458453	1.1382762576933999e-19	No	No
O60763	USO1	9.18331527326622	1.8046192966226302e-25	No	No
O60784	TOM1	6.7987853037913	6.25317391653215e-07	No	No
O60826	CCDC22	5.35500904412923	1.9284099191623098e-11	No	No
O60831	PRAF2	7.72696445041367	1.33507979191317e-27	No	No
O60841	EIF5B	8.49087137127924	1.88757832411349e-18	No	No
O60884	DNAJA2	8.71927914967842	1.10721740257007e-23	No	No
O60888	CUTA	9.43612557217362	4.4207009399450697e-29	No	No
O60890	OPHN1	6.6926134551841	3.04467125107856e-13	No	No
O60925	PFDN1	7.90504497774306	1.8535388430127e-18	No	No
O60927	PPP1R11	4.69631859659509	8.484004789939469e-11	No	No
O75015	FCGR3B	1.64215665387808	0.0094863974904225	No	No
O75019	LILRA1	2.4864214113474	0.0021864199745476	No	No
O75023	LILRB5	3.30966906356537	2.36279430526723e-07	No	No
O75027	ABCB7	5.20112104044328	3.1603378061255895e-11	No	No
O75044	SRGAP2	3.17732094200291	5.18500309409671e-06	No	No
O75061	DNAJC6	3.70785848913441	7.45798515683436e-11	No	No
O75063	FAM20B	3.14175550715444	0.0001370055776537	No	No
O75069	TMCC2	5.3490534088498	4.26535372128762e-13	No	No
O75083	WDR1	5.19450760542941	2.68020202996699e-16	No	No
O75095	MEGF6	4.52292916180536	8.21316420806835e-14	No	No
O75113	N4BP1	3.73045040009516	1.28210856197746e-05	No	No
O75116	ROCK2	13.6764030022091	5.86594537045427e-32	No	No
O75122	CLASP2	6.61274521443656	5.77884388394092e-21	No	No
O75131	CPNE3	7.36438716601331	5.2557191584497304e-17	No	No
O75154	RAB11FIP3	7.17793467507598	4.05687400384506e-16	No	No
O75165	DNAJC13	7.8483386716411	8.11013405242361e-13	No	No
O75167	PHACTR2	4.0962777658608	1.7020791948294e-12	No	No
O75170	PPP6R2	7.01092631889471	3.51010242347781e-07	No	No
O75175	CNOT3	9.42466265648924	4.11269729995594e-11	No	No
O75190	DNAJB6	5.81405110524096	5.76859280448323e-20	No	No
O75197	LRP5	9.60392346118305	6.81415027332135e-30	No	No
O75208	COQ9	3.86514010791892	4.53044527105284e-07	No	No
O75223	GGCT	5.44197086965642	3.72998471477037e-08	No	No
O75251	NDUFS7	5.47464070885992	1.3198212838211199e-11	No	No
O75298	RTN2	10.2682226762676	4.6766005804772e-23	No	No
O75306	NDUFS2	8.96829852968784	3.02744763337882e-28	No	No
O75309	CDH16	9.0258125434989	9.688021315583449e-26	No	No
O75312	ZPR1	6.78572854572088	8.960365147718519e-13	No	No
O75323	NIPSNAP2	7.64048178825608	9.88286237802157e-25	No	No
O75324	SNN	3.4180232000904	8.09544404533623e-09	No	No
O75339	CILP	4.19950325496713	2.1012280690592797e-11	No	No
O75340	PDCD6	3.58726490283414	0.0006264933507919	No	No
O75347	TBCA	2.96263745671176	0.0003274811663762	No	No
O75348	ATP6V1G1	7.11799571330728	8.16628562737434e-16	No	No
O75351	VPS4B	7.79944252601619	1.51089423623228e-17	No	No
O75352	MPDU1	8.55256082392535	5.02916038529064e-24	No	No
O75356	ENTPD5	9.66072791884446	1.35373869787559e-13	No	No
O75365	PTP4A3	2.44387917450631	1.92881374581631e-05	No	No
O75368	SH3BGRL	3.01328075419784	3.65699620039141e-06	No	No
O75369	FLNB	6.39967482579903	1.79103101551095e-05	No	No
O75379	VAMP4	6.2208953580352	1.0150514641184e-21	No	No
O75380	NDUFS6	5.2880072533005	1.33170258538829e-18	No	No
O75381	PEX14	5.07275432893266	3.70955716860786e-15	No	No
O75382	TRIM3	3.19407479958486	2.3494958203276903e-09	No	No
O75390	CS	7.669856387547	4.32266800833642e-15	No	No
O75396	SEC22B	12.1712196915938	6.3898375348804e-33	No	No
O75410	TACC1	8.59096726632322	1.08054695571787e-19	No	No
O75427	LRCH4	6.02853310479516	6.64927901481976e-13	No	No
O75431	MTX2	5.35270892059492	1.5103535239323402e-15	No	No
O75436	VPS26A	6.44883303065136	5.79472322656683e-18	No	No
O75438	NDUFB1	6.58600188332414	3.52207026290956e-22	No	No
O75439	PMPCB	4.6037412618357	7.168392102083851e-09	No	No
O75460	ERN1	1.46280542402585	0.0035247300078933	No	No
O75477	ERLIN1	5.2935592645713	3.30723159442833e-11	No	No
O75487	GPC4	6.79441975932757	3.00941936786899e-21	No	No
O75489	NDUFS3	9.74279858676717	4.5620481703977804e-24	No	No
O75506	HSBP1	4.05540348656161	7.44681827607623e-08	No	No
O75521	ECI2	7.38708955191971	1.5131084676000198e-18	No	No
O75531	BANF1	8.2378046027192	7.416269731835831e-25	No	No
O75534	CSDE1	6.81447077029862	3.56993298802573e-17	No	No
O75558	STX11	12.7564054609038	9.31533314474063e-34	No	No
O75563	SKAP2	12.5966988030707	1.5676787428697502e-35	No	No
O75581	LRP6	4.54262177141022	2.8168715964516498e-11	No	No
O75592	MYCBP2	8.29897692983604	1.59276473919921e-18	No	No
O75594	PGLYRP1	1.81773841088969	0.0006705091902229	No	No
O75608	LYPLA1	4.24700597796208	5.6873303132082605e-09	No	No
O75629	CREG1	5.0349247983186	4.45141993997197e-13	No	No
O75663	TIPRL	5.43079577620104	1.0929807840593501e-15	No	No
O75688	PPM1B	7.16561048269075	9.03832468479665e-18	No	No
O75695	RP2	9.14332267112006	5.1787146447698395e-28	No	No
O75718	CRTAP	7.35657060386328	1.2856980485234e-15	No	No
O75746	SLC25A12	4.23269934495201	3.19036308412454e-06	No	No
O75752	B3GALNT1	8.74035947019679	1.4076651869481601e-24	No	No
O75787	ATP6AP2	8.600802513121	3.46167307923297e-20	No	No
O75791	GRAP2	11.5193791721562	1.34365078308727e-26	No	No
O75821	EIF3G	8.74724106705239	3.3521511064979303e-23	No	No
O75822	EIF3J	10.4019705003982	2.19785693454647e-32	No	No
O75832	PSMD10	6.4574770754972	2.0011081403406702e-17	No	No
O75843	AP1G2	4.88193184860703	1.01871964795532e-13	No	No
O75844	ZMPSTE24	9.52950847661715	2.54533337004643e-22	No	No
O75874	IDH1	3.56527602266	2.0572458003117e-06	No	No
O75880	SCO1	5.53318581722662	4.0698523492256005e-15	No	No
O75886	STAM2	4.09608178830486	2.77034549598915e-05	No	No
O75888	TNFSF13	3.48288273360299	1.63680610605372e-05	No	No
O75915	ARL6IP5	10.8852158025871	2.02911302001629e-30	No	No
O75935	DCTN3	9.09215220236861	2.7149153352909e-25	No	No
O75947	ATP5PD	11.6099573888179	3.28310006269537e-26	No	No
O75954	TSPAN9	10.3481596005264	6.09289497157907e-26	No	No
O75955	FLOT1	12.2249660723412	2.05452092722264e-32	No	No
O75964	ATP5MG	11.3185345614203	1.43514218749491e-26	No	No
O75976	CPD	6.26781131655191	6.59336346356677e-08	No	No
O76003	GLRX3	10.4215786842521	1.3466056750447102e-23	No	No
