Protein_Group	Genes	SAX_62001_M3_vs_SAX_62001_B_logFC	SAX_62001_M3_vs_SAX_62001_B_pval	Removed?	Contaminant?
Q02153	GUCY1B1	-6.85951620059653	1.24546723448832e-12	No	No
Q02880	TOP2B	-2.19796423146942	0.0060690988677303	No	No
Q03519	TAP2	-4.25682657767367	2.12990762834826e-12	No	No
Q05193	DNM1	-5.43736491761513	8.94152919822017e-15	No	No
Q05209	PTPN12	-7.02219456027607	1.67882914680054e-24	No	No
Q05655	PRKCD	-5.64809022399827	6.70626257309511e-18	No	No
Q05682	CALD1	-1.96201127905151	1.15740984572964e-07	No	No
Q06203	PPAT	-2.56245984943812	0.0014059394330999	No	No
Q06210	GFPT1	-2.57615613635868	0.0030313128079056	No	No
Q07817	BCL2L1	-3.61590988959336	1.3141209163602598e-11	No	No
Q08495	DMTN	-1.34937181847139	0.0029962082758792	No	No
Q08722	CD47	-1.26849502692329	0.0030251713756364	No	No
Q0ZGT2	NEXN	-2.39150615697972	1.25743034250979e-07	No	No
Q12931	TRAP1	-4.88312602578946	0.0021904416738538	No	No
Q12982	BNIP2	-3.41483166376717	6.72493308645542e-06	No	No
Q13011	ECH1	-1.87405507024081	0.0030623722394172	No	No
Q13018	PLA2R1	-1.48319709329192	0.0088566473254202	No	No
Q13043	STK4	-2.68756880437219	7.12241783623389e-07	No	No
Q13045	FLII	-1.67455775186448	0.0005520808244203	No	No
Q13087	PDIA2	-1.48570427724552	0.0020288831003603	No	No
Q13094	LCP2	-1.99761936172618	0.0002283729221419	No	No
Q13107	USP4	-4.98250692387291	8.856900170820719e-16	No	No
Q13201	MMRN1	-2.20963035053175	1.07359095449069e-05	No	No
Q13217	DNAJC3	-4.38508409460742	0.0026383107572501	No	No
Q13275	SEMA3F	-2.33840089077015	0.0011609574559323	No	No
Q13336	SLC14A1	-3.50740745388681	7.404644754354361e-09	No	No
Q13418	ILK	-2.6240548996605	6.25420059105115e-08	No	No
Q13464	ROCK1	-2.95489641096173	4.66252583112859e-09	No	No
Q13492	PICALM	-3.02783394114358	5.52937542964924e-06	No	No
Q13564	NAE1	-1.28173092907786	0.0031118932340314	No	No
Q13576	IQGAP2	-2.75955496160203	0.0005454220082771	No	No
Q13586	STIM1	-3.56136110011796	2.0337294325652002e-10	No	No
Q13642	FHL1	-1.18960022087103	0.0095748761749747	No	No
Q13976	PRKG1	-5.80690988963659	1.69683553659503e-17	No	No
Q14012	CAMK1	-6.01625142015371	3.28288495708785e-17	No	No
Q14141	SEPTIN6	-7.58282515681652	2.74706099344152e-19	No	No
Q14232	EIF2B1	-4.81719994796414	9.410507423054201e-11	No	No
Q14247	CTTN	-1.50175718793495	0.0018266392243652	No	No
Q14258	TRIM25	-1.64365509329621	0.0038165930348074	No	No
Q14315	FLNC	-2.65989685738512	0.0048431903012176	No	No
Q14344	GNA13	-1.54058150710746	0.0071594094277895	No	No
Q14432	PDE3A	-7.78068847011547	2.1702212482720198e-28	No	No
Q14558	PRPSAP1	-3.65182326579118	2.97657909653215e-06	No	No
Q14643	ITPR1	-5.5759225826813	9.52873339103902e-18	No	No
Q14644	RASA3	-3.42015281253093	1.87540181685665e-09	No	No
Q14694	USP10	-2.16798723753826	0.0006649735812952	No	No
Q14699	RFTN1	-4.60828044777944	1.99680488944662e-06	No	No
Q14766	LTBP1	-1.27973600371907	0.0011911943111738	No	No
Q14BN4	SLMAP	-4.91383047713237	9.390772012430209e-11	No	No
Q15008	PSMD6	-1.5371373640887	0.0010652944605215	No	No
Q15042	RAB3GAP1	-6.47997235646849	2.70466064553093e-18	No	No
Q15125	EBP	-4.34346330994457	1.16838939058726e-10	No	No
Q15389	ANGPT1	-2.97843162075855	1.47234691871043e-09	No	No
Q15404	RSU1	-2.2615950672006	5.55431656314736e-08	No	No
Q15436	SEC23A	-1.63773012998012	6.89939698681444e-05	No	No
Q15555	MAPRE2	-1.75970420710769	5.23008683771429e-05	No	No
Q15691	MAPRE1	-1.21974559840995	0.0022425749300217	No	No
Q15738	NSDHL	-2.74114227377477	3.44189092113698e-07	No	No
Q15746	MYLK	-1.23899992802799	0.0010810128368611	No	No
Q15771	RAB30	-4.50763655572388	3.82249580158433e-15	No	No
Q15833	STXBP2	-1.67595961719896	0.0003130371532022	No	No
Q15942	ZYX	-1.91256318777327	3.13835003615379e-05	No	No
Q16181	SEPTIN7	-3.06863204097534	6.73361239059087e-10	No	No
Q16363	LAMA4	-1.82105560039452	0.0018376681363419	No	No
Q16401	PSMD5	-1.33552197078099	0.0045632531147688	No	No
Q16620	NTRK2	-2.21677734013506	2.98766480424278e-05	No	No
Q16698	DECR1	-1.83493789947018	0.0017538432053383	No	No
Q16762	TST	-1.30673757327788	0.009242335099872	No	No
Q16820	MEP1B	-4.93685699779067	4.68281615867253e-07	No	No
Q32P28	P3H1	-1.49675430488137	0.008357971526118	No	No
Q32P44	EML3	-3.07646949340289	1.6343612701717e-06	No	No
Q3ZCW2	LGALSL	-1.65751994568378	0.0001219152364987	No	No
Q4KMQ2	ANO6	-6.88661324290798	9.55262509959083e-12	No	No
Q4V328	GRIPAP1	-2.55445165257064	9.76499424887949e-07	No	No
Q53GL0	PLEKHO1	-3.89939715717605	1.11119907919787e-07	No	No
Q53GS7	GLE1	-11.127037583717	1.2035159599052098e-34	No	No
Q5JSH3	WDR44	-1.26274877643216	0.0014393746542205	No	No
Q5JWF2	GNAS	-2.11651567047431	0.0011082674343332	No	No
Q5RKV6	EXOSC6	-6.63392658870565	8.2749054545906e-11	No	No
Q5SQ64	LY6G6F	-2.82146127791504	2.30945538614267e-08	No	No
Q5SW96	LDLRAP1	-4.91953102494632	6.757630202428171e-15	No	No
Q5T2T1	MPP7	-5.33565671603813	0.0002856201544481	No	No
Q5T447	HECTD3	-2.85265233362071	2.3058589629637803e-09	No	No
Q5T4S7	UBR4	-1.75876881723169	0.0083232259157164	No	No
Q5T5C0	STXBP5	-5.22627832976085	4.32455858681162e-13	No	No
Q5TDH0	DDI2	-1.89031498283013	0.0032122068015564	No	No
Q5UCC4	EMC10	-3.48914982319873	1.21365257089668e-10	No	No
Q5VY43	PEAR1	-4.67923806974652	4.80784024048352e-13	No	No
Q5VZK9	CARMIL1	-3.63834607706983	8.73087975202534e-07	No	No
Q66GS9	CEP135	-10.1490710650079	3.48945104134816e-32	No	No
Q684P5	RAP1GAP2	-1.41533777451397	0.003668697809244	No	No
Q68D91	MBLAC2	-1.75377753069236	0.0034990171989776	No	No
Q6IBS0	TWF2	-2.58203463250894	1.06321157719065e-07	No	No
Q6IEE7	TMEM132E	-1.65404865767969	0.0085942494008792	No	No
Q6NVY1	HIBCH	-3.32976437505255	1.24275956199893e-08	No	No
Q6P1A2	LPCAT3	-5.5090024337463	1.0419704125478e-15	No	No
Q6P3W7	SCYL2	-3.96100454649317	5.70483893859608e-10	No	No
Q6P9B6	MEAK7	-4.68283340661309	1.88715850906256e-12	No	No
Q6PJW8	CNST	-6.95937685635967	4.2979803130424605e-19	No	No
Q6PL24	TMED8	-1.43354868046436	0.0033637975162783	No	No
Q6UWB1	IL27RA	-3.93539418564146	7.18092839229428e-07	No	No
Q6UWL2	SUSD1	-5.75916596728836	1.82418371992136e-07	No	No
Q6VY07	PACS1	-1.30487376972492	0.0079238769908679	No	No
Q6YN16	HSDL2	-2.36061674983314	0.0001633340094533	No	No
Q6ZNJ1	NBEAL2	-7.18937993228677	1.07038811201279e-23	No	No
Q6ZU35	CRACD	-6.70311983266912	1.76281899134516e-16	No	No
Q6ZWT7	MBOAT2	-4.6059300572771	7.42416937299572e-13	No	No
Q70J99	UNC13D	-2.95132088401036	1.16025272896793e-08	No	No
Q7L576	CYFIP1	-1.72232482768013	0.0011682654150198	No	No
Q7LBR1	CHMP1B	-2.4748537695499	2.71666334912888e-05	No	No
Q7LDG7	RASGRP2	-1.81215018806287	0.0013629366333801	No	No
Q7Z434	MAVS	-1.34542056915689	0.0029814098515271	No	No
Q7Z4V5	HDGFL2	-3.03221308575673	0.0023745844757021	No	No
Q86TP1	PRUNE1	-1.9522660297575	0.000311382970556	No	No
Q86UX7	FERMT3	-1.79620107260356	0.0035916563554917	No	No
Q86VP3	PACS2	-3.82261623843599	1.16391049177831e-06	No	No
Q86VZ4	LRP11	-3.19836607500802	0.0010479995715783	No	No
Q86WR7	PROSER2	-6.2840043048724	1.12587884272935e-21	No	No
Q86X55	CARM1	-4.6790545667418	2.66562490845213e-14	No	No
Q86YB7	ECHDC2	-2.38984086333756	0.0030231068794203	No	No
Q86YW5	TREML1	-3.01813795519725	6.20022697112698e-10	No	No
Q8IUI8	CRLF3	-2.38108271904522	5.22920188689772e-05	No	No
Q8IUK5	PLXDC1	-1.31420485203005	0.0059544814261439	No	No
Q8IVD9	NUDCD3	-2.10036356580969	0.0001128175609696	No	No
Q8IXJ6	SIRT2	-2.04989935561954	0.0003111544966148	No	No
Q8IY22	CMIP	-4.69180237666794	1.8928271806018898e-12	No	No
Q8IZ52	CHPF	-2.96602023991947	0.0050193667057983	No	No
Q8IZ83	ALDH16A1	-2.20040029080301	0.0004347835337313	No	No
Q8N2G8	GHDC	-2.90068373279784	1.08752261336394e-06	No	No
Q8N392	ARHGAP18	-5.93434210636519	4.98875100255015e-17	No	No
Q8N608	DPP10	-4.01839969016981	8.71660191357506e-08	No	No
Q8N6T3	ARFGAP1	-2.87376840105717	0.0001307044144754	No	No
Q8NBF2	NHLRC2	-5.71507183890683	3.0127772740346597e-12	No	No
Q8NBQ5	HSD17B11	-5.01699511114125	1.43505043233477e-12	No	No
Q8NBZ7	UXS1	-2.65605700451943	3.20444630261262e-06	No	No
Q8NEU8	APPL2	-8.59894010133283	1.46389622936899e-27	No	No
Q8NF50	DOCK8	-2.21940387421154	0.0013327221287015	No	No
Q8TBC4	UBA3	-1.64115524803454	0.0011903902364189	No	No
Q8TBX8	PIP4K2C	-4.93167225961206	3.4736322637e-06	No	No
Q8TC07	TBC1D15	-2.19255326164461	0.0001540462269921	No	No
Q8TC12	RDH11	-2.08205568991601	2.3199287964232e-05	No	No
Q8TDL5	BPIFB1	-1.90266640289961	0.0008683438456534	No	No
Q8TDW7	FAT3	-5.8833688766188	1.35442828059789e-07	No	No
Q8WUA8	TSKU	-3.80955189550361	2.6595622905772096e-11	No	No
Q8WWA1	TMEM40	-6.77513770306362	2.80868310058204e-15	No	No
Q8WWY8	LIPH	-6.6520394231468	1.6630689709994702e-09	No	No
Q8WXF7	ATL1	-5.35706451945945	1.69408323237482e-17	No	No
Q8WYN0	ATG4A	-1.3020795187391	0.0012583162213511	No	No
Q8WZ42	TTN	-4.74223674125194	6.71338253406038e-16	No	No
Q92530	PSMF1	-2.98015094009734	5.28709133593417e-05	No	No
Q92539	LPIN2	-1.82361234887975	0.0003673830420502	No	No
Q92556	ELMO1	-5.87594941254029	3.00662022821742e-14	No	No
Q92600	CNOT9	-3.60984632680467	3.25747454703046e-11	No	No
Q92614	MYO18A	-4.73776706012583	5.40152689547857e-15	No	No
Q92619	ARHGAP45	-2.86441023160285	9.015615028543e-08	No	No
Q92686	NRGN	-1.53980711088971	0.0005066983165123	No	No
Q92696	RABGGTA	-2.9641118506897	7.86639850626336e-06	No	No
Q92783	STAM	-3.07602456462535	1.57688116176868e-06	No	No
Q92804	TAF15	-3.70798634547013	2.46887926181795e-08	No	No
Q92835	INPP5D	-3.48460581190304	7.88468359768164e-07	No	No
Q92896	GLG1	-4.07293983941042	0.0001116774659881	No	No
Q93008	USP9X	-4.08156191331426	0.005027405510648	No	No
Q93084	ATP2A3	-2.39786575631744	4.01405052803721e-07	No	No
Q969J3	BORCS5	-1.20698938721413	0.0099610708277037	No	No
Q969T9	WBP2	-4.18659827454629	8.05697043776719e-09	No	No
Q969U7	PSMG2	-3.61975100541319	5.4673397881656e-11	No	No
Q96A32	MYLPF	-6.30522084634113	7.3429058720343e-24	No	No
Q96A65	EXOC4	-2.39797636626117	0.0002217623095317	No	No
Q96AC1	FERMT2	-3.76127962918485	4.03451435996003e-06	No	No
Q96AP7	ESAM	-3.72816881067777	2.28099714288819e-08	No	No
Q96AX2	RAB37	-6.758939718373	8.4424694556185e-22	No	No
Q96BJ3	AIDA	-4.79632271569722	1.92624294877403e-12	No	No
Q96BS2	TESC	-4.34588735315336	3.36800315041231e-13	No	No
Q96BW5	PTER	-1.95700749996268	0.000268883361445	No	No
Q96BY6	DOCK10	-4.69601357155667	1.7861392020335499e-12	No	No
Q96C24	SYTL4	-7.19150395799593	2.34664996513199e-19	No	No
Q96CV9	OPTN	-1.76322285838655	0.0067505515512359	No	No
Q96DZ9	CMTM5	-3.6502109755284	1.44545542580489e-08	No	No
Q96EP5	DAZAP1	-5.39424504594434	4.45666777782126e-15	No	No
Q96EQ0	SGTB	-3.67182016601643	0.0071952421338044	No	No
Q96FK6	WDR89	-2.50900143607306	0.0023404983979681	No	No
Q96FZ7	CHMP6	-4.90874186848918	1.6631315099226099e-12	No	No
Q96GD0	PDXP	-1.98909727986438	0.0004150768242815	No	No
Q96GK7	FAHD2A	-2.75933475264005	2.77473151656357e-09	No	No
Q96H15	TIMD4	-1.64168792880763	0.0016305544312584	No	No
Q96HC4	PDLIM5	-2.29453302191114	2.06591979326156e-05	No	No
Q96JP9	CDHR1	-1.74920586082755	0.0002851465892123	No	No
Q96K76	USP47	-2.51209791473443	1.78169541918155e-06	No	No
Q96N66	MBOAT7	-3.7126615341489	6.00898860683557e-12	No	No
Q96NA2	RILP	-2.19784354117586	0.0004464310957169	No	No
Q96NB2	SFXN2	-1.76869483388836	0.0007738444579223	No	No
Q96P48	ARAP1	-5.57186291448064	1.6964099688542e-07	No	No
Q96RL7	VPS13A	-6.64858166492159	4.97228250635884e-21	No	No
Q96RT1	ERBIN	-1.87160162803845	0.0001709000423255	No	No
Q96S97	MYADM	-7.08596513069402	1.0452270871153099e-18	No	No
Q96SM3	CPXM1	-3.09094414696909	0.0001273782552346	No	No
Q96T51	RUFY1	-4.94663803636317	8.622408967060361e-15	No	No
Q99439	CNN2	-1.5550253048674	0.0021305576508193	No	No
Q99460	PSMD1	-1.47733191167043	0.0022698054946287	No	No
Q99685	MGLL	-1.34536498847584	0.0043012454646019	No	No
Q99747	NAPG	-1.82678411764698	0.0005835833185479	No	No
Q99798	ACO2	-1.73609952266114	0.0081868400631676	No	No
Q99961	SH3GL1	-3.99605098570127	1.67214112178557e-09	No	No
Q9BPX7	C7orf25	-1.80547324515885	0.0013071219318908	No	No
Q9BQA1	WDR77	-1.50639625540365	0.0067408643526113	No	No
Q9BQA9	CYBC1	-3.83913576598347	6.00336036722114e-09	No	No
Q9BQI4	CCDC3	-1.92866549757569	0.0008680179806966	No	No
Q9BSF0	C2orf88	-7.46190168982622	2.32032143728635e-25	No	No
Q9BSJ8	ESYT1	-1.84882031513091	0.0036560665906593	No	No
Q9BSQ5	CCM2	-6.1179673505728	4.87801541845161e-22	No	No
Q9BTU6	PI4K2A	-3.39031515119529	0.0012752191839664	No	No
Q9BUL8	PDCD10	-1.15596898243953	0.0048496270083964	No	No
Q9BW04	SARG	-3.97621478721934	5.7990546919142106e-15	No	No
Q9BX10	GTPBP2	-4.61359607034497	6.63947852974819e-10	No	No
Q9BX68	HINT2	-2.025203476081	0.0001794079440707	No	No
Q9BXJ4	C1QTNF3	-1.50081528113013	0.0003956552597814	No	No
Q9BXP8	PAPPA2	-1.50771158897792	0.0007501156666766	No	No
Q9BZ67	FRMD8	-3.74148694805157	6.01189053657323e-10	No	No
Q9BZH6	WDR11	-3.27043967594397	5.77815676678712e-07	No	No
Q9BZL4	PPP1R12C	-4.3537378783669	3.03402018915849e-12	No	No
Q9C0C9	UBE2O	-1.26354123889541	0.0055557350046712	No	No
Q9C0E8	LNPK	-1.92579185528644	6.42488117120169e-05	No	No
Q9C0H2	TTYH3	-1.29292124559802	0.0018967606853123	No	No
Q9GZZ9	UBA5	-2.29972715676549	1.11015150057257e-05	No	No
Q9H2J4	PDCL3	-2.09082862833071	0.0011842932580603	No	No
Q9H2K8	TAOK3	-3.11260798458546	5.91096650757705e-08	No	No
Q9H2M9	RAB3GAP2	-1.49254223348549	0.0011331115072493	No	No
Q9H3N1	TMX1	-1.46749920264445	0.0023645605837789	No	No
Q9H3U1	UNC45A	-3.13260722577602	3.21530623318394e-06	No	No
Q9H425	C1orf198	-3.81330348404423	4.23338963512342e-11	No	No
Q9H479	FN3K	-1.65934072058386	0.0046307532321387	No	No
Q9H4A3	WNK1	-1.98027865983904	1.30364461295062e-05	No	No
Q9H4B7	TUBB1	-2.36240888448576	4.82046258428626e-07	No	No
Q9H6Q3	SLA2	-1.85087711581585	0.0060256105369642	No	No
Q9H8W4	PLEKHF2	-1.84601518839882	0.0091133761036203	No	No
Q9H939	PSTPIP2	-7.05431566171344	1.0825158861623699e-22	No	No
Q9H9K5	ERVMER34-1	-3.90228842278828	0.0001546349838372	No	No
Q9HA65	TBC1D17	-1.49209444348318	0.0002237634102732	No	No
Q9HBI1	PARVB	-1.76551179920225	0.0013130418751794	No	No
Q9HC35	EML4	-1.58433370312291	0.0013756731942117	No	No
Q9HCN6	GP6	-1.25820842350029	0.001922422079927	No	No
Q9NPF2	CHST11	-2.42820050382787	0.0093238075270166	No	No
Q9NQ75	CASS4	-9.00645102510864	2.0409600340248998e-29	No	No
Q9NR12	PDLIM7	-4.19869624262762	3.5596251676231e-10	No	No
Q9NR31	SAR1A	-2.16824371645515	0.0003849248073671	No	No
Q9NR50	EIF2B3	-2.22597561364591	0.0024201014794662	No	No
Q9NRG0	CHRAC1	-5.24570711226488	1.31266811520872e-05	No	No
Q9NRR3	CDC42SE2	-3.99740760671303	2.0339639614003e-14	No	No
Q9NRS6	SNX15	-3.78822304984987	0.0013621020817405	No	No
Q9NRW1	RAB6B	-1.99507241604554	3.3333568833775e-05	No	No
Q9NRW7	VPS45	-5.15115004520133	2.1203449368327703e-09	No	No
Q9NRY5	FAM114A2	-1.81950979759996	0.0003419972867807	No	No
Q9NS62	THSD1	-2.79498554934076	6.43651889548287e-05	No	No
Q9NS86	LANCL2	-3.24266149848414	1.03330968492242e-08	No	No
Q9NSC7	ST6GALNAC1	-3.27442459010703	0.0008853205803289	No	No
Q9NTJ4	MAN2C1	-3.38101744434381	5.59751755323984e-06	No	No
Q9NTJ5	SACM1L	-2.17883590643359	0.0002943961589277	No	No
Q9NV56	MRGBP	-1.81709476638105	0.002452694889242	No	No
Q9NVS9	PNPO	-2.95450441006087	1.28153716754621e-06	No	No
Q9NW15	ANO10	-3.57448518106563	1.28042248202988e-10	No	No
Q9NX40	OCIAD1	-1.64221182482533	0.0005441674852856	No	No
Q9NY47	CACNA2D2	-2.27529341448941	0.0032414800181517	No	No
Q9NY65	TUBA8	-2.07103289461061	0.0007202484962075	No	No
Q9NYL9	TMOD3	-2.17620683275424	6.73978407441943e-06	No	No
Q9NYQ8	FAT2	-2.1562839640834	0.0030508722588451	No	No
Q9NZ32	ACTR10	-2.1964817698701	8.55118719720174e-05	No	No
Q9NZB2	FAM120A	-1.21150583925552	0.0097608316117591	No	No
Q9NZN3	EHD3	-2.62671168401812	9.85205566795222e-07	No	No
Q9NZQ3	NCKIPSD	-3.69148139194589	1.2766372116484802e-09	No	No
Q9NZZ3	CHMP5	-1.81123247931605	0.0002879481881223	No	No
Q9P0J7	KCMF1	-2.32468063282024	0.0001539820791364	No	No
Q9P126	CLEC1B	-4.95181863592708	2.87570863008212e-12	No	No
Q9P1Z2	CALCOCO1	-2.24211726543459	9.86102413495348e-07	No	No
Q9P260	RELCH	-4.66818263578056	4.89208812765889e-07	No	No
Q9P270	SLAIN2	-4.56189286096883	4.4110071841009806e-15	No	No
Q9P2R7	SUCLA2	-1.45906946830564	0.0041118825954006	No	No
Q9UBN7	HDAC6	-4.25650681106313	7.77707214208752e-14	No	No
Q9UBS4	DNAJB11	-1.91525932423548	0.0025491252706115	No	No
Q9UBS8	RNF14	-8.06791544698752	4.49277093498852e-22	No	No
Q9UBW5	BIN2	-1.37140628310303	0.002459125812249	No	No
Q9UDT6	CLIP2	-3.58896864206634	1.38086287856384e-05	No	No
Q9UDY2	TJP2	-3.47923408343318	4.67757517297624e-09	No	No
Q9UEY8	ADD3	-2.2399455474047	3.77274660822103e-06	No	No
Q9UHD1	CHORDC1	-5.04868702883689	1.80109882256155e-10	No	No
Q9UHL4	DPP7	-4.32682827624144	8.12750906373027e-08	No	No
Q9UIB8	CD84	-1.48357977432724	0.0001091995189802	No	No
Q9UII2	ATP5IF1	-5.7905725683759	4.29454318949748e-21	No	No
Q9UIQ6	LNPEP	-2.04778022609802	0.0056980722067631	No	No
Q9UJU6	DBNL	-1.24823521811815	0.0017713358852132	No	No
Q9UKE5	TNIK	-4.54656359364817	2.77591741927014e-16	No	No
Q9UKG1	APPL1	-3.0036935169212	1.68027123538826e-05	No	No
Q9UKX5	ITGA11	-1.89885858869885	0.0076037682342554	No	No
Q9UKY3	CES1P1	-1.3755963638284	0.0051242598273155	No	No
Q9UL15	BAG5	-3.63530197025531	4.92003853402337e-06	No	No
Q9UL25	RAB21	-2.25567831539891	0.0001241550196793	No	No
Q9UL46	PSME2	-1.53538786564609	0.005373947819715	No	No
Q9ULH1	ASAP1	-7.29298721271346	1.1804202137771001e-26	No	No
Q9ULV4	CORO1C	-1.38638200213198	0.0024839668580347	No	No
Q9UMY4	SNX12	-4.90127050600094	1.6914258647095398e-11	No	No
Q9UN37	VPS4A	-4.98555293637357	2.2221167095108897e-11	No	No
Q9UNF0	PACSIN2	-1.4212374708401	0.0022922906636269	No	No
Q9UNM6	PSMD13	-1.84488118682131	0.0010296305472225	No	No
Q9UNS2	COPS3	-1.38031765024799	0.005648694013152	No	No
Q9UP79	ADAMTS8	-2.26100033313421	1.29397162174835e-05	No	No
Q9UPN3	MACF1	-6.91708613570966	1.36159099732316e-21	No	No
Q9UPN7	PPP6R1	-2.35796078490289	1.49044421460199e-05	No	No
Q9Y251	HPSE	-3.44671939696799	7.02043393625233e-07	No	No
Q9Y277	VDAC3	-2.06102852563316	0.0008012152051449	No	No
Q9Y2A7	NCKAP1	-1.40584956209655	0.0069030978123272	No	No
Q9Y2C2	UST	-3.22958588969074	6.435637411790281e-09	No	No
Q9Y2S2	CRYL1	-4.11350595011802	2.82242863241336e-05	No	No
Q9Y2T2	AP3M1	-7.30514458084874	1.41973533274096e-17	No	No
Q9Y2V2	CARHSP1	-1.53908434034452	0.0021831050642544	No	No
Q9Y2X7	GIT1	-6.58011807254993	1.35109113966254e-14	No	No
Q9Y371	SH3GLB1	-6.37625988398845	2.59931866562683e-10	No	No
Q9Y385	UBE2J1	-5.97271276980078	8.340638988936661e-20	No	No
Q9Y394	DHRS7	-6.92792549029692	2.3953306345226097e-22	No	No
Q9Y3A5	SBDS	-1.41737861553781	0.0057053865276827	No	No
Q9Y3B3	TMED7	-1.36518389183379	0.0039071284202867	No	No
Q9Y3B8	REXO2	-4.26442483851661	8.22241910015654e-07	No	No
Q9Y3E0	GOLT1B	-5.24614221763871	7.75041498127231e-15	No	No
Q9Y3Q8	TSC22D4	-1.59994804151432	0.0001927341119642	No	No
Q9Y490	TLN1	-2.07673564827176	7.10883300944e-07	No	No
Q9Y520	PRRC2C	-3.70191396977445	0.0068119571636639	No	No
Q9Y5K6	CD2AP	-2.63685667478959	1.01425114913491e-05	No	No
Q9Y5Y2	NUBP2	-4.88315703268027	3.43881078946305e-16	No	No
Q9Y608	LRRFIP2	-6.92132100264967	7.54882890738588e-21	No	No
Q9Y613	FHOD1	-5.84659778169734	3.8908139273138604e-19	No	No
Q9Y6E0	STK24	-1.40670545696851	0.0006231635925351	No	No
Q9Y6F6	IRAG1	-5.74389148228569	5.73171570424749e-19	No	No
