Protein_Group	Genes	SAX_72001_M3_vs_SAX_72001_B_logFC	SAX_72001_M3_vs_SAX_72001_B_pval	Removed?	Contaminant?
P62253	UBE2G1	-3.18614106769504	3.81505781794958e-11	No	No
P63151	PPP2R2A	-4.59779120476529	3.47724116729829e-06	No	No
P78352	DLG4	-1.60334063224572	0.002656736584748	No	No
P78362	SRPK2	-6.31377968660792	6.01903287320495e-05	No	No
P78383	SLC35B1	-3.12862823575255	1.65282829852066e-10	No	No
P78527	PRKDC	-4.02575290535336	0.000230861823511	No	No
P80404	ABAT	-4.11349384506992	7.69753928537844e-13	No	No
P80511	S100A12	-1.93800561573524	0.0006393335382445	No	No
P83111	LACTB	-1.85314936684933	0.0001259386809189	No	No
P84022	SMAD3	-1.63855892385746	0.0002016109335822	No	No
Q00537	CDK17	-3.79289563411638	1.0082355917262298e-11	No	No
Q01804	OTUD4	-3.04256462959612	0.0007031261676202	No	No
Q02108	GUCY1A1	-1.89473905373676	0.0010487621683739	No	No
Q02127	DHODH	-1.85467187484831	0.0008772501332136	No	No
Q03519	TAP2	-1.53839945454096	0.0022316510983592	No	No
Q06136	KDSR	-9.56809315305885	6.61789941349886e-13	No	No
Q06481	APLP2	-2.02099905698708	0.0025969248182486	No	No
Q08188	TGM3	-4.01694659448302	0.0003556430766744	No	No
Q08379	GOLGA2	-1.70817293548067	0.0054972286178893	No	No
Q08397	LOXL1	-3.17800277437211	4.70444235994211e-05	No	No
Q08426	EHHADH	-3.3241178630302	0.007134519489665	No	No
Q08752	PPID	-2.17007362806992	0.0012327556120485	No	No
Q08AM6	VAC14	-2.01551712037466	0.0018837104410271	No	No
Q09028	RBBP4	-4.04484144678262	1.13979820683507e-12	No	No
Q0GE19	SLC10A7	-2.06749315235415	6.63077826754837e-07	No	No
Q0JRZ9	FCHO2	-2.29948132657027	0.0013973912908832	No	No
Q12864	CDH17	-1.60783761265395	0.0062770029353357	No	No
Q12882	DPYD	-2.5340619613552	0.0016411510241424	No	No
Q12905	ILF2	-2.25412580130799	3.00837126660626e-05	No	No
Q12906	ILF3	-2.11137856839039	6.93252989129369e-06	No	No
Q12912	IRAG2	-2.24539101554227	0.0009908576806329	No	No
Q12959	DLG1	-1.78932227370441	0.005097122024938	No	No
Q12981	BNIP1	-2.71130152701677	1.17143648801888e-05	No	No
Q12986	NFX1	-1.84096931910422	0.0002560566551758	No	No
Q13017	ARHGAP5	-2.87049400835753	3.11024253098865e-08	No	No
Q13042	CDC16	-2.01940907790753	1.30821313284847e-05	No	No
Q13085	ACACA	-4.29170874330731	3.4105911555559e-09	No	No
Q13325	IFIT5	-3.23952677961111	6.43505743655501e-08	No	No
Q13362	PPP2R5C	-4.76785666549339	3.06753498209581e-10	No	No
Q13451	FKBP5	-3.8745873643272	0.0046604067528694	No	No
Q13459	MYO9B	-1.58434974887061	0.0027811728797552	No	No
Q13505	MTX1	-1.56693622725146	0.0021756853110288	No	No
Q13526	PIN1	-2.68318966170731	0.0005379965942057	No	No
Q13574	DGKZ	-2.56381847576671	0.0001205487105278	No	No
Q13614	MTMR2	-1.54753276377305	0.0003821055276428	No	No
Q13617	CUL2	-3.44106851699503	0.0085541265319437	No	No
Q13619	CUL4A	-2.5086099647011	0.0003834676089638	No	No
Q13620	CUL4B	-2.44867958539297	2.93095246799671e-05	No	No
Q13627	DYRK1A	-2.24820952014671	4.31543155710233e-06	No	No
Q13790	APOF	-1.57428672351362	0.0031157973276286	No	No
Q14139	UBE4A	-1.64276145272808	0.0014509052216962	No	No
Q14156	EFR3A	-1.7079586187433	0.0003135719091807	No	No
Q14232	EIF2B1	-1.82924974587808	0.0040935785652831	No	No
Q14242	SELPLG	-2.06491033308708	0.0092916171182236	No	No
Q14318	FKBP8	-1.67376368862496	0.001791348966061	No	No
Q14376	GALE	-5.52340151269377	3.11136678827586e-06	No	No
Q14457	BECN1	-2.20795807978083	2.58401997909982e-06	No	No
Q14558	PRPSAP1	-2.43204862390991	0.0010712676953794	No	No
Q14643	ITPR1	-1.75761557316941	0.0002968832762149	No	No
Q14667	KIAA0100	-5.0406104976047	8.58696364131957e-12	No	No
Q14746	COG2	-5.82123298619117	9.719464434472979e-11	No	No
Q14764	MVP	-1.9195932015716	0.0037116652792561	No	No
Q14839	CHD4	-4.11376229837926	3.04500893887474e-07	No	No
Q14C86	GAPVD1	-1.89068404080556	0.0007587519041008	No	No
Q15118	PDK1	-2.63110749410112	1.74915107352011e-06	No	No
Q15119	PDK2	-9.86940710489194	5.7501448507557e-33	No	No
Q15120	PDK3	-3.20610810435185	3.67607037868228e-08	No	No
Q15155	NOMO1	-1.82233574643855	0.0012502782016332	No	No
Q15165	PON2	-2.04302978900929	0.0004271679737415	No	No
Q15172	PPP2R5A	-3.21978685712685	0.000818443811199	No	No
Q15276	RABEP1	-2.32966753991431	0.0066932473643438	No	No
Q15386	UBE3C	-2.02078617544244	0.0098096493000857	No	No
Q15526	SURF1	-1.64445794177523	0.0001766650672631	No	No
Q15629	TRAM1	-1.60450159530163	0.0012211649840405	No	No
Q15631	TSN	-1.71954052998735	0.0010925872043343	No	No
Q15633	TARBP2	-4.53587517894046	1.20069984304335e-05	No	No
Q15643	TRIP11	-4.87843425709863	1.0589443232055999e-13	No	No
Q15650	TRIP4	-3.36105176660586	2.19589886373323e-06	No	No
Q15654	TRIP6	-2.32403664134521	6.14252007224266e-06	No	No
Q15750	TAB1	-1.90226318183073	0.0038789178916131	No	No
Q15907	RAB11B	-1.68737890745219	0.0013166687755381	No	No
Q16186	ADRM1	-3.08813234496315	0.0017429157058368	No	No
Q16540	MRPL23	-3.14650919898708	7.89118830941167e-08	No	No
Q16563	SYPL1	-1.61246102728532	0.0041466922202832	No	No
Q16595	FXN	-1.88137784662958	0.0005538810529448	No	No
Q16611	BAK1	-3.28062373886752	0.0055842929301046	No	No
Q16621	NFE2	-2.07105278175453	4.49756818407699e-05	No	No
Q16774	GUK1	-4.92121899629884	1.95589246987716e-07	No	No
Q16790	CA9	-5.98489059123634	4.50323244471752e-21	No	No
Q16795	NDUFA9	-3.40474140892026	0.0001221744258578	No	No
Q16854	DGUOK	-4.78468262645776	5.27495906861398e-06	No	No
Q16864	ATP6V1F	-1.78251537342878	0.0001386203329607	No	No
Q2M389	WASHC4	-2.19920656150362	8.08259013000802e-07	No	No
Q2TAA5	ALG11	-2.24838040226121	0.0007012402833793	No	No
Q3MII6	TBC1D25	-3.55521379103956	5.660970744817089e-12	No	No
Q460N5	PARP14	-4.05220294298791	4.1377301497809605e-09	No	No
Q4G0N4	NADK2	-3.84190758361198	2.98237994992932e-07	No	No
Q4G176	ACSF3	-3.12810999269304	0.0029508938634557	No	No
Q53H82	LACTB2	-2.79360776538531	0.0002335942895064	No	No
Q53HC0	CCDC92	-2.30235673087343	1.5085170313925e-05	No	No
Q5BJH7	YIF1B	-1.91995580196761	6.59390561391466e-05	No	No
Q5F1R6	DNAJC21	-3.89466049254456	9.69160728936769e-06	No	No
Q5GLZ8	HERC4	-2.51396558802045	7.53183684691808e-05	No	No
Q5H8A4	PIGG	-5.65235845048994	2.34295479746446e-07	No	No
Q5JSP0	FGD3	-2.01934377280682	0.00120362841671	No	No
Q5JTZ9	AARS2	-4.17155521640867	3.0269249439983296e-11	No	No
Q5K4L6	SLC27A3	-2.2840443992185	0.0005761152359561	No	No
Q5K651	SAMD9	-1.74570203885932	0.0057303567059799	No	No
Q5M8T2	SLC35D3	-1.60915042963557	0.0011103933387322	No	No
Q5MNZ9	WIPI1	-2.8861896893549	1.0919697372167e-06	No	No
Q5SRI9	MANEA	-3.51792273754887	4.541333480985e-07	No	No
Q5T440	IBA57	-5.03689100935807	3.20293385677862e-20	No	No
Q5T5C0	STXBP5	-1.68144129695614	0.0041750642703477	No	No
Q5T5U3	ARHGAP21	-1.96835928305138	2.87112386798488e-05	No	No
Q5T5Y3	CAMSAP1	-4.20730503027535	7.13991117535176e-11	No	No
Q5T750	XP32	-7.92742248292875	1.27048386257047e-18	No	No
Q5TAQ9	DCAF8	-2.49585581332445	0.0022101660194362	No	No
Q5TBA9	FRY	-2.59239153476229	1.08158247956413e-07	No	No
Q5UE93	PIK3R6	-1.57193042040295	0.0016634348755278	No	No
Q5VIR6	VPS53	-1.59043970979942	0.0018780718796269	No	No
Q5VSL9	STRIP1	-2.41522186339313	3.19447906392008e-05	No	No
Q5VW36	FOCAD	-1.82780130207955	0.0003065619436267	No	No
Q5VWC8	HACD4	-2.07620318850399	0.0001320899015407	No	No
Q5VYS8	TUT7	-3.56014139668476	2.88964231716509e-10	No	No
Q641Q2	WASHC2A	-3.99962533919106	1.4506367741329802e-14	No	No
Q674X7	KAZN	-3.26967766716065	5.97057387946905e-11	No	No
Q68D91	MBLAC2	-1.76070321643987	0.0033804783200856	No	No
Q68EM7	ARHGAP17	-1.80964313905245	0.0078978372878372	No	No
Q69YQ0	SPECC1L	-2.87104852660526	0.0029721418537066	No	No
Q6BDS2	UHRF1BP1	-3.85725903652585	7.47826948614879e-05	No	No
Q6IQ22	RAB12	-1.64271006434482	0.0017241054675579	No	No
Q6NXT4	SLC30A6	-2.26999365661494	4.36075498310849e-06	No	No
Q6NXT6	TAPT1	-3.00534983641841	2.67597666818161e-07	No	No
Q6P2P2	PRMT9	-3.8122250004627	4.12061637317453e-07	No	No
Q6P3X3	TTC27	-1.7294867172752	0.0026376373504189	No	No
Q6P4Q7	CNNM4	-4.25357322065748	1.99923337530285e-07	No	No
Q6P996	PDXDC1	-2.8393862018102	1.17089608973036e-06	No	No
Q6PI48	DARS2	-2.45853864411689	9.82928886640242e-06	No	No
Q6PIU2	NCEH1	-2.58419017059655	0.000298304060939	No	No
Q6Q0C0	TRAF7	-2.44151850724653	8.24950247947371e-05	No	No
Q6UB35	MTHFD1L	-2.6830992171549	1.3482145027073e-08	No	No
Q6UX07	DHRS13	-3.88327903110829	5.19719236406972e-11	No	No
Q6WCQ1	MPRIP	-2.23020505917138	0.0001409012100152	No	No
Q6Y7W6	GIGYF2	-3.63543308108356	2.33756152119553e-05	No	No
Q6YP21	KYAT3	-1.72776139102808	0.0043797730858971	No	No
Q6ZSZ5	ARHGEF18	-4.9757775905071	0.0001327504569653	No	No
Q6ZV70	LANCL3	-2.23589685057318	3.13761938566043e-06	No	No
Q6ZVK8	NUDT18	-1.53492491081598	0.0014830095279597	No	No
Q6ZVX7	NCCRP1	-6.90449563328547	1.94321376483251e-08	No	No
Q709C8	VPS13C	-2.56132895705062	0.0027261571403019	No	No
Q71RG4	TMUB2	-3.78277521679616	7.211642537992441e-09	No	No
Q7L0J3	SV2A	-3.89761803826055	1.47536520517687e-07	No	No
Q7L1W4	LRRC8D	-3.47757596138283	0.0011442717820346	No	No
Q7L211	ABHD13	-2.03145790245897	0.0022857575170746	No	No
Q7L3B6	CDC37L1	-2.39760396801806	7.61028386989419e-05	No	No
Q7L4E1	MIGA2	-2.80520254647467	0.0015543154805527	No	No
Q7L8L6	FASTKD5	-2.02142497980241	2.38366251580476e-05	No	No
Q7LDG7	RASGRP2	-1.64893681513107	0.0033345285495015	No	No
Q7LG56	RRM2B	-2.63408710083764	0.0014028532985423	No	No
Q7LGA3	HS2ST1	-1.89405053995115	2.63763301689132e-06	No	No
Q7RTP6	MICAL3	-2.48878186123571	4.00149544227372e-05	No	No
Q7Z2Z2	EFL1	-1.72396429163973	0.0030710184489466	No	No
Q7Z392	TRAPPC11	-2.84179918827196	0.0004810822964298	No	No
Q7Z3C6	ATG9A	-1.66774511198213	0.0021189369305977	No	No
Q7Z3J2	VPS35L	-1.91515633935002	1.12091715964143e-05	No	No
Q7Z3U7	MON2	-2.42390761316472	0.0003152093172858	No	No
Q7Z3V4	UBE3B	-3.68117306292014	2.25798145884951e-08	No	No
Q7Z460	CLASP1	-1.69813983315399	0.0019493749904396	No	No
Q7Z569	BRAP	-2.50902673501339	0.0001171272656152	No	No
Q7Z6Z7	HUWE1	-1.56094040078996	0.0038068051562307	No	No
Q86TB9	PATL1	-3.55287407827414	0.0002743955468547	No	No
Q86TI0	TBC1D1	-2.12487663611651	0.0003117235633029	No	No
Q86TP1	PRUNE1	-1.61990425688191	0.0023514856263254	No	No
Q86TV6	TTC7B	-2.33672673129416	0.0094573512624784	No	No
Q86UP0	CDH24	-5.48828585364868	5.0839092991805195e-11	No	No
Q86UY8	NT5DC3	-2.02184653345504	0.000252193476058	No	No
Q86VW0	SESTD1	-1.55679589569204	0.0094601735095365	No	No
Q86WI3	NLRC5	-3.56320270358193	7.89391749988655e-05	No	No
Q86X10	RALGAPB	-2.52174482631605	0.0002924335713595	No	No
Q86X52	CHSY1	-2.6471160529397	3.0426496907775404e-09	No	No
Q86XA9	HEATR5A	-2.82992584158875	3.15057132746079e-10	No	No
Q86Y82	STX12	-1.55477506302162	0.0042407532815944	No	No
Q86YB7	ECHDC2	-3.23437204305974	9.59476907760114e-05	No	No
Q86YL5	TDRP	-1.65863663474661	0.0009047833354039	No	No
Q86YN1	DOLPP1	-2.76518492798077	0.0005012971647774	No	No
Q86YT6	MIB1	-3.47637585887099	9.123064422668761e-09	No	No
Q8IUR7	ARMC8	-1.72035038024388	0.0007080660693475	No	No
Q8IVT5	KSR1	-1.94137611038378	0.0005659547429167	No	No
Q8IWA4	MFN1	-1.85557198526536	0.0004478865024822	No	No
Q8IWB9	TEX2	-3.68597842753928	7.98109252829887e-06	No	No
Q8IWR0	ZC3H7A	-3.25970141993627	3.02277622863316e-12	No	No
Q8IWV7	UBR1	-2.14314672955507	0.0003129204146134	No	No
Q8IX07	ZFPM1	-2.57768520882071	0.0005070778604209	No	No
Q8IX19	MCEMP1	-6.36529801694216	1.33422692906139e-10	No	No
Q8IXI1	RHOT2	-2.7768945357426	3.56965142131198e-05	No	No
Q8IY17	PNPLA6	-2.42515516038873	7.76944603966897e-05	No	No
Q8IY26	PLPP6	-4.381790169474	9.13975733986679e-07	No	No
Q8IYD1	GSPT2	-1.93626072225383	0.0002380289040977	No	No
Q8IYQ7	THNSL1	-2.48876136661371	7.80253963520798e-06	No	No
Q8IYS2	KIAA2013	-4.61347758270118	7.2305725570594e-18	No	No
Q8IZ21	PHACTR4	-2.06389619354129	1.1160347013382e-06	No	No
Q8IZH2	XRN1	-3.55276413282932	9.8022835070213e-05	No	No
Q8N0U8	VKORC1L1	-1.76456324385343	0.0052570934796934	No	No
Q8N0Z6	TTC5	-3.08474309208939	2.03102021322049e-05	No	No
Q8N163	CCAR2	-2.01379533158416	0.0001297184697453	No	No
Q8N3C0	ASCC3	-3.07442538837582	3.8907790686892896e-11	No	No
Q8N3X1	FNBP4	-4.25716487748226	1.09541788201807e-15	No	No
Q8N4Q0	ZADH2	-1.91575883695806	9.02900504316677e-05	No	No
Q8N511	TMEM199	-8.11984127756169	4.49748902955212e-08	No	No
Q8N556	AFAP1	-3.08626338659613	8.60802107977063e-06	No	No
Q8N5C1	CALHM5	-2.28021825898042	0.0025623177411182	No	No
Q8N5H3	FAM89B	-4.51250143236811	3.57421459876737e-16	No	No
Q8N653	LZTR1	-2.65181289383838	1.87302693376996e-05	No	No
Q8N766	EMC1	-1.76042151795273	0.001806621991281	No	No
Q8N7H5	PAF1	-5.12505858338325	1.0246838892335601e-14	No	No
Q8N9N7	LRRC57	-2.89793448556389	0.0078337592536843	No	No
Q8N9N8	EIF1AD	-3.46383284876537	5.49270866294862e-08	No	No
Q8NB49	ATP11C	-4.42647062384372	5.356438947229309e-11	No	No
Q8NB90	SPATA5	-2.31305087598091	2.13904903075133e-06	No	No
Q8NBM8	PCYOX1L	-1.62445031573606	0.0061783222927222	No	No
Q8NBN3	TMEM87A	-1.56482051257026	0.001358086164505	No	No
Q8NBR6	MINDY2	-2.17904245139834	0.0020565878024934	No	No
Q8NC56	LEMD2	-1.6815028373984	0.0005153027296514	No	No
Q8NCC3	PLA2G15	-4.52533803486351	0.0004184791039471	No	No
Q8NCE2	MTMR14	-2.11163557319559	0.0006681784229988	No	No
Q8NCG7	DAGLB	-1.7379809032871	0.0067342137957382	No	No
Q8ND76	CCNY	-1.69592821292093	0.001086260251508	No	No
Q8NDI1	EHBP1	-1.83123511413507	0.0005249450196643	No	No
Q8NEN9	PDZD8	-2.76492805293805	0.0001064354716336	No	No
Q8NEZ5	FBXO22	-2.03393023633856	0.0004879807484083	No	No
Q8NF37	LPCAT1	-2.58343419215048	0.0009257169434438	No	No
Q8NF50	DOCK8	-2.29338391278298	0.0009447187505274	No	No
Q8NFF5	FLAD1	-3.57939569503753	4.62260798202446e-10	No	No
Q8NFG4	FLCN	-3.22012436773606	6.3291239424096805e-09	No	No
Q8NG08	HELB	-2.34837287194113	0.0011102649684113	No	No
Q8NHG8	ZNRF2	-3.14841789452271	2.93683406643184e-08	No	No
Q8NHH9	ATL2	-6.87644522719956	6.52308567288388e-07	No	No
Q8NHV4	NEDD1	-3.68005999239024	2.49683685399831e-06	No	No
Q8NI22	MCFD2	-4.51705748025667	4.82468701697424e-16	No	No
Q8TAD4	SLC30A5	-4.24876838209773	4.92615515131335e-17	No	No
Q8TB40	ABHD4	-1.57279128127536	0.0001914181640013	No	No
Q8TBA6	GOLGA5	-3.63978609586607	2.90272864475844e-09	No	No
Q8TBF2	PRXL2B	-2.36568482755966	0.0015747714894086	No	No
Q8TBQ9	TMEM167A	-6.00654400430985	4.1429881633065695e-18	No	No
Q8TC05	MDM1	-3.16363426123955	2.67360631031796e-07	No	No
Q8TCJ2	STT3B	-1.88065813163906	0.0059651642901086	No	No
Q8TD16	BICD2	-1.93893528132192	0.0060095010119367	No	No
Q8TD43	TRPM4	-2.89010584861037	1.27858835974666e-05	No	No
Q8TDB6	DTX3L	-3.76270761701322	6.73798481920076e-08	No	No
Q8TDW0	LRRC8C	-7.87173230478347	6.39704416401953e-09	No	No
Q8TEB1	DCAF11	-2.02534424245044	0.0032095235223009	No	No
Q8TF64	GIPC3	-1.93185368126492	1.33375035578035e-05	No	No
Q8WTW3	COG1	-1.79585990343589	4.28585787182555e-05	No	No
Q8WU76	SCFD2	-1.85295103539388	6.22360847179521e-05	No	No
Q8WUA7	TBC1D22A	-2.23913811457128	3.74706655788517e-06	No	No
Q8WUD1	RAB2B	-2.46423309832106	5.99043009573223e-05	No	No
Q8WUY3	PRUNE2	-3.76297881355286	0.0001135114699672	No	No
Q8WV99	ZFAND2B	-5.46741989782812	7.26614534935331e-22	No	No
Q8WVR3	TRAPPC14	-5.28287050284358	3.83701274999413e-10	No	No
Q8WW59	SPRYD4	-2.28810365815081	1.87199447520174e-06	No	No
Q8WXX5	DNAJC9	-5.4921858355087	1.42544899350222e-05	No	No
Q8WZA0	LZIC	-1.84532944108066	0.0004730604262152	No	No
Q92508	PIEZO1	-1.65623635900654	4.47118570511816e-05	No	No
Q92544	TM9SF4	-1.62170934886855	0.0075944487527553	No	No
Q92551	IP6K1	-3.59668507151044	8.25177203204745e-13	No	No
Q92558	WASF1	-1.73122118190929	0.0094389965362022	No	No
Q92609	TBC1D5	-2.08658196634285	0.0040150469936553	No	No
Q92625	ANKS1A	-1.78921497864784	0.0013160884420875	No	No
Q92692	NECTIN2	-1.72803093816939	0.0078520335853845	No	No
Q92835	INPP5D	-2.21435279657012	0.000863468969694	No	No
Q92902	HPS1	-2.8870892365237	7.92164479259017e-06	No	No
Q92963	RIT1	-1.74814789829272	0.0065470439194245	No	No
Q92990	GLMN	-2.16846740933793	4.70698641084918e-06	No	No
Q93099	HGD	-1.57120222341404	0.0003799327914129	No	No
Q969M1	TOMM40L	-6.73252999904857	7.80210541287699e-13	No	No
Q969M3	YIPF5	-1.89896653580715	5.05075882247681e-05	No	No
Q969U6	FBXW5	-1.93058611778433	1.17235287739352e-05	No	No
Q969V3	NCLN	-3.0052801365353	0.0007983134787522	No	No
Q969V6	MRTFA	-1.7346215274219	8.02487110596467e-05	No	No
Q969Z0	TBRG4	-2.27540486335232	0.0045816112481778	No	No
Q96AB3	ISOC2	-1.85332688048283	8.81536075054318e-05	No	No
Q96AG3	SLC25A46	-2.58161848587068	1.6951433971752202e-09	No	No
Q96AJ9	VTI1A	-3.07433062570476	6.10999384856574e-08	No	No
Q96AQ8	MCUR1	-4.67912367178601	0.0002630781847587	No	No
Q96C36	PYCR2	-4.35714840683055	1.3444094767632199e-11	No	No
Q96CN4	EVI5L	-4.09752326905456	1.2803393679679e-08	No	No
Q96CV9	OPTN	-2.16819762584634	0.0010335725840796	No	No
Q96CW5	TUBGCP3	-2.00785234692427	0.0021341488238968	No	No
Q96D71	REPS1	-1.65003495478136	0.0048464006145239	No	No
Q96DT0	LGALS12	-2.08201055639451	1.62284965944981e-06	No	No
Q96EE3	SEH1L	-3.47197741401338	5.2509698390307e-11	No	No
Q96EK7	FAM120B	-5.57651301303191	1.61965529942608e-19	No	No
Q96EP0	RNF31	-1.66779052665614	0.0029796333347083	No	No
Q96F24	NRBF2	-4.83232380361433	3.5885090794438397e-16	No	No
Q96FW1	OTUB1	-1.58220558396826	0.0018408174097205	No	No
Q96GI7	FAM89A	-3.295019858568	2.6665663067100398e-12	No	No
Q96GQ5	RUSF1	-5.23872749658064	1.83569918093646e-20	No	No
Q96GZ6	SLC41A3	-1.77219813566827	5.74541284396452e-05	No	No
Q96II8	LRCH3	-2.07621496729955	2.56527403008132e-05	No	No
Q96K37	SLC35E1	-1.93936227049818	0.0001982238332077	No	No
Q96KA5	CLPTM1L	-3.57082700315127	2.12756906041226e-09	No	No
Q96KG9	SCYL1	-4.07811030885398	0.001786538790718	No	No
Q96LT7	C9orf72	-1.7977177070839	0.0011358975621172	No	No
Q96MU8	KREMEN1	-2.50923846993463	0.0047455936113534	No	No
Q96N66	MBOAT7	-1.85543841611953	6.82122919550981e-05	No	No
Q96NW4	ANKRD27	-1.74006030781148	0.0014935105941946	No	No
Q96PY6	NEK1	-2.70372296457203	6.16703151048509e-06	No	No
Q96Q42	ALS2	-2.05279668975506	6.18666784856007e-05	No	No
Q96QG7	MTMR9	-1.92945358253061	0.000581552960587	No	No
Q96RD7	PANX1	-2.09690988563348	0.0007432719192791	No	No
Q96RE7	NACC1	-3.93134874610002	2.31913528151338e-08	No	No
Q96RG2	PASK	-3.00636471739294	0.0002117096253724	No	No
Q96RI0	F2RL3	-1.89872913232483	0.0001287855492911	No	No
Q96RQ1	ERGIC2	-3.15931339448175	6.87995591520153e-12	No	No
Q96S06	LMF1	-3.69349152722773	1.15760152906476e-14	No	No
Q96S19	METTL26	-2.24662122081158	6.55301289264052e-06	No	No
Q96S66	CLCC1	-2.6485144187599	4.866402142847e-05	No	No
Q96SI9	STRBP	-3.64147987884427	2.04674100097742e-13	No	No
Q96SZ5	ADO	-4.51684873917979	2.04926749135751e-06	No	No
Q96T66	NMNAT3	-1.55014056693591	0.0001351928124663	No	No
Q96T76	MMS19	-2.79682818774544	3.2865482965575e-05	No	No
Q96TC7	RMDN3	-2.09583805215033	0.004189402719755	No	No
Q99417	MYCBP	-1.66757430145822	0.0007243986691015	No	No
Q99570	PIK3R4	-2.31482672070127	1.96861913982594e-06	No	No
Q99653	CHP1	-1.89507722760223	0.0075321460049202	No	No
Q99698	LYST	-2.79027795572496	6.65166202552789e-06	No	No
Q99766	DMAC2L	-1.86513829364369	4.5864976777876e-05	No	No
Q99836	MYD88	-2.28049121771823	0.0038103713977708	No	No
Q99873	PRMT1	-3.16973024722477	0.0062241013257427	No	No
Q99943	AGPAT1	-1.73742225333544	0.0025258884932019	No	No
Q9BPW8	NIPSNAP1	-3.61236323180442	0.0010338640520435	No	No
Q9BPZ7	MAPKAP1	-1.78530497917553	0.0014021831375246	No	No
Q9BQB6	VKORC1	-6.46991610545943	2.5435379054343003e-25	No	No
Q9BRJ7	NUDT16L1	-3.13539139570119	3.22000485208768e-09	No	No
Q9BRT2	UQCC2	-4.248524021923	7.74986486190315e-16	No	No
Q9BRV8	SIKE1	-1.66859872238243	0.0010606493850652	No	No
Q9BSF4	TIMM29	-1.8650891043111	0.0002611863404165	No	No
Q9BSJ2	TUBGCP2	-3.05050219675243	0.0004474607392287	No	No
Q9BSR8	YIPF4	-4.27005057346694	3.37331957254243e-12	No	No
Q9BT40	INPP5K	-8.49040683087172	2.6076913090049096e-30	No	No
Q9BUN8	DERL1	-2.67612651831099	3.14669605194044e-07	No	No
Q9BV79	MECR	-7.33717842238984	6.73049796861113e-24	No	No
Q9BW62	KATNAL1	-3.42790077106205	3.71231252988626e-10	No	No
Q9BW83	IFT27	-2.20527178464406	2.58721444580448e-05	No	No
Q9BX69	CARD6	-2.73379985790526	2.92185839662847e-05	No	No
Q9BXA5	SUCNR1	-4.16054118603347	4.64039963433097e-16	No	No
Q9BXJ9	NAA15	-2.25113057463536	7.11347575184799e-05	No	No
Q9BXV9	GON7	-2.75213043391823	3.99260042479847e-08	No	No
Q9BXW6	OSBPL1A	-3.48346265085506	3.99010646436053e-06	No	No
Q9BYC5	FUT8	-2.33273589725914	1.02573512185883e-05	No	No
Q9BZF1	OSBPL8	-1.68149515811945	0.000427399177063	No	No
Q9BZF3	OSBPL6	-1.70710113329865	0.0032125250801093	No	No
Q9BZI7	UPF3B	-4.31160134034462	1.63371918796258e-10	No	No
Q9BZZ5	API5	-1.68884695272518	0.0006093892660257	No	No
Q9C037	TRIM4	-2.84167418710592	0.0002119576872253	No	No
Q9C0B1	FTO	-1.88933366984027	0.0029369195345726	No	No
Q9C0B5	ZDHHC5	-2.55664558922868	0.0010784466752083	No	No
Q9GZM5	YIPF3	-9.81750320172849	3.3266743440844495e-30	No	No
Q9GZT6	CCDC90B	-1.88342548843773	0.0001096392390472	No	No
Q9GZY8	MFF	-1.75956863127668	0.0005822150774098	No	No
Q9H019	MTFR1L	-6.86303756085934	2.25652707307653e-21	No	No
Q9H061	TMEM126A	-1.88561807035277	1.71551724326546e-05	No	No
Q9H0B8	CRISPLD2	-6.00439723787166	2.3160713694231e-09	No	No
Q9H0J9	PARP12	-3.41726032246381	1.0272029316800601e-10	No	No
Q9H0R4	HDHD2	-2.3581286427602	0.0020072997124449	No	No
Q9H1H9	KIF13A	-3.67406420330609	3.63744428507574e-11	No	No
Q9H1K0	RBSN	-3.38802414510715	0.0051519719336695	No	No
Q9H1P3	OSBPL2	-2.27549108298371	8.60646707617414e-06	No	No
Q9H1Y0	ATG5	-2.92376208579391	0.0003688111293583	No	No
Q9H223	EHD4	-2.66435886846222	0.0083810836696486	No	No
Q9H267	VPS33B	-2.40086568785363	0.0002057752131516	No	No
Q9H269	VPS16	-3.61890829770965	9.67231525912231e-06	No	No
Q9H270	VPS11	-3.23463236855152	5.09485254945151e-06	No	No
Q9H2I8	LRMDA	-2.00034571889705	0.0062928938789717	No	No
Q9H3R2	MUC13	-9.28490882761282	2.96714361799684e-26	No	No
Q9H488	POFUT1	-3.19064367140962	0.0020042691756112	No	No
Q9H4A6	GOLPH3	-5.97682926194383	2.3844396747258004e-16	No	No
Q9H6S0	YTHDC2	-2.18546081622509	0.0007974233994767	No	No
Q9H7B4	SMYD3	-2.28403823162973	0.0099267035927716	No	No
Q9H7D0	DOCK5	-2.02881627395309	0.0050296059275205	No	No
Q9H7M9	VSIR	-1.96132468636544	0.0006968132456164	No	No
Q9H871	RMND5A	-3.43945604971032	1.66271527509392e-11	No	No
Q9H8M1	COQ10B	-4.51470225488065	6.13259161311532e-17	No	No
Q9H9A6	LRRC40	-1.76573105934456	0.0044444381480364	No	No
Q9H9J2	MRPL44	-2.44387480075899	0.0001212037544719	No	No
Q9H9P8	L2HGDH	-2.76875713370967	4.467319904507131e-09	No	No
Q9HAD4	WDR41	-8.32048697274294	3.20909674156761e-29	No	No
Q9HAP2	MLXIP	-2.71248611972431	5.64529464624279e-07	No	No
Q9HB19	PLEKHA2	-2.08609203020604	0.0021806213478041	No	No
