Protein_Group	Genes	SAX_42001_M1_vs_RAW_42001_M1_logFC	SAX_42001_M1_vs_RAW_42001_M1_pval	Removed?	Contaminant?
O60763	USO1	5.13284594898667	3.40392761745301e-16	No	No
O60784	TOM1	3.4453513862888	0.0024516218991893	No	No
O60884	DNAJA2	5.676789345429	2.0120694177670003e-17	No	No
O60888	CUTA	6.17911144406625	2.4518068284968297e-22	No	No
O60896	RAMP3	4.67488533832162	2.59995272888248e-17	No	No
O60927	PPP1R11	4.47085450463874	1.1827814740046899e-11	No	No
O75023	LILRB5	2.95095766078487	2.53326357613867e-07	No	No
O75083	WDR1	6.20623429993251	8.41050372717667e-22	No	No
O75095	MEGF6	4.78828208294378	1.19218990825756e-16	No	No
O75116	ROCK2	9.95154459461783	2.80190465707952e-27	No	No
O75131	CPNE3	3.57440078793515	3.3190667872506e-08	No	No
O75144	ICOSLG	1.80056820904931	9.15233600525356e-05	No	No
O75197	LRP5	10.218727309823	6.54307724647723e-34	No	No
O75223	GGCT	4.09585970756632	1.66592358904513e-06	No	No
O75298	RTN2	5.97847159227855	5.98966439720195e-15	No	No
O75309	CDH16	11.6919238802644	3.78439122352406e-34	No	No
O75339	CILP	5.70118863316966	3.10613294247604e-18	No	No
O75340	PDCD6	4.52599611307988	3.84391056942401e-06	No	No
O75342	ALOX12B	5.07034015668641	3.14004621718328e-05	No	No
O75348	ATP6V1G1	4.98255045614094	6.199300413220469e-12	No	No
O75356	ENTPD5	6.16582323505865	5.34917846934567e-09	No	No
O75368	SH3BGRL	4.82533822587358	6.67644155698463e-13	No	No
O75390	CS	4.01815946957864	7.46769861269707e-08	No	No
O75396	SEC22B	8.10829452811459	3.00009727751363e-26	No	No
O75436	VPS26A	5.33608950747709	1.4916823079423498e-16	No	No
O75438	NDUFB1	4.03238854234261	4.4300807065224805e-15	No	No
O75487	GPC4	7.88403749007489	9.70792409019274e-27	No	No
O75489	NDUFS3	5.11357869625044	4.8610554088201404e-14	No	No
O75558	STX11	8.93996525079857	3.68739133940077e-28	No	No
O75563	SKAP2	8.92875955795307	4.105815947463389e-30	No	No
O75581	LRP6	4.36662708473857	2.661393308727e-12	No	No
O75629	CREG1	5.68861833091506	5.69533480742965e-17	No	No
O75635	SERPINB7	3.54466339252249	8.98249395443574e-10	No	No
O75688	PPM1B	4.7963673607598	6.84623525207693e-13	No	No
O75695	RP2	6.25598909448947	2.9240044606790698e-22	No	No
O75718	CRTAP	4.26512813435202	2.58156486797326e-09	No	No
O75752	B3GALNT1	9.66556828013345	3.01313177234575e-29	No	No
O75787	ATP6AP2	6.81468018840834	7.08485701614666e-18	No	No
O75791	GRAP2	7.44803017161092	7.523769698478911e-20	No	No
O75821	EIF3G	5.75898015323991	3.29454321927632e-17	No	No
O75822	EIF3J	10.1107532576805	2.48607574369077e-34	No	No
O75832	PSMD10	5.01854987224175	5.70983915378803e-15	No	No
O75874	IDH1	2.46078738606515	0.0001446204271891	No	No
O75888	TNFSF13	4.86866267731652	7.37342777853607e-10	No	No
O75891	ALDH1L1	4.64780913730311	6.43450739208541e-08	No	No
O75915	ARL6IP5	6.91004731149991	6.52457663718302e-23	No	No
O75935	DCTN3	6.78277298828697	1.69056780361902e-21	No	No
O75947	ATP5PD	3.47872230853661	5.90623107026866e-08	No	No
O75954	TSPAN9	7.71930055949088	4.1708458297095596e-22	No	No
O75955	FLOT1	10.5249400640888	1.5727724695141e-31	No	No
O75964	ATP5MG	8.10361070817453	7.43510649230723e-22	No	No
O75976	CPD	8.04910312418941	1.9387568821983098e-12	No	No
O76003	GLRX3	8.99119375480471	7.61840439337237e-23	No	No
O76061	STC2	4.51426120256376	1.5666271859579502e-15	No	No
O76071	CIAO1	3.90581833902291	1.18324709533129e-14	No	No
O76074	PDE5A	9.04380731587544	2.73412769916356e-25	No	No
O94766	B3GAT3	3.44750223423302	9.43603521767213e-05	No	No
O94769	ECM2	9.10889904602143	1.16647531912023e-22	No	No
O94804	STK10	6.43975082801306	3.46856231575213e-19	No	No
O94826	TOMM70	3.59571693462838	6.82426862593735e-11	No	No
O94886	TMEM63A	7.02161244233029	1.15532044539992e-23	No	No
O94919	ENDOD1	5.59214173918127	8.446397987674761e-20	No	No
O94923	GLCE	6.21505189912295	3.66979310554973e-18	No	No
O94929	ABLIM3	2.82184470683226	6.9308059239565e-08	No	No
O94979	SEC31A	4.36530965422411	7.607841259944859e-13	No	No
O94985	CLSTN1	7.7495102628849	2.03434194340312e-20	No	No
O95084	PRSS23	6.90827713759628	5.12830751575235e-07	No	No
O95182	NDUFA7	5.32685435168796	2.52622357156816e-15	No	No
O95292	VAPB	6.33992085677927	8.711423970692479e-18	No	No
O95295	SNAPIN	5.9506598396169	8.15757113189279e-23	No	No
O95302	FKBP9	9.37913323724219	1.68609651938867e-32	No	No
O95336	PGLS	5.23629262374328	1.49081240525141e-10	No	No
O95373	IPO7	6.09934441804057	3.2275162613701694e-11	No	No
O95376	ARIH2	2.52619412318321	3.46660166263451e-05	No	No
O95393	BMP10	9.79956622356499	2.03357150011593e-31	No	No
O95445	APOM	1.24109174698818	0.0089996064891763	No	No
O95490	ADGRL2	4.05863919924289	0.0047723719579979	No	No
O95544	NADK	6.27062410639052	1.47958595125039e-19	No	No
O95571	ETHE1	4.47911585674766	4.30880233928217e-09	No	No
O95721	SNAP29	5.95922978420801	8.5077515450531e-16	No	No
O95727	CRTAM	6.96470866757977	5.34597096728036e-12	No	No
O95747	OXSR1	4.9975972287278	3.4549389854853403e-14	No	No
O95782	AP2A1	6.03381817977199	1.68648644142211e-06	No	No
O95810	CAVIN2	8.16315330002812	3.4864015314070204e-20	No	No
O95831	AIFM1	6.7119476192749	2.5608875607155202e-15	No	No
O95841	ANGPTL1	4.09765513747479	8.382469408822511e-09	No	No
O95866	MPIG6B	7.63167279367369	1.82789623034004e-24	No	No
O95870	ABHD16A	6.34772263857165	5.04196684356568e-14	No	No
O95881	TXNDC12	3.33962968273909	5.19982837560047e-07	No	No
O95965	ITGBL1	2.59003484932939	1.53139930542378e-05	No	No
O95967	EFEMP2	6.69288546947507	3.70413358495429e-17	No	No
O96000	NDUFB10	5.02690290458087	6.509958622901279e-13	No	No
O96008	TOMM40	4.27975968879596	1.2411440864142798e-12	No	No
P00167	CYB5A	4.71955793692704	4.45921434899461e-09	No	No
P00325	ADH1B	2.15829606414403	0.0001923272668312	No	No
P00338	LDHA	1.25926303767662	0.0034381107885096	No	No
P00387	CYB5R3	3.67225857354305	1.35677781845079e-08	No	No
P00390	GSR	1.52552911998671	0.00085227450612	No	No
P00403	MT-CO2	4.71861732592202	2.5380289367005e-14	No	No
P00450	CP	3.39317951405557	1.1981507378936901e-14	No	No
P00451	F8	8.03150589363337	1.17498413177379e-27	No	No
P00491	PNP	5.39547268484522	1.2122724400952699e-13	No	No
P00492	HPRT1	5.40104611093495	1.75244209571022e-13	No	No
P00505	GOT2	4.92555702729552	9.39028667686354e-10	No	No
P00558	PGK1	3.88290323890901	1.19424367875484e-10	No	No
P00568	AK1	4.6192851496214	1.72809660849303e-07	No	No
P00734	F2	6.14059164860973	5.140724687576791e-25	No	No
P00736	C1R	4.38241394847427	5.24894065048647e-18	No	No
P00740	F9	8.20740673629421	2.11062296393456e-29	No	No
P00742	F10	6.79914140875972	2.2108427454095102e-23	No	No
P01019	AGT	1.39059198307482	0.0002484337372007	No	No
P01042	KNG1	4.42658669648696	2.17338045690698e-19	No	No
P01130	LDLR	8.63498981136035	3.6031506643274304e-25	No	No
P01133	EGF	10.8923549438735	7.48571666543159e-23	No	No
P01137	TGFB1	8.02530808471858	2.7131306500397e-26	No	No
P01266	TG	10.2224823795524	4.977831150578509e-28	No	No
P01599	IGKV1-17	2.10299371370659	0.0009169105373644	No	No
P01602	IGKV1-5	2.05417684179548	6.41031734797566e-05	No	No
P01704	IGLV2-14	3.34182926431355	4.13599404115617e-07	No	No
P01721	IGLV6-57	2.8342773491714	6.25981972333806e-10	No	No
P01732	CD8A	3.0082364329198	0.0095772400033189	No	No
P01763	IGHV3-48	3.40393723493979	1.53683297474331e-13	No	No
P01772	IGHV3-33	4.43910952051196	7.1182830482474e-14	No	No
P01782	IGHV3-9	3.4006675803455	9.58147854787555e-13	No	No
P01834	IGKC	1.15874275507166	0.0027383972373132	No	No
P01871	IGHM	2.54379919962856	7.281217293088739e-11	No	No
P01876	IGHA1	1.72905549890025	3.12188489879333e-06	No	No
P01889	HLA-B	5.49339728274335	2.34300009736555e-16	No	No
P01911	HLA-DRB1	2.48797771978648	0.0001430043422638	No	No
P02452	COL1A1	3.51067708699467	1.06169718878123e-06	No	No
P02461	COL3A1	2.90836205762522	2.23950354254579e-05	No	No
P02549	SPTA1	9.65361655492977	1.1178193750605501e-19	No	No
P02649	APOE	1.10152270052211	0.0083030480648512	No	No
P02655	APOC2	1.30244942048754	0.0017659363468082	No	No
P02656	APOC3	1.76174421146662	6.82523985626362e-06	No	No
P02671	FGA	3.07169336821361	7.43063920284699e-12	No	No
P02675	FGB	2.99567028457982	3.6764072637197103e-10	No	No
P02679	FGG	3.00324635161822	8.95094951458583e-13	No	No
P02730	SLC4A1	6.37024821709879	4.3193769621650204e-19	No	No
P02741	CRP	5.65112755659699	3.56293919258166e-21	No	No
P02743	APCS	2.29388791837897	4.29020497833713e-08	No	No
P02748	C9	5.95684995887265	3.6997712832638e-24	No	No
P02751	FN1	6.22420897611442	5.7191443666088704e-21	No	No
P02753	RBP4	4.1618033048865	3.4755864168687803e-15	No	No
P02760	AMBP	3.01961768979463	8.53394007560224e-12	No	No
P02766	TTR	3.85423488873852	2.26078402206976e-10	No	No
P02776	PF4	3.67810497272564	2.9158310269714594e-11	No	No
P02792	FTL	3.44113249003691	2.76917869515845e-06	No	No
P02794	FTH1	9.79272621451136	1.8023175535463202e-20	No	No
P02810	PRH2	13.010932753224	8.74775540351013e-41	No	No
P03956	MMP1	3.75910582366855	1.25239657837253e-07	No	No
P04003	C4BPA	5.51479473856021	4.61950491492609e-24	No	No
P04004	VTN	4.81143765098589	7.16604978191631e-18	No	No
P04040	CAT	1.70461967180998	3.66126119628453e-05	No	No
P04062	GBA	2.71402633112082	9.35845123471238e-08	No	No
P04070	PROC	8.32695557555279	1.24718827878953e-27	No	No
P04080	CSTB	2.34635006686207	2.02696666825416e-05	No	No
P04083	ANXA1	5.77364633221399	1.1804330664846299e-11	No	No
P04085	PDGFA	5.12759978873311	7.07235954712457e-17	No	No
P04156	PRNP	6.07184777057835	6.49523440701895e-19	No	No
P04179	SOD2	5.39927954378051	1.8337737931296798e-16	No	No
P04196	HRG	1.06056551865928	0.0056081182767997	No	No
P04233	CD74	5.12461369939535	7.22328234583733e-14	No	No
P04271	S100B	4.85057001701556	9.6511761203357e-17	No	No
P04275	VWF	5.9279938122558	3.9315694478647305e-20	No	No
P04278	SHBG	1.30084529875057	0.002385004667282	No	No
P04350	TUBB4A	9.15476148018535	4.95565591345902e-22	No	No
P04406	GAPDH	6.07544906316491	2.31850057060173e-24	No	No
P04430	IGKV1-16	1.8592750983944	3.80519557775717e-05	No	No
P04439	HLA-A	3.404809322675	3.2121186491717797e-13	No	No
P04440	HLA-DPB1	4.41138203072279	2.98792922515246e-08	No	No
P04632	CAPNS1	11.5208385387206	1.84940106369362e-27	No	No
P04792	HSPB1	4.31634212526213	2.41410781197546e-08	No	No
P04843	RPN1	9.30434140164142	2.07344768957174e-27	No	No
P04844	RPN2	9.17541761617249	1.14716088077697e-25	No	No
P04899	GNAI2	10.4031931835491	3.8987550349676895e-36	No	No
P05023	ATP1A1	7.86557638203038	2.3945012469033697e-22	No	No
P05060	CHGB	9.79441017441583	1.5783371106544598e-30	No	No
P05067	APP	8.43198458102084	7.95000806611182e-21	No	No
P05089	ARG1	2.87493091592599	0.0009090578888112	No	No
P05106	ITGB3	8.41153925574128	3.98004800396515e-19	No	No
P05107	ITGB2	5.35329383451786	6.93864329021543e-14	No	No
P05109	S100A8	1.91829728563451	0.0001866711819615	No	No
P05121	SERPINE1	6.28360390445496	2.8594685412656703e-15	No	No
P05154	SERPINA5	1.59639020870472	5.17477828816268e-05	No	No
P05155	SERPING1	3.60888637555745	7.19243254879095e-15	No	No
P05164	MPO	2.90549173958559	9.93801811407855e-05	No	No
P05198	EIF2S1	5.92292423822866	3.8221227448039703e-19	No	No
P05386	RPLP1	5.49275943518036	7.707179146254711e-14	No	No
P05387	RPLP2	11.7944073849347	2.87495940318734e-24	No	No
P05388	RPLP0	6.63969552184616	2.11665915318593e-17	No	No
P05408	SCG5	5.53304872726802	5.61983039359777e-15	No	No
P05546	SERPIND1	3.77617734846435	7.26055937360364e-14	No	No
P05556	ITGB1	4.08828799130554	2.06463597068679e-14	No	No
P05771	PRKCB	7.63690956725763	9.14264889848143e-26	No	No
P05997	COL5A2	8.03981798429366	4.49430790965639e-27	No	No
P06132	UROD	6.26975261616015	9.32764939602368e-18	No	No
P06241	FYN	6.74776718046509	3.23191586113669e-20	No	No
P06315	IGKV5-2	5.26137630153682	3.56717814406617e-08	No	No
P06454	PTMA	5.09977315475218	5.77637136320212e-09	No	No
P06576	ATP5F1B	4.45557333288046	2.4814872379233202e-14	No	No
P06702	S100A9	1.81715216494606	8.3867838508642e-05	No	No
P06703	S100A6	2.06349917060477	6.97180343414805e-05	No	No
P06729	CD2	4.2720985422534	1.40414928350221e-06	No	No
P06730	EIF4E	5.26901075066428	4.872305269973671e-15	No	No
P06733	ENO1	3.84357199761797	1.05263426435772e-09	No	No
P06734	FCER2	3.78138078977532	9.50553781147686e-05	No	No
P06737	PYGL	4.5624592798666	3.22152553144843e-07	No	No
P06744	GPI	3.51024622560733	8.89881006747243e-10	No	No
P06753	TPM3	6.11252612968064	2.11565500654848e-08	No	No
P06756	ITGAV	7.91176933874708	2.6544767734928003e-22	No	No
P06858	LPL	8.4061583120242	2.85065382477152e-13	No	No
P06865	HEXA	5.16313452095875	2.72975236969256e-12	No	No
P07093	SERPINE2	10.0877772345904	4.44473757045765e-22	No	No
P07203	GPX1	9.88165138038454	2.0221257033899702e-24	No	No
P07204	THBD	4.41426804279179	0.0002988680408608	No	No
P07225	PROS1	6.74553639406529	9.26276285365594e-24	No	No
P07237	P4HB	7.48888190230223	1.03190634728002e-24	No	No
P07307	ASGR2	1.69270362148434	0.002419377260266	No	No
P07333	CSF1R	5.08073022624785	1.0060071298607499e-16	No	No
P07339	CTSD	2.10689270266989	1.56610229294005e-05	No	No
P07355	ANXA2	3.2199425477945	2.60685148290708e-06	No	No
P07359	GP1BA	6.37110629961005	7.357789584257631e-25	No	No
P07384	CAPN1	7.10993283080587	4.57465904712915e-24	No	No
P07437	TUBB	6.00303279404975	2.05220887088801e-16	No	No
P07476	IVL	11.7385351510421	2.73016656746745e-27	No	No
P07478	PRSS2	6.79289574298737	7.535498672586101e-20	No	No
P07585	DCN	8.38703473708993	7.060162026746849e-30	No	No
P07602	PSAP	4.76080315144942	9.19149630839718e-12	No	No
P07737	PFN1	4.99309674398312	4.54296057062776e-21	No	No
P07741	APRT	7.94374682970192	1.23387818298472e-22	No	No
P07858	CTSB	7.54016522039173	7.51805296456256e-16	No	No
P07900	HSP90AA1	7.23304727254773	4.66655398877072e-19	No	No
P07910	HNRNPC	3.45802940848042	2.80319796063327e-06	No	No
P07911	UMOD	3.8949293612898	0.0005835281817195	No	No
P07942	LAMB1	6.58319569034982	1.42574128297195e-14	No	No
P07948	LYN	8.56685663144074	6.21969616185543e-26	No	No
P07954	FH	8.12049761377028	3.64265356805067e-19	No	No
P07988	SFTPB	2.23820479653353	0.0013677695810795	No	No
P07996	THBS1	6.27537422399796	1.32500111774098e-25	No	No
P08133	ANXA6	3.48877109570578	0.0001263413501043	No	No
P08174	CD55	5.44651143671093	7.845400127860501e-10	No	No
P08238	HSP90AB1	6.9828660115891	1.12229764575149e-16	No	No
P08240	SRPRA	3.06696555790325	0.0005090473471427	No	No
P08253	MMP2	1.48672038617232	0.0065576308841595	No	No
P08254	MMP3	5.7059029479594	2.16821092522515e-18	No	No
P08294	SOD3	6.97007911172026	7.510626959602591e-25	No	No
P08311	CTSG	7.23241892961634	1.0511115871978899e-11	No	No
P08319	ADH4	5.35491576305417	1.44388290135404e-08	No	No
P08476	INHBA	5.56298142265738	7.8000894013117e-16	No	No
P08493	MGP	2.27060375790521	2.16968068807294e-05	No	No
P08514	ITGA2B	8.76711675277991	3.24477123467354e-25	No	No
P08519	LPA	3.54748398312169	2.5295069677856498e-11	No	No
P08559	PDHA1	3.6256508515791	2.17185279944405e-08	No	No
P08567	PLEK	11.186497615694	4.97898351143424e-28	No	No
P08571	CD14	1.61004302681569	7.62836854094485e-05	No	No
P08574	CYC1	6.62468399282231	3.01804824304381e-20	No	No
P08575	PTPRC	5.74236873034434	1.28905456673232e-19	No	No
P08582	MELTF	2.22422885742434	0.0033554439270913	No	No
P08648	ITGA5	7.79341417741926	7.69698109747446e-19	No	No
P08670	VIM	6.85838903826821	7.64016115091725e-21	No	No
P08709	F7	6.85124399321216	1.19181644507511e-23	No	No
P08754	GNAI3	5.35593584602483	2.38724452029434e-21	No	No
P08758	ANXA5	7.50867892793893	1.36880513635886e-19	No	No
P08833	IGFBP1	5.94240178209056	7.09531369678012e-21	No	No
P08861	CELA3B	5.00415792298728	5.84805987462082e-20	No	No
P08865	RPSA	3.51821151528841	2.85038723137633e-06	No	No
