Protein_Group	Genes	SAX_62001_M1_vs_RAW_62001_M1_logFC	SAX_62001_M1_vs_RAW_62001_M1_pval	Removed?	Contaminant?
A0A075B6H7	IGKV3-7	2.67881584687563	5.40642501840651e-05	No	No
A0A075B6H9	IGLV4-69	3.65769049853263	0.0013189065839963	No	No
A0A075B6I0	IGLV8-61	1.5373237953481	0.0044706815256113	No	No
A0A075B6I1	IGLV4-60	8.5059075545842	2.53251111417109e-08	No	No
A0A075B6I4	IGLV10-54	2.08199576670196	1.88344917023446e-05	No	No
A0A075B6I9	IGLV7-46	2.73326254278875	1.95468937023302e-07	No	No
A0A075B6J2	IGLV2-33	1.68752120811854	0.0004777785417083	No	No
A0A075B6J9	IGLV2-18	4.08872676548289	1.6524950955693102e-09	No	No
A0A075B6K4	IGLV3-10	2.33492928692798	5.61467727653029e-07	No	No
A0A075B6S2	IGKV2D-29	1.52079816248068	0.0058940456929938	No	No
A0A075B7D0	IGHV1OR15-1	5.89721505884175	0.0014975222289536	No	No
A0A075B7D8	IGHV3OR15-7	8.05919747725158	1.64030287088636e-24	No	No
A0A087WSX0	IGLV5-45	2.10000301367975	0.0097915395566712	No	No
A0A087WSZ0	IGKV1D-8	1.61047329182339	0.0010840374932207	No	No
A0A0A0MS14	IGHV1-45	2.2150599680533	7.49886008088836e-06	No	No
A0A0B4J1V6	IGHV3-73	2.651671566776	3.26225408931723e-07	No	No
A0A0B4J1Y8	IGLV9-49	2.03512795060101	0.000383431087587	No	No
A0A0B4J1Y9	IGHV3-72	1.69020428043263	4.67595088322419e-05	No	No
A0A0C4DH29	IGHV1-3	2.42705623092269	1.22324776153882e-06	No	No
A0A0C4DH33	IGHV1-24	6.50869981182031	1.70801555840783e-21	No	No
A0A0C4DH38	IGHV5-51	1.98553785133524	0.0007875202837189	No	No
A0A0C4DH39	IGHV1-58	2.59236575022569	0.0004706989141912	No	No
A0A0G2JS06	IGLV5-39	2.68332803056938	7.10760671747228e-06	No	No
A0A0J9YY99	gene	2.68449975414977	2.10026460047722e-05	No	No
A0A1B0GTC6	C3orf85	7.28796866838695	1.25203912671136e-24	No	No
A0FGR8	ESYT2	7.39495677098709	2.5780471537157404e-19	No	No
A0MZ66	SHTN1	2.03394950384502	0.0004214634948462	No	No
A1L4H1	SSC5D	3.119849634256	7.05799620889607e-07	No	No
A2VDF0	FUOM	3.22881168463221	1.08201300679289e-08	No	No
A4D1P6	WDR91	5.43716825501101	1.6042676872403602e-14	No	No
A5YKK6	CNOT1	2.33652322602177	0.002633584205004	No	No
A6NDB9	PALM3	8.00349868056001	2.06155348473488e-17	No	No
A6NDG6	PGP	4.83636763947896	1.78733801279074e-11	No	No
A6NH11	GLTPD2	4.91205106345355	0.003949590429908	No	No
A6NHL2	TUBAL3	9.60440902253671	1.9161871614539798e-26	No	No
B0I1T2	MYO1G	2.96127749340274	3.1728513624527e-07	No	No
B1AKI9	ISM1	3.10586877475294	0.0022191236177826	No	No
B2RUZ4	SMIM1	5.97341456604209	1.12474957165796e-19	No	No
E9PAV3	NACA	11.2127293085453	1.52096620471311e-33	No	No
O00139	KIF2A	10.4612683638115	1.7882961979713e-25	No	No
O00142	TK2	2.75824395524685	0.000195279744644	No	No
O00151	PDLIM1	12.9345502993119	1.67170062476716e-35	No	No
O00154	ACOT7	5.97679843989304	1.9597649442022797e-11	No	No
O00159	MYO1C	8.02074240001076	7.31060303105677e-23	No	No
O00161	SNAP23	10.7523220950814	2.09811483143147e-36	No	No
O00170	AIP	6.16823273674164	6.17619955955476e-17	No	No
O00182	LGALS9	9.51011381686342	5.32176288101488e-33	No	No
O00186	STXBP3	6.63727030117319	6.1221265606938e-18	No	No
O00187	MASP2	6.89983108741728	1.36281655021513e-24	No	No
O00194	RAB27B	11.7102715427667	5.51668126637412e-36	No	No
O00203	AP3B1	7.86798551483392	8.40918405494632e-25	No	No
O00217	NDUFS8	6.42658397235147	2.98475254984714e-22	No	No
O00231	PSMD11	11.0641851902748	6.813480728665891e-31	No	No
O00232	PSMD12	6.709986911732	5.46751657002374e-13	No	No
O00233	PSMD9	6.27394958431776	1.1329533404598799e-12	No	No
O00264	PGRMC1	7.14147527164744	2.29487356681143e-21	No	No
O00299	CLIC1	6.21767246030019	5.350738089938589e-22	No	No
O00303	EIF3F	8.12690874011606	8.90347383835801e-25	No	No
O00330	PDHX	6.40579476507218	1.64678551497009e-13	No	No
O00339	MATN2	11.6809082991005	4.75610468647188e-19	No	No
O00391	QSOX1	1.67395911292412	0.0005152102812363	No	No
O00399	DCTN6	4.66495526863161	9.86476313833021e-10	No	No
O00401	WASL	5.2784923901576	3.20652464366629e-09	No	No
O00410	IPO5	9.67014489036285	1.03285917078572e-24	No	No
O00429	DNM1L	10.0856370835978	2.75864822621085e-23	No	No
O00442	RTCA	4.53820416039889	3.2761599151260604e-09	No	No
O00461	GOLIM4	12.5258311179221	1.97857673755745e-36	No	No
O00468	AGRN	6.47430948976827	2.35581373158319e-20	No	No
O00469	PLOD2	4.96830762983025	0.0001422587041404	No	No
O00483	NDUFA4	7.44437817335275	3.1438443064748304e-20	No	No
O00487	PSMD14	9.87005455498253	3.04318190121579e-33	No	No
O00499	BIN1	5.75463945169618	9.82182395167139e-15	No	No
O00501	CLDN5	5.25900763138767	1.5242804105580799e-16	No	No
O00505	KPNA3	6.95298436442832	3.599278326637711e-15	No	No
O00533	CHL1	1.76749288058191	5.50574384347614e-05	No	No
O00541	PES1	3.49590243861922	3.50107058914541e-05	No	No
O00560	SDCBP	10.6810585499119	4.1544344271857e-33	No	No
O00567	NOP56	3.6117548406681	9.3471518484972e-05	No	No
O00571	DDX3X	7.46040928325533	1.2129496613833999e-19	No	No
O00587	MFNG	6.40747129930261	6.857594104152e-18	No	No
O00592	PODXL	6.67322351923857	1.65251189709796e-27	No	No
O00629	KPNA4	5.14349076983365	1.39303428720319e-14	No	No
O00743	PPP6C	10.3341986363438	7.68755244050414e-27	No	No
O00748	CES2	6.37873657419561	1.16837171634653e-08	No	No
O14497	ARID1A	7.53631466500428	1.42642359424176e-22	No	No
O14498	ISLR	4.2924324256116	3.2260424848577804e-15	No	No
O14548	COX7A2L	5.52736608619757	7.01030716718521e-17	No	No
O14561	NDUFAB1	8.07143492232624	8.799842453252971e-25	No	No
O14579	COPE	10.739998582042	6.39640705709306e-32	No	No
O14594	NCAN	8.24487601573288	1.47320215000702e-29	No	No
O14617	AP3D1	6.64697188313301	6.67222998452249e-12	No	No
O14618	CCS	4.59589031132591	6.41758857412639e-06	No	No
O14656	TOR1A	7.79228099045597	8.06412504160535e-17	No	No
O14657	TOR1B	4.13788011950808	4.23243402263585e-11	No	No
O14672	ADAM10	8.37675624390884	1.57879916231743e-22	No	No
O14734	ACOT8	6.06036089452721	8.0465457674227e-18	No	No
O14737	PDCD5	7.86505270105516	2.02831678136422e-12	No	No
O14744	PRMT5	7.23055366533326	2.05175165744556e-24	No	No
O14745	SLC9A3R1	6.09374632707867	6.24729826264006e-13	No	No
O14773	TPP1	11.0957548182021	5.73829477688522e-14	No	No
O14786	NRP1	7.36838348068117	1.44035875947757e-27	No	No
O14791	APOL1	2.04580955520161	1.45850217426403e-06	No	No
O14818	PSMA7	8.16700453130068	3.8883561515686905e-21	No	No
O14828	SCAMP3	7.50537102110517	1.29698076245291e-21	No	No
O14880	MGST3	6.31508820646952	7.242480346114241e-17	No	No
O14917	PCDH17	7.84779811127399	2.03021137196649e-19	No	No
O14936	CASK	3.99093411004274	2.51403542604677e-07	No	No
O14949	UQCRQ	4.72284489752762	3.57536231907074e-13	No	No
O14964	HGS	6.05801189700853	3.31541795244212e-18	No	No
O14974	PPP1R12A	9.9667679100904	3.90515751032478e-29	No	No
O14979	HNRNPDL	7.14113142357381	1.0752096243896899e-16	No	No
O14980	XPO1	7.14414300721991	6.112227046255671e-17	No	No
O15031	PLXNB2	3.40642408890124	2.8555192375779e-08	No	No
O15067	PFAS	6.42364900462261	3.74891622824556e-12	No	No
O15084	ANKRD28	7.21250061472747	2.37459550291673e-22	No	No
O15116	LSM1	9.232096863342	2.7400163341776e-27	No	No
O15117	FYB1	12.1565146426445	1.72320959511764e-39	No	No
O15123	ANGPT2	5.9390495562067	1.5069272335641301e-09	No	No
O15143	ARPC1B	10.7872107058367	2.0367433080350397e-28	No	No
O15144	ARPC2	6.31058155413517	1.6588154822602701e-21	No	No
O15145	ARPC3	4.58365850975976	4.9956628356573e-15	No	No
O15173	PGRMC2	8.93582167168464	6.010964018486159e-26	No	No
O15204	ADAMDEC1	5.40235366986586	4.1899758175374106e-09	No	No
O15212	PFDN6	7.68688270791128	1.93918553654733e-22	No	No
O15230	LAMA5	10.4510794371849	6.29737593942082e-16	No	No
O15231	ZNF185	5.64773345366931	5.54860628824416e-17	No	No
O15240	VGF	5.97933896472397	1.18909076132221e-22	No	No
O15260	SURF4	6.20545815369392	5.013937305736009e-16	No	No
O15305	PMM2	2.70851110381749	7.11529656988852e-06	No	No
O15327	INPP4B	4.55710319562068	8.9216573050218e-09	No	No
O15335	CHAD	4.88593476185308	1.19377849957287e-07	No	No
O15347	HMGB3	6.07338154346925	3.26344282048482e-21	No	No
O15355	PPM1G	9.07343984814591	1.16499357363434e-18	No	No
O15371	EIF3D	9.57224011359847	6.99462445244001e-30	No	No
O15372	EIF3H	8.09728662778426	2.69065692298884e-19	No	No
O15400	STX7	9.77197668424465	1.4268131712047898e-30	No	No
O15427	SLC16A3	6.73730649963499	4.42641394885375e-22	No	No
O15439	ABCC4	6.24432344545011	1.8629615424037202e-15	No	No
O15460	P4HA2	6.1996312155403	3.93568943656878e-10	No	No
O15466	ST8SIA5	6.17119312365791	7.30829044230446e-12	No	No
O15498	YKT6	6.69610624111379	1.1206740968072701e-14	No	No
O15511	ARPC5	5.90395043110992	2.76639506216806e-16	No	No
O15514	POLR2D	2.88805363443279	9.982725169229001e-11	No	No
O15533	TAPBP	7.91244767678578	7.1410565073189e-23	No	No
O15551	CLDN3	6.59716634601552	4.60515083335387e-19	No	No
O43143	DHX15	4.09328022607321	3.58961350977395e-06	No	No
O43149	ZZEF1	4.92653939080278	3.7051050488677694e-11	No	No
O43150	ASAP2	7.74259959535312	1.38237314616088e-22	No	No
O43157	PLXNB1	8.45324135121946	8.82388373372606e-25	No	No
O43169	CYB5B	6.79479879453396	1.3135921676643802e-15	No	No
O43173	ST8SIA3	4.71869667684746	1.08822212449016e-10	No	No
O43175	PHGDH	7.17251557105438	2.17210282464177e-14	No	No
O43182	ARHGAP6	8.99923560894266	1.45655238908857e-25	No	No
O43242	PSMD3	6.75551944187612	2.26359596957157e-09	No	No
O43264	ZW10	3.93345735427331	1.25411321668392e-07	No	No
O43278	SPINT1	1.91091469361688	0.0036675043899702	No	No
O43294	TGFB1I1	8.65204810171262	6.75237790035996e-27	No	No
O43390	HNRNPR	3.0379667693529	6.47118202533494e-05	No	No
O43396	TXNL1	12.1877162153314	1.88096015415232e-32	No	No
O43399	TPD52L2	7.47648916043593	1.27418530374077e-15	No	No
O43405	COCH	3.35432156722758	2.48653383491616e-05	No	No
O43432	EIF4G3	4.9403671790041	9.60224698239543e-15	No	No
O43488	AKR7A2	7.59509015296118	2.36789729091766e-20	No	No
O43491	EPB41L2	8.0882303121549	3.38067996050407e-23	No	No
O43493	TGOLN2	3.95643080463948	4.30680693013988e-16	No	No
O43505	B4GAT1	4.7882819424877	6.28744391604342e-18	No	No
O43516	WIPF1	8.01511394039916	3.25886094712248e-22	No	No
O43529	CHST10	5.52099774454929	5.6229963297033e-15	No	No
O43583	DENR	4.97998254706829	6.61972604134346e-07	No	No
O43598	DNPH1	7.29166818714301	3.35853599574637e-20	No	No
O43615	TIMM44	5.72333488278172	7.851579249813661e-14	No	No
O43633	CHMP2A	3.78858764536771	7.343304473818041e-09	No	No
O43639	NCK2	6.61732487550954	5.595788930677581e-25	No	No
O43665	RGS10	6.28584655142935	2.30520845397038e-16	No	No
O43670	ZNF207	5.05627062052001	2.8273872291789e-11	No	No
O43676	NDUFB3	6.32346183334995	1.05789201781248e-21	No	No
O43681	GET3	12.1415094830388	5.7187323410650007e-33	No	No
O43684	BUB3	7.14371772297449	2.29975350314445e-13	No	No
O43707	ACTN4	13.4273075779665	9.35983415651974e-46	No	No
O43708	GSTZ1	7.09863754224659	9.776415197902351e-24	No	No
