term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0086042,2.95413e-05,inf,inf,DSP;CXADR;JUP;PKP2;DSG2;DSC2,Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)
GO:0086069,0.0002066604,inf,inf,DSP;JUP;PKP2;DSG2;DSC2,Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)
GO:0086073,0.0002066604,inf,inf,DSP;JUP;PKP2;DSG2;DSC2,Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073)
GO:0034113,0.0008961942,20.06368,269.4797,DSP;CXADR;JUP;PKP2;ITGA7;DSG2;DSC2,Heterotypic Cell-Cell Adhesion (GO:0034113)
GO:0098911,0.006150132,33.29812,375.6696,DSP;JUP;PKP2;DSG2;DSC2,Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)
GO:0098901,0.01696838,13.34118,134.5432,DSP;CXADR;JUP;PKP2;DSG2;DSC2,Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)
GO:0055007,0.02573651,39.86885,379.3162,AKAP13;CXADR;NRG1;VEGFA,Cardiac Muscle Cell Differentiation (GO:0055007)
GO:0007156,0.02966712,8.251804,76.23377,IGSF11;TENM3;CDH2;DSG2;CDH17;NECTIN3;IGSF9,Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)
GO:0070372,0.04208893,3.337516,29.22452,APP;EPHA4;CCL20;NRG1;PRKCZ;DUSP6;EGFR;TIRAP;SLC9A3R1;MFHAS1;TNIP1;PDGFD;PTPN6;GAS6;FGFR2,Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
GO:0072659,0.04208893,3.698329,32.04805,JUP;ANK3;F11R;ATP1B1;TNFRSF1A;SLC9A3R2;SLC9A3R1;TSPAN15;CACNB3;PKP2;GAS6;NECTIN3;CRB3,Protein Localization To Plasma Membrane (GO:0072659)
GO:0086091,0.05252615,12.47946,104.1874,DSP;JUP;PKP2;DSG2;DSC2,Regulation Of Heart Rate By Cardiac Conduction (GO:0086091)
GO:0046514,0.05984338,19.92974,160.4591,ASAH2;GM2A;HEXA;NEU1,Ceramide Catabolic Process (GO:0046514)
GO:0001573,0.05984338,19.92974,160.4591,GM2A;HEXA;NEU1;ST3GAL5,Ganglioside Metabolic Process (GO:0001573)
GO:0016052,0.06201005,6.372642,50.60874,MANBA;HKDC1;NEU1;UCP2;ALDOB;ENO2;ENO3,Carbohydrate Catabolic Process (GO:0016052)
GO:0055006,0.06548518,59.67056,462.7546,CXADR;JAG1;VEGFA,Cardiac Cell Development (GO:0055006)
GO:0032103,0.06548518,3.753228,28.74652,APP;AIM2;TNIP1;PLAT;NRG1;LCP1;STX3;PLA2G7;TIRAP;TNFRSF1A;SNCA,Positive Regulation Of Response To External Stimulus (GO:0032103)
GO:0098742,0.06548518,4.518128,34.5874,IGSF11;CXADR;TENM3;CDH2;DSG2;SCARF2;CDH17;NECTIN3;IGSF9,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)
GO:0055010,0.06548518,9.981221,75.67418,DSP;PKP2;NRG1;LRP2;FGFR2,Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)
