Protein_Group	Genes	Protein_Names	Ctrl_Piezo1_KO_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_KO_YODA1+_Avg_Peptide_Count	Piezo1_KO_YODA1-_Avg_Peptide_Count	Piezo1_KO_YODA1+_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1-_Avg_Peptide_Count	Ctrl_Piezo1_OE_YODA1+_Avg_Peptide_Count	Piezo1_OE_YODA1-_Avg_Peptide_Count	Piezo1_OE_YODA1+_Avg_Peptide_Count	Species	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR1_TR1	Intensity_Piezo1_KO_YODA1+_BR1_TR1	Intensity_Piezo1_KO_YODA1-_BR2_TR1	Intensity_Piezo1_KO_YODA1+_BR2_TR1	Intensity_Piezo1_KO_YODA1-_BR3_TR1	Intensity_Piezo1_KO_YODA1+_BR3_TR1	Intensity_Piezo1_KO_YODA1-_BR4_TR1	Intensity_Piezo1_KO_YODA1+_BR4_TR1	Intensity_Piezo1_KO_YODA1-_BR5_TR1	Intensity_Piezo1_KO_YODA1+_BR5_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Piezo1_OE_YODA1-_BR1_TR1	Intensity_Piezo1_OE_YODA1+_BR1_TR1	Intensity_Piezo1_OE_YODA1-_BR2_TR1	Intensity_Piezo1_OE_YODA1+_BR2_TR1	Intensity_Piezo1_OE_YODA1-_BR3_TR1	Intensity_Piezo1_OE_YODA1+_BR3_TR1	Intensity_Piezo1_OE_YODA1-_BR4_TR1	Intensity_Piezo1_OE_YODA1+_BR4_TR1	Intensity_Ctrl_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR1_TR2	Intensity_Piezo1_KO_YODA1+_BR1_TR2	Intensity_Piezo1_KO_YODA1-_BR2_TR2	Intensity_Piezo1_KO_YODA1+_BR2_TR2	Intensity_Piezo1_KO_YODA1-_BR3_TR2	Intensity_Piezo1_KO_YODA1+_BR3_TR2	Intensity_Piezo1_KO_YODA1-_BR4_TR2	Intensity_Piezo1_KO_YODA1+_BR4_TR2	Intensity_Piezo1_KO_YODA1-_BR5_TR2	Intensity_Piezo1_KO_YODA1+_BR5_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Ctrl_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Ctrl_Piezo1_OE_YODA1+_BR4_TR2	Intensity_Piezo1_OE_YODA1-_BR1_TR2	Intensity_Piezo1_OE_YODA1+_BR1_TR2	Intensity_Piezo1_OE_YODA1-_BR2_TR2	Intensity_Piezo1_OE_YODA1+_BR2_TR2	Intensity_Piezo1_OE_YODA1-_BR3_TR2	Intensity_Piezo1_OE_YODA1+_BR3_TR2	Intensity_Piezo1_OE_YODA1-_BR4_TR2	Intensity_Piezo1_OE_YODA1+_BR4_TR2
A0AVF1	TTC26	IFT56_HUMAN	17.875	17.5	18.7	16.9	20.25	18.25	19.25	19.625	HUMAN	5784512.0	2581979.0	1909312.4	13152160.0	9652968.0	3099324.5	16932256.0	4427769.5	8775243.0	13533549.0	16156840.0	9466753.0	3392399.0	5183642.5	17512178.0	3899144.2	22895026.0	2821188.0	29255022.0	4888497.0	20650786.0	19954796.0	26214530.0	3684506.5	15979209.0	20154720.0	17120704.0	21967360.0	14613764.0	13399481.0	21020776.0	4826011.0	16304184.0	11299770.0	15222517.0	13210346.0	2602090.2	2424500.2	3033576.0	2822080.5	3680333.5	9931293.0	9223850.0	19784634.0	9567729.0	2057948.9	15017257.0	11752703.0	4248635.0	14354303.0	14917841.0	16289635.0	5049594.0	23942486.0	21761052.0	20132434.0	16377403.0	18626396.0	21371020.0	17021820.0	19929670.0	15104601.0	20127736.0	4611447.0	5384737.0	4342318.5	15279504.0	14847945.0
A0AVI4	TMEM129	TM129_HUMAN	3.0	3.0	3.5	4.1	2.875	3.5714285714285716	3.0	3.5	HUMAN	842799.0	823539.6	1187372.9	1319234.4		1702929.0	1237035.0	1325415.4	942652.1	2002418.9	2229110.2	996467.44	2074836.0	2289801.8	1709884.2	1327866.9	1928939.2	2071630.2	1158562.6	1749217.5	2064576.2	1636078.4	1815665.4	1871399.8	999428.4		966367.25	2129395.2	1332395.4	2131129.0	1518369.0	1420666.9	1045583.75	1435070.2	1324408.5	1688670.4		803934.7	1680931.1	897767.8	1526570.0	1105446.9	1249718.5	1379229.5	1612763.8	1997063.6	2474006.8	2406103.8	728820.5	1772481.9	1353027.8	1743900.6	2121279.0	1820401.8	878803.0	1197523.9	838836.7	1719258.2	837080.44	735057.4	1826951.4	1711400.9	1837571.5	1245502.4	1092639.8	696393.25	1183381.8	1203894.9
A0AVK6	E2F8	E2F8_HUMAN	3.3333333333333335	2.6	2.6666666666666665	3.1666666666666665	3.1666666666666665	2.4	4.333333333333333	3.5	HUMAN	1997924.4	889326.8			6766.6924	1859240.1	143137.5		14606.238	25065.766		1664804.6	6386.2573	1781968.2			28754.105	1928566.5	55525.508		60803.81		9857.699	1772952.5	1057416.5	12918.506		2575736.8	34840.035	59981.633	917750.4	61769.477	1604069.6	2475232.8	1746878.8			29399.268	2428111.0	38922.117	37641.742	50499.34			1480521.6	8365.494			6582.757	8177.4043	1067549.5		53912.527	39460.457		14272.626		1126679.1	49484.32		1143420.5	42158.66		2377722.0	36337.64	162427.11	2597646.8	18494.201
A0AVT1	UBA6	UBA6_HUMAN	64.875	64.75	65.5	65.3	68.125	66.875	67.25	67.375	HUMAN	334500320.0	139984420.0	201867330.0	271686050.0	148977870.0	167853900.0	273250080.0	295376640.0	206793710.0	240786260.0	221045000.0	195063400.0	301425920.0	391133730.0	273720900.0	262088560.0	333793660.0	253314320.0	367333570.0	402481380.0	330895940.0	297099800.0	374810430.0	243112340.0	291619070.0	334857800.0	270746600.0	458618750.0	281640540.0	345454940.0	331334400.0	290653150.0	346460380.0	246336460.0	336457500.0	182985630.0	243714290.0	285909380.0	193369650.0	176943340.0	287478600.0	292583200.0	212752820.0	227523540.0	209305220.0	182066500.0	289879550.0	376906780.0	266800020.0	238806620.0	323108540.0	241099440.0	378156300.0	386230900.0	344875900.0	248430290.0	389704770.0	229556590.0	289378370.0	318029340.0	261460500.0	252111300.0	251858640.0	312140100.0	318769000.0	296170100.0	341986750.0	236975170.0
A0FGR8	ESYT2	ESYT2_HUMAN	49.25	50.0	50.2	50.4	50.75	51.625	50.625	50.875	HUMAN	424226140.0	413244770.0	281107360.0	357671360.0	601675140.0	875384450.0	517466750.0	536925760.0	539122400.0	602683840.0	506994560.0	569847040.0	466078400.0	518093630.0	492498270.0	560101250.0	568473900.0	644518000.0	618067140.0	704142100.0	540113800.0	772235460.0	553992640.0	764269800.0	516709000.0	603837900.0	488221980.0	907544400.0	571256500.0	740751040.0	607432300.0	592730430.0	550920000.0	776697150.0	398398200.0	616776000.0	325150300.0	395765380.0	766882000.0	891365700.0	516153920.0	591294100.0	523593400.0	548082240.0	441654850.0	424962340.0	433768500.0	446074100.0	410683740.0	540221600.0	494140960.0	558960640.0	583268200.0	609408700.0	556311940.0	710560800.0	511167650.0	722753300.0	503793300.0	559470660.0	514977340.0	626128960.0	533537730.0	721638400.0	514844260.0	565172030.0	502014400.0	621725950.0
A0JLT2	MED19	MED19_HUMAN	8.125	8.0	8.5	8.8	8.625	9.0	7.375	8.75	HUMAN	18510256.0	18185102.0	22380028.0	26258838.0	18747804.0	26243406.0	29652694.0	26979754.0	25861512.0	33413516.0	28650450.0	24433040.0	25976140.0	32662202.0	22294424.0	27282916.0	36441040.0	31876496.0	28821290.0	34752172.0	28405084.0	32780048.0	26179172.0	28766314.0	27413648.0	25948208.0	18913004.0	44180810.0	21774652.0	32239350.0	41702630.0	28891784.0	29564860.0	27497074.0	20571930.0	27972360.0	23796800.0	27213908.0	21825386.0	24448780.0	31696854.0	27688138.0	24225592.0	26723316.0	27184572.0	26189570.0	25784430.0	28220308.0	23159458.0	27963394.0	27929990.0	30143338.0	32039180.0	33217874.0	32520860.0	31206666.0	28531528.0	29924536.0	26811048.0	25661240.0	20115164.0	26389136.0	20103828.0	31213292.0	26764480.0	32177842.0	28026508.0	28914804.0
A0JNW5	UHRF1BP1L	UH1BL_HUMAN	47.125	45.375	42.9	42.8	48.0	46.875	48.875	49.125	HUMAN	12282076.0	5316591.5	6431807.5	7637549.5	8291347.5	8181980.5	11659981.0	11983459.0	10231104.0	10384017.0	6640456.0	7492977.5	7198905.0	9260663.0	9183233.0	7266560.5	9052795.0	8773259.0	11434601.0	12722996.0	12460321.0	10638509.0	11498963.0	9876322.0	11889704.0	10981228.0	9945228.0	16458632.0	10659519.0	14432157.0	11448154.0	11366162.0	12782211.0	10492266.0	11133650.0	7762103.0	8111546.5	6956120.5	9672300.0	8038016.5	10774222.0	9291408.0	8587908.0	8470273.0	7800140.5	6142186.5	5631101.5	6687122.5	6915810.5	5104285.5	10002627.0	6688431.0	13652687.0	11293886.0	11061763.0	8438896.0	12820544.0	9113631.0	10252074.0	11235648.0	8909105.0	10376622.0	10243527.0	13073556.0	11285958.0	11832738.0	9329488.0	8709783.0
A0MZ66	SHTN1	SHOT1_HUMAN	50.375	49.75	48.3	48.9	52.75	51.25	52.25	51.625	HUMAN	197391490.0	72325700.0	46327372.0	57923730.0	147544690.0	161383470.0	150767230.0	152755870.0	133840424.0	148225440.0	104372610.0	99729140.0	58582164.0	79543160.0	84552744.0	90218350.0	131876020.0	105352000.0	233906530.0	223817630.0	191238220.0	176841940.0	266724590.0	158775400.0	214918190.0	230787440.0	151463020.0	229532830.0	162346380.0	189642770.0	257378300.0	196079260.0	265575500.0	175574940.0	193556530.0	105393870.0	50775884.0	52256624.0	169011780.0	149528510.0	142297060.0	136714820.0	122735230.0	128149020.0	84902370.0	79949340.0	52637836.0	65133690.0	78614020.0	73613070.0	119571096.0	91334830.0	246661870.0	215216880.0	199562110.0	158473380.0	232612080.0	147012240.0	200299950.0	204484210.0	157011060.0	156810750.0	152171580.0	184898340.0	224843780.0	193031800.0	251147490.0	161569310.0
A0PJW6	TMEM223	TM223_HUMAN	8.75	8.875	9.2	9.3	8.875	9.375	9.375	9.375	HUMAN	15064083.0	16081413.0	19826412.0	23033768.0	17756842.0	21466122.0	18065880.0	16598785.0	21285610.0	26053142.0	23311174.0	26000528.0	25356560.0	24658920.0	23133212.0	23587758.0	21383278.0	27269954.0	21001524.0	25449930.0	19821952.0	20544122.0	20569186.0	27539464.0	19501458.0	19954960.0	16795294.0	23677530.0	19616892.0	23560576.0	22801056.0	20402456.0	19453944.0	24744214.0	17476842.0	23986602.0	21591214.0	25625794.0	20544640.0	20180220.0	21082332.0	21901718.0	24342576.0	18311666.0	25269200.0	23219666.0	19340088.0	25198134.0	22883282.0	21554642.0	26585910.0	27414190.0	20325316.0	21591616.0	22605084.0	25289608.0	17418640.0	25392028.0	18427166.0	17690796.0	17590990.0	21392068.0	19375352.0	21010672.0	20107004.0	21309366.0	20573416.0	19165606.0
A0PJZ3	GXYLT2	GXLT2_HUMAN	9.25	9.375	9.5	8.4	10.625	10.375	8.875	9.125	HUMAN	2790772.0	2410439.2	45797492.0	80368104.0	3576357.0	3280162.5	4069338.0	65667250.0	4783785.5	5162402.0	77581010.0	77134620.0	2865870.5	2730098.8	3517053.5	57008936.0	5007293.0	4791470.0	5739707.0	96653210.0	5550518.0	82632000.0	86960560.0	121975304.0	5207761.0	60362256.0	4602212.5	5787432.0	83494620.0	4204482.0	5791866.5	53416184.0	4815244.5	74995430.0	35406730.0	4063981.0	40370696.0	4147271.5	4588377.0	53137840.0	4005724.5	2997247.5	4815152.5	5291658.5	56932892.0	3964486.0	2117295.0	2898888.5	3155967.5	3809298.5	66712230.0	4315428.5	85457410.0	5103683.0	72503970.0	92479210.0	5735412.0	5880191.0	4256303.0	62098144.0	3636691.2	5545747.5	50909476.0	4460783.5	4552068.5	42625812.0	4744559.5	3391644.8
A0PK00	TMEM120B	T120B_HUMAN	7.5	7.75	7.5	7.6	7.5	8.0	7.875	7.625	HUMAN	3160151.8	3221083.2	2513888.0	4219091.5	3011584.0	4374819.0	3316437.2	3173267.0	3487954.0	3310742.0	4173045.2	3763210.0	3320314.2	3946727.5	3331590.2	4216128.0	3742154.2	4385065.5	3431990.5	6611641.5	4487287.0	7796322.5	3489549.0	6377098.0	4040312.5	4070275.5	4061401.5	7232247.0	5192011.5	5497085.0	2936779.5	3602081.8	2885598.0	3622881.2	2796728.8	4129673.5	2750685.8	3045872.5	3386416.0	4623607.0	3532473.5	3812661.2	3121242.5	3538316.2	4318460.0	3672477.2	3122707.2	4425688.5	2490927.8	4193383.8	3837256.8	4652691.5	3825408.8	4071336.0	3844779.5	5470875.0	3447835.5	4415860.0	3057769.5	3528391.2	3624275.8	4103878.5	4348736.0	4749734.0	4241144.0	2896627.2	3320695.5	3158258.0
A1A4S6	ARHGAP10	RHG10_HUMAN	25.375	24.25	24.6	25.2	25.75	24.625	24.375	25.25	HUMAN	8640068.0	6930263.0	10409079.0	11518201.0	9951040.0	12171292.0	14095778.0	13034104.0	9743275.0	13050334.0	12216410.0	10158744.0	12997508.0	17325692.0	14152301.0	12354149.0	13703891.0	11265904.0	15822815.0	17594566.0	16326999.0	16351426.0	14204145.0	14890969.0	12328763.0	15338056.0	11432831.0	21876864.0	9452210.0	19494312.0	13058899.0	11768212.0	13823572.0	12477253.0	9142886.0	8818192.0	12767462.0	13289124.0	10967561.0	10726360.0	14336740.0	13832728.0	9016244.0	11407553.0	13120613.0	11006920.0	12176672.0	15470108.0	13487414.0	13557634.0	12623250.0	12645791.0	15017343.0	15740508.0	12251144.0	14559469.0	12734416.0	10429186.0	11588510.0	12034378.0	11269916.0	13805143.0	12523724.0	14787376.0	12655919.0	12371597.0	12156105.0	10393048.0
A1A5C7	SLC22A23	S22AN_HUMAN	13.125	12.875	14.9	14.0	11.375	11.625	10.625	10.25	HUMAN	10676044.0	8538475.0	15312323.0	23341504.0	9389338.0	15965379.0	23333904.0	17272818.0	18811450.0	19103242.0	10550479.0	14615103.0	57517556.0	54424790.0	39450100.0	34210068.0	30732540.0	30795862.0	13958574.0	12274082.0	12443796.0	12433044.0	10585927.0	16023264.0	15636834.0	13905933.0	8634368.0	10154620.0	8546181.0	8036535.0	10846206.0	10246237.0	9725438.0	15721072.0	16516638.0	14838317.0	27066728.0	20973544.0	18013386.0	14566040.0	26702498.0	13693392.0	21710750.0	21920738.0	11967012.0	9639002.0	40089930.0	49178380.0	24550434.0	29808786.0	26714770.0	24680840.0	12288230.0	9788410.0	12211733.0	11681806.0	12164040.0	13251233.0	13043161.0	9412972.0	8477085.0	5183368.5	7716287.0	12159978.0	11117888.0	9666691.0	12669243.0	11032773.0
A1L020	MEX3A	MEX3A_HUMAN	11.625	11.375	10.9	12.0	12.75	12.625	13.0	12.25	HUMAN	6203994.0	2618201.5	2146795.8	4633135.0	1259936.4	1750666.4	3873113.5	3744952.5	2776052.2	5093765.5	3221604.5	4333346.0	2445215.2	6036217.0	2126355.2	3059333.2	6750159.0	6769329.0	5316426.5	6968053.5	5025427.0	5884569.5	4752534.0	2638151.8	4441366.5	3767596.5	2469291.8	8453263.0	4102313.8	4886349.5	5390847.5	4506386.5	5322713.0	3641153.8	7222733.5	5841865.5	3660172.8	4073373.2	1580057.9	1540186.9	5196256.5	5297233.5	4414333.5	4316535.0	2634408.8	2627924.2	3720830.8	2925152.8	2126605.5	4807785.5	6347104.5	4020275.2	8037402.5	5530722.0	3904128.0	5257659.5	4902640.5	4786076.0	6374497.5	2920747.8	4292140.0	4377841.0	4913742.0	5018133.5	6856920.5	3750421.0	5166667.5	4542032.0
A1L0T0	ILVBL	HACL2_HUMAN	41.375	41.5	43.0	42.6	42.375	42.375	41.25	42.25	HUMAN	138237620.0	167824300.0	294421300.0	345305660.0	255373890.0	347136770.0	305369820.0	283309470.0	322605700.0	339112260.0	362689570.0	340255400.0	334870750.0	361709100.0	298630400.0	352318270.0	375778620.0	410524130.0	283673020.0	334632130.0	320589920.0	394154850.0	286091700.0	349430880.0	265464980.0	278743360.0	292430050.0	469652600.0	329460830.0	366119170.0	281220100.0	269253380.0	271594080.0	306661300.0	155042660.0	220414910.0	354197820.0	374212260.0	319926270.0	366203300.0	333444480.0	291979300.0	311343360.0	308445020.0	367228060.0	336961020.0	351049540.0	353534800.0	304964300.0	341173730.0	360348400.0	380652600.0	314597700.0	331178530.0	335323780.0	375426370.0	289226750.0	354069570.0	280675680.0	291605380.0	277981440.0	303525220.0	295566240.0	347383800.0	288079700.0	281924200.0	269658600.0	302398200.0
A1L170	C1orf226	CA226_HUMAN	7.5	7.625	7.4	7.8	7.375	7.625	7.0	7.25	HUMAN	3894944.8	3360039.5	3400466.2	8148367.0	3938183.8	6342240.5	5197630.0	6070225.0	4876512.0	6615695.5	4772325.5	5137108.0	6813060.5	7003383.5	5792447.5	7082096.0	6986731.0	7596554.5	4568962.5	4766587.5	3518723.8	6412202.0	6236347.5	6722518.0	3251980.2	5490705.0	2634789.5	7895691.0	2886836.2	6787458.0	5317062.5	5348569.0	4119483.0	4875464.0	4211184.5	5683441.5	6764429.0	7970692.5	5621704.5	7019681.0	4556233.0	6389470.5	5526849.0	6010572.5	3905926.2	5405950.0	6476011.0	8297485.5	3499022.2	7139372.5	7016172.5	7854579.0	5722208.5	6572039.0	6005150.0	6115459.0	4704297.0	6469855.5	4397036.5	5276040.0	2737662.0	4811937.0	2814526.5	6978943.5	4870677.5	5757858.0	4701026.5	6314439.0
A1L390	PLEKHG3	PKHG3_HUMAN	37.5	38.375	38.4	40.0	39.625	38.75	40.25	39.25	HUMAN	51603836.0	41813308.0	28751116.0	56360096.0	34189050.0	77829420.0	72396504.0	86435680.0	44805004.0	93742380.0	23515770.0	67074140.0	39881984.0	86016840.0	29790852.0	84978264.0	40784484.0	48931790.0	45778976.0	74049150.0	73389600.0	62987584.0	80885090.0	82031340.0	34011756.0	27713028.0	61047356.0	113475350.0	71068720.0	32991658.0	45277660.0	79145464.0	75143040.0	83708430.0	58576596.0	56566330.0	64348700.0	21578650.0	32574392.0	30051138.0	30906186.0	76003000.0	31230976.0	38333124.0	57787650.0	23876242.0	64860990.0	72069480.0	63630370.0	86048824.0	36471356.0	89490360.0	92613870.0	92751690.0	77050820.0	29304252.0	35692748.0	74791704.0	84155770.0	64801540.0	74825464.0	68207690.0	32140560.0	71765580.0	45901716.0	25207936.0	34233516.0	74960870.0
A1L3X0	ELOVL7	ELOV7_HUMAN	3.375	3.625	3.8	3.8	3.375	3.625	3.25	3.75	HUMAN	6004215.0	8835412.0	15437100.0	18794228.0	12892297.0	24048912.0	15352795.0	17436884.0	16367680.0	18314238.0	17656036.0	17013314.0	21063904.0	22604808.0	17785258.0	22623892.0	21062948.0	25494004.0	10477134.0	9859055.0	12294255.0	18006884.0	10848096.0	13868978.0	10880396.0	11005876.0	15714291.0	25101732.0	16717482.0	18730408.0	12960822.0	12226557.0	9149665.0	10210629.0	6113782.0	11340630.0	15921059.0	17935566.0	20092110.0	25295636.0	16872632.0	20931064.0	18388380.0	18985166.0	16448799.0	16024762.0	21670460.0	24377350.0	18134560.0	24262410.0	20018310.0	23494666.0	10215498.0	9667552.0	11809832.0	14747604.0	10930828.0	15202034.0	11701014.0	12566441.0	15313034.0	14736142.0	11577676.0	16841482.0	10850078.0	11672534.0	8229864.0	14362798.0
A1X283	SH3PXD2B	SPD2B_HUMAN	53.875	53.75	50.1	49.0	53.25	54.0	53.75	54.0	HUMAN	257772130.0	120822790.0	180166020.0	234640290.0	156496670.0	163904720.0	225198720.0	227453920.0	163935760.0	178676900.0	164067800.0	140527790.0	133588050.0	172007280.0	148066350.0	131905970.0	190216740.0	164455520.0	287572700.0	302127040.0	259922130.0	241888240.0	278028030.0	215828130.0	229931730.0	276828100.0	189712780.0	325926660.0	198322860.0	246982300.0	261860670.0	239073780.0	276987600.0	213688640.0	251090270.0	162872910.0	221102050.0	223773390.0	185871800.0	169500670.0	237439490.0	228490780.0	157697000.0	161180460.0	153988830.0	132187544.0	121445976.0	154325730.0	126685336.0	114321420.0	174870240.0	140920210.0	261079100.0	279924670.0	244635420.0	211352320.0	261819280.0	204664290.0	213160620.0	227743260.0	160923660.0	196140580.0	183038620.0	237167870.0	234406200.0	232847090.0	255625310.0	195195650.0
A1XBS5	FAM92A	FA92A_HUMAN	8.5	8.125	8.1	8.7	8.875	7.875	8.25	8.25	HUMAN	1615574.0	1959348.9	3019782.8	3955245.8	3600449.5	3714627.2	3607950.2	3684071.2	2788942.2	3823425.2	2888895.0	3386421.2	3493282.8	4799219.0	2190101.2	3088970.8	2100263.2	3735817.0	4212823.0	5328613.0	4563059.5	3994639.5	4409697.0	3719060.8	5126531.0	2863130.5	3678997.0	4180747.0	1422853.4	3542349.8	5931198.5	4562505.0	4691021.5	3342525.5	1999838.1	2246209.2	3647303.2	4059505.2	4129881.5	3559624.8	4340415.0	4161072.8	1917241.9	2984849.8	2526598.0	2128552.2	3411019.5	3846478.5	3247873.5	2721634.5	3701096.2	3963397.0	4853474.5	5056705.5	3586284.2	3155479.8	3958006.8	3680790.0	4423675.0	3274235.5	2835528.0	3075608.5	3061331.0	2623056.8	4340230.5	3988362.8	4670330.5	3254509.2
A2A2Y4	FRMD3	FRMD3_HUMAN	8.857142857142858	7.571428571428571	10.1	8.6	6.375	4.125	6.5	4.166666666666667	HUMAN		51346.582	1227658.0	569740.75	1407281.0	1267577.4	880421.6	500828.6	581015.75	926760.8	529640.6	295749.7	3729559.0	2772093.2	2340847.2	1566752.9	1429866.0	2149682.8	446572.84	370632.3	313061.56	451911.78	404948.94	319005.06	353434.38	202648.94	67917.51			54822.992	639827.75	241116.78	386099.6	396127.75	322719.8		913260.4	543178.25	1797326.9	682861.5	929889.75	550314.75	591333.9	110276.81	646511.3	411365.97	3046038.8	2589115.2	2019616.4	2321500.0	1118204.0	1199679.5	658462.4	242118.25	498788.1	255742.36	422123.8	367990.44	376207.7	30570.277			265901.75	261944.2	507441.34	198031.69	641125.56	24426.062
A2A3K4	PTPDC1	PTPC1_HUMAN	2.3333333333333335	2.2	2.6	3.0	2.857142857142857	2.75	2.6666666666666665	2.6666666666666665	HUMAN	9130.611	5280.452		236629.19			2518.6555		342605.6	630924.0				887068.8	228378.28		50524.227	94601.23	6611.8506	413983.75	43210.45	234656.42	511924.12		47315.863		273367.5	26554.84	48788.87	750030.7	492171.3	790072.75	431345.1	511517.66	6678.49	33302.87		694900.94				630376.7	293057.28	588387.6	22186.45			72949.26		374329.9					21499.822	34747.74	6870.7373		796998.2	31876.537			534243.25	39233.35		482613.3	539710.2	
A2AJT9	BCLAF3	BCLA3_HUMAN	28.125	29.125	30.7	30.6	29.625	29.75	28.5	30.0	HUMAN	65493010.0	31278892.0	44526464.0	104816850.0	66250130.0	106561000.0	98902456.0	76526420.0	81665790.0	119202760.0	108614760.0	90847260.0	109423970.0	106684070.0	73580410.0	106647690.0	113298070.0	110933150.0	56575424.0	56482776.0	55247710.0	94279450.0	63560988.0	90519650.0	79389960.0	91302160.0	60351710.0	91691080.0	57481484.0	74298720.0	80901310.0	63687692.0	69794104.0	83911656.0	15647531.0	76541040.0	51082496.0	45904900.0	74321780.0	86864456.0	48875092.0	59547668.0	70601650.0	72187900.0	71311270.0	64898570.0	78226790.0	87918260.0	69351130.0	78951950.0	77654680.0	94150670.0	63959424.0	70973120.0	87837790.0	89966360.0	76092776.0	83305980.0	60958316.0	18562990.0	54855456.0	56202310.0	54103456.0	66690250.0	47338764.0	64625244.0	73319816.0	64846404.0
A2I7N0	SERPINA3-4	SPA34_BOVIN	3.625	3.75	4.0	3.9	3.375	3.125	3.875	3.625	BOVIN	26829328.0	11473838.0	9911148.0	21715422.0	11825348.0	21304294.0	15285134.0	12950934.0	35014624.0	13046680.0	25512908.0	33512024.0	22931940.0	15841293.0	30717044.0	26850608.0	52520016.0	26971002.0	9885938.0	9307760.0	8990624.0	20327102.0	25662562.0	17123176.0	12331224.0	12947164.0	58152548.0	21532600.0	26872024.0	10751128.0	15922016.0	15629488.0	19612238.0	13001424.0	23267864.0	14480360.0	11035705.0	17173264.0	14130274.0	18245244.0	14364518.0	11951580.0	28480858.0	9200886.0	25403844.0	31489694.0	21373712.0	14836078.0	25566628.0	22199326.0	40639600.0	20324858.0	9649584.0	8985263.0	8218889.5	15915380.0	25168340.0	12991119.0	7833584.0	9855671.0	57048564.0	13510357.0	23184908.0	9797302.0	13253302.0	12056238.0	17022484.0	9034065.0
A2I7N1	SERPINA3-5	SPA35_BOVIN	4.125	4.625	5.4	5.4	3.375	4.142857142857143	5.5	3.875	BOVIN	1634882.6	1858978.4	1401189.5	2800610.5	1327467.5	2672639.8	1124807.9	1183458.1	4227211.0	1195071.0	2721829.0	5741365.5	2493480.5	2257417.0	3490246.5	4718901.5	7375988.0	2303456.8	314303.62		1190188.9	3222805.8	1574258.1	2646181.8	1185243.2	1271185.4	8732903.0	3065513.8	2985945.8	1780986.0	1740146.5	1503070.0	3245694.5	913789.5	2920844.5	1490922.0	1563756.6	2084197.8	1506012.5	2172432.0	1353897.0	303824.62	2838129.5	1917714.5	2353214.5	5629402.5	2357241.2	1882062.9	3229948.2	3655173.8	6262974.0	2101886.0	1038731.3	1656412.4	1388395.1	3607386.8	4035747.5	1685797.0	411109.62	182505.03	7464907.5	2337251.8	3439229.8	1631430.1	2367404.5	1500357.2	2096508.4	1145079.6
