Protein_Group	Genes	SAX_22001_M3_vs_RAW_22001_M3_logFC	SAX_22001_M3_vs_RAW_22001_M3_pval	Removed?	Contaminant?
A0A0B4J2D5;P0DPI2	GATD3A;GATD3B	7.59987227844259	5.98839114327101e-08	No	No
A0AVT1	UBA6	5.89298957002461	3.26894807054102e-07	No	No
A0FGR8	ESYT2	4.71364281942978	8.80927484813113e-07	No	No
A1A4S6	ARHGAP10	5.61881687465704	8.24896273830569e-06	No	No
A1L0T0	ILVBL	4.80891064457805	9.90380795254484e-07	No	No
A1L3X0	ELOVL7	4.64140855369449	1.97103482151169e-06	No	No
A1X283	SH3PXD2B	7.47779788581495	6.15368794423477e-08	No	No
A2RRP1	NBAS	4.16913445969319	0.0007192550356079	No	No
A2RUS2	DENND3	8.17174839807302	1.47567670455389e-10	No	No
A3KMH1	VWA8	5.4963290156184	2.81390883780302e-05	No	No
A4D1B5	GSAP	3.48234235789526	0.0002137393911859	No	No
A4UGR9	XIRP2	3.06008219673792	0.0025223603805195	No	No
A5D8V6	VPS37C	2.83589943401929	0.0047398139332461	No	No
A5YKK6	CNOT1	5.02383155318638	1.7666593031111e-05	No	No
A6NDG6	PGP	4.26874796464573	7.02650298734286e-05	No	No
A6NDU8	C5orf51	4.42585978951496	1.56943643062905e-05	No	No
A6NFX1	MFSD2B	4.12686621769442	4.50039781470734e-05	No	No
A6NHL2	TUBAL3	9.82851371683305	1.2841922710241e-12	No	No
A6NIH7	UNC119B	3.32900996864837	0.0096004413001219	No	No
A6QL63	BTBD11	5.34377743315709	6.81987457281016e-07	No	No
A7E2V4	ZSWIM8	4.14835301580471	9.35534237498196e-06	No	No
B0I1T2	MYO1G	3.70014568883876	0.0003198213497482	No	No
B2RUZ4	SMIM1	5.36720283383905	1.22504066574243e-07	No	No
B5ME19;Q99613	EIF3C;EIF3CL	6.61672377762103	1.23557900545025e-07	No	No
B7ZAQ6;P0CG08	GPR89A;GPR89B	4.44000071654694	2.86619876915483e-05	No	No
C4AMC7;Q6VEQ5	WASH2P;WASH3P	3.13569834767749	0.0023178194197097	No	No
E9PAV3	NACA	6.85181779139483	6.32789529822998e-13	No	No
O00116	AGPS	7.16033238170674	3.2353981763654596e-11	No	No
O00151	PDLIM1	2.89635535266915	0.0001228911687391	No	No
O00154	ACOT7	7.40179688984859	6.57092936468009e-08	No	No
O00159	MYO1C	7.64052072692227	3.36387429897334e-08	No	No
O00160	MYO1F	4.63363011493409	3.64820930530931e-05	No	No
O00170	AIP	3.42891617711252	0.0067410963021162	No	No
O00178	GTPBP1	4.65773686561719	3.57844090401669e-06	No	No
O00182	LGALS9	4.76659908078539	0.0002616680692582	No	No
O00187	MASP2	3.69378559043551	3.69368228378923e-08	No	No
O00189	AP4M1	3.68680485012019	4.492853952105e-05	No	No
O00194	RAB27B	3.17338422273007	7.5034084309783e-05	No	No
O00203	AP3B1	6.71792493725678	2.0801803953295398e-11	No	No
O00214	LGALS8	3.82053734775851	0.0004710264404357	No	No
O00217	NDUFS8	5.83873483911384	8.07146070476636e-08	No	No
O00231	PSMD11	8.2053899864565	7.55610097054567e-12	No	No
O00232	PSMD12	5.76250466650658	6.11135017044702e-08	No	No
O00233	PSMD9	5.07739621647956	2.0733754828349e-06	No	No
O00258	GET1	5.68422287262339	0.0006402576850323	No	No
O00291	HIP1	4.40250462095058	0.0022415365215977	No	No
O00303	EIF3F	7.24240988794763	8.32677128910481e-10	No	No
O00330	PDHX	5.38196232563909	1.18335550227083e-06	No	No
O00399	DCTN6	4.79136959748196	1.71947451772619e-05	No	No
O00400	SLC33A1	3.35197030372315	0.0008517064297602	No	No
O00408	PDE2A	5.24932815397999	1.59882072651128e-05	No	No
O00410	IPO5	3.34762475916595	0.006761206760978	No	No
O00425	IGF2BP3	3.89501439023829	0.0005835278099526	No	No
O00442	RTCA	5.18163657312957	4.12160430708234e-07	No	No
O00461	GOLIM4	5.81049881113541	1.32265919071795e-08	No	No
O00469	PLOD2	6.61535937525954	0.0001453926680672	No	No
O00471	EXOC5	5.18727103195884	0.0001809253925183	No	No
O00483	NDUFA4	5.99745415507829	6.4147854090947e-07	No	No
O00487	PSMD14	6.36398298719693	1.43487011909784e-06	No	No
O00501	CLDN5	4.83616888670231	7.3146630975802e-07	No	No
O00505	KPNA3	6.06378839368574	2.4118698650941203e-09	No	No
O00507	USP9Y	2.79459451606026	0.0050986920747789	No	No
O00559	EBAG9	2.64708238971915	0.007167768182255	No	No
O00560	SDCBP	5.84094023431063	1.04498694425623e-05	No	No
O00562	PITPNM1	3.62775750060408	0.0078233683877151	No	No
O00571	DDX3X	6.4631752204727	2.04513431217736e-09	No	No
O00587	MFNG	2.94170970654283	0.0053831801050521	No	No
O00629	KPNA4	3.57492185081096	0.0077595657967536	No	No
O00743	PPP6C	7.88042327874463	5.43931151835186e-13	No	No
O00746	NME4	3.84009943953155	0.0003403399431563	No	No
O00748	CES2	3.35435333555787	0.004634375524962	No	No
O00754	MAN2B1	6.09913592510986	5.38996329754986e-07	No	No
O14521	SDHD	3.75931660549831	0.0001676127429339	No	No
O14523	C2CD2L	6.08938257899194	1.8640119067327e-07	No	No
O14530	TXNDC9	4.19412357370294	0.0002161150265517	No	No
O14545	TRAFD1	7.41883030631732	5.95851423462292e-11	No	No
O14548	COX7A2L	4.72735916243433	7.37149995637478e-06	No	No
O14561	NDUFAB1	4.41107028855819	3.10519927956454e-06	No	No
O14594	NCAN	3.83140983315813	4.0846750423155e-05	No	No
O14618	CCS	6.97616450484883	2.14305086162235e-08	No	No
O14639	ABLIM1	4.71335101705166	5.21345564621422e-06	No	No
O14653	GOSR2	4.74703113479623	3.16456906373074e-06	No	No
O14656	TOR1A	4.86374956242557	1.04330997142254e-05	No	No
O14662	STX16	4.53909029523978	1.25976812424477e-05	No	No
O14727	APAF1	4.24293618359086	1.00520535411554e-05	No	No
O14730	RIOK3	2.8356496367319	0.0030994078330898	No	No
O14734	ACOT8	5.44360230810252	3.9343930472117e-08	No	No
O14735	CDIPT	5.13393822418987	2.95837250573807e-06	No	No
O14737	PDCD5	3.02018645931988	0.0092468285684938	No	No
O14744	PRMT5	4.47121181475125	6.87907903938166e-06	No	No
O14775	GNB5	4.18312702749279	5.57463379103101e-05	No	No
O14786	NRP1	3.50813578603852	6.81108080179767e-06	No	No
O14787	TNPO2	4.10581819237405	0.0028627178042634	No	No
