Protein_Group	Genes	SAX_42001_B_vs_RAW_42001_B_logFC	SAX_42001_B_vs_RAW_42001_B_pval	Removed?	Contaminant?
O43752	STX6	3.73827123430871	0.0003443238633004	No	No
O43760	SYNGR2	4.02517787549895	0.000307969042838	No	No
O43765	SGTA	4.76368046238806	0.000130459611878	No	No
O43815	STRN	4.05798897570537	9.51793325566714e-06	No	No
O43819	SCO2	4.08597156144838	0.0024490939797214	No	No
O43826	SLC37A4	3.92382761948722	0.0076708447178013	No	No
O43837	IDH3B	6.00041208208681	9.18544961563575e-08	No	No
O43847	NRDC	6.27682487769613	7.92752196223724e-07	No	No
O43861	ATP9B	4.29100505771838	0.0001718735131194	No	No
O43920	NDUFS5	5.22450013303296	1.39202885311477e-08	No	No
O43930;P51817	PRKX;PRKY	3.81516682344949	7.73988266844722e-05	No	No
O60240	PLIN1	5.27766493918317	3.13732837855744e-07	No	No
O60271	SPAG9	4.72103137054034	3.71801580299289e-07	No	No
O60476	MAN1A2	3.84518683064884	0.0035021720041583	No	No
O60502	OGA	5.79783494173747	0.0003070975080565	No	No
O60518	RANBP6	3.2899568472661	0.008568512527841	No	No
O60524	NEMF	3.55214577304572	0.0025543245028897	No	No
O60613	SELENOF	4.28145140684859	6.55781306000744e-06	No	No
O60674	JAK2	6.41406765963807	8.1405699489946e-07	No	No
O60701	UGDH	4.39669078930575	0.0002659589924478	No	No
O60716	CTNND1	3.33690217973875	0.0006764406759508	No	No
O60784	TOM1	4.20648308078195	0.0017241820882401	No	No
O60826	CCDC22	3.8156455349645	0.0002639528485084	No	No
O60831	PRAF2	4.67743136381667	7.19664257686469e-08	No	No
O60841	EIF5B	5.82112741213192	2.38424094178453e-06	No	No
O60890	OPHN1	5.37133257244495	5.6022703522992e-05	No	No
O75061	DNAJC6	3.55007268023609	0.000571787863401	No	No
O75122	CLASP2	4.53050422223036	2.62797128854073e-05	No	No
O75154	RAB11FIP3	5.04315930827396	5.09439354206438e-06	No	No
O75165	DNAJC13	6.24482435064815	5.0628129241147e-07	No	No
O75170	PPP6R2	5.13411363427394	0.0007310207198256	No	No
O75175	CNOT3	6.06119240381166	0.0001835956021631	No	No
O75197	LRP5	4.70035231955953	6.69429501216196e-06	No	No
O75251	NDUFS7	3.85928923804889	0.0003316216989682	No	No
O75306	NDUFS2	6.1554029746433	2.68217162994674e-08	No	No
O75309	CDH16	5.38480185169806	1.6811787897239e-06	No	No
O75312	ZPR1	6.5150183586084	5.83311075208637e-10	No	No
O75323	NIPSNAP2	4.71549663058264	3.38175183567134e-06	No	No
O75348	ATP6V1G1	5.21870239825153	1.13005647627489e-06	No	No
O75381	PEX14	3.56268098274971	0.0002933318383374	No	No
O75410	TACC1	4.37510995355902	0.0009007616709064	No	No
O75427	LRCH4	4.52494468141085	1.89155526582801e-05	No	No
O75436	VPS26A	3.85691211949739	2.5925187483181e-05	No	No
O75477	ERLIN1	3.76186761492537	0.0007781896561617	No	No
O75521	ECI2	5.52709045811321	3.6481633095969e-07	No	No
O75534	CSDE1	4.76849295461402	4.8243651629724e-06	No	No
O75592	MYCBP2	6.74035971694247	4.6118731442606606e-09	No	No
O75674	TOM1L1	6.14571113095088	9.35996260261457e-06	No	No
O75688	PPM1B	4.40529876378979	5.97348099873989e-05	No	No
O75718	CRTAP	4.9662823254781	7.38864826427266e-06	No	No
O75746	SLC25A12	3.93615326877252	0.000301646777204	No	No
O75752	B3GALNT1	3.2214130485304	0.0007099371933172	No	No
O75787	ATP6AP2	5.79208959945967	5.509519423080711e-09	No	No
O75843	AP1G2	3.46888096478496	0.0004494124426661	No	No
O75880	SCO1	3.33115816034808	0.0006943044579368	No	No
O75886	STAM2	5.54915569483146	1.14746304225452e-05	No	No
O75962	TRIO	3.29910941768092	0.0090139417790603	No	No
O76031	CLPX	3.59268527842506	0.0039855599737257	No	No
O94766	B3GAT3	3.37578207424222	0.0044177181642464	No	No
O94804	STK10	6.95475026859236	3.3752001757856e-07	No	No
O94826	TOMM70	6.98174091487791	6.11804525722107e-08	No	No
O94832	MYO1D	3.25493320660083	0.0018388494275611	No	No
O94903	PLPBP	3.30417835486819	0.0023773535264892	No	No
O94915	FRYL	5.37446079744264	4.52344653955411e-05	No	No
O94925	GLS	6.70855446267829	3.27965423512998e-10	No	No
O94973	AP2A2	4.38730456110452	5.656800671488e-05	No	No
O94992	HEXIM1	4.06856556644221	0.0004157537204151	No	No
O95081	AGFG2	3.33535779121461	0.0025757501835197	No	No
O95155	UBE4B	3.32273428420147	0.0017632926694713	No	No
O95168	NDUFB4	4.63046465634226	5.85909012588145e-05	No	No
O95169	NDUFB8	4.08180799485092	7.3466332720688e-05	No	No
O95183	VAMP5	3.54245464813283	0.0006345836169744	No	No
O95210	STBD1	3.43110024494017	0.0017910768992805	No	No
O95219	SNX4	6.75553776114969	2.5983323871586203e-09	No	No
O95248	SBF1	5.16978567446697	3.01571086980906e-07	No	No
O95249	GOSR1	4.77659999785578	1.92047915930303e-05	No	No
O95260	ATE1	4.34840236586543	0.0003505695530828	No	No
O95298	NDUFC2	8.90973694018815	2.29508339730228e-11	No	No
O95299	NDUFA10	4.9466888251587	1.9662479276616e-05	No	No
O95302	FKBP9	4.09577765601136	3.53893500808541e-06	No	No
O95340	PAPSS2	4.12359685829251	0.0003256181907091	No	No
O95352	ATG7	4.67663593752324	0.0007604337022226	No	No
O95372	LYPLA2	3.62029919307917	0.0002445649634074	No	No
O95425	SVIL	5.53865309535533	2.37138359921149e-06	No	No
O95486	SEC24A	5.13022112833754	0.0039368189773947	No	No
O95487	SEC24B	4.40512018883314	0.0015021976461931	No	No
O95573	ACSL3	5.51517064660247	5.4921176848025e-05	No	No
O95671	ASMTL	3.27992888971214	0.0013594567901443	No	No
O95685	PPP1R3D	3.17578410454299	0.0040255304473255	No	No
O95757	HSPA4L	3.77856332563036	0.0031846999742198	No	No
O95772	STARD3NL	3.51819462497305	0.0007191244587843	No	No
O95786	DDX58	4.86488424309219	1.00845871495752e-07	No	No
O95810	CAVIN2	3.36825163097769	0.0073563259227552	No	No
O95816	BAG2	4.48799722095336	6.00595924803277e-07	No	No
O95819	MAP4K4	4.38675658211329	8.40254498116164e-07	No	No
O95822	MLYCD	4.93645891294788	3.08922519912218e-05	No	No
O95825	CRYZL1	3.79490290285157	0.0033972352074187	No	No
O95858	TSPAN15	4.65581715472391	5.4471817176234e-06	No	No
O96005	CLPTM1	5.62276262341974	3.2751300716807e-06	No	No
O96008	TOMM40	4.80859189030977	2.21194224994626e-05	No	No
P00167	CYB5A	4.16608824404594	4.00801000097654e-05	No	No
P00395	MT-CO1	5.57145192190322	3.09115843241359e-07	No	No
P00414	MT-CO3	4.68941278871411	8.78336186400312e-06	No	No
P00451	F8	4.22382349192505	2.11967431898895e-07	No	No
P00734	F2	4.56446039062717	1.7021233227756002e-16	No	No
P00740	F9	6.23585971481425	4.0742811582456897e-22	No	No
P00742	F10	5.49497224450649	1.96952447990588e-16	No	No
P01042	KNG1	3.47814902284161	1.42625868972024e-10	No	No
P01127	PDGFB	5.09321288274996	0.0030775885266183	No	No
P01130	LDLR	7.34618238845048	1.77165800057356e-08	No	No
P01133	EGF	6.15644323453408	1.6091151284859902e-09	No	No
P01266	TG	3.29125009866433	0.000852741256926	No	No
P01772	IGHV3-33	3.44816947887175	0.0063105137492744	No	No
P02741	CRP	4.64356798058411	1.77044130776257e-08	No	No
P02748	C9	3.75948457581967	2.1329969773876803e-09	No	No
P02751	FN1	3.50249181713196	4.68189106080178e-10	No	No
P02810	PRH2	6.141672948144	9.61647984752281e-10	No	No
P03905	MT-ND4	3.89995865648318	0.0001450198952059	No	No
P03915	MT-ND5	8.4374798971894	8.03611555453604e-10	No	No
P03956	MMP1	3.70001714663751	0.0003517656543511	No	No
P04003	C4BPA	4.18263222666274	1.1956728906581401e-14	No	No
P04004	VTN	3.38388590733713	2.33935566360944e-10	No	No
P04070	PROC	6.07928186198489	6.86542284187658e-08	No	No
P04275	VWF	3.51060904243783	1.03529261866939e-08	No	No
P04920	SLC4A2	3.30697232480508	0.0011266070455677	No	No
P05106	ITGB3	3.47495093247426	0.0066428357972015	No	No
P05165	PCCA	6.65061369610811	1.79547627692874e-09	No	No
P05166	PCCB	6.23697221743391	6.29581316970333e-07	No	No
P05387	RPLP2	3.35542981883262	0.0010867194724007	No	No
P06280	GLA	5.91927629264111	3.71309870187692e-07	No	No
P06756	ITGAV	6.66087183252353	1.3420986379034e-11	No	No
P07225	PROS1	4.10370174991661	2.97134967243061e-12	No	No
P07237	P4HB	4.6019478779875	4.00962515926239e-11	No	No
P07311	ACYP1	3.59794849714401	8.08147226407447e-05	No	No
P07332	FES	4.41787552587832	2.39202699105482e-05	No	No
P07476	IVL	4.40929641869121	0.000737791812596	No	No
P07900	HSP90AA1	3.86019208359324	5.40125766176823e-07	No	No
P07947	YES1	4.94724218819836	3.07852321378327e-05	No	No
P07996	THBS1	4.88689460777982	1.55442567133805e-10	No	No
P08294	SOD3	3.74985865691123	7.63878595876329e-07	No	No
P08514	ITGA2B	4.56649231776604	1.48095057096016e-10	No	No
P08648	ITGA5	3.34527230184271	0.0013012012411146	No	No
P09327	VIL1	4.599266161615	0.0016625939461522	No	No
P09429	HMGB1	3.44519215940163	0.0001826975355242	No	No
P09619	PDGFRB	4.67101987889507	8.93113582544278e-06	No	No
P09769	FGR	6.46143109045923	4.13262866623544e-05	No	No
P09871	C1S	4.75594993123098	1.1628526941791e-06	No	No
P0C0L5	C4B	3.64283030603761	1.30834436701543e-08	No	No
P0C7M8	CLEC2L	3.20339612636874	0.0015100926566506	No	No
P0CAP1	MYZAP	3.86065410763116	0.0003563422800529	No	No
P0DI81;P0DI82	TRAPPC2;TRAPPC2B	3.58702006135672	0.0001932375039218	No	No
P10155	RO60	5.20259840695937	2.8484301091387e-08	No	No
P10398	ARAF	5.54169501982778	1.43029323991974e-06	No	No
P10515	DLAT	5.42585060002836	3.00439219703713e-07	No	No
P11021	HSPA5	3.51998532291156	2.10941481559685e-10	No	No
P11182	DBT	4.84445263759876	3.8171168141196e-05	No	No
P11274	BCR	5.86172447924486	1.84301197565679e-06	No	No
P11362	FGFR1	4.27860774644678	0.000398061239781	No	No
P11441	UBL4A	5.07966118634298	9.85715172533175e-07	No	No
P12074	COX6A1	5.00895747308152	2.0953268256646e-06	No	No
P12259	F5	4.29791693980713	5.2483397260531596e-11	No	No
P12694	BCKDHA	5.83523458378748	7.41619435054438e-06	No	No
P12814	ACTN1	4.2374348742763	0.000910501285346	No	No
P12830	CDH1	5.0625372879607	4.04116032312518e-10	No	No
P13591	NCAM1	4.97297350726954	2.16044163170049e-07	No	No
P13667	PDIA4	3.64093679339807	2.68922949427473e-06	No	No
P13674	P4HA1	3.91190085948842	8.83756888475043e-05	No	No
P13798	APEH	3.46034622201564	7.23995399105592e-05	No	No
P13807	GYS1	3.84542564690343	0.0006321179010332	No	No
P14314	PRKCSH	4.91394518479127	8.68308524325714e-07	No	No
P14543	NID1	4.83115711466573	2.75378320243098e-12	No	No
P14625	HSP90B1	3.43410325698915	1.42317656731236e-05	No	No
P14770	GP9	3.71249669313262	0.0002116648322691	No	No
P14854	COX6B1	3.19449766601762	0.0092646908768356	No	No
P15311	EZR	6.03015844300702	0.0005234515117064	No	No
P16150	SPN	4.3001255232504	5.00684676525085e-07	No	No
P16219	ACADS	6.01156811815104	1.88540276746198e-07	No	No
P16234	PDGFRA	3.77049357774143	0.0001793324165494	No	No
P16278	GLB1	3.20416234951056	0.0014036199361122	No	No
P16435	POR	4.69350753095089	2.95600373893063e-05	No	No
P16455	MGMT	3.93223532939288	0.0004267971750685	No	No
P16591	FER	3.31936907185835	0.0002008378128733	No	No
P16870	CPE	5.50876998202734	5.03279615532103e-06	No	No
P16871	IL7R	5.59921017688449	5.45741273765127e-08	No	No
P16885	PLCG2	4.314791775099	0.0005484176716681	No	No
P17152	TMEM11	4.47498314693729	1.59387116744157e-06	No	No
P17655	CAPN2	3.88576435172503	0.0022815683875287	No	No
P17987	TCP1	4.35460465115008	7.90232713880259e-07	No	No
P18084	ITGB5	7.20243141556816	4.45113116209138e-12	No	No
P18433	PTPRA	3.40911282095155	0.0002852524699906	No	No
P19474	TRIM21	5.40632086831836	1.09211657989581e-07	No	No
P19634	SLC9A1	6.85972991651556	2.94348261009213e-12	No	No
P19823	ITIH2	4.102470202673	4.75243408432963e-13	No	No
P19827	ITIH1	3.78506251185036	1.98582578696661e-09	No	No
P19838	NFKB1	4.39720657412315	0.0001414730219777	No	No
P20020	ATP2B1	5.33134431192595	2.4911896560053e-05	No	No
P20042	EIF2S2	5.36632725160148	0.0003854612125149	No	No
P20851	C4BPB	4.13079383222252	7.20676334154995e-07	No	No
P20936	RASA1	5.32366107573699	2.81330206914977e-06	No	No
P21283	ATP6V1C1	3.60805641694261	0.0025002512092424	No	No
P21333	FLNA	4.40024004118675	2.70381378773987e-07	No	No
P21359	NF1	5.40744695183961	4.54905930703218e-06	No	No
P21731	TBXA2R	4.72362646413083	4.41010108848983e-05	No	No
P21802	FGFR2	5.5498737703013	0.0002196161010834	No	No
P21810	BGN	3.9562373243163	0.0003838611433893	No	No
P21912	SDHB	6.91746579305107	3.4187970885483e-08	No	No
P22001	KCNA3	3.80974248374053	0.0003271477988933	No	No
P22033	MMUT	5.09939650439128	3.43400560623133e-07	No	No
P22223	CDH3	6.77784039797303	6.834604844871e-07	No	No
P22455	FGFR4	3.36460059152241	0.0077497161681887	No	No
P22570	FDXR	5.13045272898727	4.07553554476494e-06	No	No
P22830	FECH	5.12077742869588	8.49032483716485e-07	No	No
P22891	PROZ	5.42613689833473	1.51965283433478e-05	No	No
P23142	FBLN1	4.31316313889509	1.71427569106956e-10	No	No
P23435	CBLN1	5.46244068417051	2.26404037407851e-07	No	No
P23458	JAK1	5.3333649593574	8.57829940861898e-06	No	No
P23610	F8A3	4.05982286106285	0.0002021463356805	No	No
P23743	DGKA	4.19132991930338	6.1790672784606e-05	No	No
P23786	CPT2	6.62846331450375	6.90331883109687e-06	No	No
P23919	DTYMK	7.38281173975859	1.4799380098334302e-09	No	No
P24821	TNC	3.45046933961502	1.69461198325635e-05	No	No
P24844	MYL9	3.86644946158155	6.52158359852206e-07	No	No
P25116	F2R	4.49759832395677	0.0002407722374265	No	No
P25686	DNAJB2	4.57432827175309	0.0006736396944455	No	No
P25786	PSMA1	3.86417657711282	9.25577208691168e-06	No	No
P25788	PSMA3	3.93578531383306	1.56885758984704e-06	No	No
P25789	PSMA4	3.64061969647451	5.56692046249607e-06	No	No
P26022	PTX3	7.87740878034406	1.90746335582783e-12	No	No
P26440	IVD	5.1485609764925	0.0006983244373662	No	No
P26640	VARS1	3.3652511656643	0.0007727967252615	No	No
P27448	MARK3	3.42874067212764	0.002573981396069	No	No
P27701	CD82	4.65106856185544	0.0003816877779632	No	No
P27708	CAD	3.9008456027126	2.06469175002098e-05	No	No
P27797	CALR	3.85231594258512	2.11564701698263e-06	No	No
P27986	PIK3R1	7.71795709232787	1.1827418901125299e-11	No	No
P28066	PSMA5	3.33886337452468	8.7823860569394e-08	No	No
P28288	ABCD3	4.82892945397193	0.0001577311094336	No	No
P28290	ITPRID2	4.39110051644889	0.0010847148765895	No	No
P28906	CD34	5.97809684351401	3.30003653251335e-05	No	No
P29353	SHC1	3.88089637547815	4.79748811367484e-05	No	No
P29728	OAS2	4.02870290039563	0.0005635586004879	No	No
P29965	CD40LG	5.19045679811927	3.88210728150928e-06	No	No
P29992	GNA11	5.16230374849071	1.7670669635886e-06	No	No
P30519	HMOX2	3.69941542407016	0.0004170345001574	No	No
P30520	ADSS2	3.18375945969727	0.0031775721775236	No	No
P30837	ALDH1B1	4.05456969758264	8.70318874771857e-05	No	No
P30990	NTS	3.35551487732775	0.00088306340319	No	No
P31431	SDC4	3.9103439918112	0.0001389048197822	No	No
P31641	SLC6A6	4.18121792238744	7.34531060413717e-06	No	No
P31645	SLC6A4	4.42579536458669	3.41551690076396e-05	No	No
P31689	DNAJA1	6.50045618440568	1.83160153487137e-06	No	No
P31749	AKT1	5.38850293645702	1.85668051452793e-05	No	No
P31937	HIBADH	6.21191306775529	1.09275929588916e-07	No	No
P32189	GK	3.29165951383951	0.0028075093832709	No	No
P32321	DCTD	3.56344360983466	0.0002731982989191	No	No
P33240	CSTF2	8.77982804672697	3.7535127570095e-06	No	No
P33316	DUT	3.26262198782014	0.0055158054802151	No	No
P33527	ABCC1	5.43430602793697	2.81184625317719e-06	No	No
P33897	ABCD1	3.69627670634561	0.0002502893866397	No	No
P34896	SHMT1	3.62149073110657	0.0007273972592229	No	No
P34947	GRK5	4.91394022666526	0.0001961161375719	No	No
P34949	MPI	3.54614713294066	0.0031879819850345	No	No
P35222	CTNNB1	6.24556156618525	0.0050506740476913	No	No
P35236	PTPN7	3.77856406832466	0.0008021701939491	No	No
P35244	RPA3	3.50237219960687	0.0002648583038653	No	No
P35442	THBS2	8.37728480285489	1.7298692903914701e-09	No	No
P35443	THBS4	5.41483889874262	6.68815127653048e-08	No	No
P35573	AGL	3.95305183038142	0.0005476986452293	No	No
P35579	MYH9	4.83024083431611	9.22918017780706e-12	No	No
P35580	MYH10	4.56699922120497	3.94028061856096e-05	No	No
P35749	MYH11	4.7594381686294	1.3501578368768e-05	No	No
P36404	ARL2	3.98169169495071	3.64341063062285e-05	No	No
P36776	LONP1	5.77164658318187	3.13951814724173e-06	No	No
P37840	SNCA	3.76411682011332	1.13830209923477e-06	No	No
P39687	ANP32A	3.31692357482474	0.0023798762180714	No	No
P40222	TXLNA	5.52239953057033	4.70832629043653e-06	No	No
P40967	PMEL	6.91376304585402	5.79122047921106e-13	No	No
P41252	IARS1	5.14185966041729	2.874602001246e-06	No	No
P42025	ACTR1B	5.96865135571468	3.45178007239237e-08	No	No
P42226	STAT6	7.51748366932794	2.16048226553656e-07	No	No
P42229	STAT5A	6.21740231351794	6.20603285217313e-06	No	No
P42331	ARHGAP25	5.51715270241256	1.70284446132633e-06	No	No
P42345	MTOR	7.75039681440824	1.57796521726467e-06	No	No
P42356	PI4KA	6.80391231324435	2.57824019573043e-08	No	No
P42677	RPS27	3.8417691965328	0.0004092500330038	No	No
P42694	HELZ	3.60150162465125	0.0069323597148582	No	No
P42765	ACAA2	3.7425895828207	0.0006189939916948	No	No
P42858	HTT	5.34450598249205	3.9768028191371e-08	No	No
P42892	ECE1	4.00874704187579	5.40503209452137e-06	No	No
P43155	CRAT	5.33820609086579	1.13862656986937e-06	No	No
P43304	GPD2	3.60532389898701	6.39198701369438e-05	No	No
P43487	RANBP1	4.29230073537885	0.0004058023767583	No	No
P43686	PSMC4	6.58775164247815	6.22021185189882e-06	No	No
P43897	TSFM	5.09046627054172	9.5366961098815e-05	No	No
P45985	MAP2K4	4.565287967398	7.47297282558353e-05	No	No
P46019	PHKA2	4.30700988614269	0.0002597035903382	No	No
P46060	RANGAP1	4.89451805279615	9.46558167317451e-07	No	No
P46199	MTIF2	3.59338745280275	0.0008243723463926	No	No
P46734	MAP2K3	5.78777461380565	3.09354080231638e-07	No	No
P46736	BRCC3	4.95024751462793	2.30220867184037e-05	No	No
P46821	MAP1B	3.71967059628198	0.0003840602510235	No	No
P46939	UTRN	5.99529735561784	2.96420927971687e-08	No	No
P47712	PLA2G4A	4.94706542540997	1.07636870881778e-06	No	No
P48449	LSS	4.62644784320131	2.69128782390038e-05	No	No
P48553	TRAPPC10	4.26901725089365	6.3512644307969e-05	No	No
P48556	PSMD8	5.56711583536242	3.31119209665893e-08	No	No
P48634	PRRC2A	4.67675959590313	1.55683643148027e-06	No	No
P48651	PTDSS1	3.35362745071066	0.0006620817351175	No	No
P48736	PIK3CG	3.28975299724065	0.0087146050024221	No	No
P48740	MASP1	4.23085274323118	0.0003602739759035	No	No
P49354	FNTA	4.40161727372566	5.52363375451609e-05	No	No
P49356	FNTB	3.86872042965492	0.0003594366167974	No	No
P49406	MRPL19	3.79065529469745	0.0004755275590378	No	No
P49419	ALDH7A1	4.15660608342449	0.0008322414124567	No	No
P49459	UBE2A	5.81218982368146	5.29313960209483e-08	No	No
P49593	PPM1F	3.40037485015817	0.0051209291471568	No	No
P49662	CASP4	3.41051945063599	0.0005879714444285	No	No
P49720	PSMB3	3.2257638840626	0.0002397668289046	No	No
P49746	THBS3	6.47029051742854	1.2955373234477698e-11	No	No
P49747	COMP	4.63596519737215	7.2035206900072e-06	No	No
P49754	VPS41	5.38452801062302	2.42184689711517e-06	No	No
P49757	NUMB	4.02505095520801	0.000199939942736	No	No
P49758	RGS6	3.64800437780388	0.0004984153784844	No	No
P49770	EIF2B2	4.19439598297953	0.0001351925266022	No	No
P49773	HINT1	4.66468279814899	6.98275889963056e-05	No	No
P49795	RGS19	4.32822508418161	2.92164417949191e-05	No	No
P49815	TSC2	7.43884078584724	1.15538867420101e-06	No	No
P49821	NDUFV1	5.04383182570652	9.40308928884989e-07	No	No
P49840	GSK3A	4.65155898122053	0.0002285741871381	No	No
P49902	NT5C2	3.47405489095968	0.0031681691654644	No	No
P50213	IDH3A	3.32924387760007	0.0094457817331139	No	No
P50336	PPOX	5.42596889089785	2.16132824969463e-08	No	No
