Protein_Group	Genes	SAX_42001_M1_vs_RAW_42001_M1_logFC	SAX_42001_M1_vs_RAW_42001_M1_pval	Removed?	Contaminant?
A0A087WYE8	IGHV1OR21-1	12.1389110097046	8.53242488571964e-10	No	No
A0A0B4J2D5;P0DPI2	GATD3A;GATD3B	6.36855134228729	2.90872858332181e-06	No	No
A0A0C4DH33	IGHV1-24	3.16667471146539	4.19293000797493e-05	No	No
A0A1B0GTC6	C3orf85	2.48097768362364	0.0070986206644464	No	No
A0FGR8	ESYT2	5.6460280401739	1.20905941585169e-08	No	No
A2RUS2	DENND3	3.87489239684367	0.0006437767590744	No	No
A5D8V6	VPS37C	4.74136342729415	6.66698068033401e-06	No	No
A6NDG6	PGP	6.97993378865386	1.94691934195501e-09	No	No
A6NHL2	TUBAL3	8.43657168582398	2.17634028801545e-10	No	No
A6NMZ7	COL6A6	4.70327767974691	0.0007492951683066	No	No
B0I1T2	MYO1G	4.21567730164671	5.19819436113883e-05	No	No
B1AKI9	ISM1	3.22944702163447	0.0045623806594114	No	No
B2RUZ4	SMIM1	5.97590656921603	8.06633987070763e-09	No	No
E9PAV3	NACA	8.03323256976838	1.1951398111139601e-15	No	No
O00116	AGPS	4.04677309994718	3.04402332770687e-05	No	No
O00139	KIF2A	8.0243973169804	2.12522551950492e-11	No	No
O00151	PDLIM1	5.39648600775337	1.21653904201793e-10	No	No
O00154	ACOT7	5.43852178889322	3.19842236672727e-05	No	No
O00159	MYO1C	7.74114362733525	2.40989720501023e-08	No	No
O00160	MYO1F	4.080179175895	0.0002292231860015	No	No
O00161	SNAP23	8.72014001721594	1.72474068382367e-10	No	No
O00186	STXBP3	6.72171502378806	1.04372532470922e-06	No	No
O00187	MASP2	4.00017607875447	4.49810645058403e-09	No	No
O00194	RAB27B	10.0353143923257	1.23967484136919e-20	No	No
O00203	AP3B1	5.24391987916623	3.02856201340073e-08	No	No
O00217	NDUFS8	5.23673401507629	9.42347986027689e-07	No	No
O00231	PSMD11	9.31663787122494	7.23024877458026e-14	No	No
O00232	PSMD12	4.73332925601144	4.33700419205699e-06	No	No
