Protein_Group	Genes	SAX_22001_B_vs_RAW_22001_B_logFC	SAX_22001_B_vs_RAW_22001_B_pval	Removed?	Contaminant?
A0A0C4DH39	IGHV1-58	5.96774189735449	1.24536624193744e-06	No	No
A0AVT1	UBA6	6.08691864605273	1.55810181203741e-07	No	No
A0FGR8	ESYT2	5.2808358876281	6.64289137738306e-08	No	No
A1A4S6	ARHGAP10	6.10722017391474	1.67790439713541e-06	No	No
A1L0T0	ILVBL	5.10938979294391	2.64115683990603e-07	No	No
A1L3X0	ELOVL7	4.54892222256953	2.93220569810287e-06	No	No
A2RRP1	NBAS	6.59257517652568	4.1479982065978e-07	No	No
A2RUS2	DENND3	8.35253843856318	7.35198851894164e-11	No	No
A3KMH1	VWA8	3.70752258822975	0.0034571415986116	No	No
A4D1B5	GSAP	4.04690566236197	2.30426123896678e-05	No	No
A4D1P6	WDR91	3.22456439840341	0.0029813413691725	No	No
A4UGR9	XIRP2	3.43902495937611	0.0007617200301603	No	No
A5D8V6	VPS37C	3.34192157066883	0.0009940489104929	No	No
A5YKK6	CNOT1	5.46680747563021	3.86449181747938e-06	No	No
A6NDG6	PGP	4.43152176903301	3.96126163508338e-05	No	No
A6NDU8	C5orf51	4.76575852193829	4.13459217423534e-06	No	No
A6NFX1	MFSD2B	4.27464842423131	2.56629507927866e-05	No	No
A6NHL2	TUBAL3	10.3471919780751	1.91339474862743e-13	No	No
A6NIH7	UNC119B	3.9882306389342	0.0021335843530679	No	No
A6QL63	BTBD11	5.74719248351249	1.32655186315218e-07	No	No
A7E2V4	ZSWIM8	4.66661269678953	9.549921308604e-07	No	No
A7KAX9	ARHGAP32	3.57394617389176	0.0031813035895209	No	No
B0I1T2	MYO1G	4.56172836655802	1.4406199215212e-05	No	No
B5ME19;Q99613	EIF3C;EIF3CL	5.15149278745386	1.9010620190044e-05	No	No
B7ZAQ6;P0CG08	GPR89A;GPR89B	4.08311777390249	0.0001029033694219	No	No
C4AMC7;Q6VEQ5	WASH2P;WASH3P	3.55730688549234	0.0006175681297188	No	No
E9PAV3	NACA	7.58293591616101	1.2782247321028901e-14	No	No
O00116	AGPS	7.28441795905191	1.8248225426780197e-11	No	No
O00154	ACOT7	6.98079765369617	2.61304413960604e-07	No	No
O00170	AIP	3.85356863073729	0.0024929469532205	No	No
O00178	GTPBP1	4.65403829366994	3.63336668748927e-06	No	No
O00187	MASP2	3.78655015922606	1.95951826230116e-08	No	No
O00189	AP4M1	4.07709404644331	8.32134306222944e-06	No	No
O00194	RAB27B	2.94092098188691	0.0002172894659548	No	No
O00203	AP3B1	5.89890763661213	1.22114151677675e-09	No	No
O00214	LGALS8	3.12456166560114	0.0037146737316476	No	No
O00217	NDUFS8	6.11648259462521	2.53589728711322e-08	No	No
O00258	GET1	5.95930151125022	0.0003641097151609	No	No
O00303	EIF3F	3.02170566543005	0.0040546854873564	No	No
O00330	PDHX	5.20430242596362	2.33412387990826e-06	No	No
O00399	DCTN6	5.56738399564375	1.0085143141036e-06	No	No
O00400	SLC33A1	3.49569325269224	0.0005270469417323	No	No
O00408	PDE2A	3.6447600723455	0.001928877373362	No	No
O00410	IPO5	8.7549479746534	3.99996860150501e-10	No	No
O00425	IGF2BP3	4.11414486237737	0.0002998536023237	No	No
O00442	RTCA	5.08835470872093	6.12909804561492e-07	No	No
O00443	PIK3C2A	3.67240171508858	0.0004193020241745	No	No
