Protein_Group	Genes	SAX_42001_M3_vs_RAW_42001_M3_logFC	SAX_42001_M3_vs_RAW_42001_M3_pval	Removed?	Contaminant?
A0A087WW87;P01614	IGKV2-40;IGKV2D-40	3.99044040080136	0.0038135417910826	No	No
A0AVT1	UBA6	4.85532890698938	1.48880676314215e-05	No	No
A0FGR8	ESYT2	4.22897226454642	7.39589103496112e-06	No	No
A1A4S6	ARHGAP10	7.75902600909903	5.727357953630441e-09	No	No
A1A5C7	SLC22A23	4.18413983358793	0.0001374591185436	No	No
A1L0T0	ILVBL	5.07966351088513	3.01345994583164e-07	No	No
A1L390	PLEKHG3	5.33758386100211	8.31419001043252e-07	No	No
A1L3X0	ELOVL7	5.03703347601549	3.49342518489621e-07	No	No
A1X283	SH3PXD2B	5.35189626423104	4.64146627160716e-05	No	No
A2RRP1	NBAS	8.57619338521933	4.29848060851085e-10	No	No
A2RTX5	TARS3	2.64323242095784	0.0079120572042344	No	No
A2RUS2	DENND3	4.58187140403561	7.13523747044667e-05	No	No
A3KMH1	VWA8	4.50076438867258	0.0004654946082502	No	No
A4D126	CRPPA	3.68983549281137	0.0003952437073149	No	No
A4D1B5	GSAP	5.46219729619151	4.91273858748668e-08	No	No
A4D1P6	WDR91	5.29659586753418	3.40936168775634e-06	No	No
A4UGR9	XIRP2	5.52282179761045	3.29266180119958e-07	No	No
A5A3E0	POTEF	3.45798918350705	0.0006847829708519	No	No
A5D8V6	VPS37C	5.46343798566905	3.79096040523242e-07	No	No
A5PLN9	TRAPPC13	3.90805573161062	0.0001229334671528	No	No
A5YKK6	CNOT1	5.37967062831909	5.23292803209989e-06	No	No
A6NCE7;Q9GZQ8	MAP1LC3B;MAP1LC3B2	3.76444089226957	0.0004328741089497	No	No
A6NDG6	PGP	6.20158083179435	4.60648293089123e-08	No	No
A6NDU8	C5orf51	5.79288796811109	5.9699797549071e-08	No	No
A6NED2	RCCD1	3.40819610761601	0.0018860706362095	No	No
A6NFX1	MFSD2B	5.01720053738972	1.34684588788938e-06	No	No
A6NHL2	TUBAL3	13.4726924285428	2.84315379467196e-18	No	No
A6NIH7	UNC119B	5.09855649123139	0.0001198757350491	No	No
A6NK58	LIPT2	3.02834474154062	0.0011363520288504	No	No
