Protein_Group	Genes	SAX_62001_B_vs_RAW_62001_B_logFC	SAX_62001_B_vs_RAW_62001_B_pval	Removed?	Contaminant?
O00299	CLIC1	2.41250910740343	0.0014868182116135	No	No
O00303	EIF3F	7.32728001075897	5.88470190259195e-10	No	No
O00330	PDHX	3.63633686314292	0.0005906563889125	No	No
O00339	MATN2	9.90055651542026	5.46277021184002e-13	No	No
O00399	DCTN6	4.57228945594939	3.70413244455015e-05	No	No
O00401	WASL	3.56568467247928	0.0013401407671321	No	No
O00410	IPO5	8.75354794517229	4.01946603806504e-10	No	No
O00429	DNM1L	8.24792826660751	5.791889942698771e-09	No	No
O00453	LST1	3.8922096220303	0.0002051368537407	No	No
O00461	GOLIM4	10.4296404465431	9.39818682318325e-18	No	No
O00468	AGRN	3.24057252866788	0.0087170559905247	No	No
O00483	NDUFA4	6.04637930250316	5.38066015718208e-07	No	No
O00487	PSMD14	8.97896730611947	2.13323967114917e-10	No	No
O00499	BIN1	6.79273645948027	1.15315267696337e-06	No	No
O00501	CLDN5	4.72723399483574	1.18090504098878e-06	No	No
O00505	KPNA3	8.43960190714473	3.29320484201338e-14	No	No
O00534	VWA5A	4.14740267510345	5.48342664923718e-05	No	No
O00560	SDCBP	10.0638973995892	9.4045163020674e-12	No	No
O00567	NOP56	3.79107744618896	0.0008203817020964	No	No
O00571	DDX3X	7.84785447918005	4.26415308231715e-12	No	No
O00587	MFNG	6.63799145226984	1.17616060329144e-08	No	No
O00592	PODXL	2.61329776141343	0.0039940732299595	No	No
O00629	KPNA4	4.3529434824672	0.0013596491505388	No	No
O00743	PPP6C	9.21675896178104	1.1140404648995101e-15	No	No
O00748	CES2	4.35264887199301	0.0003119773274934	No	No
O14497	ARID1A	9.47748672645032	2.07589060615022e-16	No	No
O14523	C2CD2L	4.09620080436212	0.0002193509370994	No	No
O14548	COX7A2L	4.13118910476085	6.8301589817729e-05	No	No
O14561	NDUFAB1	7.44970921093867	1.90897907442473e-12	No	No
O14579	COPE	9.69102881179502	2.99186742627676e-11	No	No
O14594	NCAN	8.02892986723285	1.52168574712391e-13	No	No
O14617	AP3D1	4.2996572140016	0.0010545097869822	No	No
O14618	CCS	5.04412557028628	2.00439450593355e-05	No	No
O14656	TOR1A	8.26188766262223	1.5211673408805497e-11	No	No
O14657	TOR1B	2.81407246770378	0.004199129979124	No	No
O14662	STX16	3.67489272518209	0.0002969217291026	No	No
O14672	ADAM10	3.77116709380439	0.0031466656378514	No	No
O14734	ACOT8	3.35908357537926	0.0002907716484992	No	No
O14737	PDCD5	7.02032740643535	3.4028134785486e-08	No	No
O14744	PRMT5	7.07965311695052	7.20302656454119e-11	No	No
O14786	NRP1	4.00746261150244	4.71145359562564e-07	No	No
O14818	PSMA7	4.43019884753101	1.34596542016076e-08	No	No
O14828	SCAMP3	5.87095033007719	9.71931044080586e-10	No	No
O14880	MGST3	5.32883805171711	1.32775300834329e-05	No	No
O14908	GIPC1	4.39970717556878	0.0009773102111078	No	No
O14917	PCDH17	7.7065534829193	3.3839489000696795e-11	No	No
O14936	CASK	3.33404404865944	0.0016950970976356	No	No
O14949	UQCRQ	3.73802859768339	0.0003166211988429	No	No
O14957	UQCR11	5.53491639093494	2.7142154950586203e-09	No	No
O14964	HGS	5.01082492436958	2.05062810131088e-06	No	No
O14974	PPP1R12A	8.23089203257682	1.2356408588394601e-15	No	No
O14979	HNRNPDL	5.88416718633489	8.05004656245655e-08	No	No
O14980	XPO1	6.16957402324469	3.5853024425890304e-09	No	No
O15027	SEC16A	5.62807454943765	3.03033577054398e-07	No	No
O15042	U2SURP	2.71589144094888	0.001255169789472	No	No
O15084	ANKRD28	5.10132470286625	5.10883664191416e-06	No	No
O15116	LSM1	8.22780642811679	1.27814575947043e-10	No	No
O15117	FYB1	9.52743040204895	4.61963016684473e-24	No	No
O15123	ANGPT2	6.08680949952852	3.26587567659331e-07	No	No
O15144	ARPC2	1.75784604444921	0.0049524918256059	No	No
O15162	PLSCR1	5.56544478323426	5.93402649791619e-07	No	No
O15173	PGRMC2	4.2600954627282	0.0004641632122423	No	No
O15204	ADAMDEC1	8.64726369295397	5.30718777022563e-08	No	No
O15212	PFDN6	7.12685895331854	2.09869592635102e-12	No	No
O15230	LAMA5	4.20029690155588	0.0012099019205354	No	No
O15231	ZNF185	5.5924303153862	9.57556543363378e-05	No	No
O15240	VGF	2.08281598811257	0.0070664545257647	No	No
O15260	SURF4	5.78195308144673	8.34571885021789e-10	No	No
O15273	TCAP	5.963252990085	9.22568458705275e-10	No	No
O15335	CHAD	3.51045866459086	0.0043816589349526	No	No
O15347	HMGB3	5.32411526006813	1.80551383095912e-08	No	No
O15355	PPM1G	8.69566310627962	8.138272577357629e-12	No	No
O15357	INPPL1	2.80763233775416	0.0018532900040246	No	No
O15371	EIF3D	8.27299255539942	2.1934980483379402e-14	No	No
O15372	EIF3H	6.83365015387218	1.77679080408151e-08	No	No
O15460	P4HA2	5.53644445750391	1.032694309639e-05	No	No
O15466	ST8SIA5	4.44970660587	3.08536771750809e-05	No	No
O15498	YKT6	4.79148091331681	7.55957431697054e-07	No	No
O15511	ARPC5	2.15613660021701	0.0087200923303171	No	No
O15514	POLR2D	2.12200193978538	0.0099558444805445	No	No
O15533	TAPBP	5.63285590007627	1.53664900143661e-08	No	No
O15551	CLDN3	6.29223134159927	1.3464927874938202e-09	No	No
O15554	KCNN4	2.77932068617181	0.0047763075482344	No	No
O43149	ZZEF1	3.63438694761001	0.0063032647622712	No	No
O43150	ASAP2	4.15029574910401	0.0001113736145003	No	No
O43157	PLXNB1	4.01336827422629	0.0004233202393988	No	No
O43173	ST8SIA3	4.38204466297889	2.51344812720533e-05	No	No
O43175	PHGDH	4.69234214960263	7.32494397855661e-05	No	No
O43182	ARHGAP6	7.18045672578742	4.72544181970909e-08	No	No
O43237	DYNC1LI2	3.94642518926147	0.0002420329178483	No	No
O43242	PSMD3	6.31117471655079	2.60850446515035e-06	No	No
O43291	SPINT2	3.97483175816516	0.0005656878134721	No	No
O43294	TGFB1I1	6.92885363543268	1.87114325478608e-10	No	No
O43306	ADCY6	5.32740279611593	6.214769665512961e-09	No	No
O43312	MTSS1	5.31555085248632	1.73377979881991e-08	No	No
O43396	TXNL1	5.12268541979856	4.41565230722773e-05	No	No
O43399	TPD52L2	6.71687030039321	4.10694323389648e-06	No	No
O43427	FIBP	4.49988836524935	7.91933572861398e-05	No	No
O43432	EIF4G3	4.57315500332504	0.0004625853831925	No	No
O43491	EPB41L2	7.89800532298581	2.3261284590683498e-11	No	No
O43504	LAMTOR5	7.47804820536324	4.82890515982422e-08	No	No
O43516	WIPF1	6.61399176789114	2.31118969634854e-06	No	No
O43529	CHST10	6.07784121646518	4.83430704231759e-08	No	No
O43561	LAT	5.41121440914344	8.33341460038407e-09	No	No
O43598	DNPH1	5.76128462625739	4.94455009672293e-07	No	No
O43615	TIMM44	4.34839967473113	2.74629071355409e-05	No	No
O43617	TRAPPC3	6.80360104124849	4.95176993199343e-11	No	No
O43633	CHMP2A	2.59019370255633	0.0066177310414827	No	No
O43639	NCK2	6.47725311026166	5.1995644496641496e-11	No	No
O43678	NDUFA2	3.25225695966443	0.0015982079581988	No	No
O43681	GET3	11.1373841934941	1.79316492566589e-21	No	No
O43684	BUB3	5.10906027765676	8.9653752008933e-06	No	No
O43707	ACTN4	5.49162948765326	1.0864391030515701e-09	No	No
O43708	GSTZ1	5.98524147617938	4.2861998895730405e-09	No	No
O43752	STX6	2.96050884659782	0.0039312644364439	No	No
O43760	SYNGR2	4.71595833044351	3.19842410647464e-05	No	No
O43765	SGTA	8.30541006761572	1.0508773916047802e-09	No	No
O43768	ENSA	4.51958480062186	8.12565626418634e-05	No	No
O43772	SLC25A20	3.78641502304163	0.0003833898730152	No	No
O43776	NARS1	4.18448339192479	0.0001828619647957	No	No
O43809	NUDT21	6.8510485163154	4.37793291454493e-09	No	No
O43815	STRN	8.42517170359679	7.14012473268062e-15	No	No
O43847	NRDC	6.44042932821291	4.54663303189418e-07	No	No
O43866	CD5L	1.56009085896869	0.0064325985752446	No	No
O43897	TLL1	5.68020538734008	7.02536223071121e-07	No	No
O43916	CHST1	6.49031325042309	3.22992225498712e-08	No	No
O60216	RAD21	10.432579509818	2.8678240061825e-14	No	No
O60229	KALRN	6.36614761074016	2.30880590779223e-06	No	No
O60240	PLIN1	6.49414313939572	1.5406371960396601e-09	No	No
O60243	HS6ST1	4.89443427455254	3.64502524434123e-06	No	No
O60245	PCDH7	8.57672726113924	3.69089458499823e-13	No	No
O60256	PRPSAP2	6.6488452999808	1.32177810812507e-07	No	No
O60268	KIAA0513	6.48442154464716	1.3573715851836001e-11	No	No
O60271	SPAG9	8.32237297544735	7.52018577845143e-15	No	No
O60279	SUSD5	4.96238782620675	8.76354290318328e-07	No	No
O60313	OPA1	5.11815451339025	1.67872693694565e-07	No	No
O60330	PCDHGA12	9.05232329170639	7.09671339856764e-16	No	No
O60331	PIP5K1C	6.84641732908366	2.70015311767384e-08	No	No
O60449	LY75	5.53102533509713	3.93515231939338e-05	No	No
O60462	NRP2	4.78468675367854	7.435161665649941e-09	No	No
O60488	ACSL4	5.08874770780117	1.19024382378044e-06	No	No
O60493	SNX3	4.77362804230141	0.0044789639551622	No	No
O60496	DOK2	6.50629765467649	2.67958399167045e-10	No	No
O60506	SYNCRIP	8.96601685288767	8.11898894345153e-13	No	No
O60507	TPST1	5.95112686529968	3.38045954689185e-07	No	No
O60568	PLOD3	10.2000070881194	8.55873605795933e-14	No	No
O60610	DIAPH1	10.0971801912374	1.31536514120605e-26	No	No
O60613	SELENOF	7.87946934723555	3.51603741387123e-13	No	No
O60645	EXOC3	3.31787956849249	0.0006452390796832	No	No
O60667	FCMR	2.91567543680302	0.0065700769058718	No	No
O60669	SLC16A7	4.45836170541194	1.03513386376692e-05	No	No
O60684	KPNA6	5.19228324468205	4.78981875652627e-07	No	No
O60701	UGDH	4.20065225391567	0.0004688493491991	No	No
O60704	TPST2	8.60419953972643	6.97994575352214e-12	No	No
O60716	CTNND1	4.86805434660481	2.01572733112904e-06	No	No
O60739;P41567	EIF1;EIF1B	2.82893496922181	0.003263941293032	No	No
O60749	SNX2	8.50919393841581	1.03224017564212e-08	No	No
O60763	USO1	9.11457119937725	2.0506296691962901e-10	No	No
O60784	TOM1	3.52321201189708	0.0079833430284433	No	No
O60841	EIF5B	5.01786884731178	3.36162236284803e-05	No	No
O60884	DNAJA2	7.02700062759283	1.64783356806942e-10	No	No
O60888	CUTA	3.07696861467389	0.0056951786609665	No	No
O60896	RAMP3	4.39433639722249	2.08316862999732e-05	No	No
O60925	PFDN1	4.96650581696072	2.68790285065822e-07	No	No
O60927	PPP1R11	7.54912718519683	4.40798377380591e-12	No	No
O60936	NOL3	8.60819658292676	3.27116249970426e-06	No	No
O75063	FAM20B	3.7841401070531	0.0006826029359787	No	No
O75095	MEGF6	7.39494406749752	7.714746067673089e-11	No	No
O75096	LRP4	9.47391182315313	6.12370996576718e-11	No	No
O75116	ROCK2	8.79381983007924	1.53625272859193e-14	No	No
O75122	CLASP2	2.74179176209363	0.0080609632243838	No	No
O75170	PPP6R2	8.76455425680648	7.25387609117867e-08	No	No
O75197	LRP5	10.7864100661113	4.4184958034243604e-17	No	No
O75208	COQ9	7.72567513219957	3.24924060969339e-10	No	No
O75298	RTN2	4.81260968423351	0.0013224248306962	No	No
O75306	NDUFS2	5.60547846609859	2.56588258999079e-07	No	No
O75309	CDH16	9.43644495787347	1.55391617350278e-13	No	No
O75312	ZPR1	5.42718874627438	8.16999663973938e-08	No	No
O75339	CILP	3.28043197774488	0.0012382765828452	No	No
O75347	TBCA	3.81990871495367	0.0009141454143072	No	No
O75348	ATP6V1G1	5.45355291687832	4.40811924253291e-07	No	No
O75351	VPS4B	5.135657000191	3.18214451624059e-07	No	No
O75352	MPDU1	5.8247017762731	1.30163571167908e-08	No	No
O75356	ENTPD5	5.24585140883241	2.16076033153311e-06	No	No
O75367	MACROH2A1	11.0150167155682	1.70697975283265e-24	No	No
O75369	FLNB	6.35951824669856	0.00096520233054	No	No
O75376	NCOR1	2.63935526537642	0.0093639370187313	No	No
O75381	PEX14	5.46420344420035	1.52010062089464e-07	No	No
O75390	CS	1.97080146933459	0.0068651420936762	No	No
O75396	SEC22B	7.31155292487524	7.1094523851215895e-12	No	No
O75436	VPS26A	7.59380796125673	5.44593425891932e-13	No	No
O75438	NDUFB1	4.1426163005443	1.2042103361503e-06	No	No
O75439	PMPCB	2.98669920288531	0.0067719788467419	No	No
O75487	GPC4	7.81275216247826	1.3060200945858699e-13	No	No
O75489	NDUFS3	5.92114482388251	2.19374749303893e-09	No	No
O75506	HSBP1	4.87121582383039	1.10899537536327e-05	No	No
O75531	BANF1	3.27313729216092	0.0053573057746487	No	No
O75558	STX11	8.39789180986012	9.922494678107181e-15	No	No
O75581	LRP6	6.47641163668197	7.02851805910315e-10	No	No
O75592	MYCBP2	2.72188670530915	0.0084572210333336	No	No
O75608	LYPLA1	6.91624253321779	1.0494355259446e-05	No	No
O75629	CREG1	5.36668129217258	1.63979456039542e-07	No	No
O75663	TIPRL	4.14199953621424	4.77979862599272e-06	No	No
O75688	PPM1B	9.07047190001241	7.38281382583335e-13	No	No
O75695	RP2	7.93235430247962	1.87239203168989e-08	No	No
O75718	CRTAP	6.30749201362763	4.36530761932862e-08	No	No
O75752	B3GALNT1	9.37663140324762	1.4791563158848201e-15	No	No
O75787	ATP6AP2	5.64201590516033	1.12028398009257e-08	No	No
O75791	GRAP2	6.60698696159146	1.09534198088855e-08	No	No
O75821	EIF3G	7.55191343571866	9.147426274290939e-11	No	No
O75822	EIF3J	10.026989069888	5.93228430610197e-15	No	No
O75832	PSMD10	6.41118120990866	5.14127462667511e-08	No	No
O75880	SCO1	2.5620671287402	0.007971974729439	No	No
O75888	TNFSF13	5.6744008238086	1.86958445737945e-06	No	No
O75891	ALDH1L1	7.71637040758261	2.53718729178068e-09	No	No
O75915	ARL6IP5	6.04512357873068	1.2054386790203e-10	No	No
O75935	DCTN3	6.68642800471115	6.11084080542474e-06	No	No
O75947	ATP5PD	8.14315868754709	1.0706788015884e-07	No	No
O75954	TSPAN9	7.66969594287964	3.85708368790763e-12	No	No
O75955	FLOT1	4.7674129858307	3.6562209489229e-08	No	No
O75964	ATP5MG	7.79342336028303	6.92521239611534e-14	No	No
O75995	SASH3	3.39242024069622	0.0008928940849516	No	No
O76003	GLRX3	4.94369881996954	0.0032764556512514	No	No
O76021	RSL1D1	5.31145746359358	1.01131506338704e-05	No	No
O76031	CLPX	8.39260008710934	1.6630459064365e-09	No	No
O76038	SCGN	4.35560578234689	1.87662403361353e-06	No	No
O76061	STC2	2.78443175808765	0.0002900358827335	No	No
O76070	SNCG	6.01975425415234	1.30373501104356e-06	No	No
O76071	CIAO1	5.88626654439967	2.03450354023616e-08	No	No
O76074	PDE5A	6.02412916250758	2.4085746239266698e-11	No	No
O94766	B3GAT3	3.28197844311972	0.0055717174822526	No	No
O94769	ECM2	5.44007278160008	1.30626412192446e-07	No	No
O94804	STK10	7.01643033478726	2.7671607913396e-07	No	No
O94826	TOMM70	5.55105985700019	7.92650068143586e-06	No	No
O94855	SEC24D	4.5072218411466	0.0001112185456322	No	No
O94874	UFL1	6.91777356272232	7.18242792058262e-08	No	No
O94886	TMEM63A	6.19148577582252	8.0858097462025e-07	No	No
O94905	ERLIN2	6.33527556171092	2.58375272569786e-08	No	No
O94923	GLCE	4.92373002143017	6.60382994734777e-07	No	No
O94925	GLS	3.4081154872277	0.0003849838458416	No	No
O94979	SEC31A	7.99489209438815	1.97551629899914e-13	No	No
O94985	CLSTN1	2.92787335642772	8.09731991319687e-05	No	No
O95084	PRSS23	7.15398489343019	8.79204907785757e-07	No	No
O95182	NDUFA7	3.92822636640768	0.0005640935856441	No	No
O95183	VAMP5	5.21853604894568	1.47969210481005e-06	No	No
O95185	UNC5C	3.49316158688357	0.0011135209413971	No	No
O95196	CSPG5	2.51687846474454	0.0020933531846314	No	No
O95197	RTN3	5.85896168472129	4.12256564042372e-06	No	No
O95202	LETM1	5.50147553154719	1.3214957056507e-08	No	No
O95292	VAPB	7.64420193655359	1.5880472400934799e-13	No	No
O95295	SNAPIN	8.85807351839447	9.90557574875549e-15	No	No
O95299	NDUFA10	3.82334502057311	0.0007090072989475	No	No
O95302	FKBP9	10.0108026818567	5.17167462816884e-19	No	No
O95336	PGLS	3.53403409034907	0.0039183608922912	No	No
O95372	LYPLA2	4.31170826481229	1.81603055491846e-05	No	No
O95373	IPO7	7.17392988066362	1.2528558098763902e-09	No	No
O95376	ARIH2	5.42878263710373	1.02880917552943e-07	No	No
O95393	BMP10	9.897456774634	4.32623347490717e-19	No	No
O95425	SVIL	4.55474716860808	6.92769903324015e-05	No	No
O95433	AHSA1	8.68808474313519	7.86281141884536e-13	No	No
O95456	PSMG1	3.57891646292185	0.0006302400241861	No	No
O95498	VNN2	4.09714683508896	0.0002154127177027	No	No
O95544	NADK	11.6523441996474	4.60739380335806e-22	No	No
O95562	SFT2D2	2.91044778173861	0.0042955909715079	No	No
O95571	ETHE1	4.9970599541129	2.08127709811986e-05	No	No
O95630	STAMBP	4.11725433877108	0.0001717406733457	No	No
O95674	CDS2	6.48683538202303	2.09871799878775e-10	No	No
O95716	RAB3D	5.81679898958958	1.92470369241086e-05	No	No
O95721	SNAP29	6.27782798848895	2.7587436697340903e-09	No	No
O95727	CRTAM	7.18796484279553	9.730144344547471e-09	No	No
O95747	OXSR1	8.04225094194289	5.75536361378984e-08	No	No
O95777	LSM8	8.82539872891994	1.85355869135204e-11	No	No
O95782	AP2A1	8.09205986321826	1.12550063695366e-08	No	No
O95810	CAVIN2	5.65742064789056	1.63284963105979e-05	No	No
O95817	BAG3	4.18049459155016	0.0015294796822102	No	No
O95819	MAP4K4	4.19191751510555	2.1350249501022e-06	No	No
O95831	AIFM1	7.39279497621943	5.41878409105499e-12	No	No
O95832	CLDN1	7.71723052344629	1.53823159055997e-07	No	No
O95837	GNA14	5.65153052061794	1.29225450950172e-07	No	No
O95841	ANGPTL1	4.44203183709556	1.4759112001397e-05	No	No
O95861	BPNT1	3.84237315727375	0.0004444370971602	No	No
O95865	DDAH2	3.53015362523779	0.0006746170251338	No	No
O95866	MPIG6B	7.63003833080881	3.55976771950342e-07	No	No
O95870	ABHD16A	4.32056132500754	0.0015632960886058	No	No
O95881	TXNDC12	5.26927206364151	5.02159534662296e-07	No	No
O95965	ITGBL1	3.53982208847507	0.0003960436574401	No	No
O95967	EFEMP2	3.29572933758699	0.0001034922902378	No	No
O95994	AGR2	8.93146793787185	2.2461243149889098e-11	No	No
O96000	NDUFB10	5.62680082503526	2.10049654334061e-05	No	No
O96008	TOMM40	4.43128730961926	7.9391058579573e-05	No	No
O96019	ACTL6A	5.61384066710065	1.10411258573935e-07	No	No
P00167	CYB5A	6.45618317351828	3.1521926240501804e-09	No	No
P00403	MT-CO2	8.08077895818693	3.58190896297094e-14	No	No
P00414	MT-CO3	5.11112311646776	1.70292711594876e-06	No	No
P00451	F8	4.55430842604185	3.44857908914903e-08	No	No
P00734	F2	4.37138788327284	1.08044441954615e-15	No	No
P00736	C1R	2.29525053861812	5.4650514873863e-07	No	No
P00740	F9	5.62695981475218	6.80390913323362e-20	No	No
P00742	F10	5.33942039450353	6.74788534292015e-16	No	No
P00813	ADA	3.02596744761293	0.0012609547725517	No	No
P00846	MT-ATP6	5.70991674560858	2.46884910461357e-07	No	No
P01042	KNG1	2.52573260909118	6.58979635694033e-07	No	No
P01111	NRAS	5.97127498482528	5.31666180883488e-08	No	No
P01116	KRAS	7.90526051788338	5.53164955226134e-08	No	No
P01130	LDLR	4.38015191261268	0.0003025817673588	No	No
P01133	EGF	8.540705956395	2.14182368517593e-14	No	No
P01137	TGFB1	4.02858032663736	1.01404060837608e-09	No	No
P01266	TG	9.48990262828803	4.30804911705132e-15	No	No
P01275	GCG	5.28109676964323	4.59074558103398e-10	No	No
P01732	CD8A	4.36352038737692	0.001031847885704	No	No
P01825;A0A0C4DH41	IGHV4-59;IGHV4-61	7.1953809809091	2.18238066180703e-16	No	No
P01911	HLA-DRB1	3.02417083597134	0.0003738957059177	No	No
P02741	CRP	3.41791617800572	1.3047718592251e-05	No	No
P02748	C9	3.81510653225848	1.39759744199151e-09	No	No
P02751	FN1	4.31282718682638	4.2099777909672e-13	No	No
P02753	RBP4	1.59844927416771	0.0005421001180106	No	No
P02766	TTR	2.41135224530609	0.0002307849538825	No	No
P02810	PRH2	3.75296527731103	4.92468678071395e-05	No	No
P04003	C4BPA	3.51262842951235	8.08432588356751e-12	No	No
P04004	VTN	3.06677946400691	4.20828326563779e-09	No	No
P04070	PROC	6.13206896929157	5.55320901117383e-08	No	No
P04085	PDGFA	6.77004204433976	1.40219927618892e-09	No	No
P04233	CD74	4.99362685337279	0.0002917922487485	No	No
P04271	S100B	5.13369737381579	8.80129414521545e-07	No	No
P04275	VWF	3.07984356033992	2.6189561533702e-07	No	No
P04350	TUBB4A	10.9021985849712	1.95376495255627e-24	No	No
P04632	CAPNS1	2.91774117958025	0.0006607380093668	No	No
P04792	HSPB1	2.69578437069973	0.0010352016321772	No	No
P04843	RPN1	8.55582896278395	2.95307696060677e-13	No	No
P04844	RPN2	8.88521728991748	6.43968389555372e-14	No	No
P04899	GNAI2	4.03443564771931	1.08241950207651e-09	No	No
P04908;P0C0S8;P20671;Q7L7L0;Q93077;Q96KK5	H2AC12;H2AC17;H2AC6;H2AC7;H2AC8;H2AW	3.6897251451849	0.0081374095810775	No	No
P05023	ATP1A1	9.10276873932005	2.42414582500842e-17	No	No
P05067	APP	4.58643500288119	3.96180982090235e-06	No	No
P05106	ITGB3	4.86301447726537	0.000209384209463	No	No
P05114	HMGN1	7.58408756055677	4.877350915265251e-09	No	No
P05121	SERPINE1	2.19095508378582	0.0012897940916887	No	No
P05141	SLC25A5	9.04295986239249	6.21132471626128e-17	No	No
P05155	SERPING1	1.67947025435599	0.0001064462914099	No	No
P05165	PCCA	7.13616974654413	2.18381527649812e-10	No	No
P05166	PCCB	5.18504382466013	2.11847587824718e-05	No	No
P05198	EIF2S1	10.2409914539649	5.24747654733068e-09	No	No
P05386	RPLP1	4.65596885809206	8.64053158682401e-07	No	No
P05387	RPLP2	5.10374422352965	2.06390382419856e-06	No	No
P05388	RPLP0	6.31125296792107	4.42277965308086e-11	No	No
P05408	SCG5	7.55888798654186	6.52054599684238e-10	No	No
P05455	SSB	4.49579591211256	0.0004267607154841	No	No
P05546	SERPIND1	1.93096284400815	0.0002228967771764	No	No
P05771	PRKCB	8.11975709392844	4.526040864862311e-09	No	No
P05783	KRT18	5.96775723947557	8.61291211772612e-05	No	No
P05981	HPN	3.28773799877801	0.002465914780141	No	No
P05997	COL5A2	6.86992929506675	3.11618811856254e-10	No	No
P06132	UROD	7.21780652293054	5.01760897899224e-08	No	No
P06241	FYN	6.78684043800167	4.98519725875454e-07	No	No
P06280	GLA	5.0489685216038	8.96250499552757e-06	No	No
P06315	IGKV5-2	3.97655401519794	0.0005447983464851	No	No
P06454	PTMA	9.68786302706707	3.95126698177943e-13	No	No
P06576	ATP5F1B	5.16363261142212	1.35286540110003e-06	No	No
P06730	EIF4E	6.88176449043011	1.81699380867826e-06	No	No
P06734	FCER2	8.71325826018647	2.5171611163361003e-10	No	No
P06748	NPM1	3.67086848091246	0.001502338072272	No	No
P06756	ITGAV	3.78467437981778	1.80596727959822e-05	No	No
P06858	LPL	5.49785370022201	0.0002395797352956	No	No
P06899;Q16778	H2BC11;H2BC21	10.4397392213713	1.37691931056116e-16	No	No
P07093	SERPINE2	3.96657969230362	0.0093206466482756	No	No
P07204	THBD	7.29093088947448	3.0163208924375e-07	No	No
P07225	PROS1	4.37761152284331	2.81764369899054e-13	No	No
P07237	P4HB	4.95071115949711	3.33343864319764e-12	No	No
P07327	ADH1A	5.13730506097986	7.19253662631093e-05	No	No
P07333	CSF1R	2.34533718743681	5.02947265564506e-05	No	No
P07355	ANXA2	4.97590344249288	7.74520131924041e-05	No	No
P07359	GP1BA	4.20438769088566	6.42671190217789e-06	No	No
P07384	CAPN1	3.10052383649077	2.64517503578926e-05	No	No
P07437	TUBB	5.16932366646494	8.64105536652438e-09	No	No
P07478	PRSS2	2.54563660534943	0.0098686609339637	No	No
P07741	APRT	4.78454137434712	0.0002137059515715	No	No
P07900	HSP90AA1	4.39262717263379	2.53866904762913e-08	No	No
P07910	HNRNPC	3.87042720573513	0.0002040469976276	No	No
P07942	LAMB1	2.91466778780651	0.0006115879542546	No	No
P07948	LYN	9.62025212459584	2.29259109285704e-23	No	No
P07996	THBS1	4.21952074178229	1.10043442550888e-08	No	No
P08133	ANXA6	9.07729972652166	6.99853280707396e-10	No	No
P08238	HSP90AB1	4.67981875729163	1.17323700878303e-06	No	No
P08240	SRPRA	6.9177786976635	4.69036335087168e-05	No	No
P08254	MMP3	6.26852846155805	1.85838404931063e-08	No	No
P08294	SOD3	4.32606165347007	2.69802347832566e-08	No	No
P08397	HMBS	3.9756231948058	0.0011589235146685	No	No
P08476	INHBA	8.697551261393	2.1267122818364798e-12	No	No
P08514	ITGA2B	5.26648437150493	1.1851157092042798e-12	No	No
P08559	PDHA1	6.17832624065543	6.481336572239829e-11	No	No
P08574	CYC1	7.5024152913999	2.3459736175873898e-12	No	No
P08575	PTPRC	3.3913654712344	0.0089087987243266	No	No
