Protein_Group	Genes	SAX_62001_M3_vs_RAW_62001_M3_logFC	SAX_62001_M3_vs_RAW_62001_M3_pval	Removed?	Contaminant?
A0A075B6I1	IGLV4-60	6.86970548938907	0.0002015288100766	No	No
A0A075B7D8	IGHV3OR15-7	6.352385153437	2.179840169141e-10	No	No
A0A0C4DH33	IGHV1-24	2.87219825522658	0.0001738606771321	No	No
A0A0G2JMI3	IGHV1-69-2	7.98533638565767	1.09374523189293e-10	No	No
A0FGR8	ESYT2	5.31451170696382	5.68336951125406e-08	No	No
A5D8V6	VPS37C	5.33463687654083	6.38771209369317e-07	No	No
A6NDB9	PALM3	7.28321830035476	1.1173218306803502e-09	No	No
A6NDG6	PGP	4.87054142500288	8.04350703273893e-06	No	No
A6NHL2	TUBAL3	7.71492619290732	3.0681266751670702e-09	No	No
A8MWD9;P62308	SNRPG;SNRPGP15	2.79919557426844	0.0018500690532979	No	No
B0I1T2	MYO1G	5.13154883688276	1.58861657081287e-06	No	No
B2RUZ4	SMIM1	5.77037928901319	2.03571274200789e-08	No	No
B5ME19;Q99613	EIF3C;EIF3CL	8.35813025727641	2.08624859082399e-10	No	No
E9PAV3	NACA	10.6857051814467	2.1952706701824702e-21	No	No
O00139	KIF2A	6.31537575848736	2.49622256052583e-08	No	No
O00151	PDLIM1	2.89893082319936	0.000121364853553	No	No
O00154	ACOT7	5.71710433777677	1.39174765365768e-05	No	No
O00159	MYO1C	6.01498986039314	6.12746095712044e-06	No	No
O00161	SNAP23	7.76745185106529	5.17946460188254e-09	No	No
O00186	STXBP3	6.72075406622981	1.04684404395859e-06	No	No
O00187	MASP2	4.07233861254717	2.72765309455763e-09	No	No
O00194	RAB27B	8.48852604223571	3.2566698017016604e-17	No	No
O00203	AP3B1	7.53682223597417	3.5413582789574597e-13	No	No
O00214	LGALS8	2.84831028539208	0.0078504433697551	No	No
O00231	PSMD11	4.13497714296886	9.10739245020842e-05	No	No
O00232	PSMD12	4.15314351258869	4.14455247534494e-05	No	No
O00233	PSMD9	2.83441051063471	0.0050597028243461	No	No
O00264	PGRMC1	3.40924755003066	5.66547856041718e-06	No	No
O00273	DFFA	3.10375712556842	0.0003869986055668	No	No
O00299	CLIC1	2.59486726416434	0.0006774744834934	No	No
O00303	EIF3F	7.7147663300779	1.20109426606591e-10	No	No
O00339	MATN2	7.77390758129166	1.5610224382574402e-09	No	No
O00399	DCTN6	5.72546125027066	5.5530493569527e-07	No	No
O00401	WASL	3.99823460802259	0.0003660718534304	No	No
O00410	IPO5	8.28870947447563	2.0108421736052303e-09	No	No
O00429	DNM1L	7.2450370745416	1.55130989650532e-07	No	No
O00442	RTCA	2.7195419726347	0.0044596366117225	No	No
O00453	LST1	3.94407357747372	0.0001717791084496	No	No
O00461	GOLIM4	10.2075068649362	2.4813694066462402e-17	No	No
O00487	PSMD14	8.49479208735556	1.1358393138430901e-09	No	No
O00499	BIN1	6.6228641216159	1.93237367485638e-06	No	No
O00501	CLDN5	3.29295830340788	0.0004100658383467	No	No
O00505	KPNA3	8.4706260809128	2.8495633716277203e-14	No	No
O00560	SDCBP	4.72087038816149	0.0002647713411744	No	No
O00571	DDX3X	6.18459350588361	6.9864674639344304e-09	No	No
O00587	MFNG	5.86412378318465	2.49322236343382e-07	No	No
O00592	PODXL	3.87753101738507	3.62181440611497e-05	No	No
O00629	KPNA4	4.03182689379888	0.0028617677669454	No	No
O00743	PPP6C	7.81556369044753	7.37328287695797e-13	No	No
O00748	CES2	6.52698093519101	2.85443950962085e-07	No	No
O00754	MAN2B1	3.39417599425211	0.0029754879021702	No	No
O14497	ARID1A	9.21380808832707	6.95536279283822e-16	No	No
O14561	NDUFAB1	8.03408881596859	1.16292597001363e-13	No	No
O14579	COPE	10.6669528549906	1.06854312973872e-12	No	No
O14594	NCAN	8.78156124215815	4.40076151317074e-15	No	No
O14617	AP3D1	4.07057408310824	0.0018501714576895	No	No
O14618	CCS	5.88842230903627	1.10645293541713e-06	No	No
O14656	TOR1A	8.60715264675371	3.70708458825979e-12	No	No
O14657	TOR1B	2.70725030334603	0.0057775889175287	No	No
O14672	ADAM10	3.42168524739368	0.0070554978293672	No	No
O14737	PDCD5	6.75541564859931	8.79287787030719e-08	No	No
O14744	PRMT5	6.80386846409353	2.52455304404134e-10	No	No
O14773	TPP1	9.72098089256986	8.488748751609e-09	No	No
O14786	NRP1	4.59616976769529	1.76269825566604e-08	No	No
O14817	TSPAN4	4.61484312948259	1.74594569471581e-06	No	No
O14818	PSMA7	4.31355486505844	2.69189858737818e-08	No	No
O14880	MGST3	5.13991846338459	2.44283221251578e-05	No	No
O14908	GIPC1	4.33245871152342	0.0011526014565525	No	No
O14917	PCDH17	5.2125919058757	1.1511267422892e-06	No	No
O14936	CASK	3.48561171331615	0.0010709931079635	No	No
O14949	UQCRQ	3.54556652685458	0.000600251643931	No	No
O14950;P19105	MYL12A;MYL12B	3.09305429512169	0.001917193120512	No	No
O14964	HGS	5.64053678431658	1.58563854990672e-07	No	No
O14974	PPP1R12A	7.52885330571818	4.5892271027502104e-14	No	No
O14979	HNRNPDL	6.12475169743608	2.97774392911808e-08	No	No
O14980	XPO1	6.64189872457859	4.17421461570169e-10	No	No
O15027	SEC16A	5.98735907474422	7.11014639355571e-08	No	No
O15042	U2SURP	3.82813028332433	1.11132158133681e-05	No	No
O15067	PFAS	3.10457413386227	0.0057276587437421	No	No
O15084	ANKRD28	4.54590402459578	3.72470771135509e-05	No	No
O15116	LSM1	8.52331906800134	4.1011073329433295e-11	No	No
O15117	FYB1	8.37210613621157	3.66772357165138e-21	No	No
O15123	ANGPT2	4.83365435285075	2.75428761127849e-05	No	No
O15144	ARPC2	2.19957152009029	0.000536027904992	No	No
O15162	PLSCR1	4.64622350270201	1.88619570334537e-05	No	No
O15204	ADAMDEC1	4.06626155200205	0.0053603713032981	No	No
O15212	PFDN6	5.80614259268785	1.56955905709046e-09	No	No
O15230	LAMA5	9.81590028672474	3.4273073992609696e-11	No	No
O15231	ZNF185	4.1052144697946	0.0033179482809585	No	No
O15240	VGF	2.3502149647822	0.0025420777550405	No	No
O15335	CHAD	4.41842642506321	0.0004190834665544	No	No
O15347	HMGB3	5.80150264128923	1.7153571488533902e-09	No	No
O15355	PPM1G	9.62904615609266	2.0476286556095e-13	No	No
O15371	EIF3D	8.48557507185033	7.92571169866601e-15	No	No
O15372	EIF3H	6.95294226198199	1.12640722008243e-08	No	No
O15460	P4HA2	5.38618358614889	1.66454034420785e-05	No	No
O15466	ST8SIA5	5.27325220706478	1.3946269272473e-06	No	No
O15498	YKT6	6.32115775789452	6.48185972805287e-10	No	No
O15511	ARPC5	2.39718119294234	0.0037400464653293	No	No
O15514	POLR2D	2.44405390750587	0.0032212652222658	No	No
O15533	TAPBP	4.76094518352791	8.22725628495397e-07	No	No
O15551	CLDN3	7.66124495891923	2.3195636245176397e-12	No	No
O15554	KCNN4	3.18495992806857	0.0013489077547138	No	No
O43157	PLXNB1	4.42050653687222	0.0001193227335618	No	No
O43169	CYB5B	3.45209637403999	0.0002539426976558	No	No
O43173	ST8SIA3	3.86192867256196	0.0001665377246579	No	No
O43175	PHGDH	5.23689197312925	1.250580095118e-05	No	No
O43182	ARHGAP6	6.02857310773625	2.3215266843534e-06	No	No
O43242	PSMD3	4.3456066639031	0.0007451346509724	No	No
O43291	SPINT2	5.1560540318642	1.34713305197775e-05	No	No
O43396	TXNL1	5.17025177980856	3.81957885689601e-05	No	No
O43399	TPD52L2	6.36026802024946	1.1135092636191e-05	No	No
O43432	EIF4G3	4.42021944129883	0.000688739593482	No	No
O43488	AKR7A2	7.94348591866997	5.40217368103838e-23	No	No
O43491	EPB41L2	8.53640973717639	1.5704127257475499e-12	No	No
O43516	WIPF1	6.7083962740896	1.74116205075226e-06	No	No
O43529	CHST10	5.62033968795052	3.07784569346431e-07	No	No
O43583	DENR	4.42255663011366	0.0021703885490344	No	No
O43615	TIMM44	3.95451557289447	0.0001161756004659	No	No
O43617	TRAPPC3	6.70315485002777	8.01327248393253e-11	No	No
O43639	NCK2	4.89089820632661	1.34648541099698e-07	No	No
O43681	GET3	10.8038065673777	8.20351537153188e-21	No	No
O43684	BUB3	6.31037391840579	1.11885411640489e-07	No	No
O43707	ACTN4	6.54215514810694	3.86905781694447e-12	No	No
O43708	GSTZ1	5.69717693349678	1.62013604248981e-08	No	No
O43719	HTATSF1	3.22451868151694	0.0005330978284303	No	No
O43747	AP1G1	4.96878912706573	0.0009369377413352	No	No
O43752	STX6	4.21385775855486	6.68233866904443e-05	No	No
O43760	SYNGR2	5.58590867177043	1.47531418484322e-06	No	No
O43765	SGTA	7.32871667034015	3.20874003803151e-08	No	No
O43776	NARS1	4.40077148413989	9.04144225935184e-05	No	No
O43809	NUDT21	7.06026533236572	1.87403280314592e-09	No	No
O43815	STRN	8.93034513710435	6.35185937549435e-16	No	No
O43847	NRDC	8.02359839042779	1.74526823759054e-09	No	No
O43852	CALU	3.22443521713561	0.0091613758979958	No	No
O43897	TLL1	7.11732551313188	2.6257976783929702e-09	No	No
O43916	CHST1	5.19931511312565	4.29397907829883e-06	No	No
O60216	RAD21	10.0894517929073	1.05470014522404e-13	No	No
O60232	ZNRD2	3.26771287638572	0.0036579494479719	No	No
O60240	PLIN1	13.16080832126	6.32927129674368e-22	No	No
O60243	HS6ST1	4.91555611657202	3.35552698671873e-06	No	No
O60245	PCDH7	8.33222345255042	1.07035500339459e-12	No	No
O60271	SPAG9	7.91422387840656	5.5527936326863705e-14	No	No
O60279	SUSD5	5.40936664544071	1.27505109401503e-07	No	No
O60313	OPA1	6.32392574654585	6.10045876749686e-10	No	No
O60330	PCDHGA12	8.4912526854427	1.0018497210008501e-14	No	No
O60449	LY75	4.61354066375563	0.0004796926515394	No	No
O60462	NRP2	5.00349235168224	2.14307897384229e-09	No	No
O60493	SNX3	4.99559065898527	0.0030134856382717	No	No
O60506	SYNCRIP	3.01351910348169	0.0042908118641619	No	No
O60507	TPST1	5.63339436877974	1.10425036759594e-06	No	No
O60568	PLOD3	10.5375062567775	2.3965177094113503e-14	No	No
O60610	DIAPH1	9.03115934055942	5.65472367759608e-24	No	No
O60613	SELENOF	7.91322987147587	2.99635486825686e-13	No	No
O60636	TSPAN2	2.58798970515343	0.0073033555350459	No	No
O60704	TPST2	4.66751412949786	2.83553130867152e-05	No	No
O60716	CTNND1	4.24423174484279	2.43792232223548e-05	No	No
O60749	SNX2	8.45109706105485	1.23862488466948e-08	No	No
O60763	USO1	10.3217777724207	3.29955077253414e-12	No	No
O60784	TOM1	4.99559717243437	0.0002420562713495	No	No
O60841	EIF5B	5.4553198939651	8.12071219798162e-06	No	No
O60884	DNAJA2	5.64735895317452	7.17982648479327e-08	No	No
O60888	CUTA	2.86666099233251	0.0097318495821625	No	No
O60927	PPP1R11	7.21478336168655	2.0796295471438697e-11	No	No
O60936	NOL3	13.2110557088396	5.49907788467686e-11	No	No
O75044	SRGAP2	2.81856495974228	0.0095111862405792	No	No
O75063	FAM20B	2.88551406035972	0.0084044468085156	No	No
O75095	MEGF6	8.24860809786785	1.88413394858557e-12	No	No
O75096	LRP4	10.1139983947787	6.858762618119699e-12	No	No
O75116	ROCK2	6.18556924559478	2.5539333393292703e-09	No	No
O75170	PPP6R2	8.47914922189956	1.59670446696123e-07	No	No
O75197	LRP5	12.056629740647	2.6266907390925304e-19	No	No
O75208	COQ9	7.26029744473089	2.04523858355324e-09	No	No
O75309	CDH16	10.1770702441738	7.97863806429497e-15	No	No
O75312	ZPR1	6.18740564069112	2.62475059114049e-09	No	No
O75339	CILP	3.80030758302405	0.0002190478917572	No	No
O75342	ALOX12B	4.81746882072121	0.0038664597548915	No	No
O75348	ATP6V1G1	5.12344696351781	1.64876852924702e-06	No	No
O75351	VPS4B	4.49918071349221	4.83939442785355e-06	No	No
O75352	MPDU1	4.76010087641261	1.45384988121176e-06	No	No
