Protein_Group	Genes	SAX_72001_M1_vs_RAW_72001_M1_logFC	SAX_72001_M1_vs_RAW_72001_M1_pval	Removed?	Contaminant?
O60462	NRP2	3.82218809495829	1.50943136399601e-06	No	No
O60476	MAN1A2	4.51647148869973	0.0006962383186329	No	No
O60488	ACSL4	5.0336098803593	1.48876253068726e-06	No	No
O60502	OGA	4.55749231881541	0.0038754442031046	No	No
O60524	NEMF	3.92766372149828	0.0009257863668887	No	No
O60547	GMDS	5.16407918385019	7.84264465438075e-05	No	No
O60568	PLOD3	5.8268717404548	1.19572751038557e-06	No	No
O60613	SELENOF	3.96697744912817	2.46843622423043e-05	No	No
O60645	EXOC3	5.2779951773115	2.93460553356221e-07	No	No
O60669	SLC16A7	4.73042015709995	3.469954572868e-06	No	No
O60674	JAK2	6.4954337933176	6.21715995202684e-07	No	No
O60678	PRMT3	2.31390484435885	0.0065489271094171	No	No
O60684	KPNA6	4.0418773371275	4.96702168530295e-05	No	No
O60704	TPST2	6.70054422130134	1.40261808480777e-08	No	No
O60716	CTNND1	5.14882399148651	6.29470434669168e-07	No	No
O60784	TOM1	5.0153179597682	0.0002299188382837	No	No
O60826	CCDC22	3.95158777983877	0.0001660645574342	No	No
O60841	EIF5B	6.18838542180076	6.76435758388259e-07	No	No
O60884	DNAJA2	6.25519867984954	5.066350741053681e-09	No	No
O60890	OPHN1	4.69670232948912	0.0003564642460292	No	No
O60925	PFDN1	5.67837348656745	9.842220323203552e-09	No	No
O75019	LILRA1	3.48040934986421	0.0091984014321218	No	No
O75044	SRGAP2	3.42271059291029	0.0018472588032549	No	No
O75061	DNAJC6	2.77507740454656	0.0061869265631932	No	No
O75063	FAM20B	2.87538561626718	0.0086247144132541	No	No
O75069	TMCC2	4.06300961341628	0.0001529790740671	No	No
O75113	N4BP1	3.70300069669899	0.0023388637319445	No	No
O75116	ROCK2	3.87456726865236	5.65623943071681e-05	No	No
O75122	CLASP2	5.01613425091329	4.37652796139016e-06	No	No
O75154	RAB11FIP3	4.5176842001746	3.41874297156187e-05	No	No
O75165	DNAJC13	5.67130547564213	3.64111516193609e-06	No	No
O75167	PHACTR2	2.96385398893067	0.0026250451925674	No	No
O75170	PPP6R2	5.67230456938938	0.0002160968524275	No	No
O75175	CNOT3	6.87822868802871	2.82275811477926e-05	No	No
O75190	DNAJB6	3.90695933905216	0.0002320230918815	No	No
O75197	LRP5	5.48899294545009	2.82472023527404e-07	No	No
O75251	NDUFS7	4.37180813780332	5.92896042885537e-05	No	No
O75306	NDUFS2	5.18341345183802	1.39089839455539e-06	No	No
O75309	CDH16	6.00112206431002	1.59024315581927e-07	No	No
O75312	ZPR1	5.00564978074484	5.23633144254579e-07	No	No
O75323	NIPSNAP2	4.99033046782051	1.08711925767796e-06	No	No
O75348	ATP6V1G1	5.10628919349534	1.7643934542091e-06	No	No
O75351	VPS4B	5.68444283887234	2.79346553697001e-08	No	No
O75352	MPDU1	5.52374269617603	5.06358002025186e-08	No	No
O75356	ENTPD5	3.29594460753104	0.0017736179753736	No	No
O75367	MACROH2A1	2.9886441400047	5.6179068671529e-05	No	No
O75369	FLNB	5.99151159597711	0.0017902243809519	No	No
O75379	VAMP4	3.78798538133678	0.0001463301079081	No	No
O75380	NDUFS6	3.05238969753176	0.0008350053422015	No	No
O75381	PEX14	3.51827261048438	0.000343553342517	No	No
O75410	TACC1	7.1145111737987	3.48959341343471e-07	No	No
O75427	LRCH4	4.37459546200334	3.29413166386879e-05	No	No
O75431	MTX2	4.2354130292999	0.0005383467542095	No	No
O75436	VPS26A	4.44814398997494	1.94679050523394e-06	No	No
O75438	NDUFB1	4.60178724788029	1.16922873821433e-07	No	No
O75439	PMPCB	3.834388576756	0.000627636991554	No	No
O75477	ERLIN1	4.05276796825329	0.0003212071710488	No	No
O75487	GPC4	3.27700038223516	0.0002445665082197	No	No
O75489	NDUFS3	7.32464976353952	2.41190398575267e-12	No	No
O75506	HSBP1	3.06726624364101	0.0038989370710537	No	No
O75521	ECI2	4.80590203826704	6.23329140404455e-06	No	No
O75531	BANF1	5.4366556929257	9.81946384863424e-06	No	No
O75534	CSDE1	5.14656785722119	1.06541188513716e-06	No	No
O75558	STX11	2.50070583126826	0.0045364114767236	No	No
O75563	SKAP2	4.05686943976174	0.0007121069160487	No	No
O75592	MYCBP2	6.51683786610209	1.15105481942396e-08	No	No
O75629	CREG1	2.69559837472608	0.0045859440937759	No	No
O75663	TIPRL	5.53145152832748	6.354651352853231e-09	No	No
O75674	TOM1L1	6.86847287963641	1.09536295419208e-06	No	No
O75688	PPM1B	4.8166700916589	1.4096708658465e-05	No	No
O75695	RP2	6.30087661139507	3.36487009598552e-06	No	No
O75718	CRTAP	4.56508840021649	3.12398351463753e-05	No	No
O75746	SLC25A12	3.83254211535869	0.0004201386410449	No	No
O75752	B3GALNT1	4.82382678605353	1.29422136665899e-06	No	No
O75787	ATP6AP2	2.95840012151116	0.0011023909186284	No	No
O75791	GRAP2	8.12908625790656	2.17371598442046e-11	No	No
O75821	EIF3G	2.70665549757195	0.0077214765826493	No	No
O75832	PSMD10	4.38278079842696	8.30250412061374e-05	No	No
O75843	AP1G2	3.49785532655132	0.0004062501709958	No	No
O75844	ZMPSTE24	6.67102956432151	2.11218609874794e-06	No	No
O75880	SCO1	3.68880906430552	0.000197359122144	No	No
O75886	STAM2	5.71429136836522	6.78559642793665e-06	No	No
O75954	TSPAN9	7.13739808287277	4.42710999043154e-11	No	No
O75955	FLOT1	2.65944853842142	0.0009252712727785	No	No
O75976	CPD	3.86182706200829	0.0012566163728694	No	No
O76031	CLPX	4.35382536422812	0.0005764924708595	No	No
O76070	SNCG	3.01034306254055	0.0098528075234745	No	No
O76071	CIAO1	3.6476345782152	0.0001964154322604	No	No
O76096	CST7	2.6451333436454	0.0015032974259069	No	No
O94763	URI1	2.4957844609103	0.0093367557922183	No	No
O94766	B3GAT3	3.61957822942332	0.0023720442451853	No	No
O94769	ECM2	2.61249929702184	0.0061052322804008	No	No
O94804	STK10	6.5546260952298	1.20761896890959e-06	No	No
O94826	TOMM70	6.9012286396763	8.11653322550359e-08	No	No
O94855	SEC24D	5.27433285223436	9.00512665035594e-06	No	No
O94874	UFL1	3.98357055359715	0.0008806739327217	No	No
O94903	PLPBP	3.53124891615007	0.0012275851418027	No	No
O94905	ERLIN2	5.79086812601434	2.27923059108666e-07	No	No
O94915	FRYL	4.85215478015604	0.0001974973154312	No	No
O94916	NFAT5	3.58640540352543	0.002216499489508	No	No
O94923	GLCE	4.16199306072844	1.6617525048104e-05	No	No
O94925	GLS	6.55756899545702	6.52909092866403e-10	No	No
O94929	ABLIM3	6.29567926846045	1.53495103991353e-09	No	No
O94973	AP2A2	4.63506725807527	2.3681768933932e-05	No	No
O94979	SEC31A	3.68833976490082	7.5914550308845e-05	No	No
O94992	HEXIM1	3.62515785490519	0.0015040599326348	No	No
O95140	MFN2	6.07027019522437	3.37892590323983e-08	No	No
O95155	UBE4B	3.11863617895458	0.0032031805614829	No	No
O95163	ELP1	3.04677139270948	0.002772450773746	No	No
O95167	NDUFA3	3.17761914241937	0.0035106752346809	No	No
O95168	NDUFB4	4.52305410864438	8.31216706230464e-05	No	No
O95169	NDUFB8	3.95333140108325	0.0001167202355406	No	No
O95182	NDUFA7	5.14882084481948	1.11907271617019e-05	No	No
O95183	VAMP5	3.36208926788452	0.0011311171466329	No	No
O95202	LETM1	5.84267941324269	2.5443883721135103e-09	No	No
O95210	STBD1	4.10219715455561	0.0002331594190844	No	No
O95219	SNX4	6.93781068205822	1.2084205132955602e-09	No	No
O95248	SBF1	4.49428084008776	5.34578670781245e-06	No	No
O95249	GOSR1	5.12918949027419	5.4484371256332e-06	No	No
O95260	ATE1	4.73365582371261	0.0001134071770931	No	No
O95292	VAPB	2.47161923554021	0.0041124379584136	No	No
O95295	SNAPIN	4.89701390112491	7.55871968678955e-07	No	No
O95298	NDUFC2	9.44853074350886	3.0501794971279598e-12	No	No
O95299	NDUFA10	8.71846206689762	1.51706029445826e-11	No	No
O95319	CELF2	4.52220777307008	4.70595347774762e-05	No	No
O95347	SMC2	4.28808913383301	0.0007439112040935	No	No
O95372	LYPLA2	4.19917943738129	2.81412211517017e-05	No	No
O95393	BMP10	4.98652980194329	3.20519347383159e-08	No	No
O95425	SVIL	7.00276517965656	1.04242575019827e-08	No	No
O95427	PIGN	2.51136001919797	0.004171937232127	No	No
O95433	AHSA1	3.18581995020444	0.0019264732290416	No	No
O95486	SEC24A	5.21406388746239	0.0034175466486708	No	No
O95487	SEC24B	4.3984046233714	0.0015256337694382	No	No
O95544	NADK	2.28098207603768	0.0068892250179236	No	No
O95562	SFT2D2	2.61642636966175	0.0098345566343415	No	No
O95571	ETHE1	6.51115828369028	9.98634984629329e-08	No	No
O95573	ACSL3	5.85335378960283	2.1257457104615e-05	No	No
O95630	STAMBP	5.96286828785215	2.2306652130263e-07	No	No
O95633	FSTL3	3.46393095347332	0.0003512152289938	No	No
O95671	ASMTL	4.14845796295534	7.26957149314839e-05	No	No
O95685	PPP1R3D	3.79306863147587	0.0006908608902927	No	No
O95714	HERC2	3.69145476043265	0.002647896186333	No	No
O95727	CRTAM	3.59368117149594	0.0017054141472565	No	No
O95749	GGPS1	3.25832198836983	0.0007231402440785	No	No
O95757	HSPA4L	4.56717763382562	0.0004387820083457	No	No
O95772	STARD3NL	2.99860811810132	0.0035561483398237	No	No
O95782	AP2A1	3.41538217054314	0.0077747289574481	No	No
O95810	CAVIN2	3.42158943128215	0.0065187032014177	No	No
O95816	BAG2	5.04490527322315	3.92049938070432e-08	No	No
O95819	MAP4K4	4.81792633882528	1.01739367389213e-07	No	No
O95822	MLYCD	5.5275022136555	4.27049985382564e-06	No	No
O95825	CRYZL1	4.86647487711002	0.0002281856353407	No	No
O95831	AIFM1	2.82993623160422	0.0021441437890772	No	No
O95834	EML2	3.45019472540048	0.0024886530103826	No	No
O95858	TSPAN15	5.09496521438472	9.13639415972977e-07	No	No
O95861	BPNT1	3.60873896245262	0.0009146049970842	No	No
O95873	C6orf47	3.30067112392785	0.0022843560548247	No	No
O95881	TXNDC12	5.36023602991716	3.44047073666621e-07	No	No
O96000	NDUFB10	3.39526858029331	0.0074420559575377	No	No
O96005	CLPTM1	5.12499040784792	1.75388538088594e-05	No	No
O96008	TOMM40	6.05949067716921	2.37728964713252e-07	No	No
O96019	ACTL6A	2.92659416318631	0.0028608027791389	No	No
P00167	CYB5A	4.28905826371453	2.51157456769293e-05	No	No
P00395	MT-CO1	5.10571538256129	1.9724006181423e-06	No	No
P00403	MT-CO2	7.79445122054376	1.44755312956098e-13	No	No
P00414	MT-CO3	6.17079819971614	2.264545853192e-08	No	No
P00450	CP	2.37424947687245	4.72247901763962e-08	No	No
P00451	F8	3.90310778789134	1.18759912814611e-06	No	No
P00734	F2	5.41051937476284	6.84111309047862e-20	No	No
P00736	C1R	2.65741536524982	1.64481872775777e-08	No	No
P00740	F9	5.68907256015235	3.99126122299163e-20	No	No
P00742	F10	5.4568736451034	2.66050446629853e-16	No	No
P00846	MT-ATP6	6.12790713288115	4.58439931443937e-08	No	No
P00966	ASS1	5.00465921532431	0.0038151810919483	No	No
P01042	KNG1	3.5585480979549	6.8815260186088e-11	No	No
P01111	NRAS	4.97507354375639	2.96206752761007e-06	No	No
P01133	EGF	7.26253723567219	8.69681653560815e-12	No	No
P01266	TG	4.93906122905238	1.72876763506763e-06	No	No
P02671	FGA	2.59392365251239	3.91497616502723e-07	No	No
P02675	FGB	2.47769262973858	3.00058862397426e-08	No	No
P02686	MBP	4.45621431724702	4.30317969709947e-05	No	No
P02741	CRP	4.55639913500024	2.88521238299922e-08	No	No
P02748	C9	4.64995684292337	2.34046160903399e-12	No	No
P02751	FN1	5.09088784954273	5.63003017301481e-16	No	No
P02766	TTR	2.90795534130036	1.35975667723155e-05	No	No
P02810	PRH2	8.3675773933702	2.17786147894305e-14	No	No
P03886	MT-ND1	2.73167610761378	0.004870692062779	No	No
P03891	MT-ND2	2.21557081422175	0.0095756344160573	No	No
P03905	MT-ND4	3.71460249945987	0.0002771364149939	No	No
P03915	MT-ND5	7.20402612060536	5.82024264833704e-08	No	No
P03956	MMP1	4.17468531886198	6.75977242027855e-05	No	No
P04003	C4BPA	4.73564376027913	6.34650043575272e-17	No	No
P04004	VTN	3.96931345690476	1.0898289351318998e-12	No	No
P04070	PROC	5.99278525886788	9.70917912573049e-08	No	No
P04083	ANXA1	4.38316631536083	0.0001770146175225	No	No
P04085	PDGFA	3.35734297911735	0.0008981286418217	No	No
P04275	VWF	3.66622168340929	3.1542425849518203e-09	No	No
P04350	TUBB4A	2.6174807887889	0.0003177107616848	No	No
P04406	GAPDH	2.9726058023511	0.001511875170122	No	No
P04843	RPN1	2.9651182928594	0.00256469882363	No	No
P04844	RPN2	2.89650200869123	0.0031154897932023	No	No
P04899	GNAI2	2.77947730467712	7.02173051080444e-06	No	No
P05026	ATP1B1	5.34631540154559	0.0002997074742484	No	No
P05067	APP	2.91842201171224	0.0021234929014578	No	No
P05106	ITGB3	3.48070273794608	0.0065579887793617	No	No
P05155	SERPING1	2.60499111896475	1.79598755369942e-08	No	No
P05161	ISG15	5.53457064185632	0.0014052560520039	No	No
P05165	PCCA	6.85477358972202	7.41765509256724e-10	No	No
P05166	PCCB	6.53483629340981	2.23272843740547e-07	No	No
P05388	RPLP0	7.67386009071045	3.8915212810001e-14	No	No
P05408	SCG5	2.8010487330942	0.0096331516725916	No	No
P05546	SERPIND1	2.34859726358084	1.11872818633756e-05	No	No
P05783	KRT18	7.38003214878716	2.27650543544749e-06	No	No
P05997	COL5A2	4.48862071648555	8.64437902829536e-06	No	No
P06280	GLA	3.02787773276154	0.0053047289315623	No	No
P06454	PTMA	4.11885792260624	0.0002996667556032	No	No
P06576	ATP5F1B	2.91741509357097	0.0038268802895499	No	No
P06734	FCER2	3.90130096262108	0.0014445327778479	No	No
P06748	NPM1	3.43258543145438	0.0028677551367365	No	No
P06756	ITGAV	6.67736911295458	1.2339457392460001e-11	No	No
P06899;Q16778	H2BC11;H2BC21	2.87954587768173	0.0036531553946581	No	No
P07204	THBD	3.42859344825856	0.0094057490220676	No	No
P07225	PROS1	4.95111783791741	2.16280053340876e-15	No	No
P07237	P4HB	4.01796395446884	2.5414886026204102e-09	No	No
P07311	ACYP1	4.58164710337829	1.15107068355592e-06	No	No
P07332	FES	3.97907948886174	0.0001182079654661	No	No
P07359	GP1BA	3.79683893885922	3.67038754551649e-05	No	No
P07437	TUBB	2.77697417349814	0.0007606578667081	No	No
P07476	IVL	6.01783760531072	8.25790203881348e-06	No	No
P07585	DCN	4.49773746051676	3.07149594615388e-05	No	No
P07814	EPRS1	6.41530412872658	2.55825934900272e-08	No	No
P07900	HSP90AA1	3.88186006203932	4.78000211127798e-07	No	No
