,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:2001141,regulation of RNA biosynthetic process,GO:2001141,0.0001075856,2.437541,34.07599,KDM5A;MYCBP;MEAF6;BAZ2A;PBXIP1;SGF29;YBX1;SPTY2D1;TAF5L;ZNHIT3;ZNF280B;ZNF280C;NSD2;DVL1;WDR5;APBB2;DMAP1;PATZ1;YAF2;BPTF;SMAD2;MBD4;WWTR1;ARNT2;CREBBP;SMAD3;UTP4;TAF12;FUS;ASCC1;NFXL1;ASH1L;ZBTB11;REXO4;NFKB2;TAF6L;KAT2A;ZZZ3;NFIA;YEATS2;PSPC1;ZSCAN21;TERF2IP;ZSCAN26;BMAL2;CLOCK;EZH2;GZF1,Regulation of RNA Biosynthetic Process (GO:2001141)
1,GO:0045892,negative regulation of DNA-templated transcription,GO:0045892,0.000775275,1.810667,21.54579,ZNF512B;SUV39H1;CHD8;ATN1;ZC3H8;BRCA1;SGF29;PHF6;RRP8;SCML2;KAT5;NKRF;SCMH1;UIMC1;SAP130;WDR5;DPF2;CIC;YAF2;KLF10;ZHX2;ZGPAT;ZHX3;RING1;EED;DDX56;PARP9;ETV6;MED25;KAT2A;NFX1;PSPC1;BIRC5;CLOCK;VGLL4;DLX1;MAX;PBXIP1;BAZ2A;RNF2;MTDH;PURB;PURA;RBM15B;ATXN1;ZNF706;APBB2;DMAP1;PATZ1;TAF9B;BRD7;LYAR;BPTF;JAZF1;SMAD2;CBX8;MBD4;CBX6;PHC2;CREBBP;PHC1;SMAD3;CBX4;MTERF3;SMURF2;USP9X;PCGF2;CBX2;PHF12;NR2F1;LARP7;WWP1;NR2F2;PHC3;NR2F6;SP2;NMNAT1;YEATS2;CTNNB1;NOP53;ZNF134;EZH2;GZF1,Negative Regulation of DNA-templated Transcription (GO:0045892)
2,GO:0000398,"mRNA splicing, via spliceosome",GO:0000398,0.0008155072,2.328848,27.48037,SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;WBP4;CWC25;CASC3;RNPC3;PRPF19;ESS2;COIL;SNRPD2;RBMX2;CWC22;DHX15;SNRPB2;SF3B1;RBM10;BCAS2;RBM5;RBM6;SRPK2;SF3A3;ZRSR2;RBM17;SF3A1;SF3A2;NCBP1;SCAF11;NCBP2;BUD31;CDC5L;PLRG1;PHF5A;SRFBP1;SNRPA1;BUD13;PABPC1;SRSF5;CDK13;PPIL3;SLU7,"mRNA Splicing, via Spliceosome (GO:0000398)"
3,GO:0006397,mRNA processing,GO:0006397,0.001179377,2.230882,25.34092,SF3B4;SF3B5;SF3B2;SF3B3;SF3B6;CHD8;WBP4;CWC25;CASC3;RNPC3;PRPF19;ESS2;SNRPD2;RBMX2;CWC22;DHX15;SNRPB2;TENT2;ZC3H13;SF3B1;CMTR1;RBM10;CMTR2;BCAS2;RBM5;RBM6;SF3A3;ZRSR2;SF3A1;SF3A2;NCBP1;SCAF11;NCBP2;BUD31;CDC5L;PLRG1;KIN;PHF5A;SNRPA1;BUD13;PABPC1;SRSF5;PPIL3;CBLL1;SLU7,mRNA Processing (GO:0006397)
4,GO:0000470,maturation of LSU-rRNA,GO:0000470,0.001190052,7.446043,83.45875,DDX18;NSA2;ZNHIT3;PAK1IP1;ZNHIT6;MAK16;RPL35;WDR12;RBM34;RRP15;RPF1,Maturation of LSU-rRNA (GO:0000470)
5,GO:0007020,microtubule nucleation,GO:0007020,0.001190052,7.446043,83.45875,TPX2;TUBGCP2;TUBGCP5;TUBGCP6;SLAIN2;TUBGCP3;TUBG2;TUBGCP4;TUBG1;CLASP1;CLASP2,Microtubule Nucleation (GO:0007020)
6,GO:0006356,regulation of transcription by RNA polymerase I,GO:0006356,0.001190052,7.446043,83.45875,UTP15;CREBBP;DHX33;HEATR1;DDX56;WDR75;BAZ2A;ERCC6;LYAR;SF3B1;PHF8,Regulation of Transcription by RNA Polymerase I (GO:0006356)
7,GO:0000956,nuclear-transcribed mRNA catabolic process,GO:0000956,0.002113141,3.233984,34.26907,UPF1;CNOT6L;NCBP1;NCBP2;PARN;LSM1;SAMD4A;RC3H1;UPF3B;CNOT10;UPF3A;PATL1;SMG6;EXOSC7;EXOSC5;PAN3;ERI1;CNOT11;EXOSC9;MRTO4;TENT2;CNOT8,Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)
8,GO:0045727,positive regulation of translation,GO:0045727,0.002997126,3.025825,30.78962,TRUB2;NSUN5;FMR1;SAMD4A;UPF3B;UPF3A;LARP4B;YBX1;YBX3;THBS1;RCC1L;FXR1;RPUSD4;NGRN;FXR2;LARP1;RPUSD3;IGF2BP1;RPL26;PABPC1;ZCCHC4;EIF4G3;PAIP1,Positive Regulation of Translation (GO:0045727)
9,GO:0006282,regulation of DNA repair,GO:0006282,0.00451069,2.633728,25.54749,SF3B5;SF3B3;MEAF6;BRCA1;SGF29;NPAS2;TAF5L;KAT5;UIMC1;DPF2;EP400;EPC2;DMAP1;BRD8;ARID2;BRD7;NFRKB;PHF10;TAF12;ARID1A;TAF6L;KAT2A;TAF6;ERCC6;TAF4;TAF2;WRAP53,Regulation of DNA Repair (GO:0006282)
