term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.5409838032196378,1.9366612181768887,0.0722651800729057,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;BUB3;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.5409838032196378,1.9366612181768887,0.0722651800729057,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;BUB3;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.5409838032196378,1.9366612181768887,0.0722651800729057,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;BUB3;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs,0.7165662628927203,1.9216995365167668,0.0835852175421484,25.21%,TUBA4B;TUBB4B;TUBA8;TUBB4A;TUBAL3;TUBB1;TUBA4A;TUBB6,Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin,0.5403450649635249,1.920283878038308,0.0722774805290883,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin
Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.5403450649635249,1.920283878038308,0.0722774805290883,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1
Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins,0.52937013590027,1.908027993657497,0.0761286415375384,44.64%,PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;SKP1;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;PSMB2;PSMB5;PSMA4;BUB3;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins
Reactome_Pathways_2024__AURKA Activation by TPX2,0.5734137317484651,1.866735425149765,0.1023397954394171,37.41%,MAPRE1;PPP2R1A;DCTN1;DCTN2;TUBB4B;DYNC1H1;PAFAH1B1;TUBB4A;PRKAR2B;CKAP5;ACTR1A;TUBB;TUBA4A;YWHAG;YWHAE;HSP90AA1;DCTN3,Reactome_Pathways_2024__AURKA Activation by TPX2
Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion,0.8196672022113058,1.8630921925544968,0.1026560928841131,9.01%,PLCB3;PLCB1;PLCB2;GNAQ,Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion
Reactome_Pathways_2024__ABC Transporter Disorders,0.4900276614133644,1.8010974727803588,0.1681577792646027,44.64%,VCP;PSMC2;PSMD2;PSMD11;PSMC6;PSMC5;PSMC3;PSMD1;PSMC1;PSMD13;PSMD14;PSMC4;PSMD6;PSMD7;PSMB3;PSMD8;OS9;PSMA7;PSMB1;PSMA1;PSMA5;PSMA2;PSMB4;PSMA6;PSMA3;ERLIN2;PSMB2;PSMB5;PSMA4;PSMB6;PSMD3;PSMD12;PSMB7,Reactome_Pathways_2024__ABC Transporter Disorders
