,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:2000050,regulation of non-canonical Wnt signaling pathway,GO:2000050,0.1430563,60.53571,237.6429,ZNRF3,Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)
1,GO:0007220,Notch receptor processing,GO:0007220,0.1430563,72.65,296.2991,APH1B,Notch Receptor Processing (GO:0007220)
2,GO:0097503,sialylation,GO:0097503,0.1430563,121.1071,542.7017,ST3GAL1,Sialylation (GO:0097503)
3,GO:1905165,regulation of lysosomal protein catabolic process,GO:1905165,0.1430563,181.6786,866.1492,LAPTM4B,Regulation Of Lysosomal Protein Catabolic Process (GO:1905165)
4,GO:0051241,negative regulation of multicellular organismal process,GO:0051241,0.1430563,9.057692,46.46199,FOXE3;GDF15;VASN,Negative Regulation Of Multicellular Organismal Process (GO:0051241)
5,GO:0030857,negative regulation of epithelial cell differentiation,GO:0030857,0.1430563,51.88265,196.817,FOXE3,Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)
6,GO:0040014,regulation of multicellular organism growth,GO:0040014,0.1430563,60.53571,237.6429,GDF15,Regulation Of Multicellular Organism Growth (GO:0040014)
7,GO:0033574,response to testosterone,GO:0033574,0.1430563,181.6786,866.1492,NCOA4,Response To Testosterone (GO:0033574)
8,GO:0071635,negative regulation of transforming growth factor beta production,GO:0071635,0.1430563,72.65,296.2991,LAPTM4B,Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635)
9,GO:0006054,N-acetylneuraminate metabolic process,GO:0006054,0.1430563,51.88265,196.817,ST3GAL1,N-acetylneuraminate Metabolic Process (GO:0006054)
10,GO:0001574,ganglioside biosynthetic process,GO:0001574,0.1430563,72.65,296.2991,ST3GAL1,Ganglioside Biosynthetic Process (GO:0001574)
11,GO:0042987,amyloid precursor protein catabolic process,GO:0042987,0.1430563,45.39286,166.9135,APH1B,Amyloid Precursor Protein Catabolic Process (GO:0042987)
12,GO:0050435,amyloid-beta metabolic process,GO:0050435,0.1430563,45.39286,166.9135,APH1B,Amyloid-Beta Metabolic Process (GO:0050435)
13,GO:1905671,regulation of lysosome organization,GO:1905671,0.1430563,121.1071,542.7017,LAPTM4B,Regulation Of Lysosome Organization (GO:1905671)
14,GO:0071391,cellular response to estrogen stimulus,GO:0071391,0.1430563,45.39286,166.9135,NCOA4,Cellular Response To Estrogen Stimulus (GO:0071391)
15,GO:0042339,keratan sulfate metabolic process,GO:0042339,0.1430563,45.39286,166.9135,ST3GAL1,Keratan Sulfate Metabolic Process (GO:0042339)
16,GO:0009313,oligosaccharide catabolic process,GO:0009313,0.1430563,72.65,296.2991,MAN2C1,Oligosaccharide Catabolic Process (GO:0009313)
17,GO:0042104,positive regulation of activated T cell proliferation,GO:0042104,0.1430563,51.88265,196.817,TNFSF9,Positive Regulation Of Activated T Cell Proliferation (GO:0042104)
18,GO:0031293,membrane protein intracellular domain proteolysis,GO:0031293,0.1484931,40.34524,144.1574,APH1B,Membrane Protein Intracellular Domain Proteolysis (GO:0031293)
19,GO:0006873,intracellular monoatomic ion homeostasis,GO:0006873,0.1487263,36.30714,126.3181,LETM2,Intracellular Monoatomic Ion Homeostasis (GO:0006873)
20,GO:0007219,Notch signaling pathway,GO:0007219,0.1565813,19.09211,55.24498,APH1B,Notch Signaling Pathway (GO:0007219)
21,GO:0019752,carboxylic acid metabolic process,GO:0019752,0.1565813,19.09211,55.24498,ST3GAL1,Carboxylic Acid Metabolic Process (GO:0019752)
22,GO:0060173,limb development,GO:0060173,0.1565813,24.19286,75.27102,ZNRF3,Limb Development (GO:0060173)
23,GO:0032801,receptor catabolic process,GO:0032801,0.1565813,33.00325,111.9968,ZNRF3,Receptor Catabolic Process (GO:0032801)
24,GO:0010719,negative regulation of epithelial to mesenchymal transition,GO:0010719,0.1565813,22.67857,69.21571,VASN,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)
25,GO:0060395,SMAD protein signal transduction,GO:0060395,0.1565813,22.67857,69.21571,GDF15,SMAD Protein Signal Transduction (GO:0060395)
26,GO:0048706,embryonic skeletal system development,GO:0048706,0.1565813,25.92347,82.29313,HOXC4,Embryonic Skeletal System Development (GO:0048706)
27,GO:0010952,positive regulation of peptidase activity,GO:0010952,0.1565813,19.09211,55.24498,APH1B,Positive Regulation Of Peptidase Activity (GO:0010952)
28,GO:0008406,gonad development,GO:0008406,0.1565813,20.15476,59.32621,NCOA4,Gonad Development (GO:0008406)
29,GO:0043010,camera-type eye development,GO:0043010,0.1565813,19.09211,55.24498,FOXE3,Camera-Type Eye Development (GO:0043010)
30,GO:0009952,anterior/posterior pattern specification,GO:0009952,0.1575968,18.13571,51.61743,HOXC4,Anterior/Posterior Pattern Specification (GO:0009952)
31,GO:0032509,endosome transport via multivesicular body sorting pathway,GO:0032509,0.1575968,16.48377,45.46103,LAPTM4B,Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509)
32,GO:0006622,protein targeting to lysosome,GO:0006622,0.159395,15.76553,42.83066,NCOA4,Protein Targeting To Lysosome (GO:0006622)
33,GO:0007423,sensory organ development,GO:0007423,0.1781951,12.94388,32.80345,FOXE3,Sensory Organ Development (GO:0007423)
34,GO:0042789,mRNA transcription by RNA polymerase II,GO:0042789,0.1856571,11.68779,28.51721,FOXE3,mRNA Transcription By RNA Polymerase II (GO:0042789)
35,GO:0008277,regulation of G protein-coupled receptor signaling pathway,GO:0008277,0.1893493,10.97727,26.14788,KCTD8,Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)
36,GO:0044272,sulfur compound biosynthetic process,GO:0044272,0.2056182,9.05,19.94859,ST3GAL1,Sulfur Compound Biosynthetic Process (GO:0044272)
37,GO:0032007,negative regulation of TOR signaling,GO:0032007,0.2056182,9.05,19.94859,TMEM127,Negative Regulation Of TOR Signaling (GO:0032007)
38,GO:0031032,actomyosin structure organization,GO:0031032,0.2236418,7.864907,16.32587,CDC42BPG,Actomyosin Structure Organization (GO:0031032)
39,GO:0007032,endosome organization,GO:0007032,0.2236418,8.040476,16.8524,LAPTM4B,Endosome Organization (GO:0007032)
40,GO:0018107,peptidyl-threonine phosphorylation,GO:0018107,0.2247428,7.696809,15.82527,CDC42BPG,Peptidyl-Threonine Phosphorylation (GO:0018107)
41,GO:0042981,regulation of apoptotic process,GO:0042981,0.2421982,2.404259,4.618193,FOXE3;TAX1BP1;TNFSF9,Regulation Of Apoptotic Process (GO:0042981)
