term,ES,NES,fdr,Gene %,Genes,description
DGIdb_Drug_Targets_2024__BYL719,0.7130934694393207,1.9661106139261528,0.6078968122261434,24.50%,MTOR;PIK3R1;PI4KA;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3;PTEN,DGIdb_Drug_Targets_2024__BYL719
DGIdb_Drug_Targets_2024__PX 866,0.7066199270650164,1.8975274242082592,0.407634031746805,24.50%,MTOR;PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3;PTEN,DGIdb_Drug_Targets_2024__PX 866
DGIdb_Drug_Targets_2024__PI 103,0.7274125616518139,1.854942639991304,0.4106805192274315,21.16%,MTOR;PIK3R1;PIK3R6;PIK3CB;PIK3CG;PIK3C3,DGIdb_Drug_Targets_2024__PI 103
DGIdb_Drug_Targets_2024__SF1126,0.6515683864335414,1.8344307198732928,0.3114654097051154,24.50%,MTOR;PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3;PTEN,DGIdb_Drug_Targets_2024__SF1126
DGIdb_Drug_Targets_2024__GDC 0941,0.720192027004897,1.827173713639422,0.3129989789998133,21.16%,PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3,DGIdb_Drug_Targets_2024__GDC 0941
DGIdb_Drug_Targets_2024__XL147,0.6947911302750992,1.806492968737886,0.3456514347367577,24.50%,PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3;PTEN,DGIdb_Drug_Targets_2024__XL147
DGIdb_Drug_Targets_2024__RUXOLITINIB,0.8213740458015266,1.8028666530908712,0.3384490014037288,17.94%,JAK2;IL7R;SH2B3;JAK1;JAK3,DGIdb_Drug_Targets_2024__RUXOLITINIB
DGIdb_Drug_Targets_2024__PKI 587,0.6629353788799143,1.786643184321284,0.296505681212649,21.16%,MTOR;PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3,DGIdb_Drug_Targets_2024__PKI 587
DGIdb_Drug_Targets_2024__BEZ235,0.6426297061361477,1.737254970763486,0.3147064366161778,21.16%,MTOR;PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PIK3C3,DGIdb_Drug_Targets_2024__BEZ235
DGIdb_Drug_Targets_2024__GEDATOLISIB,0.6874417623549584,1.7318375509628003,0.3078200400701778,24.50%,MTOR;PIK3R1;AKT1;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__GEDATOLISIB
DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE,0.4787706686027565,1.7303617458836036,0.3046347412236496,30.18%,MTOR;NDUFA10;MT-ND5;NDUFA9;NDUFS3;NDUFA13;NDUFV2;NDUFS2;NDUFA5;NDUFS4;NDUFB3;NDUFS8;NDUFA12;NDUFA6;NDUFA11;NDUFS5;NDUFS1;NDUFA2;NDUFB1;NDUFV1;NDUFB4;NDUFA8;NDUFB8;GPD2;NDUFA1;NDUFAB1;NDUFS7;NDUFAF4;NDUFB11;MT-ND4,DGIdb_Drug_Targets_2024__METFORMIN HYDROCHLORIDE
DGIdb_Drug_Targets_2024__BAY80 6946,0.6863066727792683,1.724315513832378,0.3098546232211061,24.50%,PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__BAY80 6946
DGIdb_Drug_Targets_2024__GSK2126458,0.5933723046541841,1.7219977499751713,0.3025891060564077,24.50%,PIK3R1;EML4;PIK3R4;AKT1;PIK3R6;PIK3CB;AKT2;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__GSK2126458
DGIdb_Drug_Targets_2024__MIDOSTAURIN,0.5741370220754606,1.7121103390529304,0.3078294677502682,19.14%,PDGFRB;PRKCQ;JAK2;CBL;YES1;JAK1;JAK3;PDGFRA;FGFR1,DGIdb_Drug_Targets_2024__MIDOSTAURIN
DGIdb_Drug_Targets_2024__VS 5584,0.7287156495998948,1.6868438377818715,0.2981574536175707,24.50%,MTOR;PIK3R1;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__VS 5584
DGIdb_Drug_Targets_2024__PF 04691502,0.7287156495998948,1.6868438377818715,0.2981574536175707,24.50%,MTOR;PIK3R1;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__PF 04691502
DGIdb_Drug_Targets_2024__DS 7423,0.7287156495998948,1.6868438377818715,0.2981574536175707,24.50%,MTOR;PIK3R1;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__DS 7423
DGIdb_Drug_Targets_2024__BUPARLISIB,0.6607134027081045,1.673389985009676,0.3164814820453639,27.76%,PIK3R1;PIK3CB;PIK3CG;FGFR1;PTEN;FGFR2,DGIdb_Drug_Targets_2024__BUPARLISIB
DGIdb_Drug_Targets_2024__BGJ398,0.5725661037567664,1.6720966570133178,0.3118889028652306,27.76%,MTOR;PIK3R1;PIK3R4;PIK3R6;PIK3CB;PIK3CG;FGFR1;PIK3C3;FGFR2,DGIdb_Drug_Targets_2024__BGJ398
DGIdb_Drug_Targets_2024__METHYLPHENIDATE,0.5726193654366618,1.6687661715879507,0.3049681039916446,23.28%,HTT;CDH23;CORO7;FXR2;ESYT2;SLC6A4;ETFDH,DGIdb_Drug_Targets_2024__METHYLPHENIDATE
DGIdb_Drug_Targets_2024__LESTAURTINIB,0.746659661942418,1.642814398752109,0.3252574771653,4.46%,MTOR;HTT;JAK2,DGIdb_Drug_Targets_2024__LESTAURTINIB
DGIdb_Drug_Targets_2024__CARBAMAZEPINE,0.6626666734185935,1.627715479070584,0.3297580667839634,23.41%,RALBP1;BAG6;HLA-B;PRRC2A;MTHFR,DGIdb_Drug_Targets_2024__CARBAMAZEPINE
DGIdb_Drug_Targets_2024__DACTOLISIB,0.525098984116968,1.603870980610451,0.3743838780789431,18.09%,MTOR;PIK3R1;JAK2;MAP4K2;PIK3R4;PIK3R6;PIK3CB;PIK3CG,DGIdb_Drug_Targets_2024__DACTOLISIB
DGIdb_Drug_Targets_2024__CLOMIPRAMINE,0.6268139440765823,1.6006713904972234,0.3755061519778356,20.46%,EPHX1;COMT;AKT1;FKBP5;SLC6A4,DGIdb_Drug_Targets_2024__CLOMIPRAMINE
DGIdb_Drug_Targets_2024__THALIDOMIDE,0.524800540938752,1.59932533532059,0.3738244203882876,29.29%,CTNNB1;CHST3;HLA-B;DDB1;ATP7A;NFKB1;F2R;FGFR2;CRBN,DGIdb_Drug_Targets_2024__THALIDOMIDE
DGIdb_Drug_Targets_2024__RITONAVIR,0.719776450581673,1.5767390509008878,0.3996267887900629,10.09%,TOMM40;ABCC1,DGIdb_Drug_Targets_2024__RITONAVIR
DGIdb_Drug_Targets_2024__EVEROLIMUS,0.4989568641481521,1.555390907783322,0.4187755383751863,25.07%,MTOR;PIK3R1;TSC2;CTNNB1;TSC1;AKT1;AKT2;PTEN;NF1,DGIdb_Drug_Targets_2024__EVEROLIMUS
DGIdb_Drug_Targets_2024__ZSTK474,0.7158064939579625,1.5545419424502578,0.4162906268445075,24.50%,JAK2;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__ZSTK474
DGIdb_Drug_Targets_2024__GILTERITINIB,0.644007472210405,1.5463366383452584,0.4258915939987684,17.94%,EML4;JAK2;CBL;JAK1;JAK3,DGIdb_Drug_Targets_2024__GILTERITINIB
DGIdb_Drug_Targets_2024__MESALAMINE,0.6833765357730842,1.5398105772616022,0.4352667920350548,5.70%,CHUK;GLS;IKBKB,DGIdb_Drug_Targets_2024__MESALAMINE
DGIdb_Drug_Targets_2024__XL765,0.6294431886149232,1.5166547532803272,0.4515156153016863,24.50%,MTOR;PIK3R1;PIK3CB;PIK3CG;PTEN,DGIdb_Drug_Targets_2024__XL765
DGIdb_Drug_Targets_2024__TOFACITINIB,0.6149627543467943,1.501418982879454,0.459797834623891,24.48%,JAK2;YES1;JAK1;JAK3;STAT5B,DGIdb_Drug_Targets_2024__TOFACITINIB
DGIdb_Drug_Targets_2024__METHADONE,0.6007260212022694,1.4723814087896496,0.4867660088757401,20.46%,TXNRD2;ALDH5A1;POR;SLC6A4,DGIdb_Drug_Targets_2024__METHADONE
DGIdb_Drug_Targets_2024__PICTILISIB,0.5371072378842714,1.4698281781052862,0.4839263218123853,24.50%,PIK3R1;JAK2;YES1;PIK3CB;PIK3CG;FGFR1;PTEN,DGIdb_Drug_Targets_2024__PICTILISIB
DGIdb_Drug_Targets_2024__CAPIVASERTIB,0.6290856198530208,1.4635534162918928,0.4815514385135827,24.50%,MTOR;AKT1;AKT2;PTEN,DGIdb_Drug_Targets_2024__CAPIVASERTIB
DGIdb_Drug_Targets_2024__AZD 1080,0.5794481663893389,1.4580524556408485,0.4827045988106367,40.27%,MINK1;GSK3A;CAMK2G;MARK2;PRKD2;GSK3B,DGIdb_Drug_Targets_2024__AZD 1080
DGIdb_Drug_Targets_2024__TRIMIPRAMINE,0.5974870157057338,1.4559144679689335,0.4814708841042868,20.46%,EPHX1;COMT;AKT1;SLC6A4,DGIdb_Drug_Targets_2024__TRIMIPRAMINE
DGIdb_Drug_Targets_2024__DOXEPIN,0.5974870157057338,1.4559144679689335,0.4814708841042868,20.46%,EPHX1;COMT;AKT1;SLC6A4,DGIdb_Drug_Targets_2024__DOXEPIN
DGIdb_Drug_Targets_2024__ROSIGLITAZONE,0.5808213432458835,1.438456033049268,0.5188992565072837,18.09%,CD40LG;MAP2K3;TG;PIK3CG,DGIdb_Drug_Targets_2024__ROSIGLITAZONE
DGIdb_Drug_Targets_2024__OCTREOTIDE,0.6439901349220325,1.4252237227545348,0.5379120003554021,18.09%,TG;PIK3CB;PIK3CG,DGIdb_Drug_Targets_2024__OCTREOTIDE
DGIdb_Drug_Targets_2024__MASITINIB,0.5253773044478484,1.422969548245158,0.532424462030809,27.76%,PDGFRB;YES1;PDGFRA;LYN;PTK2;FGFR2,DGIdb_Drug_Targets_2024__MASITINIB
DGIdb_Drug_Targets_2024__SOTRASTAURIN,0.4038464333792603,1.415086326859767,0.5429749019173997,43.13%,PDGFRB;PRKCQ;SLK;STK3;PRKAA1;MINK1;GSK3A;AKT1;AKT2;MAP4K4;CAMK2G;FER;RPS6KA3;CAMK2D;PRKG1;PDPK1;GSK3B;CDK5;TAOK1;MAP4K5;GRK5;PKN2;MAP2K1,DGIdb_Drug_Targets_2024__SOTRASTAURIN
DGIdb_Drug_Targets_2024__QUIZARTINIB,0.5584578763519683,1.4133988732145664,0.5458999349703376,18.67%,PDGFRB;CBL;JAK3;PDGFRA,DGIdb_Drug_Targets_2024__QUIZARTINIB
DGIdb_Drug_Targets_2024__CYCLOHEXIMIDE,-0.2655947963896333,-1.399599660960412,0.5327419050460529,56.38%,RPS15A;RPL11;SMAD3;RPS12;RPS25;RPS20;RPL23;RPS2;RPS11;RPL4;RPS8;RPS3;RPS4X;EEF2;IDH1;RPS14;RPS19;RPL22;RPL12;RPS5;RPS28;RPLP1;RPS21;RPSA;RPS18;RPL10A,DGIdb_Drug_Targets_2024__CYCLOHEXIMIDE
