term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,5.87015e-12,55.5068,1775.552,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSME3;PSMC1;PSMC2;PSME1;PSME2,CARFILZOMIB
DORLIMOMAB ARITOX,7.695812e-12,9.617503,294.4745,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS5;RPL23;RPS6;RPL22;RPSA;RPS3A;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPS2;RPL15;RPL18;RPL17;RPL19;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPS20;RPS21;RPS24;RPS23,DORLIMOMAB ARITOX
ATALUREN,7.695812e-12,9.617503,294.4745,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS7;RPS8;RPL23;RPS5;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPS20;RPS21;RPS24;RPS23,ATALUREN
CYCLOHEXIMIDE,1.987804e-11,7.960688,232.2287,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPL23;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPS2;RPL15;RPL18;RPL17;RPL19;RPL35A;RPL23A;EEF2;RPS25;RPS28;RPL27A;RPS20;RPS21;RPS24;RPS23,CYCLOHEXIMIDE
MT 3724,1.987804e-11,8.546631,249.2098,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPS19;RPL18A;RPS18;RPL36;RPL35;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPL23;RPS6;RPL22;RPSA;RPS3A;RPL24;RPL27;RPL29;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL35A;RPL23A;RPS25;RPS28;RPL27A;RPS20;RPS21;RPS24;RPS23,MT 3724
BORTEZOMIB,2.136054e-09,7.496734,182.1663,PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;CTSL;PSMD2;PSMD3;PSMD1;CAPN1;PRSS3;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME3;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3,BORTEZOMIB
SUNITINIB,0.0466878,4.713248,34.14857,PDGFRB;CSF1R;PDGFRA;FLT4;PDGFB;PDGFA;VEGFC;PTPN12;PTPRB;POR;EWSR1;PDGFD;PDGFC;KIT;KDR;CA9;FGFR2;FGFR1,SUNITINIB
XL999,0.1475627,inf,inf,PDGFRB;AXL;SRC;FLT4;KIT;KDR;FGFR2,XL999
E 3810,0.1475627,inf,inf,PDGFRB;PDGFRA;FLT4;KDR;FGFR3;FGFR2;FGFR1,E 3810
MASITINIB,0.2632524,6.533287,33.70475,PDGFRB;LYN;HCK;PDGFRA;CSF1R;SRC;KIT;FGFR3;FGFR2;PTK2,MASITINIB
