term,fdr,Odds Ratio,Combined Score,Genes,description
BRIGATINIB,0.05539806,113.4483,794.075,EML4;EGFR,BRIGATINIB
CYC 116,0.05539806,5.921913,41.33014,LTK;CDK2;DYRK1A;CSNK1D;EGFR;CSNK1G1,CYC 116
SIROLIMUS,0.06675915,15.58103,99.51875,RPTOR;EML4;EGFR,SIROLIMUS
AFATINIB,0.1310838,28.34914,153.7869,EML4;EGFR,AFATINIB
CENISERTIB,0.2147829,4.238027,19.95184,LTK;CDK2;CSNK1D;EGFR;CSNK1G1,CENISERTIB
SF1126,0.2696044,10.29781,39.71457,PRKDC;PIK3C2A,SF1126
AZD 1152 HQPA,0.2696044,10.29781,39.71457,CSNK1D;EGFR,AZD 1152 HQPA
CARBOPLATIN,0.2696044,5.338859,20.10403,CDK2;HLA-C;EGFR,CARBOPLATIN
LAPATINIB,0.2696044,9.438218,35.05253,HLA-C;EGFR,LAPATINIB
SOTRASTAURIN,0.2696044,5.023274,18.18067,LTK;CDK2;EGFR,SOTRASTAURIN
CRIZOTINIB,0.2696044,8.087438,27.98325,EML4;EGFR,CRIZOTINIB
ILORASERTIB,0.2696044,3.517409,12.00831,LTK;CSNK1D;EGFR;CSNK1G1,ILORASERTIB
BAY1000394,0.2696044,56.23932,188.6638,CDK2,BAY1000394
PERTUZUMAB,0.2696044,56.23932,188.6638,EGFR,PERTUZUMAB
LOVASTATIN,0.2696044,7.074353,22.92023,CETP;CDK2,LOVASTATIN
LINIFANIB,0.2696044,4.161188,13.20778,LTK;CSNK1D;CSNK1G1,LINIFANIB
HARMINE,0.2696044,28.11538,83.16364,DYRK1A,HARMINE
BMS 690514,0.2696044,28.11538,83.16364,EGFR,BMS 690514
CANERTINIB,0.2696044,28.11538,83.16364,EGFR,CANERTINIB
LIDOCAINE,0.2696044,28.11538,83.16364,EGFR,LIDOCAINE
DINACICLIB,0.2696044,28.11538,83.16364,CDK2,DINACICLIB
LAMOTRIGINE,0.2696044,18.74074,50.20608,HLA-C,LAMOTRIGINE
ALECTINIB,0.2696044,18.74074,50.20608,EML4,ALECTINIB
RGB 286638,0.2696044,18.74074,50.20608,CDK2,RGB 286638
SELICICLIB,0.2696044,18.74074,50.20608,CDK2,SELICICLIB
XL647,0.2696044,18.74074,50.20608,EGFR,XL647
VALPROIC ACID,0.2696044,4.916042,13.00641,CPS1;HLA-C,VALPROIC ACID
ALISERTIB,0.2696044,4.916042,13.00641,LTK;EGFR,ALISERTIB
BEVACIZUMAB,0.2696044,4.521379,11.35394,EML4;EGFR,BEVACIZUMAB
RG 1530,0.2696044,3.095336,7.746466,LTK;CDK2;EGFR,RG 1530
USTEKINUMAB,0.2696044,14.05342,34.63512,HLA-C,USTEKINUMAB
CERITINIB,0.2696044,14.05342,34.63512,EML4,CERITINIB
ALVOCIDIB,0.2696044,14.05342,34.63512,CDK2,ALVOCIDIB
BMS 387032,0.2696044,14.05342,34.63512,CDK2,BMS 387032
LORLATINIB,0.2696044,14.05342,34.63512,EML4,LORLATINIB
KENPAULLONE,0.2696044,4.346817,10.64217,CDK2;DYRK1A,KENPAULLONE
ERLOTINIB,0.2696044,4.185185,9.994211,LTK;EGFR,ERLOTINIB
VANDETANIB,0.2696044,4.035099,9.402494,LTK;EGFR,VANDETANIB
OSIMERTINIB,0.2696044,11.24103,25.75189,EGFR,OSIMERTINIB
IPILIMUMAB,0.2696044,11.24103,25.75189,EGFR,IPILIMUMAB
IBRUTINIB,0.2696044,11.24103,25.75189,EGFR,IBRUTINIB
SARACATINIB,0.2696044,11.24103,25.75189,EML4,SARACATINIB
AMOXICILLIN,0.2696044,11.24103,25.75189,HLA-C,AMOXICILLIN
NERATINIB,0.2696044,9.366097,20.09384,EGFR,NERATINIB
OSI 027,0.2696044,9.366097,20.09384,RPTOR,OSI 027
JNJ 26483327,0.2696044,9.366097,20.09384,EGFR,JNJ 26483327
CEP 11981,0.2696044,9.366097,20.09384,EGFR,CEP 11981
PF 562271,0.2696044,2.575099,5.429687,LTK;CDK2;CSNK1G1,PF 562271
GEFITINIB,0.2696044,3.31998,6.727878,CSNK1D;EGFR,GEFITINIB
FULVESTRANT,0.2696044,8.026862,16.21804,EML4,FULVESTRANT
GILTERITINIB,0.2696044,8.026862,16.21804,EML4,GILTERITINIB
PANITUMUMAB,0.2696044,8.026862,16.21804,EGFR,PANITUMUMAB
ISOPROTERENOL,0.2696044,8.026862,16.21804,LIPE,ISOPROTERENOL
TEMSIROLIMUS,0.2696044,7.022436,13.42187,RPTOR,TEMSIROLIMUS
CUDC 101,0.2696044,7.022436,13.42187,EGFR,CUDC 101
AT 7519,0.2696044,7.022436,13.42187,CDK2,AT 7519
PEGINTERFERON ALFA 2A,0.2696044,7.022436,13.42187,EGFR,PEGINTERFERON ALFA 2A
BAY80 6946,0.2696044,7.022436,13.42187,PIK3C2A,BAY80 6946
TALAZOPARIB,0.2696044,7.022436,13.42187,EGFR,TALAZOPARIB
AMITRIPTYLINE,0.2696044,7.022436,13.42187,RPTOR,AMITRIPTYLINE
RUCAPARIB,0.2696044,7.022436,13.42187,DYRK1A,RUCAPARIB
ACETAMINOPHEN,0.2696044,7.022436,13.42187,CDK2,ACETAMINOPHEN
GDC 0941,0.2696044,7.022436,13.42187,PIK3C2A,GDC 0941
ENTRECTINIB,0.2696044,2.968693,5.512909,EML4;LTK,ENTRECTINIB
PD 0166285,0.2696044,2.968693,5.512909,LTK;EGFR,PD 0166285
PI 103,0.2696044,6.241216,11.32466,PIK3C2A,PI 103
DOXEPIN,0.2696044,6.241216,11.32466,RPTOR,DOXEPIN
UCN 01,0.2696044,6.241216,11.32466,CDK2,UCN 01
AZD 1080,0.2696044,6.241216,11.32466,CDK2,AZD 1080
TRIMIPRAMINE,0.2696044,6.241216,11.32466,RPTOR,TRIMIPRAMINE
NIVOLUMAB,0.2696044,5.616239,9.703361,EGFR,NIVOLUMAB
DESIPRAMINE,0.2696044,5.616239,9.703361,RPTOR,DESIPRAMINE
BEZ235,0.2696044,5.616239,9.703361,RPTOR,BEZ235
ATEZOLIZUMAB,0.2696044,5.616239,9.703361,EGFR,ATEZOLIZUMAB
XL147,0.2696044,5.616239,9.703361,PIK3C2A,XL147
CLOMIPRAMINE,0.2696044,5.616239,9.703361,RPTOR,CLOMIPRAMINE
VATALANIB,0.2696044,5.616239,9.703361,EGFR,VATALANIB
PEMETREXED,0.2696044,5.616239,9.703361,EGFR,PEMETREXED
TOZASERTIB,0.2696044,2.684319,4.584538,LTK;EGFR,TOZASERTIB
PACLITAXEL,0.2696044,2.684319,4.584538,CDK2;EGFR,PACLITAXEL
NORTRIPTYLINE,0.2789176,5.104895,8.419213,RPTOR,NORTRIPTYLINE
PKI 587,0.2789176,5.104895,8.419213,PIK3C2A,PKI 587
PX 866,0.2924708,4.678775,7.38169,PIK3C2A,PX 866
BYL719,0.2924708,4.678775,7.38169,PIK3C2A,BYL719
BGJ398,0.2947659,4.318212,6.529399,PIK3C2A,BGJ398
