,parent,parentTerm,term,ES,NES,fdr,Gene %,Genes,description
14,GO:0043627,response to estrogen,GO:0043627,0.7049237642293273,1.715373287698985,0.4686449113752067,1.33%,GATA3;KRT19;ARID5A,GO_Biological_Process_2023__Response To Estrogen (GO:0043627)
15,GO:0002244,hematopoietic progenitor cell differentiation,GO:0002244,0.7618886771489024,1.6515430005525085,0.470683665678626,6.90%,FST;KIT;FSTL3;MLF1,GO_Biological_Process_2023__Hematopoietic Progenitor Cell Differentiation (GO:0002244)
16,GO:2000352,negative regulation of endothelial cell apoptotic process,GO:2000352,0.7044193237653071,1.656549083252867,0.4713470543543613,7.24%,GATA3;IL11;TNFAIP3;KDR;ICAM1;NFE2L2,GO_Biological_Process_2023__Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)
17,GO:0008361,regulation of cell size,GO:0008361,0.7233396642842954,1.6775291582047545,0.4807167479530951,0.02%,VAV3,GO_Biological_Process_2023__Regulation Of Cell Size (GO:0008361)
18,GO:0019221,cytokine-mediated signaling pathway,GO:0019221,0.5249697068489924,1.6642699424817555,0.4849272740874646,6.61%,EGR1;SOCS5;IL7R;IL11;IRAK2;OSMR;KIT;CCL2;CCL26;IL27RA;UGCG;TRAF1;IL31RA;IL6ST;FOXC1;IL13RA2;MFAP3;JAK1;LIFR,GO_Biological_Process_2023__Cytokine-Mediated Signaling Pathway (GO:0019221)
19,GO:0006024,glycosaminoglycan biosynthetic process,GO:0006024,0.6011600167909993,1.642966110856198,0.4851551588000225,9.35%,CEMIP;ANGPT1;CHSY3;PXYLP1;HAS3;CHST11;CHST2;DSEL;CSGALNACT2;HS3ST3A1;ST3GAL1,GO_Biological_Process_2023__Glycosaminoglycan Biosynthetic Process (GO:0006024)
20,GO:0045109,intermediate filament organization,GO:0045109,0.6395715076843631,1.6891610436615712,0.4859792061981111,13.54%,KRT6A;KRT19;KRT6B;KRT14;KRT13;KRT16;KRT78;KRT5;KRT75;KRT73;DNAJB6;EPPK1;KRT15;DSP;KRT80,GO_Biological_Process_2023__Intermediate Filament Organization (GO:0045109)
21,GO:0008544,epidermis development,GO:0008544,0.6813805124726049,1.828584059416875,0.4913695749114749,9.04%,COL17A1;FGFR2;FABP5;CASP14;KRT14;S100A7;UGCG;KRT5;STS;CALML5;GATA6;FLG2,GO_Biological_Process_2023__Epidermis Development (GO:0008544)
22,GO:0090335,regulation of brown fat cell differentiation,GO:0090335,0.7671029707243278,1.6278037490490356,0.5330429018370828,5.52%,METRNL;PTGS2;TFE3,GO_Biological_Process_2023__Regulation Of Brown Fat Cell Differentiation (GO:0090335)
23,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,GO:0036003,0.7498629321104939,1.6087461604008708,0.5654744662393437,7.24%,HIF1A;KLF2;CEBPB;VEGFA;NFE2L2,GO_Biological_Process_2023__Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)
24,GO:0009247,glycolipid biosynthetic process,GO:0009247,0.6525906907030412,1.617611528075524,0.5706148351757574,8.75%,B3GNT5;B4GALT6;PIGA;PIGP,GO_Biological_Process_2023__Glycolipid Biosynthetic Process (GO:0009247)
25,GO:0030433,ubiquitin-dependent ERAD pathway,GO:0030433,0.5402293230384128,1.6005949088435598,0.5716393062549957,26.94%,FBXO27;FBXO6;MAN1A1;HERPUD1;SELENOS;DNAJB9;YOD1;EDEM1;ANKZF1;UBE2J1;UBXN8;ERLEC1;DERL2;EDEM2;AUP1;OS9;SEL1L;TRIM25;SEC61B;RNF5;SYVN1;DNAJC10;HSPA5;RNF185;MARCHF6;FAF2;TMUB2,GO_Biological_Process_2023__Ubiquitin-Dependent ERAD Pathway (GO:0030433)
26,GO:0006516,glycoprotein catabolic process,GO:0006516,0.7430357227927082,1.5026288772333152,0.5727194562645997,7.55%,FBXO27;FBXO6;EDEM1,GO_Biological_Process_2023__Glycoprotein Catabolic Process (GO:0006516)
27,GO:0032642,regulation of chemokine production,GO:0032642,0.6954040595439538,1.6094207117737496,0.5740992457654868,6.06%,EGR1;SNAI2;HIF1A;TLR4;TNFSF4;LGALS9;WNT5A;HMOX1,GO_Biological_Process_2023__Regulation Of Chemokine Production (GO:0032642)
28,GO:0008406,gonad development,GO:0008406,0.6048727396800969,1.502758740396934,0.5772287214131258,11.08%,GATA3;KIT;NR0B1;WNT5A;GATA6;MAMLD1,GO_Biological_Process_2023__Gonad Development (GO:0008406)
29,GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,GO:0033539,0.775337328240924,1.610741651453469,0.5794157170474181,1.74%,ACADL,GO_Biological_Process_2023__Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539)
30,GO:0030166,proteoglycan biosynthetic process,GO:0030166,0.6427806093623825,1.5028311634239175,0.5820732952416167,15.17%,CHST10;PXYLP1;CHST11;CSGALNACT2;UGDH;EXTL3;EXT1,GO_Biological_Process_2023__Proteoglycan Biosynthetic Process (GO:0030166)
31,GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,GO:2001239,0.6769821072059284,1.4976306048507084,0.582278929730007,1.45%,MAP2K5;SNAI2;EYA1,GO_Biological_Process_2023__Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)
32,GO:0001837,epithelial to mesenchymal transition,GO:0001837,0.5670266111829587,1.5049053025537782,0.5847227982930481,5.83%,SNAI2;HIF1A;TGFBR1;NOG;TBX3;WNT5A;HMGA2,GO_Biological_Process_2023__Epithelial To Mesenchymal Transition (GO:0001837)
33,GO:0060043,regulation of cardiac muscle cell proliferation,GO:0060043,0.6991383530695505,1.5911198690954202,0.5850910010092052,11.53%,FGFR2;TGFBR1;NOG;TBX2;MEF2C;ZFPM2;RUNX1,GO_Biological_Process_2023__Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)
34,GO:0007175,negative regulation of epidermal growth factor-activated receptor activity,GO:0007175,0.7625299900172329,1.580492943835973,0.5862841457813979,6.14%,SOCS5;SOCS6;GPRC5A;ERRFI1,GO_Biological_Process_2023__Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)
35,GO:0036294,cellular response to decreased oxygen levels,GO:0036294,0.5485541883122472,1.4978365041192714,0.5865059851652058,11.80%,PTGS2;HIF1A;BNIP3;NKX3-1;PMAIP1;VEGFA;MYC;HMOX1;MDM2;CPEB4;AK4;BNIP3L;GATA6;NDRG1;SIRT1;FMN2,GO_Biological_Process_2023__Cellular Response To Decreased Oxygen Levels (GO:0036294)
36,GO:0038061,non-canonical NF-kappaB signal transduction,GO:0038061,0.6062191372022898,1.5388098952334728,0.5944445975728976,7.27%,RELB;DICER1;TNFRSF10B;NFKB2;TNFRSF10A,GO_Biological_Process_2023__NIK/NF-kappaB Signaling (GO:0038061)
37,GO:0098662,inorganic cation transmembrane transport,GO:0098662,0.4944415997293439,1.543616496414307,0.5952791801174198,16.22%,SLC41A2;KCNJ2;KCNQ5;SLC39A8;KCNK1;SLC30A1;P2RX4;SLC6A6;TMEM175;KCNN4;HVCN1;ATP1B3;SLC39A13;ORAI1;SLC39A14;ATP2B4;TPCN2;SLC41A1;ATP1A1;PKD1;SLC9A8;ATP1B1;SLC6A9;SLC11A2;SLC39A1;SLC36A1;ANO6;CLU;ATP6V0C,GO_Biological_Process_2023__Inorganic Cation Transmembrane Transport (GO:0098662)
38,GO:1900221,regulation of amyloid-beta clearance,GO:1900221,0.7122250498675492,1.4829502111792916,0.6003500472734546,15.84%,APOE;HMGCR;IFNGR1;LRPAP1;CLU;CYP51A1,GO_Biological_Process_2023__Regulation Of Amyloid-Beta Clearance (GO:1900221)
39,GO:0042982,amyloid precursor protein metabolic process,GO:0042982,0.6933806070057457,1.5404705131439105,0.6015285169363833,18.55%,APOE;ADAM19;PSENEN;APH1B;PSEN2;PSEN1,GO_Biological_Process_2023__Amyloid Precursor Protein Metabolic Process (GO:0042982)
40,GO:0015909,long-chain fatty acid transport,GO:0015909,0.6557826056594402,1.4549171065117803,0.6030939261613631,24.46%,FABP5;APOE;FABP4;ACSL1;ABCD4;SLC27A1;SLC27A4;ACSL3;CPT1A,GO_Biological_Process_2023__Long-Chain Fatty Acid Transport (GO:0015909)
41,GO:0001570,vasculogenesis,GO:0001570,0.6389309507344351,1.505777895392576,0.6033452861210228,3.39%,WNT7B;KDR;VEGFA;SPRED1,GO_Biological_Process_2023__Vasculogenesis (GO:0001570)
42,GO:0019229,regulation of vasoconstriction,GO:0019229,0.693124576601632,1.5668662924602563,0.6035630350657684,0.29%,CHRM3;ADM,GO_Biological_Process_2023__Regulation Of Vasoconstriction (GO:0019229)
43,GO:0032092,positive regulation of protein binding,GO:0032092,0.5053630480413117,1.4558196089877908,0.6040947125015967,12.17%,TIAM1;APOE;TRIB3;DACT1;STING1;TCF7L2;RALB;STK3;BDNF;PKD1,GO_Biological_Process_2023__Positive Regulation Of Protein Binding (GO:0032092)
44,GO:0043410,positive regulation of MAPK cascade,GO:0043410,0.4513134088838852,1.483219093067176,0.6043278428136432,7.84%,KSR1;SPRY2;FGFR2;DIRAS1;APOE;ANGPT1;MAP2K5;LIF;ROR1;IL11;MAP3K12;TLR4;KIT;TGFBR1;KDR;CCL2;CCL26;S100A7;VEGFA;GDF15;LGALS9;PDGFA;MFAP3;JCAD;IGFBP6;TMEM106A;ICAM1;MEF2C;SEMA7A,GO_Biological_Process_2023__Positive Regulation Of MAPK Cascade (GO:0043410)
45,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,GO:0042531,0.6637839369850203,1.5069180771453974,0.6044284835133867,4.29%,LIF;KIT;VEGFA;IL31RA;IL6ST,GO_Biological_Process_2023__Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)
46,GO:0001701,in utero embryonic development,GO:0001701,0.6313056286562109,1.476734171888177,0.6044460769447462,12.17%,WNT7B;FGFR2;TGFBR1;VEGFA;LIG4;CHD7;TFEB;PKD1,GO_Biological_Process_2023__In Utero Embryonic Development (GO:0001701)
47,GO:0008053,mitochondrial fusion,GO:0008053,0.6306120181818642,1.459019480572292,0.6049335302300167,17.94%,PLD6;MIEF2;MIGA1;MFN1;MCL1;MFN2,GO_Biological_Process_2023__Mitochondrial Fusion (GO:0008053)
48,GO:0051224,negative regulation of protein transport,GO:0051224,0.6534314510425662,1.4566640272610158,0.6053600718359249,4.19%,APOE;NDFIP2;HMGCR;NDFIP1,GO_Biological_Process_2023__Negative Regulation Of Protein Transport (GO:0051224)
49,GO:0098659,inorganic cation import across plasma membrane,GO:0098659,0.6196879183074563,1.4804300819196787,0.6054242563003287,15.59%,KCNJ2;SLC39A8;ATP1B3;SLC39A14;ATP2B4;ATP1A1;ATP1B1;CLU,GO_Biological_Process_2023__Inorganic Cation Import Across Plasma Membrane (GO:0098659)
50,GO:0030301,cholesterol transport,GO:0030301,0.5575308717075533,1.477754885435215,0.6054831702744048,8.05%,APOC3;APOE;APOA2;ABCA5;STARD4;NPC1L1;LDLR;SERAC1;NPC1,GO_Biological_Process_2023__Cholesterol Transport (GO:0030301)
51,GO:0050870,positive regulation of T cell activation,GO:0050870,0.5456764468832428,1.572503260700479,0.6062805124327405,11.98%,GATA3;CCL2;IL6ST;LGALS9;GNAO1;ZMIZ1;CD70;CD274;CD276;PDCD1LG2;CD47;ZBTB1,GO_Biological_Process_2023__Positive Regulation Of T Cell Activation (GO:0050870)
52,GO:0090311,regulation of protein deacetylation,GO:0090311,0.6293867897835652,1.488800196179964,0.6077764167087437,9.93%,SPRED2;SPRED1;YEATS2,GO_Biological_Process_2023__Regulation Of Protein Deacetylation (GO:0090311)
53,GO:0042158,lipoprotein biosynthetic process,GO:0042158,0.6906439122529003,1.4861667656081752,0.6084343730519081,5.61%,APOE;UGCG;WIPI1,GO_Biological_Process_2023__Lipoprotein Biosynthetic Process (GO:0042158)
54,GO:1903531,negative regulation of secretion by cell,GO:1903531,0.6086708772137558,1.4615297997426968,0.6085596490251863,4.26%,APOE;LIF;IL11;HMGCR;SLC30A1,GO_Biological_Process_2023__Negative Regulation Of Secretion By Cell (GO:1903531)
55,GO:0016441,post-transcriptional gene silencing,GO:0016441,0.7220766164480199,1.5071322345450686,0.6094315336752085,2.76%,DICER1;HELZ2,GO_Biological_Process_2023__Post-Transcriptional Gene Silencing (GO:0016441)
56,GO:0055074,calcium ion homeostasis,GO:0055074,0.5914888525950911,1.5284241079434362,0.6116995396833934,13.04%,STC2;S100A14;STC1;SLC30A1;TMTC2;ATP2B4;TPCN2;ANK2;SLC8B1;ATP1B1,GO_Biological_Process_2023__Calcium Ion Homeostasis (GO:0055074)
57,GO:0051043,regulation of membrane protein ectodomain proteolysis,GO:0051043,0.6612769081851139,1.4664848107731712,0.612099018183243,8.90%,APOE;TIMP4;TIMP1;TIMP2,GO_Biological_Process_2023__Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051043)
58,GO:0009205,purine ribonucleoside triphosphate metabolic process,GO:0009205,0.621406840644168,1.465260418710729,0.6122608956919942,16.07%,NT5E;ENTPD7;AK4;MFN1;RHOQ;ATP1B1;RAB23,GO_Biological_Process_2023__Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205)
59,GO:1901798,positive regulation of signal transduction by p53 class mediator,GO:1901798,0.6499015015394263,1.466919825749904,0.6149710560437116,5.94%,SPRED2;PMAIP1;SPRED1;MYC,GO_Biological_Process_2023__Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)
60,GO:1904407,positive regulation of nitric oxide metabolic process,GO:1904407,0.6888434354435814,1.5567156515085014,0.6149825238839538,6.82%,PTGS2;KLF2;TLR4;P2RX4;NOS1AP;SMAD3;TMEM106A,GO_Biological_Process_2023__Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407)
