"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0042908","GO:0042908",1,"GO:0042908",1.4414238974873,60,"xenobiotic transport","xenobiotic transport",0.964590854392298,0.567,0
"GO:0072337","GO:0072337",3,"GO:0072337",1.4414238974873,49,"modified amino acid transport","modified amino acid transport",0.957830324909747,0.507,0
"GO:0001895","GO:0001895",6,"GO:0001895",1.4414238974873,83,"retina homeostasis","retina homeostasis",0.955265944645006,0.4695,0
"GO:1904953","GO:1904953",7,"GO:1904953",1.4414238974873,12,"Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation",0.837006016847172,0.371666666666667,0
"GO:1904948","GO:1904948",7,"GO:1904953",1.4414238974873,17,"midbrain dopaminergic neuron differentiation","Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation",0.917394705174489,0.362,0.97
"GO:1902043","GO:1902043",8,"GO:1902043",1.4414238974873,14,"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.858968712394705,0.349466666666667,0
"GO:0051055","GO:0051055",5,"GO:0051055",1.4414238974873,68,"negative regulation of lipid biosynthetic process","negative regulation of lipid biosynthetic process",0.866824308062575,0.329375,0
"GO:0043030","GO:0043030",4,"GO:0043030",1.4414238974873,62,"regulation of macrophage activation","regulation of macrophage activation",0.875772563176895,0.3252,0
"GO:0060070","GO:0060070",2,"GO:0060070",1.4414238974873,316,"canonical Wnt signaling pathway","canonical Wnt signaling pathway",0.868667870036101,0.234857142857143,0
"GO:0044242","GO:0044242",9,"GO:0044242",1.41631662881768,223,"cellular lipid catabolic process","cellular lipid catabolic process",0.904057761732852,0.424666666666667,0
"GO:0060071","GO:0060071",10,"GO:0060071",1.30192530393569,49,"Wnt signaling pathway, planar cell polarity pathway","Wnt signaling pathway, planar cell polarity pathway",0.825916967509025,0.3995,0
"GO:0070486","GO:0070486",11,"GO:0070486",1.20777519569995,13,"leukocyte aggregation","leukocyte aggregation",0.985074608904934,0.483,0
"GO:0045671","GO:0045671",12,"GO:0045671",1.03147124279897,33,"negative regulation of osteoclast differentiation","negative regulation of osteoclast differentiation",0.831121540312876,0.3202,0
"GO:0035567","GO:0035567",2,"GO:0060070",1.03147124279897,68,"non-canonical Wnt signaling pathway","canonical Wnt signaling pathway",0.881220216606498,0.254857142857143,0.79
"GO:0032370","GO:0032370",13,"GO:0032370",1.03147124279897,86,"positive regulation of lipid transport","positive regulation of lipid transport",0.876569193742479,0.248142857142857,0
"GO:2000050","GO:2000050",2,"GO:0060070",0.95094680785081,26,"regulation of non-canonical Wnt signaling pathway","canonical Wnt signaling pathway",0.876225030084236,0.245642857142857,0.717
"GO:0015718","GO:0015718",14,"GO:0015718",0.918969345625127,179,"monocarboxylic acid transport","monocarboxylic acid transport",0.951599277978339,0.294076923076923,0
"GO:0035627","GO:0035627",13,"GO:0032370",0.904631511781129,16,"ceramide transport","positive regulation of lipid transport",0.954942238267148,0.416857142857143,0.644
"GO:0001501","GO:0001501",15,"GO:0001501",0.895758102113635,530,"skeletal system development","skeletal system development",0.922647412755716,0.308666666666667,0
"GO:0032801","GO:0032801",17,"GO:0032801",0.883439074683559,28,"receptor catabolic process","receptor catabolic process",0.934678700361011,0.5295,0
"GO:0035270","GO:0035270",16,"GO:0035270",0.883439074683559,139,"endocrine system development","endocrine system development",0.932776173285199,0.33225,0
"GO:0150104","GO:0150104",19,"GO:0150104",0.852274530623202,87,"transport across blood-brain barrier","transport across blood-brain barrier",0.921345367027677,0.4235,0
"GO:0010232","GO:0010232",19,"GO:0150104",0.852274530623202,87,"vascular transport","transport across blood-brain barrier",0.921345367027677,0.4235,0.999
"GO:0010604","GO:0010604",20,"GO:0010604",0.852274530623202,3496,"positive regulation of macromolecule metabolic process","positive regulation of macromolecule metabolic process",0.826841155234657,0.326,0
"GO:0015914","GO:0015914",13,"GO:0032370",0.852274530623202,103,"phospholipid transport","positive regulation of lipid transport",0.949683513838748,0.301142857142857,0.729
"GO:1903305","GO:1903305",18,"GO:1903305",0.852274530623202,127,"regulation of regulated secretory pathway","regulation of regulated secretory pathway",0.895521058965102,0.249833333333333,0
"GO:0016101","GO:0016101",21,"GO:0016101",0.841015766000296,87,"diterpenoid metabolic process","diterpenoid metabolic process",0.923935018050541,0.32525,0
"GO:0016055","GO:0016055",2,"GO:0060070",0.834474349311874,459,"Wnt signaling pathway","canonical Wnt signaling pathway",0.862589651022864,0.222928571428571,0.94
"GO:0045229","GO:0045229",28,"GO:0045229",0.83179489447005,323,"external encapsulating structure organization","external encapsulating structure organization",0.959061371841155,1,0
"GO:0060173","GO:0060173",27,"GO:0060173",0.83179489447005,182,"limb development","limb development",0.937101083032491,1,0
"GO:0043062","GO:0043062",22,"GO:0043062",0.83179489447005,322,"extracellular structure organization","extracellular structure organization",0.959055354993983,0.5015,0
"GO:0007169","GO:0007169",23,"GO:0007169",0.83179489447005,635,"transmembrane receptor protein tyrosine kinase signaling pathway","transmembrane receptor protein tyrosine kinase signaling pathway",0.870891696750902,0.392,0
"GO:0010647","GO:0010647",25,"GO:0010647",0.83179489447005,1793,"positive regulation of cell communication","positive regulation of cell communication",0.843409145607702,0.37875,0
"GO:0030323","GO:0030323",24,"GO:0030323",0.83179489447005,192,"respiratory tube development","respiratory tube development",0.924594464500602,0.374666666666667,0
"GO:0089718","GO:0089718",14,"GO:0015718",0.83179489447005,50,"amino acid import across plasma membrane","monocarboxylic acid transport",0.938339350180505,0.278846153846154,0.75
"GO:0002720","GO:0002720",26,"GO:0002720",0.83179489447005,81,"positive regulation of cytokine production involved in immune response","positive regulation of cytokine production involved in immune response",0.786019253910951,0.192,0
"GO:0007167","GO:0007167",23,"GO:0007169",0.824301810510901,1015,"enzyme-linked receptor protein signaling pathway","transmembrane receptor protein tyrosine kinase signaling pathway",0.864669073405536,0.4225,0.926
"GO:0150146","GO:0150146",30,"GO:0150146",0.824301810510901,27,"cell junction disassembly","cell junction disassembly",0.959009626955475,0.393294117647059,0
"GO:0034204","GO:0034204",13,"GO:0032370",0.824301810510901,57,"lipid translocation","positive regulation of lipid transport",0.880391095066185,0.347857142857143,0.702
"GO:0050913","GO:0050913",31,"GO:0050913",0.824301810510901,44,"sensory perception of bitter taste","sensory perception of bitter taste",0.957529482551143,0.346,0
"GO:0050912","GO:0050912",31,"GO:0050913",0.824301810510901,45,"detection of chemical stimulus involved in sensory perception of taste","sensory perception of bitter taste",0.911386281588448,0.3458,0.931
"GO:0001580","GO:0001580",31,"GO:0050913",0.824301810510901,39,"detection of chemical stimulus involved in sensory perception of bitter taste","sensory perception of bitter taste",0.911933814681107,0.335,0.995
"GO:1990266","GO:1990266",29,"GO:1990266",0.824301810510901,129,"neutrophil migration","neutrophil migration",0.942891696750903,0.309,0
"GO:0030593","GO:0030593",29,"GO:1990266",0.824301810510901,107,"neutrophil chemotaxis","neutrophil migration",0.887244283995187,0.299761904761905,0.981
"GO:0045939","GO:0045939",5,"GO:0051055",0.824301810510901,34,"negative regulation of steroid metabolic process","negative regulation of lipid biosynthetic process",0.875221419975933,0.266125,0.882
"GO:1901998","GO:1901998",63,"GO:1901998",0.811239363430933,11,"toxin transport","toxin transport",0.969494584837545,1,0
"GO:0035425","GO:0035425",58,"GO:0035425",0.811239363430933,7,"autocrine signaling","autocrine signaling",0.930303249097473,1,0
"GO:0031645","GO:0031645",57,"GO:0031645",0.811239363430933,16,"negative regulation of nervous system process","negative regulation of nervous system process",0.900856799037304,1,0
"GO:0015846","GO:0015846",42,"GO:0015846",0.811239363430933,16,"polyamine transport","polyamine transport",0.961169675090253,1,0
"GO:0060541","GO:0060541",32,"GO:0060541",0.811239363430933,214,"respiratory system development","respiratory system development",0.92987725631769,1,0
"GO:0048522","GO:0048522",49,"GO:0048522",0.811239363430933,5813,"positive regulation of cellular process","positive regulation of cellular process",0.862524669073406,0.702,0
"GO:0090101","GO:0090101",47,"GO:0090101",0.811239363430933,179,"negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.849930204572804,0.6095,0
"GO:1990962","GO:1990962",1,"GO:0042908",0.811239363430933,6,"xenobiotic transport across blood-brain barrier","xenobiotic transport",0.932499398315283,0.567,0.866
"GO:0051454","GO:0051454",65,"GO:0051454",0.811239363430933,8,"intracellular pH elevation","intracellular pH elevation",0.948440433212996,0.527,0
"GO:0090037","GO:0090037",64,"GO:0090037",0.811239363430933,9,"positive regulation of protein kinase C signaling","positive regulation of protein kinase C signaling",0.871832731648616,0.5185,0
"GO:0030198","GO:0030198",22,"GO:0043062",0.811239363430933,321,"extracellular matrix organization","extracellular structure organization",0.958281588447653,0.5015,0.997
"GO:0010742","GO:0010742",79,"GO:0010742",0.811239363430933,40,"macrophage derived foam cell differentiation","macrophage derived foam cell differentiation",0.946014440433213,0.501,0
"GO:0007160","GO:0007160",11,"GO:0070486",0.811239363430933,239,"cell-matrix adhesion","leukocyte aggregation",0.983387484957882,0.497125,0.506
"GO:2000345","GO:2000345",72,"GO:2000345",0.811239363430933,16,"regulation of hepatocyte proliferation","regulation of hepatocyte proliferation",0.885064981949458,0.48625,0
"GO:0060075","GO:0060075",40,"GO:0060075",0.811239363430933,10,"regulation of resting membrane potential","regulation of resting membrane potential",0.952167268351384,0.456083333333333,0
"GO:0014819","GO:0014819",41,"GO:0014819",0.811239363430933,18,"regulation of skeletal muscle contraction","regulation of skeletal muscle contraction",0.912436823104693,0.4552,0
"GO:0060441","GO:0060441",10,"GO:0060071",0.811239363430933,30,"epithelial tube branching involved in lung morphogenesis","Wnt signaling pathway, planar cell polarity pathway",0.923097472924188,0.4375,0.644
"GO:0070306","GO:0070306",78,"GO:0070306",0.811239363430933,37,"lens fiber cell differentiation","lens fiber cell differentiation",0.918606498194946,0.43325,0
"GO:2001204","GO:2001204",15,"GO:0001501",0.811239363430933,11,"regulation of osteoclast development","skeletal system development",0.851253910950662,0.432333333333333,0.701
"GO:0090209","GO:0090209",73,"GO:0090209",0.811239363430933,15,"negative regulation of triglyceride metabolic process","negative regulation of triglyceride metabolic process",0.875294825511432,0.4315,0
"GO:0023056","GO:0023056",38,"GO:0023056",0.811239363430933,1794,"positive regulation of signaling","positive regulation of signaling",0.857192539109507,0.428428571428571,0
"GO:0046164","GO:0046164",44,"GO:0046164",0.811239363430933,36,"alcohol catabolic process","alcohol catabolic process",0.939038507821901,0.427333333333333,0
"GO:0071716","GO:0071716",14,"GO:0015718",0.811239363430933,7,"leukotriene transport","monocarboxylic acid transport",0.962080625752106,0.426230769230769,0.621
"GO:0016554","GO:0016554",75,"GO:0016554",0.811239363430933,12,"cytidine to uridine editing","cytidine to uridine editing",0.93297833935018,0.415333333333333,0
"GO:0006702","GO:0006702",5,"GO:0051055",0.811239363430933,10,"androgen biosynthetic process","negative regulation of lipid biosynthetic process",0.898187725631769,0.414,0.536
"GO:0052651","GO:0052651",73,"GO:0090209",0.811239363430933,7,"monoacylglycerol catabolic process","negative regulation of triglyceride metabolic process",0.924985559566787,0.41275,0.684
