,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
26,GO:0042476,odontogenesis,GO:0042476,0.08189462,37.67037,132.8569,WNT10A,Odontogenesis (GO:0042476)
27,GO:0015908,fatty acid transport,GO:0015908,0.08189462,37.67037,132.8569,RBP7,Fatty Acid Transport (GO:0015908)
28,GO:0035308,negative regulation of protein dephosphorylation,GO:0035308,0.08189462,37.67037,132.8569,MASTL,Negative Regulation Of Protein Dephosphorylation (GO:0035308)
29,GO:0035025,positive regulation of Rho protein signal transduction,GO:0035025,0.08189462,43.47436,159.0552,PRAG1,Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)
30,GO:0043923,positive regulation by host of viral transcription,GO:0043923,0.08189462,47.10185,175.776,TAF11,Positive Regulation By Host Of Viral Transcription (GO:0043923)
31,GO:0007254,JNK cascade,GO:0007254,0.08443111,33.23203,113.3478,MAP4K2,JNK Cascade (GO:0007254)
32,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",GO:0060071,0.08486953,31.38272,105.371,FZD3,"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)"
33,GO:0001570,vasculogenesis,GO:0001570,0.08526127,29.72807,98.31662,EGFL7,Vasculogenesis (GO:0001570)
34,GO:0030258,lipid modification,GO:0030258,0.08975474,26.89153,86.41984,PORCN,Lipid Modification (GO:0030258)
35,GO:0045930,negative regulation of mitotic cell cycle,GO:0045930,0.08975474,25.66667,81.36516,FZD3,Negative Regulation Of Mitotic Cell Cycle (GO:0045930)
36,GO:0071559,response to transforming growth factor beta,GO:0071559,0.08975474,25.66667,81.36516,WNT10A,Response To Transforming Growth Factor Beta (GO:0071559)
37,GO:0045663,positive regulation of myoblast differentiation,GO:0045663,0.09479136,23.52315,72.64995,XKR8,Positive Regulation Of Myoblast Differentiation (GO:0045663)
38,GO:0031345,negative regulation of cell projection organization,GO:0031345,0.09876621,19.45785,56.63225,PRAG1,Negative Regulation Of Cell Projection Organization (GO:0031345)
39,GO:0042789,mRNA transcription by RNA polymerase II,GO:0042789,0.102776,18.19892,51.82549,TAF11,mRNA Transcription By RNA Polymerase II (GO:0042789)
40,GO:0043588,skin development,GO:0043588,0.1106605,14.83626,39.40547,WNT10A,Skin Development (GO:0043588)
41,GO:0006402,mRNA catabolic process,GO:0006402,0.1106605,14.83626,39.40547,AGO4,mRNA Catabolic Process (GO:0006402)
42,GO:0048732,gland development,GO:0048732,0.1142447,13.74661,35.52867,WNT10A,Gland Development (GO:0048732)
43,GO:0051123,RNA polymerase II preinitiation complex assembly,GO:0051123,0.1146366,13.41799,34.37533,TAF11,RNA Polymerase II Preinitiation Complex Assembly (GO:0051123)
44,GO:0090150,establishment of protein localization to membrane,GO:0090150,0.1229254,11.7338,28.58943,ZDHHC9,Establishment Of Protein Localization To Membrane (GO:0090150)
45,GO:2000145,regulation of cell motility,GO:2000145,0.1397624,9.071685,19.93399,PRAG1,Regulation Of Cell Motility (GO:2000145)
46,GO:0016070,RNA metabolic process,GO:0016070,0.1944622,5.660494,10.00431,AGO4,RNA Metabolic Process (GO:0016070)
