,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0016055,Wnt signaling pathway,GO:0016055,0.01314307,43.21875,405.4661,WNT10A;PORCN;FZD3,Wnt Signaling Pathway (GO:0016055)
1,GO:0043543,protein acylation,GO:0043543,0.0446439,44.2658,294.3679,PORCN;ZDHHC9,Protein Acylation (GO:0043543)
2,GO:0043586,tongue development,GO:0043586,0.0446439,565.8333,3165.24,WNT10A,Tongue Development (GO:0043586)
3,GO:0043045,post-fertilization epigenetic regulation of gene expression,GO:0043045,0.0446439,565.8333,3165.24,ZDBF2,DNA Methylation Involved In Embryo Development (GO:0043045)
4,GO:0008593,regulation of Notch signaling pathway,GO:0008593,0.0446439,32.27027,195.54,EGFL7;PRAG1,Regulation Of Notch Signaling Pathway (GO:0008593)
5,GO:0016264,gap junction assembly,GO:0016264,0.0446439,inf,inf,GJC1,Gap Junction Assembly (GO:0016264)
6,GO:0086067,AV node cell to bundle of His cell communication,GO:0086067,0.0446439,565.8333,3165.24,GJC1,AV Node Cell To Bundle Of His Cell Communication (GO:0086067)
7,GO:0018345,protein palmitoylation,GO:0018345,0.0446439,62.95356,459.5849,PORCN;ZDHHC9,Protein Palmitoylation (GO:0018345)
8,GO:0006468,protein phosphorylation,GO:0006468,0.0446439,7.675634,43.71792,MAP4K2;PRAG1;TAF11;MASTL,Protein Phosphorylation (GO:0006468)
9,GO:0061549,sympathetic ganglion development,GO:0061549,0.06212787,282.8889,1468.012,FZD3,Sympathetic Ganglion Development (GO:0061549)
10,GO:0061548,ganglion development,GO:0061548,0.06815878,188.5741,924.4953,FZD3,Ganglion Development (GO:0061548)
11,GO:0043652,engulfment of apoptotic cell,GO:0043652,0.06815878,188.5741,924.4953,XKR8,Engulfment Of Apoptotic Cell (GO:0043652)
12,GO:0030182,neuron differentiation,GO:0030182,0.06913937,16.76056,80.97221,WNT10A;FZD3,Neuron Differentiation (GO:0030182)
13,GO:1900118,negative regulation of execution phase of apoptosis,GO:1900118,0.07070969,141.4167,661.8717,FZD3,Negative Regulation Of Execution Phase Of Apoptosis (GO:1900118)
14,GO:0046600,negative regulation of centriole replication,GO:0046600,0.07070969,141.4167,661.8717,MDM1,Negative Regulation Of Centriole Replication (GO:0046600)
15,GO:0010501,RNA secondary structure unwinding,GO:0010501,0.0786551,80.78571,340.3449,AGO4,RNA Secondary Structure Unwinding (GO:0010501)
16,GO:0070922,RISC complex assembly,GO:0070922,0.0786551,80.78571,340.3449,AGO4,RISC Complex Assembly (GO:0070922)
17,GO:0023061,signal release,GO:0023061,0.0786551,113.1222,508.9204,PORCN,Signal Release (GO:0023061)
18,GO:0086002,cardiac muscle cell action potential involved in contraction,GO:0086002,0.0786551,80.78571,340.3449,GJC1,Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)
19,GO:0036211,protein modification process,GO:0036211,0.0786551,4.987234,21.25068,MAP4K2;PORCN;PRAG1;TAF11,Protein Modification Process (GO:0036211)
20,GO:0097300,programmed necrotic cell death,GO:0097300,0.0786551,70.68056,289.5098,IPMK,Programmed Necrotic Cell Death (GO:0097300)
21,GO:0002052,positive regulation of neuroblast proliferation,GO:0002052,0.0786551,70.68056,289.5098,FZD3,Positive Regulation Of Neuroblast Proliferation (GO:0002052)
22,GO:0032958,inositol phosphate biosynthetic process,GO:0032958,0.0786551,70.68056,289.5098,IPMK,Inositol Phosphate Biosynthetic Process (GO:0032958)
23,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,GO:0035278,0.08120107,56.53333,220.3173,AGO4,miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)
24,GO:0031054,pre-miRNA processing,GO:0031054,0.08120107,62.82099,250.7532,AGO4,pre-miRNA Processing (GO:0031054)
25,GO:0006306,DNA methylation,GO:0006306,0.08189462,37.67037,132.8569,ZDBF2,DNA Methylation (GO:0006306)
