"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0016055","GO:0016055",1,"GO:0016055",1.88130317904329,459,"Wnt signaling pathway","Wnt signaling pathway",0.877549295774648,0.31025,0
"GO:0043543","GO:0043543",3,"GO:0043543",1.35023787333356,147,"protein acylation","protein acylation",0.885887323943662,1,0
"GO:0043586","GO:0043586",9,"GO:0043586",1.35023787333356,20,"tongue development","tongue development",0.95856338028169,0.638,0
"GO:0043045","GO:0043045",8,"GO:0043045",1.35023787333356,14,"post-fertilization epigenetic regulation of gene expression","post-fertilization epigenetic regulation of gene expression",0.856746478873239,0.543333333333333,0
"GO:0008593","GO:0008593",5,"GO:0008593",1.35023787333356,98,"regulation of Notch signaling pathway","regulation of Notch signaling pathway",0.897457746478873,0.490333333333333,0
"GO:0016264","GO:0016264",4,"GO:0016264",1.35023787333356,18,"gap junction assembly","gap junction assembly",0.939922535211268,0.39225,0
"GO:0086067","GO:0086067",7,"GO:0086067",1.35023787333356,12,"AV node cell to bundle of His cell communication","AV node cell to bundle of His cell communication",0.902429577464789,0.3915,0
"GO:0018345","GO:0018345",2,"GO:0018345",1.35023787333356,32,"protein palmitoylation","protein palmitoylation",0.865049295774648,0.377666666666667,0
"GO:0006468","GO:0006468",6,"GO:0006468",1.35023787333356,1319,"protein phosphorylation","protein phosphorylation",0.835077464788732,0.3695,0
"GO:0006497","GO:0006497",2,"GO:0018345",1.35023787333356,91,"protein lipidation","protein palmitoylation",0.860669014084507,0.356333333333333,0.935
"GO:0086026","GO:0086026",7,"GO:0086067",1.35023787333356,19,"atrial cardiac muscle cell to AV node cell signaling","AV node cell to bundle of His cell communication",0.888697183098592,0.34025,0.805
"GO:0086014","GO:0086014",7,"GO:0086067",1.35023787333356,19,"atrial cardiac muscle cell action potential","AV node cell to bundle of His cell communication",0.882683098591549,0.34025,0.805
"GO:0060070","GO:0060070",1,"GO:0016055",1.35023787333356,316,"canonical Wnt signaling pathway","Wnt signaling pathway",0.883,0.33275,0.94
"GO:0061549","GO:0061549",10,"GO:0061549",1.20671353554033,9,"sympathetic ganglion development","sympathetic ganglion development",0.935478873239437,0.5275,0
"GO:0061548","GO:0061548",11,"GO:0061548",1.16647819177436,17,"ganglion development","ganglion development",0.936176056338028,1,0
"GO:0048485","GO:0048485",10,"GO:0061549",1.16647819177436,22,"sympathetic nervous system development","sympathetic ganglion development",0.942584507042253,0.5275,0.945
"GO:0043652","GO:0043652",12,"GO:0043652",1.16647819177436,15,"engulfment of apoptotic cell","engulfment of apoptotic cell",0.931866197183099,0.382333333333333,0
"GO:0030182","GO:0030182",13,"GO:0030182",1.16027458207985,1405,"neuron differentiation","neuron differentiation",0.90369014084507,0.445,0
"GO:1900118","GO:1900118",14,"GO:1900118",1.1505210667524,22,"negative regulation of execution phase of apoptosis","negative regulation of execution phase of apoptosis",0.917718309859155,0.508,0
"GO:0048699","GO:0048699",13,"GO:0030182",1.1505210667524,1485,"generation of neurons","neuron differentiation",0.903077464788732,0.442333333333333,0.966
"GO:0046600","GO:0046600",15,"GO:0046600",1.1505210667524,7,"negative regulation of centriole replication","negative regulation of centriole replication",0.872260563380282,0.301,0
"GO:0010501","GO:0010501",21,"GO:0010501",1.1042731124552,9,"RNA secondary structure unwinding","RNA secondary structure unwinding",0.917978873239437,1,0
"GO:0070922","GO:0070922",20,"GO:0070922",1.1042731124552,10,"RISC complex assembly","RISC complex assembly",0.831767605633803,0.614,0
"GO:0023061","GO:0023061",16,"GO:0023061",1.1042731124552,484,"signal release","signal release",0.873514084507042,0.5875,0
"GO:0086002","GO:0086002",19,"GO:0086002",1.1042731124552,53,"cardiac muscle cell action potential involved in contraction","cardiac muscle cell action potential involved in contraction",0.922007042253521,0.5735,0
