term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.6251885338360911,2.151048812083268,0.0036465584113506,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin,0.6251885338360911,2.151048812083268,0.0036465584113506,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin
Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6051287990319356,2.10017594251901,0.0071273641676399,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.6051287990319356,2.10017594251901,0.0071273641676399,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.6051287990319356,2.10017594251901,0.0071273641676399,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins,0.6013555768787415,2.099649018785359,0.0061091692865484,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;SKP1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__APC C-mediated Degradation of Cell Cycle Proteins
Reactome_Pathways_2024__ABC Transporter Disorders,0.587914801527714,2.0826073602428323,0.0073345549864666,29.40%,PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;VCP;PSMC4;PSMD6;PSMB3;PSMD8;OS9;PSMA7;PSMB7;PSMD12;ABCB6;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__ABC Transporter Disorders
Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,0.5626016828980431,1.980394959831938,0.0328190257021558,29.40%,EIF4G1;PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;PSMC4;PSMD6;PSMB3;PSMD8;PSMA7;PSMB7;PSMD12;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA
Reactome_Pathways_2024__ABC-family Proteins Mediated Transport,0.5310692420921505,1.911635644886096,0.0647020364110238,29.40%,PSMC2;PSMD2;EIF2S1;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;PSMD14;PSMD7;VCP;PSMC4;PSMD6;PSMB3;PSMD8;OS9;PSMA7;PSMB7;PSMD12;ABCB6;PSMA2;PSMA5;PSMB1;PSMA1;PSMA3;PSMB2;PSMA6;PSMA4;PSMB4,Reactome_Pathways_2024__ABC-family Proteins Mediated Transport
Reactome_Pathways_2024__AURKA Activation by TPX2,0.6064406255256966,1.908659859414153,0.0569857628101069,31.89%,MAPRE1;DCTN1;DCTN2;TUBB4B;TUBB4A;PRKAR2B;PAFAH1B1;ACTR1A;DYNC1H1;CKAP5;YWHAG;TUBB;TUBA4A;PPP2R1A;YWHAE;HSP90AA1;DCTN3,Reactome_Pathways_2024__AURKA Activation by TPX2
Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion,0.7553654310657749,1.761652201371353,0.1800819720914506,7.70%,PLCB2;PLCB3;GNAQ;PLCB1,Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion
Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.5452823347744944,1.6410190387739216,0.3714969052621443,33.97%,GPC4;GPC6;XYLT2;BGN;GPC1;CSPG4;NCAN;SDC4;VCAN;BCAN;SDC1;AGRN,Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis
Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs,0.6535227602203537,1.6235356540201729,0.3783871400333088,34.78%,TUBB4B;TUBA8;TUBB4A;TUBAL3;TUBA4A;TUBB1;TUBA4B,Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs
Reactome_Pathways_2024__ADORA2B Mediated Anti-Inflammatory Cytokines Production,0.4953425038387506,1.4917122622687824,0.549466843412614,39.06%,GNAI2;PRKAR2B;PRKAR2A;PRKAR1A;GNG5;GNAZ;GNG11;GNAI3;PRKACB;GNAS;GNB4;GNG2,Reactome_Pathways_2024__ADORA2B Mediated Anti-Inflammatory Cytokines Production
Reactome_Pathways_2024__ALK Mutants Bind TKIs,0.4896900102440726,1.278218768296773,0.708732421337497,12.24%,CLTC;STRN;PRKAR1A;PPM1B,Reactome_Pathways_2024__ALK Mutants Bind TKIs
Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 1,0.4111235272176381,1.1651012382618666,0.7710765595474258,23.70%,PLA2G4A;GNAQ;MAPK14;SRC;GNG5;GNG11,Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 1
Reactome_Pathways_2024__Activation of C3 and C5,-0.3679327341258335,-1.119259410720171,0.7957478001341636,63.31%,CFB;CFP;C2;C3;C5;C4A;C4B,Reactome_Pathways_2024__Activation of C3 and C5
Reactome_Pathways_2024__Activation of BH3-only Proteins,0.3803716608594657,1.0535084773537182,0.8489967417399685,62.09%,YWHAZ;YWHAG;BID;YWHAH;YWHAB;YWHAE;YWHAQ;SFN;DYNLL1;BAD;PPP3R1;AKT2,Reactome_Pathways_2024__Activation of BH3-only Proteins
