term,fdr,Odds Ratio,Combined Score,Genes,description
Defective B3GALT6 Causes EDSP2 and SEMDJL1,0.02952607,17.92623,154.3462,VCAN;SDC1;GPC4;DCN,Defective B3GALT6 Causes EDSP2 and SEMDJL1
Defective B3GAT3 Causes JDSSDHD,0.02952607,17.92623,154.3462,VCAN;SDC1;GPC4;DCN,Defective B3GAT3 Causes JDSSDHD
"Defective B4GALT7 Causes EDS, Progeroid Type",0.02952607,17.92623,154.3462,VCAN;SDC1;GPC4;DCN,"Defective B4GALT7 Causes EDS, Progeroid Type"
A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.03771405,14.33443,113.2114,VCAN;SDC1;GPC4;DCN,A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis
Extracellular Matrix Organization,0.03771405,3.536288,27.77575,VCAN;VWF;COL4A2;COL6A2;FN1;SDC1;EMILIN2;TLL2;PRSS2;DCN;HAPLN1;LOXL2,Extracellular Matrix Organization
Defective GALNT12 Causes CRCS1,0.05438599,22.87805,165.9395,GALNT12;MUC5B;MUC6,Defective GALNT12 Causes CRCS1
ECM Proteoglycans,0.05438599,6.150943,43.99122,VCAN;COL4A2;COL6A2;FN1;HAPLN1;DCN,ECM Proteoglycans
Crosslinking of Collagen Fibrils,0.07669759,17.78862,118.7328,COL4A2;TLL2;LOXL2,Crosslinking of Collagen Fibrils
Diseases of Glycosylation,0.1067635,4.334893,26.98958,GALNT12;VCAN;SDC1;GPC4;MUC5B;DCN;MUC6,Diseases of Glycosylation
Cell Surface Interactions at the Vascular Wall,0.1149096,3.41008,20.62155,IGLV3-27;SLC16A1;IGLL1;IGKV5-2;CEACAM5;IGLV3-12;FN1;SDC1;SIRPA,Cell Surface Interactions at the Vascular Wall
Heparan Sulfate Heparin (HS-GAG) Metabolism,0.1487544,7.15082,40.28506,VCAN;SDC1;GPC4;DCN,Heparan Sulfate Heparin (HS-GAG) Metabolism
Degradation of the Extracellular Matrix,0.1487544,4.391216,24.48039,COL4A2;COL6A2;FN1;TLL2;PRSS2;DCN,Degradation of the Extracellular Matrix
