term,fdr,Odds Ratio,Combined Score,Genes,description
4SC 202,0.1088839,52.99194,327.9016,HDAC2;VEGFA,4SC 202
PEMETREXED,0.300583,11.76344,47.74176,RRM1;VEGFA,PEMETREXED
DEXAMETHASONE,0.300583,5.503785,21.09155,DPEP1;S100A10;VEGFA,DEXAMETHASONE
WARFARIN,0.300583,8.138958,28.16703,VWF;VEGFA,WARFARIN
CLOFARABINE,0.300583,52.576,172.9574,RRM1,CLOFARABINE
DACARBAZINE,0.300583,52.576,172.9574,FN1,DACARBAZINE
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.300583,7.051613,22.75142,COL4A2;COL6A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
HEPARIN,0.3085253,6.220114,18.79513,VWF;SDC1,HEPARIN
THALIDOMIDE,0.3085253,5.873656,17.2005,VWF;VEGFA,THALIDOMIDE
CILOSTAZOL,0.3085253,17.52,45.81795,VEGFA,CILOSTAZOL
MOTEXAFIN GADOLINIUM,0.3085253,17.52,45.81795,RRM1,MOTEXAFIN GADOLINIUM
LENALIDOMIDE,0.3085253,17.52,45.81795,VEGFA,LENALIDOMIDE
VALPROIC ACID,0.3085253,4.593268,11.62965,HDAC2;ABAT,VALPROIC ACID
BUMETANIDE,0.3085253,13.138,31.54861,SLC12A2,BUMETANIDE
PHENYTOIN,0.3085253,10.5088,23.41637,VEGFA,PHENYTOIN
PAZOPANIB,0.3085253,3.770161,8.370054,HDAC2;VEGFA,PAZOPANIB
BELINOSTAT,0.3085253,8.756,18.24176,HDAC2,BELINOSTAT
MOCETINOSTAT,0.3085253,8.756,18.24176,HDAC2,MOCETINOSTAT
HYDROXYUREA,0.3085253,8.756,18.24176,RRM1,HYDROXYUREA
VINCRISTINE,0.3085253,3.403746,7.018335,VWF;CAPG,VINCRISTINE
CARBOPLATIN,0.3085253,3.196481,6.284679,RRM1;VEGFA,CARBOPLATIN
IUPHAR.LIGAND:52,0.3085253,7.504,14.70045,AOC1,IUPHAR.LIGAND:52
ENTINOSTAT,0.3085253,7.504,14.70045,HDAC2,ENTINOSTAT
PENTOXIFYLLINE,0.3085253,7.504,14.70045,VWF,PENTOXIFYLLINE
CUDC 101,0.3085253,6.565,12.14792,HDAC2,CUDC 101
AMITRIPTYLINE,0.3085253,6.565,12.14792,AOC1,AMITRIPTYLINE
IUPHAR.LIGAND:56,0.3085253,6.565,12.14792,AOC1,IUPHAR.LIGAND:56
FENOFIBRATE,0.3332363,5.2504,8.757657,VEGFA,FENOFIBRATE
FLUDARABINE,0.3332363,5.2504,8.757657,RRM1,FLUDARABINE
SORAFENIB TOSYLATE,0.3332363,5.2504,8.757657,VEGFA,SORAFENIB TOSYLATE
PANOBINOSTAT,0.3486209,4.772364,7.588415,HDAC2,PANOBINOSTAT
OLANZAPINE,0.3515838,4.374,6.644506,PTPRN2,OLANZAPINE
OLAPARIB,0.3515838,4.374,6.644506,HDAC2,OLAPARIB
PREDNISONE,0.3641888,4.036923,5.869743,VWF,PREDNISONE
CYTARABINE,0.397121,3.4976,4.681391,RRM1,CYTARABINE
CAPECITABINE,0.4463808,2.913333,3.476643,SIRPA,CAPECITABINE
VORINOSTAT,0.4531432,2.759579,3.176058,HDAC2,VORINOSTAT
SUNITINIB,0.4941791,2.382182,2.471664,VEGFA,SUNITINIB
BEVACIZUMAB,0.5192837,2.014462,1.837239,VEGFA,BEVACIZUMAB
CLOZAPINE,0.5192837,2.014462,1.837239,AOC1,CLOZAPINE
CELECOXIB,0.5192837,2.014462,1.837239,VEGFA,CELECOXIB
ASPIRIN,0.5842927,1.63525,1.247211,F13A1,ASPIRIN
GEMCITABINE,0.5842927,1.585455,1.175312,RRM1,GEMCITABINE
GEFITINIB,0.5842927,1.4944,1.047548,CEACAM5,GEFITINIB
DAUNORUBICIN,0.5842927,1.4944,1.047548,HDAC2,DAUNORUBICIN
PACLITAXEL,0.6538648,1.214884,0.6882379,RRM1,PACLITAXEL
SORAFENIB,0.6844192,1.0875,0.5430203,VEGFA,SORAFENIB
CISPLATIN,0.7245758,0.9480727,0.399385,RRM1,CISPLATIN
BORTEZOMIB,0.7354371,0.8832542,0.338595,PRSS2,BORTEZOMIB
DORLIMOMAB ARITOX,0.7354371,0.8009846,0.2673996,RPL3,DORLIMOMAB ARITOX
ATALUREN,0.7354371,0.8009846,0.2673996,RPL3,ATALUREN
MT 3724,0.7354371,0.7887273,0.257392,RPL3,MT 3724
CYCLOHEXIMIDE,0.7371336,0.754087,0.2299861,RPL3,CYCLOHEXIMIDE
