term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0019318,0.03666092,67.94203,498.7805,GAA;SORD,Hexose Metabolic Process (GO:0019318)
GO:0006006,0.03666092,62.48889,449.0427,GAA;SORD,Glucose Metabolic Process (GO:0006006)
GO:0051349,0.03666092,inf,inf,STIM1,Positive Regulation of Lyase Activity (GO:0051349)
GO:2001256,0.03666092,705.4,4072.085,STIM1,Regulation of Store-Operated Calcium Entry (GO:2001256)
GO:1901341,0.03666092,705.4,4072.085,STIM1,Positive Regulation of Store-Operated Calcium Channel Activity (GO:1901341)
GO:0002115,0.03666092,705.4,4072.085,STIM1,Store-Operated Calcium Entry (GO:0002115)
GO:0070166,0.03666092,705.4,4072.085,STIM1,Enamel Mineralization (GO:0070166)
GO:0034505,0.03666092,352.65,1893.015,STIM1,Tooth Mineralization (GO:0034505)
GO:0045761,0.03666092,352.65,1893.015,STIM1,Regulation of Adenylate Cyclase Activity (GO:0045761)
GO:0005513,0.03666092,352.65,1893.015,STIM1,Detection of Calcium Ion (GO:0005513)
GO:0006000,0.03666092,352.65,1893.015,SORD,Fructose Metabolic Process (GO:0006000)
GO:0031281,0.03666092,352.65,1893.015,STIM1,Positive Regulation of Cyclase Activity (GO:0031281)
GO:0046836,0.03666092,352.65,1893.015,PLTP,Glycolipid Transport (GO:0046836)
GO:0045765,0.03666092,20.40643,103.7198,RNASEH1;STIM1,Regulation of Angiogenesis (GO:0045765)
GO:0044725,0.03666092,235.0667,1194.373,SUV39H1,Epigenetic Programming in the Zygotic Pronuclei (GO:0044725)
GO:1903566,0.03666092,235.0667,1194.373,EFCAB7,Positive Regulation of Protein Localization to Cilium (GO:1903566)
GO:0045762,0.03666092,235.0667,1194.373,STIM1,Positive Regulation of Adenylate Cyclase Activity (GO:0045762)
GO:1904031,0.03666092,235.0667,1194.373,MAPRE3,Positive Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904031)
GO:0045737,0.03666092,235.0667,1194.373,MAPRE3,Positive Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)
GO:0009251,0.03666092,235.0667,1194.373,GAA,Glucan Catabolic Process (GO:0009251)
GO:0140673,0.03982068,176.275,856.4425,IWS1,Transcription Elongation-Coupled Chromatin Remodeling (GO:0140673)
GO:0140718,0.03982068,176.275,856.4425,SUV39H1,Facultative Heterochromatin Formation (GO:0140718)
GO:0000183,0.03982068,176.275,856.4425,SUV39H1,rDNA Heterochromatin Formation (GO:0000183)
GO:0035627,0.04177992,141.0,659.4492,PLTP,Ceramide Transport (GO:0035627)
GO:0043045,0.04177992,141.0,659.4492,SUV39H1,Epigenetic Programming of Gene Expression (GO:0043045)
GO:1990700,0.04177992,141.0,659.4492,SUV39H1,Nucleolar Chromatin Organization (GO:1990700)
GO:1901264,0.04177992,117.4833,531.4359,PLTP,Carbohydrate Derivative Transport (GO:1901264)
