term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,1.60645e-29,30.01429,2160.153,C1QB;C1QA;CPB2;CFH;IGHV3-23;CFI;IGHV4-34;IGLV3-1;IGHV1-69;CFP;C8B;C2;IGLV2-8;IGHG4;IGHG2;C6;IGLV3-27;C7;IGLV5-45;CR2;CR1;IGHV3-11;IGKV1D-16;IGLV7-43;IGLV5-37;IGLV1-51;CFHR2;IGLV2-23;IGKV4-1;CFB;IGKV2-30;IGLV3-19;C1QC,Regulation of Complement Cascade
Complement Cascade,2.6046940000000003e-28,26.22206,1795.996,C1QB;C1QA;CPB2;CFH;IGHV3-23;CFI;IGHV4-34;IGLV3-1;IGHV1-69;C8B;CFP;C2;IGLV2-8;IGHG4;IGLV3-27;IGHG2;C6;IGLV5-45;C7;CR2;CR1;IGHV3-11;IGKV1D-16;IGLV7-43;IGLV5-37;IGLV1-51;CFHR2;IGLV2-23;IGKV4-1;CFB;IGLV3-19;IGKV2-30;C1QC,Complement Cascade
Initial Triggering of Complement,2.940635e-20,24.25349,1201.624,C1QB;C1QA;IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;CFP;C2;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV1-51;IGLV3-27;IGLV5-45;IGLV2-23;IGKV4-1;CFB;IGKV2-30;IGLV3-19;C1QC,Initial Triggering of Complement
Classical Antibody-Mediated Complement Activation,2.166378e-18,26.10183,1173.462,C1QB;C1QA;IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV3-27;IGLV1-51;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19;C1QC,Classical Antibody-Mediated Complement Activation
Creation of C4 and C2 Activators,2.4626210000000004e-17,22.2076,939.4518,C1QB;C1QA;IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV3-27;IGLV1-51;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19;C1QC,Creation of C4 and C2 Activators
Scavenging of Heme From Plasma,7.080257e-17,23.12334,949.5542,CD163;IGHV3-11;IGHV3-23;IGHV4-34;HP;HBB;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGLV5-37;HPX;IGLV3-27;IGLV1-51;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19,Scavenging of Heme From Plasma
Innate Immune System,2.994419e-16,5.453613,215.2464,SERPINA3;ORM1;SERPINA1;PGLYRP2;CRISP3;IGHV3-23;IGHV4-34;HP;HBB;C8B;ORM2;IGLV2-8;IGHG4;IGHG2;SIRPA;CR2;CR1;AHSG;OSCAR;IGLV5-37;CEACAM1;IGKV4-1;IGHE;CHI3L1;CFB;IGLV3-19;IGKV2-30;C1QB;C1QA;CPB2;CFH;CFI;IGLV3-1;PRCP;IGHV1-69;A1BG;CFP;LILRA3;C2;CST3;IGLV3-27;C6;IGLV5-45;C7;AGA;SIGLEC14;IGHV3-11;IGKV1D-16;IGLV7-43;IGLV1-51;LRG1;CFHR2;IGLV2-23;C1QC,Innate Immune System
FCGR Activation,5.63219e-14,18.54701,632.1969,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV3-27;IGLV1-51;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19,FCGR Activation
Binding and Uptake of Ligands by Scavenger Receptors,5.63219e-14,14.84668,504.4954,CD163;IGHV3-11;IGHV3-23;IGHV4-34;HP;HBB;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;HPX;IGLV5-37;IGLV1-51;IGLV3-27;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19,Binding and Uptake of Ligands by Scavenger Receptors
Role of Phospholipids in Phagocytosis,1.654497e-13,16.96219,556.3158,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV1-51;IGLV3-27;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19,Role of Phospholipids in Phagocytosis
CD22 Mediated BCR Regulation,1.912974e-13,25.51562,830.7105,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGLV3-27;IGLV1-51;IGLV2-23;IGHD;IGKV4-1;IGKV2-30;IGLV3-19,CD22 Mediated BCR Regulation
Role of LAT2 NTAL LAB on Calcium Mobilization,5.354805e-13,17.36817,546.0655,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGLV5-37;IGLV3-27;IGLV1-51;IGLV5-45;IGLV2-23;IGKV4-1;IGHE;IGKV2-30;IGLV3-19,Role of LAT2 NTAL LAB on Calcium Mobilization
FCGR3A-mediated IL10 Synthesis,6.579703e-13,15.14685,471.8934,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGHG4;IGLV5-37;IGHG2;IGLV1-51;IGLV3-27;IGLV5-45;IGLV2-23;IGKV4-1;IGKV2-30;IGLV3-19,FCGR3A-mediated IL10 Synthesis
FCERI Mediated MAPK Activation,2.923237e-12,15.10853,446.1919,IGHV3-11;IGHV3-23;IGHV4-34;IGLV3-1;IGHV1-69;IGKV1D-16;IGLV7-43;IGLV2-8;IGLV5-37;IGLV1-51;IGLV3-27;IGLV5-45;IGLV2-23;IGKV4-1;IGHE;IGKV2-30;IGLV3-19,FCERI Mediated MAPK Activation
Hemostasis,2.923237e-12,5.372437,158.5952,SERPINA3;ITIH4;ORM1;SERPINA1;SERPINC1;IGHV3-23;IGHV4-34;HBB;PLG;IGLV3-1;PRCP;IGHV1-69;HBD;A1BG;ORM2;IGLV2-8;CLEC3B;IGLV3-27;IGLV5-45;SIRPA;A2M;HBG2;AHSG;F12;IGHV3-11;F11;IGKV1D-16;IGLV7-43;MERTK;IGLV5-37;CEACAM1;IGLV1-51;IGLV2-23;IGKV4-1;KLKB1;IGLV3-19;IGKV2-30,Hemostasis
