term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,2.553769e-12,16.41681,533.0209,C1QA;CR2;CPB2;IGKV2D-30;CFH;CFI;CFP;C2;IGLV5-37;IGHG1;IGLV3-27;C6;C7;CFHR2;CFHR1;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Complement Cascade,6.951972e-12,14.66617,451.3278,C1QA;CR2;CPB2;IGKV2D-30;CFH;CFI;CFP;C2;IGLV5-37;IGHG1;IGLV3-27;C6;C7;CFHR2;CFHR1;CFB;IGKV2-30;C1QC,Complement Cascade
Innate Immune System,3.557569e-07,3.987755,77.86075,C1QA;ORM1;CPB2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;A1BG;CFP;LILRA3;C2;CST3;IGHG1;IGLV3-27;C6;C7;LTA4H;AGA;B2M;CR2;SIGLEC14;PPBP;IGLV5-37;CEACAM1;LRG1;CFHR2;CEACAM6;CFHR1;IGHE;CFB;IGKV2-30;C1QC,Innate Immune System
Hemostasis,6.670993e-06,4.264033,69.52932,ITIH4;ORM1;IGKV2D-30;F12;RARRES2;F11;HBB;PLG;HBD;PPBP;A1BG;MERTK;VEGFA;IGLV5-37;CLEC3B;CEACAM1;IGLV3-27;CEACAM6;APOH;CEACAM5;INPP5D;A2M;KLKB1;IGKV2-30,Hemostasis
Initial Triggering of Complement,2.378381e-05,9.850543,145.9025,IGLV5-37;C1QA;IGHG1;IGLV3-27;IGKV2D-30;CFP;CFB;IGKV2-30;C1QC;C2,Initial Triggering of Complement
Immune System,0.0001788968,2.737006,34.51773,C1QA;ORM1;CPB2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;A1BG;CFP;LILRA3;C2;CST3;CA1;IGHG1;IGLV3-27;C6;C7;INPP5D;MRC1;LTA4H;AGA;B2M;CR2;SIGLEC14;PPBP;VEGFA;IGLV5-37;CEACAM1;LRG1;CFHR2;CEACAM6;CFHR1;IGHE;CFB;IGKV2-30;C1QC,Immune System
Scavenging of Heme From Plasma,0.0003914785,9.11894,106.4565,IGLV5-37;HPX;CD163;IGLV3-27;IGKV2D-30;HP;HBB;IGKV2-30,Scavenging of Heme From Plasma
Platelet Degranulation,0.00046375,6.469884,73.57083,ITIH4;ORM1;CLEC3B;APOH;RARRES2;PLG;PPBP;A1BG;A2M;VEGFA,Platelet Degranulation
Binding and Uptake of Ligands by Scavenger Receptors,0.0004771121,7.241379,81.28511,IGLV5-37;HPX;CD163;IGLV3-27;IGKV2D-30;COL4A2;HP;HBB;IGKV2-30,Binding and Uptake of Ligands by Scavenger Receptors
Response to Elevated Platelet Cytosolic Ca2+,0.0004973871,6.237014,69.09432,ITIH4;ORM1;CLEC3B;APOH;RARRES2;PLG;PPBP;A1BG;A2M;VEGFA,Response to Elevated Platelet Cytosolic Ca2+
Classical Antibody-Mediated Complement Activation,0.001779314,8.027895,77.5906,IGLV5-37;C1QA;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30;C1QC,Classical Antibody-Mediated Complement Activation
Reversible Hydration of Carbon Dioxide,0.001779314,66.60606,640.8284,CA1;CA3;CA2,Reversible Hydration of Carbon Dioxide
Erythrocytes Take up Oxygen and Release Carbon Dioxide,0.002639443,49.94697,453.1529,CA1;CA2;HBB,Erythrocytes Take up Oxygen and Release Carbon Dioxide
Activation of C3 and C5,0.002639443,49.94697,453.1529,CFP;CFB;C2,Activation of C3 and C5
Creation of C4 and C2 Activators,0.002814787,7.074768,63.24397,IGLV5-37;C1QA;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30;C1QC,Creation of C4 and C2 Activators
Post-translational Modification Synthesis of GPI-anchored Proteins,0.003867604,10.91786,93.42502,CEACAM5;CNTN3;CNTN4;RECK;ART3,Post-translational Modification Synthesis of GPI-anchored Proteins
Erythrocytes Take up Carbon Dioxide and Release Oxygen,0.0046817,33.28788,273.6078,CA1;CA2;HBB,Erythrocytes Take up Carbon Dioxide and Release Oxygen
O2 CO2 Exchange in Erythrocytes,0.0046817,33.28788,273.6078,CA1;CA2;HBB,O2 CO2 Exchange in Erythrocytes
Neutrophil Degranulation,0.0046817,3.052341,25.01151,ORM1;SIGLEC14;CRISP3;HP;HBB;PPBP;A1BG;CFP;LILRA3;CST3;CEACAM1;LRG1;CEACAM6;LTA4H;AGA;B2M,Neutrophil Degranulation
Intrinsic Pathway of Fibrin Clot Formation,0.005781507,14.13104,112.0862,F12;F11;A2M;KLKB1,Intrinsic Pathway of Fibrin Clot Formation
Cell Surface Interactions at the Vascular Wall,0.008047471,4.306118,32.52164,IGLV5-37;CEACAM1;IGLV3-27;IGKV2D-30;CEACAM6;CEACAM5;INPP5D;MERTK;IGKV2-30,Cell Surface Interactions at the Vascular Wall
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,0.009980787,131.92,961.7763,EGFR;VEGFA,TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors
Modulation by Mtb of Host Immune System,0.01758313,65.95,435.7609,MRC1;B2M,Modulation by Mtb of Host Immune System
Alternative Complement Activation,0.01758313,65.95,435.7609,CFP;CFB,Alternative Complement Activation
Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS),0.01758313,16.62879,109.6916,F12;F11;KLKB1,Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS)
"Platelet Activation, Signaling and Aggregation",0.02087025,3.338733,21.32077,ITIH4;ORM1;CLEC3B;APOH;RARRES2;PLG;PPBP;A1BG;A2M;VEGFA,"Platelet Activation, Signaling and Aggregation"
Fibronectin Matrix Formation,0.02616163,43.96,268.446,CEACAM1;CEACAM6,Fibronectin Matrix Formation
Formation of Fibrin Clot (Clotting Cascade),0.02616163,8.118738,49.40909,F12;F11;A2M;KLKB1,Formation of Fibrin Clot (Clotting Cascade)
Diseases of Hemostasis,0.02629737,13.29697,80.38739,F12;F11;KLKB1,Diseases of Hemostasis
Role of LAT2 NTAL LAB on Calcium Mobilization,0.04518067,5.10075,27.7234,IGLV5-37;IGLV3-27;IGKV2D-30;IGHE;IGKV2-30,Role of LAT2 NTAL LAB on Calcium Mobilization
Digestion,0.04518067,26.368,141.9807,GUCA2A;PNLIP,Digestion
Digestion and Absorption,0.04518067,26.368,141.9807,GUCA2A;PNLIP,Digestion and Absorption
FCGR Activation,0.04518067,5.02385,27.00385,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,FCGR Activation
Terminal Pathway of Complement,0.05593566,21.97,112.1974,C6;C7,Terminal Pathway of Complement
Role of Phospholipids in Phagocytosis,0.05593566,4.671392,23.7759,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,Role of Phospholipids in Phagocytosis
Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.05593566,3.902043,19.69434,IGLV5-37;IGHG1;CD163;IGLV3-27;IGKV2D-30;IGKV2-30,Anti-inflammatory Response Favouring Leishmania Parasite Infection
Leishmania Parasite Growth and Survival,0.05593566,3.902043,19.69434,IGLV5-37;IGHG1;CD163;IGLV3-27;IGKV2D-30;IGKV2-30,Leishmania Parasite Growth and Survival
FCERI Mediated MAPK Activation,0.05813894,4.543745,22.63641,IGLV5-37;IGLV3-27;IGKV2D-30;IGHE;IGKV2-30,FCERI Mediated MAPK Activation
FCERI Mediated Ca+2 Mobilization,0.05970927,4.482474,22.09527,IGLV5-37;IGLV3-27;IGKV2D-30;IGHE;IGKV2-30,FCERI Mediated Ca+2 Mobilization
FCGR3A-mediated IL10 Synthesis,0.07128544,4.252904,20.10235,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,FCGR3A-mediated IL10 Synthesis
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors,0.07492511,16.4725,76.63412,EGFR;VEGFA,Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors
Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.07737253,3.522826,16.19093,IGLV5-37;IGLV3-27;IGKV2D-30;B2M;LILRA3;IGKV2-30,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell
Extracellular Matrix Organization,0.08664055,2.808949,12.52606,DDR1;CEACAM1;COL4A2;CEACAM6;PLG;ITGB6;A2M;KLKB1,Extracellular Matrix Organization
Formation of the Cornified Envelope,0.09032585,6.863114,30.16128,CELA2A;SPINK5;PRSS8,Formation of the Cornified Envelope
Keratinization,0.09602437,6.633333,28.59178,CELA2A;SPINK5;PRSS8,Keratinization
Chaperone Mediated Autophagy,0.09602437,13.174,56.50412,HBB;RNASE1,Chaperone Mediated Autophagy
Triglyceride Catabolism,0.145151,10.12923,39.04195,FABP1;FABP4,Triglyceride Catabolism
FCERI Mediated NF-kB Activation,0.1584308,3.156487,11.43587,IGLV5-37;IGLV3-27;IGKV2D-30;IGHE;IGKV2-30,FCERI Mediated NF-kB Activation
Activation of Matrix Metalloproteinases,0.1584308,8.776,31.7286,PLG;KLKB1,Activation of Matrix Metalloproteinases
Transcriptional Regulation of White Adipocyte Differentiation,0.1584308,8.22625,28.85298,FABP4;ADIPOQ,Transcriptional Regulation of White Adipocyte Differentiation
Triglyceride Metabolism,0.1584308,8.22625,28.85298,FABP1;FABP4,Triglyceride Metabolism
Biosynthesis of E-series 18(S)-resolvins,0.1584308,65.30693,228.5199,LTA4H,Biosynthesis of E-series 18(S)-resolvins
Biosynthesis of EPA-derived SPMs,0.1584308,65.30693,228.5199,LTA4H,Biosynthesis of EPA-derived SPMs
Glucocorticoid Biosynthesis,0.1584308,65.30693,228.5199,SERPINA6,Glucocorticoid Biosynthesis
PTK6 Promotes HIF1A Stabilization,0.1584308,65.30693,228.5199,EGFR,PTK6 Promotes HIF1A Stabilization
Signaling by Overexpressed Wild-Type EGFR in Cancer,0.1584308,65.30693,228.5199,EGFR,Signaling by Overexpressed Wild-Type EGFR in Cancer
Inhibition of Signaling by Overexpressed EGFR,0.1584308,65.30693,228.5199,EGFR,Inhibition of Signaling by Overexpressed EGFR
EGFR Interacts With Phospholipase C-gamma,0.1584308,65.30693,228.5199,EGFR,EGFR Interacts With Phospholipase C-gamma
ERBB2 Activates PTK6 Signaling,0.1584308,65.30693,228.5199,EGFR,ERBB2 Activates PTK6 Signaling
FCGR3A-mediated Phagocytosis,0.1584308,3.039831,10.60857,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,FCGR3A-mediated Phagocytosis
Parasite Infection,0.1584308,3.039831,10.60857,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,Parasite Infection
Leishmania Phagocytosis,0.1584308,3.039831,10.60857,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,Leishmania Phagocytosis
Regulation of Actin Dynamics for Phagocytic Cup Formation,0.1610333,3.011981,10.41411,IGLV5-37;IGHG1;IGLV3-27;IGKV2D-30;IGKV2-30,Regulation of Actin Dynamics for Phagocytic Cup Formation
Degradation of the Extracellular Matrix,0.16706,3.502148,11.92506,COL4A2;PLG;A2M;KLKB1,Degradation of the Extracellular Matrix
CD22 Mediated BCR Regulation,0.1697883,4.513085,15.22429,IGLV3-27;IGKV2D-30;IGKV2-30,CD22 Mediated BCR Regulation
