term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.609449136373407,1.8047127161163987,0.19358273365851,32.04%,CSPG4;XYLT2;GPC6;AGRN;DCN;VCAN;GPC4;BCAN;NCAN;BGN;SDC4;GPC1;SDC1,Reactome_Pathways_2024__A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis
Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs,0.7154175356727136,1.7562857987642098,0.2022732914649913,22.16%,TUBA4B;TUBB1;TUBA8;TUBAL3;TUBB4A;TUBA4A,Reactome_Pathways_2024__Activation of AMPK Downstream of NMDARs
Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 1,0.5682720752161741,1.4834391019950273,0.4988357059009043,24.78%,PLA2G4A;SRC;GNAQ;MAPK14;GNG11;GNG5,Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 1
Reactome_Pathways_2024__Activation of C3 and C5,-0.4391947411668035,-1.32579838235619,0.7340642111978086,56.25%,CFB;CFP;C2;C5;C3;C4A;C4B,Reactome_Pathways_2024__Activation of C3 and C5
Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion,0.5305983568570662,1.1489580596359164,0.7309886875768877,19.25%,GNAQ;PLCB2;PLCB3,Reactome_Pathways_2024__Acetylcholine Regulates Insulin Secretion
Reactome_Pathways_2024__ADORA2B Mediated Anti-Inflammatory Cytokines Production,0.3843155537969704,1.1188040664346788,0.742591429813266,24.78%,GNAI2;PRKAR1A;PRKAR2B;GNG11;GNAZ;PRKACB;GNG5,Reactome_Pathways_2024__ADORA2B Mediated Anti-Inflammatory Cytokines Production
Reactome_Pathways_2024__Activation of BH3-only Proteins,0.4163584052609947,1.053468385875487,0.8129262610842246,58.50%,YWHAZ;YWHAG;YWHAE;YWHAH;YWHAB;BID;YWHAQ;PPP3R1,Reactome_Pathways_2024__Activation of BH3-only Proteins
Reactome_Pathways_2024__Activation of BAD and Translocation to Mitochondria,0.4163584052609947,1.053468385875487,0.8129262610842246,58.50%,YWHAZ;YWHAG;YWHAE;YWHAH;YWHAB;BID;YWHAQ;PPP3R1,Reactome_Pathways_2024__Activation of BAD and Translocation to Mitochondria
Reactome_Pathways_2024__ALK Mutants Bind TKIs,0.440666642817129,1.0046981806341622,0.8594785508179854,38.10%,CLTC;PRKAR1A;STRN;FN1,Reactome_Pathways_2024__ALK Mutants Bind TKIs
Reactome_Pathways_2024__Activation of GABAB Receptors,0.3510952390227251,0.8820077416294778,0.9329608340258668,59.24%,GNAI2;GNG11;GNG5;ADCY6;GNAI3;GNB4;GNG2,Reactome_Pathways_2024__Activation of GABAB Receptors
Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 12,0.3457442032597251,0.8311103132950043,0.9512369680160152,24.78%,GNAI2;GNG11;GNG5,Reactome_Pathways_2024__ADP Signalling Through P2Y Purinoceptor 12
Reactome_Pathways_2024__Activated NOTCH1 Transmits Signal to the Nucleus,0.323944958096461,0.8121241442077175,0.960150572325472,52.60%,ADAM10;ARRB1;NOTCH1;JAG1;ADAM17,Reactome_Pathways_2024__Activated NOTCH1 Transmits Signal to the Nucleus
Reactome_Pathways_2024__Activation of G Protein Gated Potassium Channels,0.3073740880773984,0.6640749493880557,1.0,24.78%,GNG11;GNG5,Reactome_Pathways_2024__Activation of G Protein Gated Potassium Channels
