"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007368","GO:0007368",40,"GO:0007368",0.921378993120433,133,"determination of left/right symmetry","determination of left/right symmetry",0.934058536585366,1,0
"GO:0010501","GO:0010501",25,"GO:0010501",0.921378993120433,9,"RNA secondary structure unwinding","RNA secondary structure unwinding",0.932756097560976,1,0
"GO:0071875","GO:0071875",18,"GO:0071875",0.921378993120433,33,"adrenergic receptor signaling pathway","adrenergic receptor signaling pathway",0.90830243902439,1,0
"GO:0061548","GO:0061548",9,"GO:0061548",0.921378993120433,17,"ganglion development","ganglion development",0.930492682926829,1,0
"GO:0016071","GO:0016071",19,"GO:0016071",0.921378993120433,829,"mRNA metabolic process","mRNA metabolic process",0.897795121951219,0.644,0
"GO:0042574","GO:0042574",32,"GO:0042574",0.921378993120433,18,"retinal metabolic process","retinal metabolic process",0.920146341463415,0.5645,0
"GO:0003351","GO:0003351",8,"GO:0003351",0.921378993120433,43,"epithelial cilium movement involved in extracellular fluid movement","epithelial cilium movement involved in extracellular fluid movement",0.957248780487805,0.539,0
"GO:0060287","GO:0060287",8,"GO:0003351",0.921378993120433,13,"epithelial cilium movement involved in determination of left/right asymmetry","epithelial cilium movement involved in extracellular fluid movement",0.906317073170732,0.539,0.922
"GO:0048485","GO:0048485",7,"GO:0048485",0.921378993120433,22,"sympathetic nervous system development","sympathetic nervous system development",0.936014634146341,0.5275,0
"GO:0061549","GO:0061549",7,"GO:0048485",0.921378993120433,9,"sympathetic ganglion development","sympathetic nervous system development",0.931482926829268,0.5275,0.945
"GO:0006643","GO:0006643",33,"GO:0006643",0.921378993120433,209,"membrane lipid metabolic process","membrane lipid metabolic process",0.908536585365854,0.522,0
"GO:0008631","GO:0008631",35,"GO:0008631",0.921378993120433,63,"intrinsic apoptotic signaling pathway in response to oxidative stress","intrinsic apoptotic signaling pathway in response to oxidative stress",0.8772,0.518,0
"GO:0032674","GO:0032674",2,"GO:0032674",0.921378993120433,20,"regulation of interleukin-5 production","regulation of interleukin-5 production",0.844507317073171,0.5155,0
"GO:0032754","GO:0032754",2,"GO:0032674",0.921378993120433,11,"positive regulation of interleukin-5 production","regulation of interleukin-5 production",0.837448780487805,0.5155,0.969
"GO:0010649","GO:0010649",16,"GO:0010649",0.921378993120433,15,"regulation of cell communication by electrical coupling","regulation of cell communication by electrical coupling",0.916658536585366,0.5135,0
"GO:1901844","GO:1901844",16,"GO:0010649",0.921378993120433,11,"regulation of cell communication by electrical coupling involved in cardiac conduction","regulation of cell communication by electrical coupling",0.86350243902439,0.5135,0.973
"GO:1900117","GO:1900117",14,"GO:1900117",0.921378993120433,30,"regulation of execution phase of apoptosis","regulation of execution phase of apoptosis",0.93,0.508,0
"GO:1900118","GO:1900118",14,"GO:1900117",0.921378993120433,22,"negative regulation of execution phase of apoptosis","regulation of execution phase of apoptosis",0.903019512195122,0.508,0.984
"GO:2000074","GO:2000074",10,"GO:2000074",0.921378993120433,9,"regulation of type B pancreatic cell development","regulation of type B pancreatic cell development",0.879039024390244,0.508,0
"GO:0070922","GO:0070922",24,"GO:0070922",0.921378993120433,10,"RISC complex assembly","RISC complex assembly",0.849673170731707,0.507666666666667,0
"GO:0097300","GO:0097300",22,"GO:0097300",0.921378993120433,60,"programmed necrotic cell death","programmed necrotic cell death",0.968136585365854,0.507,0
"GO:0070266","GO:0070266",22,"GO:0097300",0.921378993120433,49,"necroptotic process","programmed necrotic cell death",0.968526829268293,0.507,0.986
"GO:0086004","GO:0086004",4,"GO:0086004",0.921378993120433,35,"regulation of cardiac muscle cell contraction","regulation of cardiac muscle cell contraction",0.881058536585366,0.505,0
"GO:0097345","GO:0097345",21,"GO:0097345",0.921378993120433,37,"mitochondrial outer membrane permeabilization","mitochondrial outer membrane permeabilization",0.84890243902439,0.505,0
"GO:1902110","GO:1902110",21,"GO:0097345",0.921378993120433,43,"positive regulation of mitochondrial membrane permeability involved in apoptotic process","mitochondrial outer membrane permeabilization",0.89549756097561,0.505,0.99
"GO:1903115","GO:1903115",4,"GO:0086004",0.921378993120433,41,"regulation of actin filament-based movement","regulation of cardiac muscle cell contraction",0.9424,0.505,0.99
"GO:0046209","GO:0046209",37,"GO:0046209",0.921378993120433,78,"nitric oxide metabolic process","nitric oxide metabolic process",0.943234146341463,0.503,0
"GO:0006809","GO:0006809",37,"GO:0046209",0.921378993120433,73,"nitric oxide biosynthetic process","nitric oxide metabolic process",0.916839024390244,0.503,0.994
"GO:0060285","GO:0060285",11,"GO:0060285",0.921378993120433,163,"cilium-dependent cell motility","cilium-dependent cell motility",0.976087804878049,0.4972,0
"GO:0045822","GO:0045822",1,"GO:0045822",0.921378993120433,24,"negative regulation of heart contraction","negative regulation of heart contraction",0.87400487804878,0.458666666666667,0
"GO:0010460","GO:0010460",1,"GO:0045822",0.921378993120433,27,"positive regulation of heart rate","negative regulation of heart contraction",0.878043902439024,0.456666666666667,0.669
"GO:0010574","GO:0010574",5,"GO:0010574",0.921378993120433,59,"regulation of vascular endothelial growth factor production","regulation of vascular endothelial growth factor production",0.832575609756098,0.453777777777778,0
"GO:1901897","GO:1901897",1,"GO:0045822",0.921378993120433,6,"regulation of relaxation of cardiac muscle","negative regulation of heart contraction",0.908287804878049,0.452166666666667,0.525
"GO:1901078","GO:1901078",1,"GO:0045822",0.921378993120433,7,"negative regulation of relaxation of muscle","negative regulation of heart contraction",0.882482926829268,0.448833333333333,0.529
"GO:0051149","GO:0051149",26,"GO:0051149",0.921378993120433,83,"positive regulation of muscle cell differentiation","positive regulation of muscle cell differentiation",0.866317073170732,0.44275,0
"GO:0033629","GO:0033629",23,"GO:0033629",0.921378993120433,12,"negative regulation of cell adhesion mediated by integrin","negative regulation of cell adhesion mediated by integrin",0.917658536585366,0.44,0
"GO:0010575","GO:0010575",5,"GO:0010574",0.921378993120433,30,"positive regulation of vascular endothelial growth factor production","regulation of vascular endothelial growth factor production",0.826809756097561,0.439666666666667,0.957
"GO:0032743","GO:0032743",5,"GO:0010574",0.921378993120433,34,"positive regulation of interleukin-2 production","regulation of vascular endothelial growth factor production",0.82589756097561,0.437111111111111,0.527
"GO:0032735","GO:0032735",5,"GO:0010574",0.921378993120433,43,"positive regulation of interleukin-12 production","regulation of vascular endothelial growth factor production",0.824234146341463,0.432555555555556,0.532
