,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0007368,determination of left/right symmetry,GO:0007368,0.1198453,30.07396,99.61343,RFX3,Determination Of Left/Right Symmetry (GO:0007368)
1,GO:0010501,RNA secondary structure unwinding,GO:0010501,0.1198453,55.88462,215.9536,AGO4,RNA Secondary Structure Unwinding (GO:0010501)
2,GO:0071875,adrenergic receptor signaling pathway,GO:0071875,0.1198453,78.25385,324.7077,PDE4D,Adrenergic Receptor Signaling Pathway (GO:0071875)
3,GO:0061548,ganglion development,GO:0061548,0.1198453,130.4487,593.8463,FZD3,Ganglion Development (GO:0061548)
4,GO:0016071,mRNA metabolic process,GO:0016071,0.1198453,11.22889,46.29687,AGO4;HIPK3,mRNA Metabolic Process (GO:0016071)
5,GO:0042574,retinal metabolic process,GO:0042574,0.1198453,43.45726,158.3441,CYP1B1,Retinal Metabolic Process (GO:0042574)
6,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,GO:0003351,0.1198453,65.20513,260.5946,RFX3,Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351)
7,GO:0048485,sympathetic nervous system development,GO:0048485,0.1198453,130.4487,593.8463,FZD3,Sympathetic Nervous System Development (GO:0048485)
8,GO:0006643,membrane lipid metabolic process,GO:0006643,0.1198453,39.10769,138.818,CYP1B1,Membrane Lipid Metabolic Process (GO:0006643)
9,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,GO:0008631,0.1198453,39.10769,138.818,CYP1B1,Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)
10,GO:0032674,regulation of interleukin-5 production,GO:0032674,0.1198453,195.6923,946.9051,PDE4D,Regulation Of Interleukin-5 Production (GO:0032674)
11,GO:0010649,regulation of cell communication by electrical coupling,GO:0010649,0.1198453,65.20513,260.5946,PDE4D,Regulation Of Cell Communication By Electrical Coupling (GO:0010649)
12,GO:1900117,regulation of execution phase of apoptosis,GO:1900117,0.1198453,55.88462,215.9536,FZD3,Regulation Of Execution Phase Of Apoptosis (GO:1900117)
13,GO:2000074,regulation of type B pancreatic cell development,GO:2000074,0.1198453,130.4487,593.8463,RFX3,Regulation Of Type B Pancreatic Cell Development (GO:2000074)
14,GO:0070922,RISC complex assembly,GO:0070922,0.1198453,55.88462,215.9536,AGO4,RISC Complex Assembly (GO:0070922)
15,GO:0097300,programmed necrotic cell death,GO:0097300,0.1198453,48.89423,183.2441,IPMK,Programmed Necrotic Cell Death (GO:0097300)
16,GO:0086004,regulation of cardiac muscle cell contraction,GO:0086004,0.1198453,30.07396,99.61343,PDE4D,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)
17,GO:0097345,mitochondrial outer membrane permeabilization,GO:0097345,0.1198453,65.20513,260.5946,RTL10,Mitochondrial Outer Membrane Permeabilization (GO:0097345)
18,GO:0046209,nitric oxide metabolic process,GO:0046209,0.1198453,30.07396,99.61343,CYP1B1,Nitric Oxide Metabolic Process (GO:0046209)
19,GO:0060285,cilium-dependent cell motility,GO:0060285,0.1198453,130.4487,593.8463,RFX3,Cilium-Dependent Cell Motility (GO:0060285)
20,GO:0045822,negative regulation of heart contraction,GO:0045822,0.1198453,97.82692,423.636,PDE4D,Negative Regulation Of Heart Contraction (GO:0045822)
21,GO:0010574,regulation of vascular endothelial growth factor production,GO:0010574,0.1198453,32.58333,110.2985,CYP1B1,Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574)
22,GO:0051149,positive regulation of muscle cell differentiation,GO:0051149,0.1198453,48.89423,183.2441,MAPK11,Positive Regulation Of Muscle Cell Differentiation (GO:0051149)
23,GO:0033629,negative regulation of cell adhesion mediated by integrin,GO:0033629,0.1198453,65.20513,260.5946,CYP1B1,Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629)
24,GO:0018231,peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine,GO:0018231,0.1198453,30.07396,99.61343,ZDHHC9,peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine (GO:0018231)
25,GO:0043277,apoptotic cell clearance,GO:0043277,0.1198453,39.10769,138.818,XKR8,Apoptotic Cell Clearance (GO:0043277)
26,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,GO:0035278,0.1198453,39.10769,138.818,AGO4,miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)
27,GO:0030858,positive regulation of epithelial cell differentiation,GO:0030858,0.1198453,48.89423,183.2441,RFX3,Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)
28,GO:0010224,response to UV-B,GO:0010224,0.1198453,48.89423,183.2441,MAPK11,Response To UV-B (GO:0010224)
29,GO:0000165,MAPK cascade,GO:0000165,0.1198453,12.84444,56.12624,MAPK11;ZDHHC9,MAPK Cascade (GO:0000165)
30,GO:0048874,host-mediated regulation of intestinal microbiota composition,GO:0048874,0.1198453,391.4231,2052.207,SPRR2A,Host-Mediated Regulation Of Intestinal Microbiota Composition (GO:0048874)
31,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,GO:0010880,0.1198453,43.45726,158.3441,PDE4D,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880)
32,GO:2000179,positive regulation of neural precursor cell proliferation,GO:2000179,0.1198453,32.58333,110.2985,FZD3,Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179)
33,GO:0035025,positive regulation of Rho protein signal transduction,GO:0035025,0.1198453,30.07396,99.61343,PRAG1,Positive Regulation Of Rho Protein Signal Transduction (GO:0035025)
34,GO:0010826,negative regulation of centrosome duplication,GO:0010826,0.1198453,48.89423,183.2441,MDM1,Negative Regulation Of Centrosome Duplication (GO:0010826)
35,GO:0019731,antibacterial humoral response,GO:0019731,0.1198453,43.45726,158.3441,SPRR2A,Antibacterial Humoral Response (GO:0019731)
36,GO:0046427,positive regulation of receptor signaling pathway via JAK-STAT,GO:0046427,0.1198453,27.92308,90.59802,CYP1B1,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427)
37,GO:0010923,negative regulation of phosphatase activity,GO:0010923,0.1198453,32.58333,110.2985,MASTL,Negative Regulation Of Phosphatase Activity (GO:0010923)
38,GO:0097267,omega-hydroxylase P450 pathway,GO:0097267,0.1198453,195.6923,946.9051,CYP1B1,Omega-Hydroxylase P450 Pathway (GO:0097267)
39,GO:0043951,negative regulation of cAMP-mediated signaling,GO:0043951,0.1198453,97.82692,423.636,PDE4D,Negative Regulation Of cAMP-mediated Signaling (GO:0043951)
40,GO:0019751,polyol metabolic process,GO:0019751,0.1198453,27.92308,90.59802,IPMK,Polyol Metabolic Process (GO:0019751)
41,GO:0043010,camera-type eye development,GO:0043010,0.1224908,20.56478,60.93779,CYP1B1,Camera-Type Eye Development (GO:0043010)
42,GO:0044271,cellular nitrogen compound biosynthetic process,GO:0044271,0.1224908,21.7094,65.4156,CYP1B1,Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)
43,GO:0030199,collagen fibril organization,GO:0030199,0.1224908,24.42788,76.26214,CYP1B1,Collagen Fibril Organization (GO:0030199)
44,GO:0090175,regulation of establishment of planar polarity,GO:0090175,0.1224908,20.56478,60.93779,FZD3,Regulation Of Establishment Of Planar Polarity (GO:0090175)
45,GO:0018345,protein palmitoylation,GO:0018345,0.1230262,19.53462,56.95683,ZDHHC9,Protein Palmitoylation (GO:0018345)
46,GO:0006468,protein phosphorylation,GO:0006468,0.1255183,3.584184,9.966082,PRAG1;MASTL;HIPK3,Protein Phosphorylation (GO:0006468)
47,GO:0035567,non-canonical Wnt signaling pathway,GO:0035567,0.1257918,16.27244,44.69051,FZD3,Non-Canonical Wnt Signaling Pathway (GO:0035567)
48,GO:0070301,cellular response to hydrogen peroxide,GO:0070301,0.1266687,15.62,42.30577,CYP1B1,Cellular Response To Hydrogen Peroxide (GO:0070301)
49,GO:0051881,regulation of mitochondrial membrane potential,GO:0051881,0.1278524,13.46021,34.59793,RTL10,Regulation Of Mitochondrial Membrane Potential (GO:0051881)
50,GO:0098586,cellular response to virus,GO:0098586,0.1278524,15.01775,40.12682,MAPK11,Cellular Response To Virus (GO:0098586)
51,GO:0043543,protein acylation,GO:0043543,0.1278524,13.94231,36.29218,ZDHHC9,Protein Acylation (GO:0043543)
52,GO:1902116,negative regulation of organelle assembly,GO:1902116,0.1278524,13.94231,36.29218,MDM1,Negative Regulation Of Organelle Assembly (GO:1902116)
53,GO:0014070,response to organic cyclic compound,GO:0014070,0.1278524,13.94231,36.29218,CYP1B1,Response To Organic Cyclic Compound (GO:0014070)
54,GO:0048514,blood vessel morphogenesis,GO:0048514,0.1278524,13.46021,34.59793,CYP1B1,Blood Vessel Morphogenesis (GO:0048514)
55,GO:0031323,regulation of cellular metabolic process,GO:0031323,0.1324759,12.58933,31.57869,CYP1B1,Regulation Of Cellular Metabolic Process (GO:0031323)
56,GO:0000086,G2/M transition of mitotic cell cycle,GO:0000086,0.1346832,12.19471,30.22896,MASTL,G2/M Transition Of Mitotic Cell Cycle (GO:0000086)
57,GO:0006334,nucleosome assembly,GO:0006334,0.139189,11.47511,27.79889,KAT6B,Nucleosome Assembly (GO:0006334)
