term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0006796,0.3398814,3.472036,26.81556,PFKFB2;DUSP4;INPP4B;PPP3CB;PANK3;GPX4;LRRK2;ACYP2;ACYP1;PLPP3;PSPH;PFKP,Phosphate-Containing Compound Metabolic Process (GO:0006796)
GO:0090083,0.3398814,28.11726,201.8432,SACS;HSPA2;HSPA1B,Regulation Of Inclusion Body Assembly (GO:0090083)
GO:0048705,0.3398814,12.52869,89.50932,TFAP2A;DYNC2I1;LAMA5;ATG9A,Skeletal System Morphogenesis (GO:0048705)
GO:0019372,0.3398814,inf,inf,GPX1;GPX4,Lipoxygenase Pathway (GO:0019372)
GO:0009069,0.3398814,21.0855,140.1122,CTH;SEPHS2;PSPH,Serine Family Amino Acid Metabolic Process (GO:0009069)
GO:0090084,0.3398814,21.0855,140.1122,SACS;HSPA2;HSPA1B,Negative Regulation Of Inclusion Body Assembly (GO:0090084)
GO:0009070,0.454203,16.86645,104.5864,CTH;SEPHS2;PSPH,Serine Family Amino Acid Biosynthetic Process (GO:0009070)
GO:0006690,0.4614504,8.669683,52.46455,GPX1;GPX4;NLRC4;DAGLB,Icosanoid Metabolic Process (GO:0006690)
GO:0018342,0.6419414,12.04467,66.12998,FNTA;FNTB;RABGGTA,Protein Prenylation (GO:0018342)
GO:0051056,0.6419414,3.387565,18.488,ARHGAP22;ARHGAP32;FLCN;SWAP70;ARAP1;GMIP;NGEF;FGD1,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)
GO:1990138,0.6419414,6.257807,31.69626,PPP3CB;IMPACT;NRN1;SPG11,Neuron Projection Extension (GO:1990138)
GO:0097264,0.6419414,28.02922,139.6504,CAPN7;CAPN1,Self Proteolysis (GO:0097264)
GO:0035721,0.6419414,9.365907,46.22777,DYNC2I1;DYNLT2B;WDR19,Intraciliary Retrograde Transport (GO:0035721)
GO:0034497,0.6419414,9.365907,46.22777,ATG9A;ATG4B;WDR45,Protein Localization To Phagophore Assembly Site (GO:0034497)
GO:0001676,0.6419414,4.407275,21.01807,GPX1;GPX4;ACSL6;ACSBG1;DAGLB,Long-Chain Fatty Acid Metabolic Process (GO:0001676)
GO:0043087,0.6419414,2.583333,12.26776,DOCK6;FLCN;LRCH1;LRRK2;WDR41;PLXNA2;ARAP1;GMIP;NGEF;FGD1,Regulation Of GTPase Activity (GO:0043087)
GO:0042326,0.6419414,3.606383,16.74389,PPP1R15B;IMPACT;CDKN2B;LRRK2;IGFBP3;PLPP3,Negative Regulation Of Phosphorylation (GO:0042326)
GO:0033599,0.6419414,18.68398,83.9767,GPX1;ZNF703,Regulation Of Mammary Gland Epithelial Cell Proliferation (GO:0033599)
GO:0000097,0.6419414,18.68398,83.9767,MTRR;CTH,Sulfur Amino Acid Biosynthetic Process (GO:0000097)
GO:0007033,0.6419414,18.68398,83.9767,ZFYVE26;SPG11,Vacuole Organization (GO:0007033)
GO:0050667,0.6419414,18.68398,83.9767,MTRR;CTH,Homocysteine Metabolic Process (GO:0050667)
GO:0002758,0.6419414,18.68398,83.9767,NLRC4;INAVA,Innate Immune Response-Activating Signaling Pathway (GO:0002758)
GO:0044805,0.6419414,18.68398,83.9767,ATG9A;ATG2B,Late Nucleophagy (GO:0044805)
GO:0018344,0.6419414,18.68398,83.9767,FNTA;RABGGTA,Protein Geranylgeranylation (GO:0018344)
GO:0034260,0.6419414,7.661238,34.3494,LRCH1;LRRK2;GMIP,Negative Regulation Of GTPase Activity (GO:0034260)
GO:0023057,0.6419414,7.661238,34.3494,PPP3CB;IGFBP3;PCSK9,Negative Regulation Of Signaling (GO:0023057)
GO:0043525,0.6419414,7.661238,34.3494,TFAP2A;PCSK9;FOXO3,Positive Regulation Of Neuron Apoptotic Process (GO:0043525)
GO:0099518,0.6419414,5.117647,22.81859,MYO5C;HTT;CDR2L;TANC2,Vesicle Cytoskeletal Trafficking (GO:0099518)
GO:0043547,0.6419414,2.447989,10.82696,ARHGAP22;DOCK6;FLCN;TBC1D9B;TBC1D4;RALGAPA1;WDR41;ARAP1;GMIP;NGEF,Positive Regulation Of GTPase Activity (GO:0043547)
GO:0045616,0.6419414,7.021987,30.09603,MACROH2A2;ETV4;SGPP1,Regulation Of Keratinocyte Differentiation (GO:0045616)
GO:0099175,0.6419414,7.021987,30.09603,ARHGAP22;LRRK2;TANC2,Regulation Of Postsynapse Organization (GO:0099175)
GO:0047496,0.6419414,7.021987,30.09603,FYCO1;HTT;CDR2L,Vesicle Transport Along Microtubule (GO:0047496)
GO:0090630,0.6419414,3.257718,13.74465,ARHGAP22;TBC1D9B;TBC1D4;RALGAPA1;GMIP;NGEF,Activation Of GTPase Activity (GO:0090630)
GO:0010975,0.6419414,2.664589,11.17225,CAMK1D;AVIL;LRRK2;DPYSL3;NCS1;DENND5A;ROR2;TANC2,Regulation Of Neuron Projection Development (GO:0010975)
GO:0051693,0.6419414,6.481082,26.59751,SVIL;AVIL;ADD2,Actin Filament Capping (GO:0051693)
GO:0044804,0.6419414,6.481082,26.59751,ATG9A;WDR45;ATG2B,Autophagy Of Nucleus (GO:0044804)
GO:0051016,0.6419414,6.481082,26.59751,SVIL;AVIL;ADD2,Barbed-End Actin Filament Capping (GO:0051016)
GO:0051491,0.6419414,6.481082,26.59751,DPYSL3;FSCN1;ARAP1,Positive Regulation Of Filopodium Assembly (GO:0051491)
GO:0031346,0.6419414,3.078947,12.28091,CAMK1D;AVIL;DPYSL3;PLXNA2;ROR2;OBSL1,Positive Regulation Of Cell Projection Organization (GO:0031346)
GO:1903214,0.6419414,4.328306,17.14331,RNF31;HSPA1L;LRRK2;ARIH2,Regulation Of Protein Targeting To Mitochondrion (GO:1903214)
GO:0016311,0.6419414,2.543642,10.07446,DUSP4;PTPRE;PPP3CB;PLPP3;PSPH;SGPP1;MTMR7;PTPRG,Dephosphorylation (GO:0016311)
GO:0019369,0.6419414,6.01745,23.67987,GPX1;GPX4;DAGLB,Arachidonic Acid Metabolic Process (GO:0019369)
GO:0120034,0.6419414,2.970222,11.41704,AVIL;DPYSL3;FSCN1;HTT;ARAP1;KCTD17,Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)
GO:0006048,0.6419414,11.20779,42.57421,GNPDA2;GNPNAT1,UDP-N-acetylglucosamine Biosynthetic Process (GO:0006048)
GO:1902306,0.6419414,11.20779,42.57421,STK39;PCSK9,Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306)
GO:2000650,0.6419414,11.20779,42.57421,STK39;PCSK9,Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650)
GO:0050848,0.6419414,11.20779,42.57421,LRRK2;HTT,Regulation Of Calcium-Mediated Signaling (GO:0050848)
GO:1905037,0.6419414,3.35402,12.71243,ZFYVE26;ATG9A;WDR45;SPG11;ATG2B,Autophagosome Organization (GO:1905037)
GO:0061001,0.6419414,5.615635,21.21767,LRRK2;TANC2;NGEF,Regulation Of Dendritic Spine Morphogenesis (GO:0061001)
GO:0010942,0.6419414,5.264047,19.11829,LRRK2;ATG9A;HTATIP2,Positive Regulation Of Cell Death (GO:0010942)
GO:0006047,0.6419414,9.338745,33.00155,GNPDA2;GNPNAT1,UDP-N-acetylglucosamine Metabolic Process (GO:0006047)
GO:0046349,0.6419414,9.338745,33.00155,GNPDA2;GNPNAT1,Amino Sugar Biosynthetic Process (GO:0046349)
GO:0099601,0.6419414,9.338745,33.00155,PSCA;CAPN1,Regulation Of Neurotransmitter Receptor Activity (GO:0099601)
