,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
34,GO:0071503,response to heparin,GO:0071503,0.1593046,44.57207,156.6708,EGR1,Response To Heparin (GO:0071503)
35,GO:1901998,toxin transport,GO:1901998,0.1593046,66.86486,254.0179,ANTXR2,Toxin Transport (GO:1901998)
36,GO:0035425,autocrine signaling,GO:0035425,0.1593046,66.86486,254.0179,SERPINB3,Autocrine Signaling (GO:0035425)
37,GO:0045475,locomotor rhythm,GO:0045475,0.1593046,66.86486,254.0179,EGR1,Locomotor Rhythm (GO:0045475)
38,GO:0070293,renal absorption,GO:0070293,0.1593046,26.73784,83.34015,SGK1,Renal Absorption (GO:0070293)
39,GO:0031341,regulation of cell killing,GO:0031341,0.1593046,26.73784,83.34015,IL11,Regulation Of Cell Killing (GO:0031341)
40,GO:0010468,regulation of gene expression,GO:0010468,0.1593046,2.112179,7.347244,KDM6B;EGR1;SFRP4;NDFIP2;BCL6;NFIL3;MYC;SPRY2;NFATC2;NFE2L2,Regulation Of Gene Expression (GO:0010468)
41,GO:0070486,leukocyte aggregation,GO:0070486,0.1593046,26.73784,83.34015,JAM2,Leukocyte Aggregation (GO:0070486)
42,GO:0031645,negative regulation of nervous system process,GO:0031645,0.1593046,66.86486,254.0179,JAM2,Negative Regulation Of Nervous System Process (GO:0031645)
43,GO:0046885,regulation of hormone biosynthetic process,GO:0046885,0.1593046,44.57207,156.6708,EGR1,Regulation Of Hormone Biosynthetic Process (GO:0046885)
44,GO:0036499,PERK-mediated unfolded protein response,GO:0036499,0.1593046,44.57207,156.6708,NFE2L2,PERK-mediated Unfolded Protein Response (GO:0036499)
45,GO:0033210,leptin-mediated signaling pathway,GO:0033210,0.1593046,33.42568,110.1563,UGCG,Leptin-Mediated Signaling Pathway (GO:0033210)
46,GO:0055062,phosphate ion homeostasis,GO:0055062,0.1593046,66.86486,254.0179,SFRP4,Phosphate Ion Homeostasis (GO:0055062)
47,GO:0061043,regulation of vascular wound healing,GO:0061043,0.1593046,44.57207,156.6708,TNFAIP3,Regulation Of Vascular Wound Healing (GO:0061043)
48,GO:0033194,response to hydroperoxide,GO:0033194,0.1593046,33.42568,110.1563,GPX3,Response To Hydroperoxide (GO:0033194)
49,GO:0044030,regulation of DNA methylation,GO:0044030,0.1593046,26.73784,83.34015,MYC,Regulation Of DNA Methylation (GO:0044030)
50,GO:0060075,regulation of resting membrane potential,GO:0060075,0.1593046,133.7432,561.8189,KCNJ2,Regulation Of Resting Membrane Potential (GO:0060075)
51,GO:0035872,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway",GO:0035872,0.1593046,33.42568,110.1563,TNFAIP3,"Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)"
52,GO:0051051,negative regulation of transport,GO:0051051,0.1593046,10.81973,43.86708,SFRP4;NDFIP2,Negative Regulation Of Transport (GO:0051051)
53,GO:0001782,B cell homeostasis,GO:0001782,0.1593046,26.73784,83.34015,TNFAIP3,B Cell Homeostasis (GO:0001782)
54,GO:0001779,natural killer cell differentiation,GO:0001779,0.1593046,26.73784,83.34015,NFIL3,Natural Killer Cell Differentiation (GO:0001779)
55,GO:0031338,regulation of vesicle fusion,GO:0031338,0.1593046,26.73784,83.34015,SPHK1,Regulation Of Vesicle Fusion (GO:0031338)
56,GO:0070664,negative regulation of leukocyte proliferation,GO:0070664,0.1593046,66.86486,254.0179,TNFAIP3,Negative Regulation Of Leukocyte Proliferation (GO:0070664)
57,GO:0071456,cellular response to hypoxia,GO:0071456,0.1593046,6.429224,20.2171,MYC;PMAIP1,Cellular Response To Hypoxia (GO:0071456)
58,GO:0034765,regulation of monoatomic ion transmembrane transport,GO:0034765,0.1593046,26.73784,83.34015,KCNJ2,Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)
59,GO:0010901,regulation of very-low-density lipoprotein particle remodeling,GO:0010901,0.1593046,133.7432,561.8189,APOC3,Regulation Of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901)
60,GO:0032101,regulation of response to external stimulus,GO:0032101,0.1593046,6.023284,24.83233,BCL6;CD55;NFE2L2,Regulation Of Response To External Stimulus (GO:0032101)
61,GO:0050776,regulation of immune response,GO:0050776,0.1593046,9.011872,33.63836,BCL6;NFE2L2,Regulation Of Immune Response (GO:0050776)
62,GO:0015721,bile acid and bile salt transport,GO:0015721,0.1593046,26.73784,83.34015,ATP8B1,Bile Acid And Bile Salt Transport (GO:0015721)
63,GO:0071947,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,GO:0071947,0.1593046,33.42568,110.1563,TNFAIP3,Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process (GO:0071947)
64,GO:0003073,regulation of systemic arterial blood pressure,GO:0003073,0.1593046,26.73784,83.34015,ADM,Regulation Of Systemic Arterial Blood Pressure (GO:0003073)
65,GO:0033700,phospholipid efflux,GO:0033700,0.1593046,26.73784,83.34015,APOC3,Phospholipid Efflux (GO:0033700)
66,GO:0002903,negative regulation of B cell apoptotic process,GO:0002903,0.1593046,26.73784,83.34015,BCL6,Negative Regulation Of B Cell Apoptotic Process (GO:0002903)
67,GO:0033630,positive regulation of cell adhesion mediated by integrin,GO:0033630,0.1593046,26.73784,83.34015,LIF,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)
68,GO:1902949,positive regulation of tau-protein kinase activity,GO:1902949,0.1593046,33.42568,110.1563,EGR1,Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949)
69,GO:0034139,regulation of toll-like receptor 3 signaling pathway,GO:0034139,0.1593046,33.42568,110.1563,TNFAIP3,Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)
70,GO:1903978,regulation of microglial cell activation,GO:1903978,0.1593046,33.42568,110.1563,SPHK1,Regulation Of Microglial Cell Activation (GO:1903978)
71,GO:0046851,negative regulation of bone remodeling,GO:0046851,0.1593046,44.57207,156.6708,TNFAIP3,Negative Regulation Of Bone Remodeling (GO:0046851)
72,GO:0032489,regulation of Cdc42 protein signal transduction,GO:0032489,0.1593046,33.42568,110.1563,APOC3,Regulation Of Cdc42 Protein Signal Transduction (GO:0032489)
73,GO:1902893,regulation of miRNA transcription,GO:1902893,0.1593046,6.925887,22.66946,EGR1;MYC,Regulation Of miRNA Transcription (GO:1902893)
74,GO:0014819,regulation of skeletal muscle contraction,GO:0014819,0.1593046,133.7432,561.8189,KCNJ2,Regulation Of Skeletal Muscle Contraction (GO:0014819)
75,GO:0019317,fucose catabolic process,GO:0019317,0.1593046,133.7432,561.8189,FUT10,Fucose Catabolic Process (GO:0019317)
76,GO:0032375,negative regulation of cholesterol transport,GO:0032375,0.1593046,44.57207,156.6708,APOC3,Negative Regulation Of Cholesterol Transport (GO:0032375)
77,GO:0035051,cardiocyte differentiation,GO:0035051,0.1593046,26.73784,83.34015,KDM6B,Cardiocyte Differentiation (GO:0035051)
78,GO:0032651,regulation of interleukin-1 beta production,GO:0032651,0.1593046,8.720283,32.04671,EGR1;TNFAIP3,Regulation Of Interleukin-1 Beta Production (GO:0032651)
79,GO:0040014,regulation of multicellular organism growth,GO:0040014,0.1593046,26.73784,83.34015,GDF15,Regulation Of Multicellular Organism Growth (GO:0040014)
80,GO:0050810,regulation of steroid biosynthetic process,GO:0050810,0.1593046,33.42568,110.1563,EGR1,Regulation Of Steroid Biosynthetic Process (GO:0050810)
81,GO:0051005,negative regulation of lipoprotein lipase activity,GO:0051005,0.1593046,66.86486,254.0179,APOC3,Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005)
82,GO:0072677,eosinophil migration,GO:0072677,0.1593046,44.57207,156.6708,CCL26,Eosinophil Migration (GO:0072677)
83,GO:0010896,regulation of triglyceride catabolic process,GO:0010896,0.1593046,26.73784,83.34015,APOC3,Regulation Of Triglyceride Catabolic Process (GO:0010896)
84,GO:0046476,glycosylceramide biosynthetic process,GO:0046476,0.1593046,66.86486,254.0179,UGCG,Glycosylceramide Biosynthetic Process (GO:0046476)
85,GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:1902043,0.1593046,44.57207,156.6708,PMAIP1,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902043)
86,GO:1905064,negative regulation of vascular associated smooth muscle cell differentiation,GO:1905064,0.1593046,66.86486,254.0179,NFATC2,Negative Regulation Of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905064)
87,GO:1902237,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,GO:1902237,0.1593046,44.57207,156.6708,PMAIP1,Positive Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902237)
88,GO:0019932,second-messenger-mediated signaling,GO:0019932,0.1593046,10.81973,43.86708,RCAN1;SPHK1,Second-Messenger-Mediated Signaling (GO:0019932)
89,GO:0002697,regulation of immune effector process,GO:0002697,0.1593046,33.42568,110.1563,CD55,Regulation Of Immune Effector Process (GO:0002697)
90,GO:0048699,generation of neurons,GO:0048699,0.1593046,5.245726,19.80362,WNT5B;DNER;IER2,Generation Of Neurons (GO:0048699)
91,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,GO:0070303,0.1593046,33.42568,110.1563,MYC,Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070303)
92,GO:2001056,positive regulation of cysteine-type endopeptidase activity,GO:2001056,0.1593046,6.925887,22.66946,MYC;PMAIP1,Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)
93,GO:0070076,histone lysine demethylation,GO:0070076,0.1614302,22.27928,66.09106,KDM6B,Histone Lysine Demethylation (GO:0070076)
94,GO:0045176,apical protein localization,GO:0045176,0.1614302,22.27928,66.09106,ATP8B1,Apical Protein Localization (GO:0045176)
95,GO:0051782,negative regulation of cell division,GO:0051782,0.1614302,22.27928,66.09106,MYC,Negative Regulation Of Cell Division (GO:0051782)
96,GO:0002053,positive regulation of mesenchymal cell proliferation,GO:0002053,0.1614302,22.27928,66.09106,MYC,Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053)
97,GO:0034311,diol metabolic process,GO:0034311,0.1614302,22.27928,66.09106,SPHK1,Diol Metabolic Process (GO:0034311)
98,GO:0048333,mesodermal cell differentiation,GO:0048333,0.1614302,22.27928,66.09106,KDM6B,Mesodermal Cell Differentiation (GO:0048333)
99,GO:0031344,regulation of cell projection organization,GO:0031344,0.1614302,22.27928,66.09106,SPRY2,Regulation Of Cell Projection Organization (GO:0031344)
100,GO:0043331,response to dsRNA,GO:0043331,0.1667132,19.09459,54.1645,PMAIP1,Response To dsRNA (GO:0043331)
101,GO:0002064,epithelial cell development,GO:0002064,0.1667132,19.09459,54.1645,WNT5B,Epithelial Cell Development (GO:0002064)
102,GO:1904950,negative regulation of establishment of protein localization,GO:1904950,0.1667132,19.09459,54.1645,NDFIP2,Negative Regulation Of Establishment Of Protein Localization (GO:1904950)
103,GO:0060349,bone morphogenesis,GO:0060349,0.1667132,19.09459,54.1645,SFRP4,Bone Morphogenesis (GO:0060349)
104,GO:0032740,positive regulation of interleukin-17 production,GO:0032740,0.1725323,16.70608,45.48304,SPHK1,Positive Regulation Of Interleukin-17 Production (GO:0032740)
105,GO:0010717,regulation of epithelial to mesenchymal transition,GO:0010717,0.1725323,5.08917,13.97509,SERPINB3;SPRY2,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)
106,GO:0030206,chondroitin sulfate biosynthetic process,GO:0030206,0.1725323,16.70608,45.48304,CHSY3,Chondroitin Sulfate Biosynthetic Process (GO:0030206)
107,GO:0034614,cellular response to reactive oxygen species,GO:0034614,0.173407,4.994419,13.55697,TNFAIP3;NFE2L2,Cellular Response To Reactive Oxygen Species (GO:0034614)
108,GO:0042744,hydrogen peroxide catabolic process,GO:0042744,0.1784107,14.84835,38.91552,GPX3,Hydrogen Peroxide Catabolic Process (GO:0042744)
109,GO:0061436,establishment of skin barrier,GO:0061436,0.1784107,14.84835,38.91552,UGCG,Establishment Of Skin Barrier (GO:0061436)
110,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,GO:1901522,0.185436,13.36216,33.79602,NFE2L2,Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)
111,GO:0032801,receptor catabolic process,GO:0032801,0.185436,13.36216,33.79602,ZNRF3,Receptor Catabolic Process (GO:0032801)
112,GO:0042158,lipoprotein biosynthetic process,GO:0042158,0.1911628,12.14619,29.70831,UGCG,Lipoprotein Biosynthetic Process (GO:0042158)
113,GO:0030038,contractile actin filament bundle assembly,GO:0030038,0.1911628,12.14619,29.70831,TNFAIP1,Contractile Actin Filament Bundle Assembly (GO:0030038)
114,GO:0002092,positive regulation of receptor internalization,GO:0002092,0.1911628,12.14619,29.70831,SFRP4,Positive Regulation Of Receptor Internalization (GO:0002092)
115,GO:0050679,positive regulation of epithelial cell proliferation,GO:0050679,0.1936518,4.20976,10.23134,MYC;CCL26,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)
116,GO:0071466,cellular response to xenobiotic stimulus,GO:0071466,0.205997,10.27547,23.6241,MYC,Cellular Response To Xenobiotic Stimulus (GO:0071466)
117,GO:0031641,regulation of myelination,GO:0031641,0.205997,10.27547,23.6241,JAM2,Regulation Of Myelination (GO:0031641)
118,GO:0060173,limb development,GO:0060173,0.211291,9.540541,21.31113,ZNRF3,Limb Development (GO:0060173)
119,GO:0072337,modified amino acid transport,GO:0072337,0.211291,9.540541,21.31113,SLC7A2,Modified Amino Acid Transport (GO:0072337)
120,GO:0046902,regulation of mitochondrial membrane permeability,GO:0046902,0.211291,9.540541,21.31113,PMAIP1,Regulation Of Mitochondrial Membrane Permeability (GO:0046902)
121,GO:0090200,positive regulation of release of cytochrome c from mitochondria,GO:0090200,0.211291,9.540541,21.31113,PMAIP1,Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)
122,GO:0032986,protein-DNA complex disassembly,GO:0032986,0.2170528,8.903604,19.3463,MYC,protein-DNA Complex Disassembly (GO:0032986)
123,GO:0045429,positive regulation of nitric oxide biosynthetic process,GO:0045429,0.2170528,8.903604,19.3463,KLF2,Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429)
124,GO:0007286,spermatid development,GO:0007286,0.2305964,7.854531,16.19901,JAM2,Spermatid Development (GO:0007286)
125,GO:0045747,positive regulation of Notch signaling pathway,GO:0045747,0.2331028,7.417417,14.9235,TSPAN5,Positive Regulation Of Notch Signaling Pathway (GO:0045747)
126,GO:0071300,cellular response to retinoic acid,GO:0071300,0.2331028,7.417417,14.9235,WNT5B,Cellular Response To Retinoic Acid (GO:0071300)
127,GO:0043433,negative regulation of DNA-binding transcription factor activity,GO:0043433,0.2331028,3.279653,6.655117,SFRP4;TNFAIP3,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)
128,GO:0048812,neuron projection morphogenesis,GO:0048812,0.2361036,3.200913,6.37365,KLF7;SGK1,Neuron Projection Morphogenesis (GO:0048812)
129,GO:0071229,cellular response to acid chemical,GO:0071229,0.2382097,7.026316,13.80178,KLF2,Cellular Response To Acid Chemical (GO:0071229)
130,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,GO:0007189,0.2382097,7.026316,13.80178,ADM,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)
131,GO:0030501,positive regulation of bone mineralization,GO:0030501,0.2429464,6.674324,12.80898,TENT5A,Positive Regulation Of Bone Mineralization (GO:0030501)
132,GO:0043489,RNA stabilization,GO:0043489,0.2567703,5.801998,10.42321,TENT5A,RNA Stabilization (GO:0043489)
133,GO:0048863,stem cell differentiation,GO:0048863,0.2622357,5.559685,9.781043,JARID2,Stem Cell Differentiation (GO:0048863)
134,GO:0006473,protein acetylation,GO:0006473,0.2622357,5.559685,9.781043,SPHK1,Protein Acetylation (GO:0006473)
135,GO:0007416,synapse assembly,GO:0007416,0.2669911,5.336757,9.198815,DNER,Synapse Assembly (GO:0007416)
136,GO:0030838,positive regulation of actin filament polymerization,GO:0030838,0.2669911,5.336757,9.198815,CCL26,Positive Regulation Of Actin Filament Polymerization (GO:0030838)
137,GO:0051289,protein homotetramerization,GO:0051289,0.2884072,4.598788,7.33495,KCNJ2,Protein Homotetramerization (GO:0051289)
138,GO:0048585,negative regulation of response to stimulus,GO:0048585,0.3019479,4.166385,6.292995,KLF7,Negative Regulation Of Response To Stimulus (GO:0048585)
139,GO:0042149,cellular response to glucose starvation,GO:0042149,0.3019479,4.166385,6.292995,PMAIP1,Cellular Response To Glucose Starvation (GO:0042149)
140,GO:0051276,chromosome organization,GO:0051276,0.3080189,4.039722,5.995531,MYC,Chromosome Organization (GO:0051276)
141,GO:0048015,phosphatidylinositol-mediated signaling,GO:0048015,0.3299539,3.601534,4.995983,PITPNM2,Phosphatidylinositol-Mediated Signaling (GO:0048015)
142,GO:0044272,sulfur compound biosynthetic process,GO:0044272,0.3447823,3.330405,4.402286,CHSY3,Sulfur Compound Biosynthetic Process (GO:0044272)
143,GO:0043062,extracellular structure organization,GO:0043062,0.3632301,3.026413,3.761517,POSTN,Extracellular Structure Organization (GO:0043062)
144,GO:0045229,external encapsulating structure organization,GO:0045229,0.368051,2.894242,3.491771,POSTN,External Encapsulating Structure Organization (GO:0045229)
145,GO:0006839,mitochondrial transport,GO:0006839,0.3735131,2.773086,3.249523,PMAIP1,Mitochondrial Transport (GO:0006839)
146,GO:2000036,regulation of stem cell population maintenance,GO:2000036,0.383344,2.661622,3.031082,MYC,Regulation Of Stem Cell Population Maintenance (GO:2000036)
147,GO:0007009,plasma membrane organization,GO:0007009,0.3901454,2.558732,2.833372,UGCG,Plasma Membrane Organization (GO:0007009)
148,GO:1902075,cellular response to salt,GO:1902075,0.3923342,2.510199,2.741466,EGR1,Cellular Response To Salt (GO:1902075)
149,GO:0051604,protein maturation,GO:0051604,0.4715033,1.79401,1.499562,TSPAN5,Protein Maturation (GO:0051604)
