term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,3.855084e-09,15.10112,375.8262,C1QB;C1QA;CPB2;CFH;CFI;C8B;CFP;C2;IGLV5-37;C7;CFHR2;CFHR1;CFB;C1QC,Regulation of Complement Cascade
Complement Cascade,6.977205e-09,13.55496,319.9093,C1QB;C1QA;CPB2;CFH;CFI;C8B;CFP;C2;IGLV5-37;C7;CFHR2;CFHR1;CFB;C1QC,Complement Cascade
Innate Immune System,3.956115e-08,4.842154,103.9138,C1QB;C1QA;ORM1;CPB2;PGLYRP2;CFH;CRISP3;CFI;HP;HBB;PRCP;A1BG;C8B;CFP;C2;CST3;C7;SIRPA;AGA;AHSG;FUCA1;IGLV5-37;CEACAM1;VNN1;LRG1;CFHR2;NPC2;CFHR1;CHI3L1;CFB;C1QC,Innate Immune System
Immune System,3.893213e-05,3.263736,46.60884,C1QB;C1QA;ORM1;CPB2;PGLYRP2;CFH;CRISP3;CFI;HP;HBB;PRCP;A1BG;C8B;CFP;C2;CST3;CA1;C7;MRC1;SIRPA;AGA;AHSG;FUCA1;IGLV5-37;CEACAM1;VNN1;LRG1;CFHR2;NPC2;CFHR1;IGHD;CHI3L1;CFB;C1QC,Immune System
Neutrophil Degranulation,0.0002066303,4.316768,53.47859,ORM1;AHSG;FUCA1;CRISP3;HP;HBB;PRCP;A1BG;CFP;CST3;CEACAM1;VNN1;LRG1;NPC2;CHI3L1;SIRPA;AGA,Neutrophil Degranulation
Intrinsic Pathway of Fibrin Clot Formation,0.0002842849,23.80592,282.9858,F12;F11;PRCP;A2M;KLKB1,Intrinsic Pathway of Fibrin Clot Formation
Hemostasis,0.0003555747,3.854375,44.36113,ITIH4;ORM1;AHSG;F12;RARRES2;F11;HBB;PLG;PRCP;HBD;A1BG;IGLV5-37;CLEC3B;CEACAM1;APOH;SIRPA;A2M;KLKB1,Hemostasis
Platelet Degranulation,0.0003977506,7.293026,82.14626,ITIH4;ORM1;CLEC3B;AHSG;APOH;RARRES2;PLG;A1BG;A2M,Platelet Degranulation
Response to Elevated Platelet Cytosolic Ca2+,0.0004623551,7.032805,77.32837,ITIH4;ORM1;CLEC3B;AHSG;APOH;RARRES2;PLG;A1BG;A2M,Response to Elevated Platelet Cytosolic Ca2+
Initial Triggering of Complement,0.001346579,8.141156,79.46166,C1QB;IGLV5-37;C1QA;CFP;CFB;C1QC;C2,Initial Triggering of Complement
Activation of C3 and C5,0.001346579,62.78165,610.5968,CFP;CFB;C2,Activation of C3 and C5
Post-translational Modification Synthesis of GPI-anchored Proteins,0.001405787,13.79556,132.3778,VNN1;NEGR1;CNTN3;CNTN4;ART3,Post-translational Modification Synthesis of GPI-anchored Proteins
