"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0006302","GO:0006302",1,"GO:0006302",0.772956233029708,307,"double-strand break repair","double-strand break repair",0.823440677966102,0.354285714285714,0
"GO:0006303","GO:0006303",2,"GO:0006303",0.617587046955536,65,"double-strand break repair via nonhomologous end joining","double-strand break repair via nonhomologous end joining",0.844706214689266,0.4136,0
"GO:0032446","GO:0032446",4,"GO:0032446",0.617587046955536,836,"protein modification by small protein conjugation","protein modification by small protein conjugation",0.869988700564972,0.37525,0
"GO:0016567","GO:0016567",4,"GO:0032446",0.617587046955536,751,"protein ubiquitination","protein modification by small protein conjugation",0.871422316384181,0.375,0.973
"GO:0000725","GO:0000725",5,"GO:0000725",0.617587046955536,179,"recombinational repair","recombinational repair",0.833,0.301333333333333,0
"GO:0003171","GO:0003171",6,"GO:0003171",0.617587046955536,29,"atrioventricular valve development","atrioventricular valve development",0.947646892655367,0.28925,0
"GO:0003283","GO:0003283",3,"GO:0003283",0.617587046955536,23,"atrial septum development","atrial septum development",0.947478813559322,0.276363636363636,0
"GO:0000724","GO:0000724",5,"GO:0000725",0.589883903185936,175,"double-strand break repair via homologous recombination","recombinational repair",0.831936440677966,0.302666666666667,0.996
"GO:0003181","GO:0003181",6,"GO:0003171",0.589883903185936,26,"atrioventricular valve morphogenesis","atrioventricular valve development",0.946094632768362,0.28475,0.992
"GO:0031396","GO:0031396",7,"GO:0031396",0.589883903185936,200,"regulation of protein ubiquitination","regulation of protein ubiquitination",0.825881355932203,0.2839,0
"GO:1903322","GO:1903322",7,"GO:0031396",0.589883903185936,132,"positive regulation of protein modification by small protein conjugation or removal","regulation of protein ubiquitination",0.809379943502825,0.2809,0.929
"GO:0071478","GO:0071478",10,"GO:0071478",0.589883903185936,181,"cellular response to radiation","cellular response to radiation",0.93404802259887,0.258416666666667,0
"GO:0030330","GO:0030330",9,"GO:0030330",0.589883903185936,73,"DNA damage response, signal transduction by p53 class mediator","DNA damage response, signal transduction by p53 class mediator",0.871830508474576,0.230125,0
"GO:0033674","GO:0033674",8,"GO:0033674",0.589883903185936,337,"positive regulation of kinase activity","positive regulation of kinase activity",0.798627118644068,0.206,0
"GO:0031398","GO:0031398",7,"GO:0031396",0.549101475798503,110,"positive regulation of protein ubiquitination","regulation of protein ubiquitination",0.811016949152542,0.2821,0.951
"GO:0052372","GO:0052372",12,"GO:0052372",0.479362690046581,56,"modulation by symbiont of entry into host","modulation by symbiont of entry into host",0.952125706214689,0.5035,0
"GO:0090497","GO:0090497",11,"GO:0090497",0.479362690046581,61,"mesenchymal cell migration","mesenchymal cell migration",0.972676553672316,0.358333333333333,0
"GO:0046782","GO:0046782",13,"GO:0046782",0.479362690046581,19,"regulation of viral transcription","regulation of viral transcription",0.954754237288136,0.318,0
"GO:1904030","GO:1904030",8,"GO:0033674",0.479362690046581,24,"negative regulation of cyclin-dependent protein kinase activity","positive regulation of kinase activity",0.778372881355932,0.300294117647059,0.731
"GO:0045736","GO:0045736",8,"GO:0033674",0.479362690046581,24,"negative regulation of cyclin-dependent protein serine/threonine kinase activity","positive regulation of kinase activity",0.776881355932203,0.283176470588235,0.726
"GO:0006977","GO:0006977",9,"GO:0030330",0.479362690046581,18,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","DNA damage response, signal transduction by p53 class mediator",0.836104519774011,0.23075,0.906
"GO:0001755","GO:0001755",11,"GO:0090497",0.478264649023831,59,"neural crest cell migration","mesenchymal cell migration",0.921255649717514,0.359166666666667,0.998
"GO:1903900","GO:1903900",13,"GO:0046782",0.478264649023831,143,"regulation of viral life cycle","regulation of viral transcription",0.947851694915254,0.3022,0.83
"GO:0044818","GO:0044818",14,"GO:0044818",0.478264649023831,53,"mitotic G2/M transition checkpoint","mitotic G2/M transition checkpoint",0.84210593220339,0.215761904761905,0
"GO:0016446","GO:0016446",76,"GO:0016446",0.471867922457982,12,"somatic hypermutation of immunoglobulin genes","somatic hypermutation of immunoglobulin genes",0.890683615819209,1,0
"GO:0043276","GO:0043276",69,"GO:0043276",0.471867922457982,34,"anoikis","anoikis",0.980050847457627,1,0
"GO:0030388","GO:0030388",66,"GO:0030388",0.471867922457982,9,"fructose 1,6-bisphosphate metabolic process","fructose 1,6-bisphosphate metabolic process",0.92480790960452,1,0
"GO:0048015","GO:0048015",64,"GO:0048015",0.471867922457982,26,"phosphatidylinositol-mediated signaling","phosphatidylinositol-mediated signaling",0.903062146892655,1,0
"GO:0043467","GO:0043467",50,"GO:0043467",0.471867922457982,139,"regulation of generation of precursor metabolites and energy","regulation of generation of precursor metabolites and energy",0.87438418079096,1,0
"GO:0045229","GO:0045229",16,"GO:0045229",0.471867922457982,323,"external encapsulating structure organization","external encapsulating structure organization",0.948950564971751,1,0
"GO:0031214","GO:0031214",34,"GO:0031214",0.471867922457982,175,"biomineral tissue development","biomineral tissue development",0.956313559322034,0.7205,0
