term,fdr,Odds Ratio,Combined Score,Genes,description
rRNA Processing in the Nucleus and Cytosol,2.537303e-18,15.65035,734.5557,RPL5;NOP2;NAT10;DDX21;RPL6;WDR43;RPL7;RPS14;RPL7A;EXOSC6;RPS19;RPS18;RPL14;RPL13;RPL35;RPS11;RPL18;RPS9;NOP58;RPS7;RPL23;RPS3A;RPS25;RPS28;XRN2;RPL27;RPL29;RPL28,rRNA Processing in the Nucleus and Cytosol
Metabolism of RNA,8.150134e-18,6.498958,292.9428,RPL5;NAT10;RPL6;WDR43;RPL7;RPS14;RPL7A;PNN;RPS19;RPS18;RPL35;TNKS1BP1;RPS11;RPS9;RPS7;RPL23;RPS3A;XRN2;RPL27;SNRPF;RPL29;RPL28;SF1;DDX5;SF3B2;NOP2;SRSF1;SRRT;DDX21;EXOSC6;PUF60;RPL14;SAP18;RPL13;SNRPB2;POLR2H;RPL18;SF3B1;NOP58;CHTOP;GPKOW;FUS;CWC15;HNRNPM;RPS25;RPS28;HNRNPA2B1;HNRNPC;RBMX,Metabolism of RNA
Major Pathway of rRNA Processing in the Nucleolus and Cytosol,2.518742e-17,15.43615,672.1143,RPL5;DDX21;RPL6;WDR43;RPL7;RPS14;RPL7A;EXOSC6;RPS19;RPS18;RPL14;RPL13;RPL35;RPS11;RPL18;RPS9;NOP58;RPS7;RPL23;RPS3A;RPS25;RPS28;XRN2;RPL27;RPL29;RPL28,Major Pathway of rRNA Processing in the Nucleolus and Cytosol
rRNA Processing,6.697026000000001e-17,12.62753,533.8412,RPL5;NOP2;NAT10;DDX21;RPL6;WDR43;RPL7;RPS14;RPL7A;EXOSC6;RPS19;RPS18;RPL14;RPL13;RPL35;RPS11;RPL18;RPS9;NOP58;RPS7;RPL23;RPS3A;RPS25;RPS28;XRN2;RPL27;RPL29;RPL28,rRNA Processing
Viral mRNA Translation,9.757181e-16,17.47775,688.1674,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;DNAJC3;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Viral mRNA Translation
Peptide Chain Elongation,8.757443e-15,16.5834,611.2855,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPL7A;RPS14;RPS25;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Peptide Chain Elongation
Influenza Viral RNA Transcription and Replication,8.757443e-15,12.72973,469.0009,RPL5;RPS9;RPS7;PARP1;RPL23;RPS3A;RPL6;RPL7;DNAJC3;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;POLR2H;RPS11;RPL29;RPL18;RPL28,Influenza Viral RNA Transcription and Replication
Selenocysteine Synthesis,1.968761e-14,15.61942,560.7267,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Selenocysteine Synthesis
Eukaryotic Translation Elongation,2.146353e-14,15.32234,545.3194,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Eukaryotic Translation Elongation
Eukaryotic Translation Termination,2.146353e-14,15.32234,545.3194,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Eukaryotic Translation Termination
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency,2.64507e-14,15.03626,530.5634,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Response of EIF2AK4 (GCN2) to Amino Acid Deficiency
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC),4.388556e-14,14.49476,502.8563,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)
Influenza Infection,1.528025e-13,10.55961,352.1068,RPL5;RPS9;RPS7;PARP1;RPL23;RPS3A;RPL6;RPL7;DNAJC3;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;POLR2H;RPS11;RPL29;RPL18;RPL28,Influenza Infection
Formation of a Pool of Free 40S Subunits,1.528025e-13,13.29636,442.6433,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Formation of a Pool of Free 40S Subunits
Selenoamino Acid Metabolism,8.5513e-13,11.91467,375.3058,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Selenoamino Acid Metabolism
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC),1.218717e-12,11.57066,358.9219,RPL5;RPS9;RPS7;RPL23;RPS3A;RPL6;RPL7;RPS14;RPS25;RPL7A;RPS28;RPS19;RPS18;RPL14;RPL35;RPL13;RPL27;RPS11;RPL29;RPL18;RPL28,Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)
