,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0034103,regulation of tissue remodeling,GO:0034103,0.07526277,51.47532,349.4677,GPNMB;THBS4,Regulation Of Tissue Remodeling (GO:0034103)
1,GO:0002526,acute inflammatory response,GO:0002526,0.07526277,45.03636,295.8692,VNN1;CNTN1,Acute Inflammatory Response (GO:0002526)
2,GO:0060317,cardiac epithelial to mesenchymal transition,GO:0060317,0.07526277,51.47532,349.4677,TGFBR3;SNAI2,Cardiac Epithelial To Mesenchymal Transition (GO:0060317)
3,GO:0071711,basement membrane organization,GO:0071711,0.07526277,60.06061,422.6268,HMCN1;CTSS,Basement Membrane Organization (GO:0071711)
4,GO:0001817,regulation of cytokine production,GO:0001817,0.07526277,10.46505,73.84339,C1QTNF3;GPNMB;TRIL;SNAI2,Regulation Of Cytokine Production (GO:0001817)
5,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,GO:0061178,0.07526277,45.03636,295.8692,EPHA5;LRP5,Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)
6,GO:0010951,negative regulation of endopeptidase activity,GO:0010951,0.07526277,16.63805,113.2607,SERPIND1;SERPINA10;SERPINA5,Negative Regulation Of Endopeptidase Activity (GO:0010951)
7,GO:0052548,regulation of endopeptidase activity,GO:0052548,0.1090408,12.75581,77.7271,SERPIND1;SERPINA10;SERPINA5,Regulation Of Endopeptidase Activity (GO:0052548)
8,GO:0018149,peptide cross-linking,GO:0018149,0.1179211,27.7007,159.0189,COL3A1;F13A1,Peptide Cross-Linking (GO:0018149)
9,GO:0045667,regulation of osteoblast differentiation,GO:0045667,0.1179211,11.66548,68.29033,RIOX1;LRP5;SNAI2,Regulation Of Osteoblast Differentiation (GO:0045667)
10,GO:0001936,regulation of endothelial cell proliferation,GO:0001936,0.1179211,11.4213,66.21447,ANGPT1;CNTN1;THBS4,Regulation Of Endothelial Cell Proliferation (GO:0001936)
