term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0002862,0.08987763,90.39111,715.4129,SELENOS;PLK2,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)
GO:0005979,0.1048734,54.20267,380.4542,SELENOS;PPP1R3B,Regulation Of Glycogen Biosynthetic Process (GO:0005979)
GO:0051447,0.1048734,391.4231,2052.207,DUSP1,Negative Regulation Of Meiotic Cell Cycle (GO:0051447)
GO:0090027,0.1048734,391.4231,2052.207,DUSP1,Negative Regulation Of Monocyte Chemotaxis (GO:0090027)
GO:0002674,0.1048734,391.4231,2052.207,SELENOS,Negative Regulation Of Acute Inflammatory Response (GO:0002674)
GO:0060292,0.1048734,391.4231,2052.207,PLK2,Long-Term Synaptic Depression (GO:0060292)
GO:2000107,0.1048734,195.6923,946.9051,SELENOS,Negative Regulation Of Leukocyte Apoptotic Process (GO:2000107)
GO:0033033,0.1048734,195.6923,946.9051,SELENOS,Negative Regulation Of Myeloid Cell Apoptotic Process (GO:0033033)
GO:1903753,0.1048734,195.6923,946.9051,DUSP1,Negative Regulation Of p38MAPK Cascade (GO:1903753)
GO:0010818,0.1048734,195.6923,946.9051,CXCL16,T Cell Chemotaxis (GO:0010818)
GO:0042359,0.1048734,195.6923,946.9051,CYP1A1,Vitamin D Metabolic Process (GO:0042359)
GO:1901552,0.1048734,195.6923,946.9051,S1PR2,Positive Regulation Of Endothelial Cell Development (GO:1901552)
GO:1903142,0.1048734,195.6923,946.9051,S1PR2,Positive Regulation Of Establishment Of Endothelial Barrier (GO:1903142)
GO:0050728,0.1048734,15.57846,73.62132,SELENOS;PLK2,Negative Regulation Of Inflammatory Response (GO:0050728)
GO:0003376,0.1048734,130.4487,593.8463,S1PR2,Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)
GO:2000109,0.1048734,130.4487,593.8463,SELENOS,Regulation Of Macrophage Apoptotic Process (GO:2000109)
