"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0002862","GO:0002862",1,"GO:0002862",1.04634838809417,33,"negative regulation of inflammatory response to antigenic stimulus","negative regulation of inflammatory response to antigenic stimulus",0.822039772727273,0.32,0
"GO:0080164","GO:0080164",20,"GO:0080164",0.97933465192221,60,"regulation of nitric oxide metabolic process","regulation of nitric oxide metabolic process",0.898715909090909,1,0
"GO:0051769","GO:0051769",17,"GO:0051769",0.97933465192221,20,"regulation of nitric-oxide synthase biosynthetic process","regulation of nitric-oxide synthase biosynthetic process",0.890596590909091,1,0
"GO:0003376","GO:0003376",11,"GO:0003376",0.97933465192221,15,"sphingosine-1-phosphate receptor signaling pathway","sphingosine-1-phosphate receptor signaling pathway",0.896403409090909,1,0
"GO:0032069","GO:0032069",13,"GO:0032069",0.97933465192221,22,"regulation of nuclease activity","regulation of nuclease activity",0.898232954545455,0.668,0
"GO:0090287","GO:0090287",15,"GO:0090287",0.97933465192221,357,"regulation of cellular response to growth factor stimulus","regulation of cellular response to growth factor stimulus",0.873301136363636,0.560666666666667,0
"GO:2000109","GO:2000109",7,"GO:2000109",0.97933465192221,11,"regulation of macrophage apoptotic process","regulation of macrophage apoptotic process",0.933068181818182,0.5435,0
"GO:0033033","GO:0033033",7,"GO:2000109",0.97933465192221,20,"negative regulation of myeloid cell apoptotic process","regulation of macrophage apoptotic process",0.8974375,0.5435,0.913
"GO:2000107","GO:2000107",6,"GO:2000107",0.97933465192221,59,"negative regulation of leukocyte apoptotic process","negative regulation of leukocyte apoptotic process",0.890755681818182,0.542,0
"GO:0042359","GO:0042359",9,"GO:0042359",0.97933465192221,20,"vitamin D metabolic process","vitamin D metabolic process",0.898965909090909,0.5245,0
"GO:0015949","GO:0015949",14,"GO:0015949",0.97933465192221,8,"nucleobase-containing small molecule interconversion","nucleobase-containing small molecule interconversion",0.910085227272727,0.520333333333333,0
"GO:0006983","GO:0006983",18,"GO:0006983",0.97933465192221,11,"ER overload response","ER overload response",0.852335227272727,0.480666666666667,0
"GO:1904781","GO:1904781",19,"GO:1904781",0.97933465192221,7,"positive regulation of protein localization to centrosome","positive regulation of protein localization to centrosome",0.919329545454545,0.439666666666667,0
"GO:2000242","GO:2000242",3,"GO:2000242",0.97933465192221,76,"negative regulation of reproductive process","negative regulation of reproductive process",0.908840909090909,0.419,0
"GO:0002674","GO:0002674",1,"GO:0002862",0.97933465192221,13,"negative regulation of acute inflammatory response","negative regulation of inflammatory response to antigenic stimulus",0.837670454545455,0.402,0.733
"GO:0050805","GO:0050805",5,"GO:0050805",0.97933465192221,54,"negative regulation of synaptic transmission","negative regulation of synaptic transmission",0.871170454545455,0.4015,0
"GO:0051447","GO:0051447",3,"GO:2000242",0.97933465192221,17,"negative regulation of meiotic cell cycle","negative regulation of reproductive process",0.857301136363636,0.393333333333333,0.907
"GO:0060292","GO:0060292",5,"GO:0050805",0.97933465192221,32,"long-term synaptic depression","negative regulation of synaptic transmission",0.875130681818182,0.38325,0.963
"GO:0046325","GO:0046325",16,"GO:0046325",0.97933465192221,16,"negative regulation of glucose import","negative regulation of glucose import",0.892204545454545,0.364333333333333,0
"GO:1903753","GO:1903753",8,"GO:1903753",0.97933465192221,8,"negative regulation of p38MAPK cascade","negative regulation of p38MAPK cascade",0.812017045454545,0.347,0
"GO:1903504","GO:1903504",12,"GO:1903504",0.97933465192221,21,"regulation of mitotic spindle checkpoint","regulation of mitotic spindle checkpoint",0.786454545454546,0.3445,0
"GO:0042759","GO:0042759",21,"GO:0042759",0.97933465192221,28,"long-chain fatty acid biosynthetic process","long-chain fatty acid biosynthetic process",0.880653409090909,0.3388,0
"GO:0010818","GO:0010818",4,"GO:0010818",0.97933465192221,27,"T cell chemotaxis","T cell chemotaxis",0.875119318181818,0.338285714285714,0
"GO:0009142","GO:0009142",14,"GO:0015949",0.97933465192221,127,"nucleoside triphosphate biosynthetic process","nucleobase-containing small molecule interconversion",0.855494318181818,0.337333333333333,0.572
"GO:0072678","GO:0072678",4,"GO:0010818",0.97933465192221,73,"T cell migration","T cell chemotaxis",0.943676136363636,0.325285714285714,0.93
"GO:0050728","GO:0050728",1,"GO:0002862",0.97933465192221,202,"negative regulation of inflammatory response","negative regulation of inflammatory response to antigenic stimulus",0.806545454545455,0.316,0.867
"GO:0090027","GO:0090027",4,"GO:0010818",0.97933465192221,7,"negative regulation of monocyte chemotaxis","T cell chemotaxis",0.814460227272727,0.311,0.659
"GO:0003158","GO:0003158",10,"GO:0003158",0.97933465192221,143,"endothelium development","endothelium development",0.969607954545455,0.309833333333333,0
"GO:1903142","GO:1903142",10,"GO:0003158",0.97933465192221,6,"positive regulation of establishment of endothelial barrier","endothelium development",0.899914772727273,0.296333333333333,0.802
"GO:1901552","GO:1901552",10,"GO:0003158",0.97933465192221,6,"positive regulation of endothelial cell development","endothelium development",0.899914772727273,0.296333333333333,0.802
