,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
35,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,GO:0010800,0.1332016,27.92308,90.59802,S1PR2,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800)
36,GO:0006304,DNA modification,GO:0006304,0.1333131,24.42788,76.26214,NEIL1,DNA Modification (GO:0006304)
37,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0090092,0.1333131,26.05897,82.90107,FSTL1,Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)
38,GO:0046599,regulation of centriole replication,GO:0046599,0.1333131,26.05897,82.90107,PLK2,Regulation Of Centriole Replication (GO:0046599)
39,GO:0048522,positive regulation of cellular process,GO:0048522,0.1373714,3.801698,11.09168,S1PR2;MARK4;CXCL16,Positive Regulation Of Cellular Process (GO:0048522)
40,GO:0032527,protein exit from endoplasmic reticulum,GO:0032527,0.1427176,17.75524,50.19845,SELENOS,Protein Exit From Endoplasmic Reticulum (GO:0032527)
41,GO:0043542,endothelial cell migration,GO:0043542,0.1475054,16.27244,44.69051,FSTL1,Endothelial Cell Migration (GO:0043542)
42,GO:0007613,memory,GO:0007613,0.1504006,15.62,42.30577,PLK2,Memory (GO:0007613)
43,GO:0048015,phosphatidylinositol-mediated signaling,GO:0048015,0.1737555,11.14615,26.70201,PIK3C2B,Phosphatidylinositol-Mediated Signaling (GO:0048015)
44,GO:0050777,negative regulation of immune response,GO:0050777,0.1879078,9.748077,22.14627,PLK2,Negative Regulation Of Immune Response (GO:0050777)
45,GO:0006513,protein monoubiquitination,GO:0006513,0.1951341,9.282051,20.66876,FAAP20,Protein Monoubiquitination (GO:0006513)
46,GO:0007162,negative regulation of cell adhesion,GO:0007162,0.1965315,9.065295,19.98907,DUSP1,Negative Regulation Of Cell Adhesion (GO:0007162)
47,GO:0006497,protein lipidation,GO:0006497,0.1993018,8.858392,19.34489,PIGP,Protein Lipidation (GO:0006497)
48,GO:0009896,positive regulation of catabolic process,GO:0009896,0.2197451,7.489645,15.20537,PLK2,Positive Regulation Of Catabolic Process (GO:0009896)
49,GO:0045927,positive regulation of growth,GO:0045927,0.2273301,6.829285,13.29173,CXCL16,Positive Regulation Of Growth (GO:0045927)
50,GO:0007264,small GTPase mediated signal transduction,GO:0007264,0.2373228,5.634894,9.99169,PLK2,Small GTPase Mediated Signal Transduction (GO:0007264)
51,GO:0062197,cellular response to chemical stress,GO:0062197,0.2484653,5.251559,8.982256,SELENOS,Cellular Response To Chemical Stress (GO:0062197)
