,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0036089,cleavage furrow formation,GO:0036089,0.1004572,89.85897,672.0441,SNX18;SNX9,Cleavage Furrow Formation (GO:0036089)
1,GO:0001944,vasculature development,GO:0001944,0.1004572,134.8077,1076.411,ERRFI1;PIK3CA,Vasculature Development (GO:0001944)
2,GO:2000630,positive regulation of miRNA metabolic process,GO:2000630,0.1004572,21.65015,161.1125,ZSWIM8;ETS1;NFKB1,Positive Regulation of miRNA Metabolic Process (GO:2000630)
3,GO:0007616,long-term memory,GO:0007616,0.1708272,38.48901,239.308,PJA2;NFATC4,Long-Term Memory (GO:0007616)
4,GO:0061723,glycophagy,GO:0061723,0.1708272,44.91026,290.2989,ATG3;ATG2B,Glycophagy (GO:0061723)
5,GO:0006954,inflammatory response,GO:0006954,0.1708272,8.550154,53.92423,PJA2;NFKB1;RELB;NFATC4,Inflammatory Response (GO:0006954)
6,GO:0060558,regulation of calcidiol 1-monooxygenase activity,GO:0060558,0.177663,inf,inf,NFKB1,Regulation of Calcidiol 1-Monooxygenase Activity (GO:0060558)
7,GO:0010894,negative regulation of steroid biosynthetic process,GO:0010894,0.177663,inf,inf,NFKB1,Negative Regulation of Steroid Biosynthetic Process (GO:0010894)
8,GO:0038061,non-canonical NF-kappaB signal transduction,GO:0038061,0.177663,20.7071,107.1902,NFKB1;RELB,Non-Canonical NF-kappaB Signal Transduction (GO:0038061)
9,GO:0060556,regulation of vitamin D biosynthetic process,GO:0060556,0.177663,inf,inf,NFKB1,Regulation of Vitamin D Biosynthetic Process (GO:0060556)
10,GO:0140367,antibacterial innate immune response,GO:0140367,0.177663,inf,inf,NFKB1,Antibacterial Innate Immune Response (GO:0140367)
11,GO:0060428,lung epithelium development,GO:0060428,0.177663,inf,inf,ERRFI1,Lung Epithelium Development (GO:0060428)
12,GO:0097320,plasma membrane tubulation,GO:0097320,0.177663,33.67308,202.0157,SNX18;SNX9,Plasma Membrane Tubulation (GO:0097320)
13,GO:0044804,nucleophagy,GO:0044804,0.177663,24.47902,133.7525,ATG3;ATG2B,Nucleophagy (GO:0044804)
14,GO:0034137,positive regulation of toll-like receptor 2 signaling pathway,GO:0034137,0.177663,inf,inf,PJA2,Positive Regulation of Toll-Like Receptor 2 Signaling Pathway (GO:0034137)
15,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,GO:0120034,0.177663,8.907928,45.47624,PIK3CA;CDC42EP3;ENTR1,Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)
16,GO:1901880,negative regulation of protein depolymerization,GO:1901880,0.177663,20.7071,107.1902,TPX2;PIK3CA,Negative Regulation of Protein Depolymerization (GO:1901880)
17,GO:0045860,positive regulation of protein kinase activity,GO:0045860,0.177663,10.00143,54.09186,TPX2;ALS2;SNX9,Positive Regulation of Protein Kinase Activity (GO:0045860)
18,GO:0006661,phosphatidylinositol biosynthetic process,GO:0006661,0.177663,9.315508,48.64677,ITPKC;PIK3CA;MTMR4,Phosphatidylinositol Biosynthetic Process (GO:0006661)
19,GO:0051345,positive regulation of hydrolase activity,GO:0051345,0.1882493,7.72364,36.56493,SNX18;ALS2;SNX9,Positive Regulation of Hydrolase Activity (GO:0051345)
20,GO:0016441,post-transcriptional gene silencing,GO:0016441,0.1898641,14.94444,68.86151,ZSWIM8;DICER1,Post-Transcriptional Gene Silencing (GO:0016441)
21,GO:1902903,regulation of supramolecular fiber organization,GO:1902903,0.1898641,14.94444,68.86151,PIK3CA;CAMSAP1,Regulation of Supramolecular Fiber Organization (GO:1902903)
22,GO:0007249,canonical NF-kappaB signal transduction,GO:0007249,0.2057368,13.44615,59.46136,NFKB1;RELB,Canonical NF-kappaB Signal Transduction (GO:0007249)
23,GO:0030838,positive regulation of actin filament polymerization,GO:0030838,0.2057368,13.44615,59.46136,CDC42EP3;SNX9,Positive Regulation of Actin Filament Polymerization (GO:0030838)
24,GO:0035520,monoubiquitinated protein deubiquitination,GO:0035520,0.2168172,22.03145,65.00692,USP47,Monoubiquitinated Protein Deubiquitination (GO:0035520)
