term,ES,NES,fdr,Gene %,Genes,description
DGIdb_Drug_Targets_2024__DOLASTATIN 10,0.8715244487056567,1.944062282674305,0.0245937218275272,12.99%,TUBB1;TUBB;TUBA4A;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__DOLASTATIN 10
DGIdb_Drug_Targets_2024__AGS 16C3F,0.8715244487056567,1.944062282674305,0.0245937218275272,12.99%,TUBB1;TUBB;TUBA4A;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__AGS 16C3F
DGIdb_Drug_Targets_2024__CABAZITAXEL,0.8423874821388377,1.900559269665828,0.0384754947628058,12.99%,TUBB1;TUBA4A;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__CABAZITAXEL
DGIdb_Drug_Targets_2024__CELECOXIB,0.6442206977637144,1.8735947661733523,0.0500300551095308,13.08%,HSPA4;ATP2A3;PTGS1;ATP2A2;ALOX12;MT-CO2;STAT3,DGIdb_Drug_Targets_2024__CELECOXIB
DGIdb_Drug_Targets_2024__ANG1005,0.7609347073935148,1.8216985593175343,0.0796033765742757,12.99%,TUBB1;TUBB;TUBA4A;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__ANG1005
DGIdb_Drug_Targets_2024__PEMBROLIZUMAB,-0.631074168797954,-1.8036652072946489,0.3323866713197511,37.05%,MET;B2M;IDH1;KRAS;KIT;JAK1,DGIdb_Drug_Targets_2024__PEMBROLIZUMAB
DGIdb_Drug_Targets_2024__VORINOSTAT,0.7250153836183613,1.7892463198359447,0.0991886189365085,12.99%,TUBB1;TUBB;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__VORINOSTAT
DGIdb_Drug_Targets_2024__E 3810,0.7026889771796614,1.769413620521979,0.1094371719767337,27.28%,FGFR1;FGFR3;FGFR2;PDGFRA;PDGFRB;FLT4,DGIdb_Drug_Targets_2024__E 3810
DGIdb_Drug_Targets_2024__PIOGLITAZONE,0.6752988218566596,1.7366834903690458,0.1359424256938213,4.40%,HSPA4;TGFB1;G6PD;LPL,DGIdb_Drug_Targets_2024__PIOGLITAZONE
DGIdb_Drug_Targets_2024__ASPIRIN,0.5320632882974576,1.7166041030490629,0.1485096704058141,30.41%,GP6;TGFB1;PTGS1;TBXAS1;PLA2G4A;FCER1G;ITGA2B;CDH15;ECHS1;TAPBP,DGIdb_Drug_Targets_2024__ASPIRIN
DGIdb_Drug_Targets_2024__COLCHICINE,0.6384732320125085,1.7113284871038092,0.1511787313628438,12.99%,TUBB1;TUBB;TUBA4A;TUBB4B;TUBB4A,DGIdb_Drug_Targets_2024__COLCHICINE
DGIdb_Drug_Targets_2024__INSULIN,0.5887976754444038,1.7066225004830642,0.1569312315598739,25.11%,LPL;EIF4G1;PTPN1;YWHAE;SLC2A3;ENO2;ARF6,DGIdb_Drug_Targets_2024__INSULIN
DGIdb_Drug_Targets_2024__MK 2461,0.6485051086215226,1.7000740393233604,0.1619604541935274,27.28%,FGFR1;FGFR2;PDGFRB;NTRK2;FLT4,DGIdb_Drug_Targets_2024__MK 2461
DGIdb_Drug_Targets_2024__DIPYRIDAMOLE,0.6335600771395289,1.6777017340576357,0.1909547143420573,20.10%,HSP90AB1;PDE5A;HSD17B10;HSP90AA1;PDE3A;TSG101,DGIdb_Drug_Targets_2024__DIPYRIDAMOLE
DGIdb_Drug_Targets_2024__VINCRISTINE,0.5386576671660035,1.6731784661332227,0.1918267766872742,17.13%,TUBB1;TUBB;TUBA4A;STIM1;RAC2;TUBB4A;CPT1A,DGIdb_Drug_Targets_2024__VINCRISTINE
DGIdb_Drug_Targets_2024__CRENOLANIB,0.7374139862425562,1.6623322934863438,0.2036964428959527,16.69%,IDH2;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__CRENOLANIB
DGIdb_Drug_Targets_2024__RITONAVIR,-0.6481303930968361,-1.642940560327717,0.6201205061359817,35.32%,APOC1;APOE;APOC3;ABCC1;TOMM40,DGIdb_Drug_Targets_2024__RITONAVIR
DGIdb_Drug_Targets_2024__DIGITOXIN,0.7269636764586067,1.6345899324859845,0.2200384361286052,15.19%,ATP1A1;STAT3;ATP1B3,DGIdb_Drug_Targets_2024__DIGITOXIN
DGIdb_Drug_Targets_2024__DISULFIRAM,0.7248363634843068,1.627793128406292,0.2279308205379404,17.49%,HSD17B10;HSP90AA1,DGIdb_Drug_Targets_2024__DISULFIRAM
DGIdb_Drug_Targets_2024__MENADIONE,0.57550077333034,1.6143253185714812,0.2424935018961085,39.53%,MAOB;PROC;F9;PROZ;F10;F7;PROS1;F2,DGIdb_Drug_Targets_2024__MENADIONE
DGIdb_Drug_Targets_2024__PACLITAXEL,0.5137383753745988,1.6014806264103871,0.2515092000175211,14.36%,TUBB1;TUBB;TUBA4A;TUBB4B;FGFR1;TUBB4A;FASN,DGIdb_Drug_Targets_2024__PACLITAXEL
DGIdb_Drug_Targets_2024__LENVATINIB,0.6343184295291566,1.59192489127841,0.2634850837003775,27.28%,FGFR1;FGFR2;PDGFRA;PDGFRB;FLT4,DGIdb_Drug_Targets_2024__LENVATINIB
DGIdb_Drug_Targets_2024__CYCLOSPORINE,-0.3826923076923076,-1.5812384530741674,0.5541606526965592,61.93%,ANPEP;FCGR3A;LEP;FCGR3B;VCAM1;ABCC1;TBXA2R;JAK1;ITGB2;IMPDH2;UMOD;ATIC;PPIA;ITGAL,DGIdb_Drug_Targets_2024__CYCLOSPORINE
DGIdb_Drug_Targets_2024__TRIMIPRAMINE,-0.5527493606138107,-1.5604526453817842,0.5512224586062323,44.86%,CBX1;HLA-A;AKT1;CES1;EPHX1;COMT,DGIdb_Drug_Targets_2024__TRIMIPRAMINE
DGIdb_Drug_Targets_2024__TRIFLUOPERAZINE,-0.6097794822627037,-1.5582959018661957,0.5299782989767226,39.15%,CBX1;APOB;AKT1;CAMK2B;MAPK1,DGIdb_Drug_Targets_2024__TRIFLUOPERAZINE
DGIdb_Drug_Targets_2024__AZACITIDINE,-0.515190278221938,-1.5572121185473071,0.5072045448945292,48.63%,HBB;ALDH1A1;IDH1;KRAS;CDA;HTT;PTPN11,DGIdb_Drug_Targets_2024__AZACITIDINE
DGIdb_Drug_Targets_2024__PONATINIB,0.537934232844603,1.5561801404062463,0.3053084113059119,16.69%,SRC;FGFR1;FGFR3;FGFR2;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__PONATINIB
DGIdb_Drug_Targets_2024__TRIAMCINOLONE,0.6006121342375538,1.548151634864852,0.3155431508946862,4.40%,TGFB1;G6PD;LPL,DGIdb_Drug_Targets_2024__TRIAMCINOLONE
DGIdb_Drug_Targets_2024__TESTOSTERONE,0.6891232430309671,1.544457089501052,0.317693554272824,1.91%,TGFB1,DGIdb_Drug_Targets_2024__TESTOSTERONE
DGIdb_Drug_Targets_2024__WARFARIN,0.5607805502239287,1.4882129302365474,0.3782061069001587,44.07%,ASPH;PROC;STX4;CRP;LRP1;PROS1;FGFBP2;VWF,DGIdb_Drug_Targets_2024__WARFARIN
DGIdb_Drug_Targets_2024__DIGOXIN,0.6236743565347528,1.4785168291341986,0.3965398706842606,15.19%,ATP1A1;STAT3;ATP1B3,DGIdb_Drug_Targets_2024__DIGOXIN
DGIdb_Drug_Targets_2024__NINTEDANIB,0.5257480118378463,1.4561873979920548,0.4152012803190004,27.28%,FGFR1;FGFR3;FGFR2;PDGFRA;PDGFRB;FLT4,DGIdb_Drug_Targets_2024__NINTEDANIB
DGIdb_Drug_Targets_2024__FENOFIBRATE,-0.4992005116725296,-1.4386435881851392,0.6313315710444436,50.22%,ADIPOQ;APOB;APOE;HLA-A;CD40LG;TFPI;CFL1,DGIdb_Drug_Targets_2024__FENOFIBRATE
DGIdb_Drug_Targets_2024__MIDOSTAURIN,0.4846081986155067,1.4385139315080098,0.4428695587106272,16.69%,IDH2;FGFR1;FGFR3;PRKCB;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__MIDOSTAURIN
DGIdb_Drug_Targets_2024__MASITINIB,0.5093452995858947,1.4357809074882528,0.4430903204904027,16.69%,SRC;LYN;FGFR3;FGFR2;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__MASITINIB
DGIdb_Drug_Targets_2024__IL 2,0.4942313827898603,1.4257838705957218,0.4498243263139809,26.52%,VIM;ILF3;MAPK14;FYN;TG,DGIdb_Drug_Targets_2024__IL 2
DGIdb_Drug_Targets_2024__CLOMIPRAMINE,-0.5525727069351231,-1.4092300442426735,0.6366995756773931,44.86%,HLA-A;AKT1;CES1;EPHX1;COMT,DGIdb_Drug_Targets_2024__CLOMIPRAMINE
DGIdb_Drug_Targets_2024__DOXEPIN,-0.5525727069351231,-1.4092300442426735,0.6366995756773931,44.86%,HLA-A;AKT1;CES1;EPHX1;COMT,DGIdb_Drug_Targets_2024__DOXEPIN
DGIdb_Drug_Targets_2024__GSK2126458,-0.5086317135549873,-1.4003608027195007,0.6263354775851917,49.27%,PIK3CB;AKT1;PIK3R1;PIK3CG;AKT2;EML4,DGIdb_Drug_Targets_2024__GSK2126458
DGIdb_Drug_Targets_2024__INFIGRATINIB,0.6220882817347078,1.38905575796916,0.4865450966174406,13.43%,FGFR1;FGFR3;FGFR2,DGIdb_Drug_Targets_2024__INFIGRATINIB
DGIdb_Drug_Targets_2024__DESIPRAMINE,-0.506074168797954,-1.3876863236718082,0.6126166266721508,49.52%,HLA-A;AKT1;CES1;EPHX1;COMT;ARSA,DGIdb_Drug_Targets_2024__DESIPRAMINE
DGIdb_Drug_Targets_2024__ATENOLOL,0.5092536275948284,1.3861647831489698,0.4883432293367201,44.61%,TGFB1;PLA2G4A;LRRC15;ARAP1;SNX9;LDLR;SLC4A1;FTO;BAX,DGIdb_Drug_Targets_2024__ATENOLOL
DGIdb_Drug_Targets_2024__SELUMETINIB,0.5018500034996367,1.3800748468678334,0.4987492104218846,13.43%,GNAQ;FGFR1;FGFR3;FGFR2,DGIdb_Drug_Targets_2024__SELUMETINIB
DGIdb_Drug_Targets_2024__XL999,0.5496015479510915,1.3758161446605337,0.4981162150021971,35.45%,SRC;FGFR2;PDGFRB;FLT4;AXL,DGIdb_Drug_Targets_2024__XL999
DGIdb_Drug_Targets_2024__ENALAPRIL,0.5168540984316405,1.356564389787993,0.5230809856178862,7.95%,HSPA4;PDE5A,DGIdb_Drug_Targets_2024__ENALAPRIL
DGIdb_Drug_Targets_2024__BUPROPION,0.5581009138640709,1.344576360516197,0.5349904214584889,8.17%,SACM1L;EPB41,DGIdb_Drug_Targets_2024__BUPROPION
DGIdb_Drug_Targets_2024__REGORAFENIB,0.4738802294385205,1.343725965908021,0.5337878044143967,16.69%,FGFR1;FGFR3;FGFR2;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__REGORAFENIB
DGIdb_Drug_Targets_2024__BEVACIZUMAB,0.4385492315638619,1.3426868155784608,0.5344799625766793,4.63%,THBS2;HSP90AB1;CCT3;CSPG4,DGIdb_Drug_Targets_2024__BEVACIZUMAB
DGIdb_Drug_Targets_2024__LINIFANIB,0.3789978238441473,1.336978996977983,0.5383051587899013,43.75%,ROCK2;SRC;LYN;FGFR3;MAPK14;PDGFRA;PDGFRB;PRKG1;NTRK2;ROCK1;CAMK1;SLK;FLT4;PTK2;AXL;CAMK2G;TAOK1;CSF1R,DGIdb_Drug_Targets_2024__LINIFANIB
DGIdb_Drug_Targets_2024__ENMD 2076,0.4402508150908442,1.3362780523902913,0.5393148977070861,29.96%,SRC;FGFR1;FGFR3;FGFR2;PDGFRA;FYN;FLT4;PTK2,DGIdb_Drug_Targets_2024__ENMD 2076
DGIdb_Drug_Targets_2024__MLN 8054,0.4467223996074176,1.3274708993568418,0.545478676133823,29.96%,SRC;FGFR1;LYN;FGFR3;FLT4;BTK;PTK2,DGIdb_Drug_Targets_2024__MLN 8054
DGIdb_Drug_Targets_2024__PI 88,0.5952299367725522,1.3252046497336196,0.5433307021501593,27.28%,FGFR1;HPSE;FGFR2;FLT4,DGIdb_Drug_Targets_2024__PI 88
DGIdb_Drug_Targets_2024__FLUTICASONE PROPIONATE,0.5836132185850791,1.3092541854487352,0.5621095764098529,9.92%,HSPA4;PLA2G4A,DGIdb_Drug_Targets_2024__FLUTICASONE PROPIONATE
DGIdb_Drug_Targets_2024__BARASERTIB,0.5487101525827937,1.3043593626866257,0.561620556858863,20.68%,PDGFRA;PDGFRB;FYN,DGIdb_Drug_Targets_2024__BARASERTIB
DGIdb_Drug_Targets_2024__NILOTINIB,0.5810005443611519,1.3016203787816176,0.5659274021670795,16.69%,ABI1;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__NILOTINIB
DGIdb_Drug_Targets_2024__JNJ 26483327,0.540472092326335,1.2991140820190503,0.5657604181624568,27.28%,SRC;LYN;FYN;FLT4,DGIdb_Drug_Targets_2024__JNJ 26483327
DGIdb_Drug_Targets_2024__XL820,0.5730244328204237,1.2902417207851904,0.5733088296433476,27.28%,PDGFRA;PDGFRB;FLT4,DGIdb_Drug_Targets_2024__XL820
DGIdb_Drug_Targets_2024__EVEROLIMUS,-0.4578005115089514,-1.2825775366728434,0.6699427361168178,54.34%,AKT1;KRAS;PIK3R1;FKBP1A;AKT2;FGFR4,DGIdb_Drug_Targets_2024__EVEROLIMUS
DGIdb_Drug_Targets_2024__PAZOPANIB,0.3984310425385753,1.2802458458393942,0.590570897417113,31.27%,FGFR1;FGFR3;FGFR2;PDGFRA;PDGFRB;FYN;FLT4;PTK2;SCGB3A1,DGIdb_Drug_Targets_2024__PAZOPANIB
DGIdb_Drug_Targets_2024__ALISERTIB,0.4277772531164239,1.279491306864844,0.5896420181777889,37.59%,SRC;FGFR1;FGFR3;NTRK2;SLK;BTK;PTK2;PRKACA,DGIdb_Drug_Targets_2024__ALISERTIB
DGIdb_Drug_Targets_2024__DASATINIB,0.3553938176765382,1.265728901470137,0.603352041692794,48.60%,IDH2;SRC;FGFR1;CRKL;LYN;FGFR3;MAPK14;PDGFRA;PDGFRB;FYN;SLK;BTK;AXL;STAT5B;TAOK1;TEC;CSF1R;DDR2;SYK;HCK;MINK1,DGIdb_Drug_Targets_2024__DASATINIB
DGIdb_Drug_Targets_2024__CISPLATIN,0.3652290552181332,1.2604895266834606,0.6079819347860808,47.32%,HSPA4;MDH2;G6PD;FGFR1;CDH17;FGFR3;HSD17B10;NTRK2;GCLM;HSPA8;ABCC4;TMEM43;CD44;GNAS;BAX;STAT1;TGM2,DGIdb_Drug_Targets_2024__CISPLATIN
DGIdb_Drug_Targets_2024__SULFASALAZINE,0.555304150628772,1.2440344472122276,0.6217924768964431,30.66%,G6PD;PTGS1;TYMP;ACAT1,DGIdb_Drug_Targets_2024__SULFASALAZINE
DGIdb_Drug_Targets_2024__KENPAULLONE,0.4368245427619673,1.2434214131975372,0.6216646595013308,27.28%,ROCK2;SRC;LYN;FYN;ROCK1;FLT4,DGIdb_Drug_Targets_2024__KENPAULLONE
DGIdb_Drug_Targets_2024__DICLOFENAC,0.5537728725776515,1.2432076385347488,0.6202561859411808,9.92%,PTGS1;PLA2G4A,DGIdb_Drug_Targets_2024__DICLOFENAC
DGIdb_Drug_Targets_2024__HEPARIN,0.396556803022684,1.2424857926056392,0.6204315422465465,8.74%,HSPA4;SRGN;SDC1;HPSE,DGIdb_Drug_Targets_2024__HEPARIN
DGIdb_Drug_Targets_2024__BGJ398,0.4974381747403835,1.2354753029960248,0.6216580709279195,13.43%,FGFR1;FGFR3;FGFR2,DGIdb_Drug_Targets_2024__BGJ398
DGIdb_Drug_Targets_2024__RG 1530,0.3450839019076658,1.232497754034009,0.6258782808731365,30.15%,SRC;FGFR1;LYN;FGFR3;FGFR2;MAPK14;PDGFRA;PDGFRB;FYN;NTRK2;SLK;FLT4;BTK;PTK2;PRKCD,DGIdb_Drug_Targets_2024__RG 1530
DGIdb_Drug_Targets_2024__QUIZARTINIB,0.5170524884038997,1.2251766749633162,0.6282235535446009,16.69%,IDH2;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__QUIZARTINIB
DGIdb_Drug_Targets_2024__DORAMAPIMOD,0.431328291333002,1.2116443275601074,0.6447291956576597,27.28%,LYN;MAPK14;PDGFRB;NTRK2;FLT4,DGIdb_Drug_Targets_2024__DORAMAPIMOD
DGIdb_Drug_Targets_2024__DOXORUBICIN,0.3513226083397865,1.2113548496020137,0.6446119959759721,28.84%,TGFB1;G6PD;SRC;MAPK14;CPT1A;GSTM3;RPSA;NTRK2;LRP1B;AKR7A2;SDHB;ABCC4,DGIdb_Drug_Targets_2024__DOXORUBICIN
DGIdb_Drug_Targets_2024__VASOPRESSIN,0.5064964139702175,1.2104550187108616,0.6428409832488976,37.20%,HSPB1;MAPK14;SERPINE1;THBS4,DGIdb_Drug_Targets_2024__VASOPRESSIN
DGIdb_Drug_Targets_2024__SORAFENIB,0.3495195456732797,1.2075753804389129,0.64611644000698,27.28%,IDH2;FGFR1;LYN;FGFR3;MAPK14;PDGFRA;PTPN6;PDGFRB;NTRK2;SLK;FLT4,DGIdb_Drug_Targets_2024__SORAFENIB
DGIdb_Drug_Targets_2024__HALOPERIDOL,0.4052641964488281,1.2032516847369323,0.6482861463370618,24.79%,HSPA4;MAOB;NTS;MAPK14;TOR1A;LDLR,DGIdb_Drug_Targets_2024__HALOPERIDOL
DGIdb_Drug_Targets_2024__THALIDOMIDE,0.4385868937463747,1.195703677895379,0.650624501728151,13.43%,CHST3;DDB1;FGFR2,DGIdb_Drug_Targets_2024__THALIDOMIDE
DGIdb_Drug_Targets_2024__AST 487,0.3790926930558093,1.19456557697302,0.6497815971852994,22.78%,ROCK2;FGFR1;MAPK14;PDGFRA;PDGFRB;FYN;NTRK2,DGIdb_Drug_Targets_2024__AST 487
DGIdb_Drug_Targets_2024__BUMETANIDE,0.5319509018165866,1.1928256339960182,0.6531357517227676,14.96%,ADD1;HSD17B10,DGIdb_Drug_Targets_2024__BUMETANIDE
DGIdb_Drug_Targets_2024__AZD 1152 HQPA,0.4406210276260357,1.1882100818628858,0.654685504271615,39.37%,LYN;PDGFRA;PDGFRB;FLT4;BTK;PAK1,DGIdb_Drug_Targets_2024__AZD 1152 HQPA
DGIdb_Drug_Targets_2024__BRIVANIB,0.4691753922858992,1.173394426119335,0.6596560864338914,27.28%,FGFR1;FGFR3;FGFR2;FLT4,DGIdb_Drug_Targets_2024__BRIVANIB
DGIdb_Drug_Targets_2024__PRAVASTATIN,0.4155419699215307,1.1723890308570968,0.6609165996566028,44.61%,LPL;ADAMTS1;LDLR;RHOA;MTTP;BAX,DGIdb_Drug_Targets_2024__PRAVASTATIN
DGIdb_Drug_Targets_2024__DOVITINIB,0.3256846103293659,1.16676681672655,0.6707080066005848,48.60%,ROCK2;SRC;FGFR1;LYN;FGFR3;FGFR2;PDGFRA;PDGFRB;FYN;NTRK2;SLK;FLT4;BTK;PRKCD;AXL;CAMK2G;CSF1R;STK3;FGFR4;HCK;MINK1,DGIdb_Drug_Targets_2024__DOVITINIB
DGIdb_Drug_Targets_2024__IRINOTECAN,0.4138681487576312,1.1659054446445298,0.671624486914953,40.75%,TGFB1;CSPG4;FGFR3;PDGFRB;ABCC4;CES2;KLC1,DGIdb_Drug_Targets_2024__IRINOTECAN
DGIdb_Drug_Targets_2024__FLUOROURACIL,0.3631049874530156,1.164424471495444,0.673396113124808,49.27%,CSPG4;FGFR2;TYMP;PDGFRB;NLGN1;COLEC10;ABCC4;HSPA5;KLC1;GNAS;FGFR4;CBR1,DGIdb_Drug_Targets_2024__FLUOROURACIL
DGIdb_Drug_Targets_2024__VANDETANIB,0.3544715124918286,1.1599417560164629,0.6760032593287896,29.61%,ROCK2;SRC;FGFR1;MAPK14;PDGFRA;PDGFRB;FYN;FLT4;BTK,DGIdb_Drug_Targets_2024__VANDETANIB
DGIdb_Drug_Targets_2024__RISPERIDONE,0.449138691025169,1.1581852091334808,0.6778860075598039,32.83%,NTS;FASN;PSMD14;LRP1B;PPA2,DGIdb_Drug_Targets_2024__RISPERIDONE
DGIdb_Drug_Targets_2024__DABRAFENIB,0.4919549257739936,1.1574672194625613,0.678353397107943,8.39%,G6PD;RAC1,DGIdb_Drug_Targets_2024__DABRAFENIB
DGIdb_Drug_Targets_2024__LAMIVUDINE,0.5180075560628388,1.1565172303810518,0.6802112160170364,35.74%,NME1;ABCC4;CMPK1;PGK1,DGIdb_Drug_Targets_2024__LAMIVUDINE
DGIdb_Drug_Targets_2024__SUNITINIB,0.3639250308708892,1.1529866745391657,0.6809444131155893,16.69%,PDGFC;FGFR1;FGFR2;PTPN12;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__SUNITINIB
DGIdb_Drug_Targets_2024__BUPARLISIB,0.511263273863935,1.1509374926485147,0.6820702769815192,13.43%,FGFR1;FGFR2,DGIdb_Drug_Targets_2024__BUPARLISIB
DGIdb_Drug_Targets_2024__WORTMANNIN,0.4857847522107016,1.1502575397645218,0.6824306300175819,22.69%,HSPA4;HSP90AA1;SPP1,DGIdb_Drug_Targets_2024__WORTMANNIN
DGIdb_Drug_Targets_2024__CAPECITABINE,0.4603112499353728,1.146506046128085,0.6861383278463676,0.10%,FAT1,DGIdb_Drug_Targets_2024__CAPECITABINE
DGIdb_Drug_Targets_2024__MELATONIN,0.5140437910737513,1.1460377233630217,0.6859574342864609,22.88%,TGFB1;MAOB;GCLM,DGIdb_Drug_Targets_2024__MELATONIN
DGIdb_Drug_Targets_2024__TOZASERTIB,0.3340376554029449,1.1436247440980976,0.6830192562757814,29.61%,MYLK;SRC;FGFR1;LYN;FGFR3;PDGFRB;FYN;NTRK2;SLK;FLT4;BTK,DGIdb_Drug_Targets_2024__TOZASERTIB
DGIdb_Drug_Targets_2024__RADIOTHERAPY,0.4749064345747323,1.136000746358892,0.6812202521113743,1.91%,TGFB1,DGIdb_Drug_Targets_2024__RADIOTHERAPY
DGIdb_Drug_Targets_2024__LUSUTROMBOPAG,0.5062806140640052,1.1318569968232852,0.6838425820567318,46.84%,PROC;PROS1;F2;F5,DGIdb_Drug_Targets_2024__LUSUTROMBOPAG
DGIdb_Drug_Targets_2024__PALIFERMIN,0.4765790904268228,1.1287943022314584,0.6850644999767108,13.43%,FGFR1;FGFR3;FGFR2,DGIdb_Drug_Targets_2024__PALIFERMIN
DGIdb_Drug_Targets_2024__NICOTINE,0.4186079527328198,1.127714067561706,0.6837881381177725,17.17%,TGFB1;EPB41;NRXN1,DGIdb_Drug_Targets_2024__NICOTINE
DGIdb_Drug_Targets_2024__PREDNISOLONE,0.3988978378441821,1.122231169580025,0.6904385843472919,46.59%,G6PD;RAC2;TG;ANXA1;BAX;CD34,DGIdb_Drug_Targets_2024__PREDNISOLONE
DGIdb_Drug_Targets_2024__CEDIRANIB,0.3275876953609517,1.1158874757443509,0.6970221957204865,48.60%,SRC;FGFR1;LYN;FGFR3;FGFR2;PDGFRA;PDGFRB;FYN;SLK;FLT4;AXL;TAOK1;CSF1R;STK3;SYK;MINK1,DGIdb_Drug_Targets_2024__CEDIRANIB
DGIdb_Drug_Targets_2024__ILORASERTIB,0.2975983666839202,1.1127194223237509,0.701282484742005,48.60%,ROCK2;SRC;FGFR1;LYN;FGFR3;MAPK14;PDGFRA;PDGFRB;FYN;NTRK2;ROCK1;CAMK1;SLK;FLT4;BTK;PTK2;PRKCD;AXL;PAK1;CAMK2G;TAOK1;CSF1R;STK3;SYK;HCK;MINK1,DGIdb_Drug_Targets_2024__ILORASERTIB
DGIdb_Drug_Targets_2024__SORAFENIB TOSYLATE,0.4659957568252968,1.1054512506616647,0.708407659137186,27.28%,PDGFRA;PDGFRB;FLT4,DGIdb_Drug_Targets_2024__SORAFENIB TOSYLATE
DGIdb_Drug_Targets_2024__ENTRECTINIB,0.3188787400494126,1.1036208168715482,0.7063188960599404,51.12%,SRC;FGFR1;LYN;FGFR3;FYN;NTRK2;SLK;FLT4;BTK;PTK2;AXL;TAOK1;CSF1R;STK3;SYK;EML4;PRKCQ,DGIdb_Drug_Targets_2024__ENTRECTINIB
