"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:2000628","GO:2000628",18,"GO:2000628",1.03805019550842,86,"regulation of miRNA metabolic process","regulation of miRNA metabolic process",0.856324324324324,1,0
"GO:0016446","GO:0016446",15,"GO:0016446",1.03805019550842,12,"somatic hypermutation of immunoglobulin genes","somatic hypermutation of immunoglobulin genes",0.892466216216216,1,0
"GO:0071467","GO:0071467",12,"GO:0071467",1.03805019550842,27,"cellular response to pH","cellular response to pH",0.942777027027027,1,0
"GO:0097503","GO:0097503",8,"GO:0097503",1.03805019550842,8,"sialylation","sialylation",0.915452702702703,1,0
"GO:0043576","GO:0043576",4,"GO:0043576",1.03805019550842,24,"regulation of respiratory gaseous exchange","regulation of respiratory gaseous exchange",0.94825,1,0
"GO:0006054","GO:0006054",17,"GO:0006054",1.03805019550842,12,"N-acetylneuraminate metabolic process","N-acetylneuraminate metabolic process",0.867614864864865,0.5485,0
"GO:0006040","GO:0006040",17,"GO:0006054",1.03805019550842,42,"amino sugar metabolic process","N-acetylneuraminate metabolic process",0.910547297297297,0.5485,0.903
"GO:1905671","GO:1905671",7,"GO:1905671",1.03805019550842,12,"regulation of lysosome organization","regulation of lysosome organization",0.919256756756757,0.532333333333333,0
"GO:0045623","GO:0045623",6,"GO:0045623",1.03805019550842,19,"negative regulation of T-helper cell differentiation","negative regulation of T-helper cell differentiation",0.828364864864865,0.521,0
"GO:0001574","GO:0001574",11,"GO:0001574",1.03805019550842,17,"ganglioside biosynthetic process","ganglioside biosynthetic process",0.865067567567568,0.498,0
"GO:0033572","GO:0033572",19,"GO:0033572",1.03805019550842,10,"transferrin transport","transferrin transport",0.936162162162162,0.460142857142857,0
"GO:0070092","GO:0070092",1,"GO:0070092",1.03805019550842,8,"regulation of glucagon secretion","regulation of glucagon secretion",0.858945945945946,0.44325,0
"GO:0046777","GO:0046777",20,"GO:0046777",1.03805019550842,199,"protein autophosphorylation","protein autophosphorylation",0.857810810810811,0.4421,0
"GO:0036211","GO:0036211",16,"GO:0036211",1.03805019550842,3023,"protein modification process","protein modification process",0.836108108108108,0.428333333333333,0
"GO:0002861","GO:0002861",22,"GO:0002861",1.03805019550842,48,"regulation of inflammatory response to antigenic stimulus","regulation of inflammatory response to antigenic stimulus",0.867831081081081,0.416333333333333,0
"GO:1900078","GO:1900078",21,"GO:1900078",1.03805019550842,26,"positive regulation of cellular response to insulin stimulus","positive regulation of cellular response to insulin stimulus",0.845189189189189,0.407666666666667,0
"GO:2000317","GO:2000317",5,"GO:2000317",1.03805019550842,13,"negative regulation of T-helper 17 type immune response","negative regulation of T-helper 17 type immune response",0.854202702702703,0.402333333333333,0
