,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:2000628,regulation of miRNA metabolic process,GO:2000628,0.09161146,80.78571,340.3449,RC3H2,Regulation Of miRNA Metabolic Process (GO:2000628)
1,GO:0016446,somatic hypermutation of immunoglobulin genes,GO:0016446,0.09161146,94.25926,409.6116,POLQ,Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)
2,GO:0071467,cellular response to pH,GO:0071467,0.09161146,113.1222,508.9204,MCOLN1,Cellular Response To pH (GO:0071467)
3,GO:0097503,sialylation,GO:0097503,0.09161146,188.5741,924.4953,ST3GAL1,Sialylation (GO:0097503)
4,GO:0043576,regulation of respiratory gaseous exchange,GO:0043576,0.09161146,282.8889,1468.012,PASK,Regulation Of Respiratory Gaseous Exchange (GO:0043576)
5,GO:0006054,N-acetylneuraminate metabolic process,GO:0006054,0.09161146,80.78571,340.3449,ST3GAL1,N-acetylneuraminate Metabolic Process (GO:0006054)
6,GO:1905671,regulation of lysosome organization,GO:1905671,0.09161146,188.5741,924.4953,MCOLN1,Regulation Of Lysosome Organization (GO:1905671)
7,GO:0045623,negative regulation of T-helper cell differentiation,GO:0045623,0.09161146,282.8889,1468.012,RC3H2,Negative Regulation Of T-helper Cell Differentiation (GO:0045623)
8,GO:0001574,ganglioside biosynthetic process,GO:0001574,0.09161146,113.1222,508.9204,ST3GAL1,Ganglioside Biosynthetic Process (GO:0001574)
9,GO:0033572,transferrin transport,GO:0033572,0.09161146,80.78571,340.3449,MCOLN1,Transferrin Transport (GO:0033572)
10,GO:0070092,regulation of glucagon secretion,GO:0070092,0.09161146,inf,inf,PASK,Regulation Of Glucagon Secretion (GO:0070092)
11,GO:0046777,protein autophosphorylation,GO:0046777,0.09161146,10.87642,43.83414,PIM3;PASK,Protein Autophosphorylation (GO:0046777)
12,GO:0036211,protein modification process,GO:0036211,0.09161146,4.987234,21.25068,PLK2;PIM3;PASK;ST3GAL1,Protein Modification Process (GO:0036211)
13,GO:0002861,regulation of inflammatory response to antigenic stimulus,GO:0002861,0.09161146,56.53333,220.3173,PLK2,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)
14,GO:1900078,positive regulation of cellular response to insulin stimulus,GO:1900078,0.09161146,56.53333,220.3173,ERFE,Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078)
15,GO:2000317,negative regulation of T-helper 17 type immune response,GO:2000317,0.09161146,282.8889,1468.012,RC3H2,Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317)
16,GO:0050805,negative regulation of synaptic transmission,GO:0050805,0.09161146,113.1222,508.9204,PLK2,Negative Regulation Of Synaptic Transmission (GO:0050805)
17,GO:0044843,cell cycle G1/S phase transition,GO:0044843,0.09161146,31.41796,188.7988,CCND3;PLK2,Cell Cycle G1/S Phase Transition (GO:0044843)
18,GO:0042339,keratan sulfate metabolic process,GO:0042339,0.09161146,70.68056,289.5098,ST3GAL1,Keratan Sulfate Metabolic Process (GO:0042339)
19,GO:2000050,regulation of non-canonical Wnt signaling pathway,GO:2000050,0.09161146,94.25926,409.6116,ZNRF3,Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)
20,GO:0051260,protein homooligomerization,GO:0051260,0.09161146,15.86039,74.98992,POLQ;MCOLN1,Protein Homooligomerization (GO:0051260)
21,GO:0045721,negative regulation of gluconeogenesis,GO:0045721,0.09161146,62.82099,250.7532,ERFE,Negative Regulation Of Gluconeogenesis (GO:0045721)
22,GO:0032801,receptor catabolic process,GO:0032801,0.09271959,51.38889,195.8425,ZNRF3,Receptor Catabolic Process (GO:0032801)
23,GO:0006977,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",GO:0006977,0.09271959,51.38889,195.8425,PLK2,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)"
